scope,ticker,trade_count,ratio_min,ratio_max,ratio_mean,ratio_median,pearson_ratio_vs_pnl,spearman_ratio_vs_pnl,ols_pnl_slope_per_1_ratio,avg_pnl_pct,win_rate_pct
all_rerun,ANET,79,1.0103991929753864,3.1604515622765232,1.4323271014620287,1.3821837725882795,0.03719223255766939,0.09421299700623229,0.9815946453843302,2.422044906964787,72.15189873417721
all_rerun,BB,41,1.0182892403920407,2.5638494678390664,1.3814167674341888,1.257157510564902,-0.06826159807735813,-0.1638948187113428,-3.2239225869627637,0.9143927604544405,39.02439024390244
all_rerun,CE,75,1.0028017821877264,3.0034000997071155,1.482437198998732,1.4317362249200847,0.07853626043610804,0.057194483497138626,1.219828954608857,-0.8748131014137035,44.0
high_exact_period,CE,36,1.0028017821877264,3.0034000997071155,1.5627213379113205,1.4317362249200847,0.2286171693660614,0.11316318256898543,3.747773210524803,-2.841541767789481,33.333333333333336
