scope,ticker,active_count,positive_median_cut,active_avg_pnl_pct,inactive_avg_pnl_pct,low_count,low_avg_pnl_pct,low_win_rate_pct,high_count,high_avg_pnl_pct,high_win_rate_pct,pearson_strength_vs_pnl,spearman_strength_vs_pnl,ols_slope
all_rerun,ANET,42,0.6660233348829745,1.82486880286182,3.0999204845951813,21,4.212439659809714,85.71428571428571,21,-0.5627020540860742,57.142857142857146,-0.262572256336973,-0.14290537785699034,-2.4616060580703656
all_rerun,BB,15,1.3985618205742512,-0.2047936622645768,1.5600772351000283,8,-1.711149231051616,25.0,7,1.5167555592063242,57.142857142857146,0.23045030588586246,0.08602205792791848,1.3347907790808196
all_rerun,CE,20,1.307980023888601,-3.237933634215537,-0.01549654403122008,10,-5.456575183853461,10.0,10,-1.019292084577611,60.0,0.37287189991350755,0.3722692256267321,2.17317147475372
high_exact_period,CE,16,1.4220401889772634,-3.8383508634996786,-2.044094491221327,8,-6.519309937481151,0.0,8,-1.157391789518205,62.5,0.47757414031135437,0.44329944983167463,3.003114631973195
