ticker,period_label,period_reproduction_status,trade_match_status,confidence_tier,component_matches_original,entry_date,exit_date,pnl_pct,score,threshold,ratio,market_adjustment,positive_component_count,active_combo,ma_align,macd,rsi,bb,volume,news,news_topics,events
CE,train_2,exact_period,exact,A_period_exact,True,2023-07-05,2023-07-19,7.09516984,3.8000952,2.65418666,1.43173622,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-07-24,2023-08-07,-1.69576263,3.8000952,2.65418666,1.43173622,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-08-10,2023-08-16,-7.73151417,3.8000952,2.65418666,1.43173622,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-08-31,2023-09-15,2.30044132,3.74064175,2.65418666,1.40933635,1.0,3,MACD+RSI+BB,0.0,1.16778788,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-09-20,2023-09-26,-6.66313499,3.8000952,2.65418666,1.43173622,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-10-20,2023-10-23,-3.09412774,3.32462576,2.65418666,1.25259681,1.0,3,RSI+BB+NewsTopics,0.0,0.0,1.72507752,0.84777635,0.0,0.0,0.75177189,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-10-27,2023-10-30,-3.08335146,5.32462576,2.65418666,2.00612332,1.0,3,RSI+BB+NewsTopics,0.0,0.0,1.72507752,0.84777635,0.0,0.0,0.75177189,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-11-06,2023-11-20,7.32051828,3.74064175,2.65418666,1.40933635,1.0,3,MACD+RSI+BB,0.0,1.16778788,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-11-28,2023-12-12,5.3096328,3.04108809,2.65418666,1.14577024,1.0,3,MA+RSI+Volume,1.22724132,0.0,1.72507752,0.0,0.08876925,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2023-12-15,2024-01-02,0.46149424,3.82727211,2.65418666,1.44197549,1.0,2,MA+NewsTopics,1.22724132,0.0,0.0,0.0,0.0,0.0,2.60003078,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2024-01-05,2024-01-22,-1.7339325,5.0809197,2.65418666,1.91430383,1.0,4,MA+RSI+BB+NewsTopics,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,1.28082451,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2024-01-25,2024-02-08,2.14365866,5.71940128,2.65418666,2.15486023,1.0,3,RSI+BB+NewsTopics,0.0,0.0,1.72507752,0.84777635,0.0,0.0,3.14654741,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2024-02-13,2024-02-21,-6.79946147,4.13155734,2.65418666,1.55661898,1.0,4,MA+RSI+BB+NewsTopics,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.33146215,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2024-02-26,2024-03-11,4.35446926,3.5226177,2.65418666,1.3271929,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,-0.27747749,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2024-03-14,2024-03-28,9.61538631,3.8000952,2.65418666,1.43173622,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2024-04-03,2024-04-10,-6.08885703,3.8000952,2.65418666,1.43173622,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2024-05-10,2024-05-24,-5.204516,2.66162312,2.65418666,1.00280178,1.0,3,RSI+BB+Volume,0.0,0.0,1.72507752,0.84777635,0.08876925,0.0,0.0,0.0
CE,train_2,exact_period,exact,A_period_exact,True,2024-06-03,2024-06-10,-6.62791111,2.66162312,2.65418666,1.00280178,1.0,3,RSI+BB+Volume,0.0,0.0,1.72507752,0.84777635,0.08876925,0.0,0.0,0.0
