scope,ticker,classification_type,classification,trade_count,avg_pnl_pct,median_pnl_pct,win_rate_pct,pnl_variance_sample,pnl_std_sample,min_pnl_pct,max_pnl_pct,avg_ratio,avg_active_component_count
all_rerun,CE,exact_active_combo,MA+RSI+BB,19,-0.6849320836506653,-0.8580865438995605,42.10526315789474,35.23950824384344,5.936287412503158,-13.233513925447118,9.6153863050817,1.4262339447386982,3.0
all_rerun,CE,exact_active_combo,RSI+BB+NewsTopics,9,-3.048132767195452,-3.094127738592535,33.333333333333336,70.81052257014856,8.414898844914807,-14.896082397354036,13.329566148179886,1.7335804414725355,3.0
all_rerun,CE,exact_active_combo,RSI+BB+Volume,9,1.6567329235719623,0.2242117016502558,55.55555555555556,33.27967932512355,5.768854247172792,-6.627911105305818,11.463008015999485,1.0028017821877262,3.0
all_rerun,CE,exact_active_combo,MACD+RSI+BB,6,1.1383491361999756,4.166991713015997,66.66666666666667,67.00231391829927,8.185494115708549,-9.543536349537344,9.195946741181302,1.40933635262594,3.0
all_rerun,CE,exact_active_combo,BB,5,-3.2926579212490283,-4.741104422837134,20.0,10.935188854695326,3.3068397080438183,-6.668653430679572,1.8223390880253523,1.0729374784712278,1.0
all_rerun,CE,exact_active_combo,RSI+BB,5,3.479868032750359,3.483066666493685,60.0,32.95832324858397,5.7409340048971105,-2.7316318772357113,12.421834482450175,1.72288329706539,2.0
all_rerun,CE,exact_active_combo,MA+RSI+BB+NewsTopics,4,-4.595171010338484,-4.266696981458141,25.0,57.97266011544973,7.613977942931653,-13.886250902722239,4.038960824284584,2.037672234311561,4.0
all_rerun,CE,exact_active_combo,MACD+RSI,4,-6.447493304112516,-7.927932868562252,25.0,45.15381133967636,6.7196585731476235,-12.91931494604567,2.9852074667201087,1.089925378840057,2.0
all_rerun,CE,exact_active_combo,MA+RSI,3,-1.6229688023131559,-1.5696130785850342,33.333333333333336,13.50531958277346,3.6749584464009195,-5.324314602621798,2.0250212742673637,1.2807673951871632,2.0
all_rerun,CE,exact_active_combo,MA+RSI+NewsTopics,2,0.24175233801018958,0.24175233801018958,50.0,360.1266887215666,18.977004208292904,-13.177016024279373,13.660520700299752,2.4979314737570455,3.0
all_rerun,CE,exact_active_combo,BB+NewsTopics,1,3.279761708488559,3.279761708488559,100.0,,,3.279761708488559,3.279761708488559,1.5759674864525228,2.0
all_rerun,CE,exact_active_combo,MA+MACD+RSI,1,-3.042445599906559,-3.042445599906559,0.0,,,-3.042445599906559,-3.042445599906559,1.5523048113800961,3.0
all_rerun,CE,exact_active_combo,MA+MACD+RSI+BB,1,13.036305246668284,13.036305246668284,100.0,,,13.036305246668284,13.036305246668284,1.8717157851659791,4.0
all_rerun,CE,exact_active_combo,MA+NewsTopics,1,0.46149424380431747,0.46149424380431747,100.0,,,0.46149424380431747,0.46149424380431747,1.4419754863314882,2.0
all_rerun,CE,exact_active_combo,MA+RSI+BB+Volume,1,4.840045157760336,4.840045157760336,100.0,,,4.840045157760336,4.840045157760336,1.4651812147277656,4.0
all_rerun,CE,exact_active_combo,MA+RSI+Volume,1,5.3096327996588295,5.3096327996588295,100.0,,,5.3096327996588295,5.3096327996588295,1.1457702409418824,3.0
all_rerun,CE,exact_active_combo,MACD+RSI+BB+NewsTopics,1,-4.213548238119028,-4.213548238119028,0.0,,,-4.213548238119028,-4.213548238119028,2.981000227412971,4.0
all_rerun,CE,exact_active_combo,MACD+RSI+NewsTopics,1,-14.8202364738183,-14.8202364738183,0.0,,,-14.8202364738183,-14.8202364738183,2.5365950262177073,3.0
all_rerun,CE,exact_active_combo,RSI+NewsTopics,1,-4.13576965457364,-4.13576965457364,0.0,,,-4.13576965457364,-4.13576965457364,1.1027171041759782,2.0
