scope,ticker,classification_type,classification,trade_count,avg_pnl_pct,median_pnl_pct,win_rate_pct,pnl_variance_sample,pnl_std_sample,min_pnl_pct,max_pnl_pct,avg_ratio,avg_active_component_count
all_rerun,CE,overlap_tag,RSI 포함,68,-0.777778661059934,-0.7419196803731543,44.11764705882353,52.52085536571915,7.247127387159629,-14.896082397354036,13.660520700299752,1.5117670523494813,2.911764705882353
all_rerun,CE,overlap_tag,BB 포함,61,-0.31488988481677616,-0.31895021103042875,45.90163934426229,44.85998660027603,6.697759819542354,-14.896082397354036,13.329566148179886,1.4787796820888837,2.8524590163934427
all_rerun,CE,overlap_tag,다중 발화(3개+),55,-0.6453389061429854,-0.6257528168467479,45.45454545454545,55.38866021163803,7.44235582404107,-14.896082397354036,13.660520700299752,1.543291313988001,3.1272727272727274
all_rerun,CE,overlap_tag,MA 포함,33,-0.45984131859546906,-0.8580865438995605,45.45454545454545,47.52550883978411,6.8938747333980555,-13.886250902722239,13.660520700299752,1.5625529260274038,3.0606060606060606
all_rerun,CE,overlap_tag,News 계열 포함,20,-3.237933634215537,-3.4157905751003392,35.0,69.7111401426546,8.34931974131154,-14.896082397354036,13.660520700299752,1.919351559430191,3.1
all_rerun,CE,overlap_tag,소수 발화(1~2개),20,-1.5058671384081816,-1.7931401169335137,40.0,32.08978740257485,5.66478485051064,-12.91931494604567,12.421834482450175,1.31508838277824,1.75
all_rerun,CE,overlap_tag,MACD 포함,14,-1.9999859617447002,-3.6279969190127934,42.857142857142854,77.31727919378781,8.793024462253463,-14.8202364738183,13.036305246668284,1.5540953915209015,2.857142857142857
all_rerun,CE,overlap_tag,Volume 포함,11,2.2782067517788023,4.087060901723973,63.63636363636363,28.546606197543053,5.342902413252843,-6.627911105305818,11.463008015999485,1.0578334086690167,3.090909090909091
all_rerun,CE,overlap_tag,BB 단독,5,-3.2926579212490283,-4.741104422837134,20.0,10.935188854695326,3.3068397080438183,-6.668653430679572,1.8223390880253523,1.0729374784712278,1.0
