ticker,period_label,period_reproduction_status,trade_match_status,confidence_tier,component_matches_original,entry_date,exit_date,pnl_pct,score,threshold,ratio,market_adjustment,positive_component_count,active_combo,ma_align,macd,rsi,bb,volume,news,news_topics,events
CE,train_1,mismatch_period,exact,B_trade_exact,True,2022-07-06,2022-07-13,-4.85920369,2.84777635,2.65418666,1.07293748,1.0,1,BB,0.0,0.0,0.0,0.84777635,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2022-07-18,2022-08-01,1.82233909,2.84777635,2.65418666,1.07293748,1.0,1,BB,0.0,0.0,0.0,0.84777635,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2022-09-12,2022-09-14,-9.54353635,3.74064175,2.65418666,1.40933635,1.0,3,MACD+RSI+BB,0.0,1.16778788,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2022-10-03,2022-10-13,-4.74110442,2.84777635,2.65418666,1.07293748,1.0,1,BB,0.0,0.0,0.0,0.84777635,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2022-10-18,2022-11-01,3.48306667,4.57285387,2.65418666,1.7228833,1.0,2,RSI+BB,0.0,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2022-11-04,2022-11-07,-3.73745341,5.53702289,2.65418666,2.08614675,1.0,3,RSI+BB+NewsTopics,0.0,0.0,1.72507752,0.84777635,0.0,0.0,0.96416902,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2022-11-25,2022-12-09,-1.56961308,2.95231885,2.65418666,1.11232525,1.0,2,MA+RSI,1.22724132,0.0,1.72507752,0.0,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2022-12-15,2022-12-30,-0.85808654,3.8000952,2.65418666,1.43173622,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2023-03-30,2023-04-14,2.98520747,2.89286541,2.65418666,1.08992538,1.0,2,MACD+RSI,0.0,1.16778788,1.72507752,0.0,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2023-04-24,2023-05-08,-0.31895021,2.66162312,2.65418666,1.00280178,1.0,3,RSI+BB+Volume,0.0,0.0,1.72507752,0.84777635,0.08876925,0.0,0.0,0.0
CE,train_1,mismatch_period,exact,B_trade_exact,True,2023-05-11,2023-05-25,6.35095377,2.66162312,2.65418666,1.00280178,1.0,3,RSI+BB+Volume,0.0,0.0,1.72507752,0.84777635,0.08876925,0.0,0.0,0.0
CE,train_1,mismatch_period,entry_date_match_but_values_differ,C_signal_exact_exit_diff,True,2022-11-10,2022-11-17,1.32618107,5.53702289,2.65418666,2.08614675,1.0,3,RSI+BB+NewsTopics,0.0,0.0,1.72507752,0.84777635,0.0,0.0,0.96416902,0.0
CE,train_1,mismatch_period,entry_date_match_but_values_differ,C_signal_exact_exit_diff,True,2023-01-05,2023-01-20,13.03630525,4.96788308,2.65418666,1.87171579,1.0,4,MA+MACD+RSI+BB,1.22724132,1.16778788,1.72507752,0.84777635,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,entry_date_match_but_values_differ,C_signal_exact_exit_diff,True,2023-06-01,2023-06-15,11.46300802,2.66162312,2.65418666,1.00280178,1.0,3,RSI+BB+Volume,0.0,0.0,1.72507752,0.84777635,0.08876925,0.0,0.0,0.0
CE,train_1,mismatch_period,not_in_original,D_low_partial_or_rerun_only,False,2023-01-25,2023-02-08,2.02502127,2.95231885,2.65418666,1.11232525,1.0,2,MA+RSI,1.22724132,0.0,1.72507752,0.0,0.0,0.0,0.0,0.0
CE,train_1,mismatch_period,not_in_original,D_low_partial_or_rerun_only,False,2023-02-22,2023-03-08,4.0870609,2.66162312,2.65418666,1.00280178,1.0,3,RSI+BB+Volume,0.0,0.0,1.72507752,0.84777635,0.08876925,0.0,0.0,0.0
CE,train_1,mismatch_period,not_in_original,D_low_partial_or_rerun_only,False,2023-06-21,2023-06-30,7.33941722,3.8000952,2.65418666,1.43173622,1.0,3,MA+RSI+BB,1.22724132,0.0,1.72507752,0.84777635,0.0,0.0,0.0,0.0
