ticker,rule_id,trade_count,component_available_count,ce_type_count,ce_type_ratio_pct,ce_avg_pnl_pct,non_ce_avg_pnl_pct,ce_minus_non_ce_avg_pnl_pct,ce_win_rate_pct,non_ce_win_rate_pct,avg_top2_concentration,avg_score_threshold_ratio,avg_positive_component_count
ANET,stage3:ANET:fe220620802b,81,81,17,20.987654320987655,0.08249614672735192,2.328646877367722,-2.24615073064037,58.8235294117647,76.5625,0.9470915209238019,1.4176042795655937,2.3333333333333335
BB,stage3:BB:f1bdfe7f8ad9,46,46,8,17.391304347826086,6.832421152550605,0.35766981591628855,6.474751336634316,50.0,47.36842105263158,0.9162919646508005,1.3956672842999023,2.717391304347826
CE,stage3:CE:998b0b638c66,79,79,24,30.379746835443036,-2.395589803927813,-0.4194189452377353,-1.9761708586900777,33.333333333333336,45.45454545454545,0.8595574321021975,1.4851042222189443,2.7341772151898733
