ticker,split_label,seed,generations_run,best_train_fitness,structural_invalid_count,train_gate,stress_gate,oos_gate,survivor,train_eligible_days,train_signal_count,train_signal_positive_count,train_coverage,train_precision,train_base_rate,train_signal_extinction_warning,train_trade_count,train_trade_win_rate_pct,train_expectancy_pct,train_max_drawdown_pct,train_fitness_daily_efficiency,train_flat_signal_coverage,train_holding_signal_evaluations,train_holding_signal_passes,train_total_daily_signal_coverage,stress_eligible_days,stress_signal_count,stress_signal_positive_count,stress_coverage,stress_precision,stress_base_rate,stress_signal_extinction_warning,stress_trade_count,stress_trade_win_rate_pct,stress_expectancy_pct,stress_max_drawdown_pct,stress_fitness_daily_efficiency,stress_flat_signal_coverage,stress_holding_signal_evaluations,stress_holding_signal_passes,stress_total_daily_signal_coverage,oos_eligible_days,oos_signal_count,oos_signal_positive_count,oos_coverage,oos_precision,oos_base_rate,oos_signal_extinction_warning,oos_trade_count,oos_trade_win_rate_pct,oos_expectancy_pct,oos_max_drawdown_pct,oos_fitness_daily_efficiency,oos_flat_signal_coverage,oos_holding_signal_evaluations,oos_holding_signal_passes,oos_total_daily_signal_coverage,stress_precision_floor,oos_precision_floor
AAP,train_1,2545798249,12,0.1608422444964666,0,True,True,False,False,251,64,17,0.2549800796812749,0.265625,0.2669322709163346,False,21,57.14285714285714,0.781059305996315,-9.793849765547186,0.1608422444964666,0.1272727272727272,46,27,0.2274881516587677,316,56,18,0.1772151898734177,0.3214285714285714,0.2658227848101265,False,20,50.0,0.1190014224728031,-10.630050276169444,0.0082755502601823,0.0851063829787234,41,21,0.1485507246376811,256,52,21,0.203125,0.4038461538461538,0.51171875,False,17,58.82352941176471,0.2686936712492391,-22.63543711607712,-0.1660203051785954,0.0934065934065934,42,26,0.1919642857142857,0.3,0.54171875
AAP,train_2,1723576342,12,0.5428896935746219,0,True,False,False,False,250,53,24,0.212,0.4528301886792453,0.404,False,22,72.72727272727273,1.3863484916334488,-9.245375523795328,0.5428896935746219,0.1341463414634146,44,22,0.2115384615384615,316,79,17,0.25,0.2151898734177215,0.2658227848101265,False,36,41.66666666666667,-0.5281335841314763,-25.25722931716492,-0.1123242935456503,0.1925133689839572,59,24,0.2439024390243902,256,48,22,0.1875,0.4583333333333333,0.51171875,False,19,47.368421052631575,-0.0704990076774828,-10.570135752544148,-0.2119079775111644,0.1079545454545454,44,25,0.2,0.3028301886792452,0.54171875
AAP,train_3,2241506692,12,0.7943210289666874,0,True,False,True,False,250,64,32,0.256,0.5,0.476,False,21,71.42857142857143,1.87405772443148,-9.164270022109587,0.7943210289666874,0.1337579617834395,53,34,0.2619047619047619,316,87,26,0.2753164556962025,0.2988505747126437,0.2658227848101265,False,34,47.05882352941176,-0.0672913798843843,-16.69542585579351,-0.1064975220096144,0.1798941798941798,61,27,0.244,256,53,32,0.20703125,0.6037735849056604,0.51171875,False,26,61.53846153846154,1.0002904867899087,-11.5749917474514,0.2827000706857441,0.1604938271604938,44,18,0.2135922330097087,0.35,0.54171875
POWI,train_1,2375100823,12,0.6928262912200364,0,True,True,False,False,251,77,41,0.3067729083665338,0.5324675324675324,0.446215139442231,False,22,77.27272727272727,2.5055950787191064,-3.6146571904785887,0.6928262912200364,0.1486486486486486,61,41,0.3014354066985646,316,143,57,0.4525316455696203,0.3986013986013986,0.3512658227848101,False,31,38.70967741935484,-1.5066067681934898,-48.5258528946054,-0.3927798679889789,0.1925465838509316,97,73,0.4031007751937984,256,39,13,0.15234375,0.3333333333333333,0.48828125,False,9,22.22222222222222,-2.885161453675185,-28.08188176793669,-0.5200681240493208,0.0428571428571428,31,24,0.1369294605809128,0.3824675324675324,0.51828125
POWI,train_2,465117642,8,0.2426628752746134,0,True,False,True,False,250,58,18,0.232,0.3103448275862069,0.28,False,20,65.0,0.8855929736848596,-14.531798419812567,0.2426628752746134,0.1226993865030674,47,28,0.2285714285714285,316,102,35,0.3227848101265823,0.3431372549019608,0.3512658227848101,False,32,56.25,0.133780717995933,-36.70302712603352,0.0613162665899731,0.1860465116279069,81,50,0.3241106719367589,256,64,44,0.25,0.6875,0.48828125,False,22,63.63636363636363,3.271679716073656,-11.106717145818257,0.6890244944057945,0.1317365269461078,48,26,0.2232558139534883,0.3812658227848101,0.51828125
POWI,train_3,3980538693,7,0.2984353308309704,0,True,False,True,False,250,37,16,0.148,0.4324324324324324,0.416,False,20,50.0,1.0477128121573709,-3.584064842225432,0.2984353308309704,0.1092896174863388,27,7,0.1285714285714285,316,35,10,0.110759493670886,0.2857142857142857,0.3512658227848101,False,18,61.11111111111112,0.4811492223581515,-6.720627375513166,0.1655611122094687,0.0714285714285714,28,10,0.1,256,15,8,0.05859375,0.5333333333333333,0.48828125,False,9,55.55555555555556,0.6712295272666675,-9.955257321897417,0.1116212336462455,0.039647577092511,13,4,0.0541666666666666,0.3812658227848101,0.51828125
