hash,rank_train,train_fitness,pass_2022,pass_2023,pass_2024,pass_2025H2,general_pass_count,survives_all4,2022_exp,2022_dd,2022_trades,2022_member,2023_exp,2023_dd,2023_trades,2023_member,2024_exp,2024_dd,2024_trades,2024_member,2025H2_exp,2025H2_dd,2025H2_trades,2025H2_member
9608b1339d25bbe2652a2b246fed1034eddb7ff01e5ce3e47dce0f3a66711db2,1,54.957872912230236,True,True,True,True,3,True,6.752517268119826,-1.2218824563205786,5,66.414141,4.588255032055196,0.0,5,79.747475,6.98512868462511,0.0,6,79.747475,2.0345444349813215,-7.3896474798609235,9,29.090909
4dd930f604aff1986a7ec8fc07c03d13f498daf72676865db678041e9796f2e3,2,54.957872912230236,True,True,True,True,3,True,6.752517268119826,-1.2218824563205786,5,66.414141,2.118252478420614,0.0,5,48.636364,3.6197870462016133,0.0,5,42.979798,1.5613147384804524,-9.017188690202591,7,17.575758
92787c018f8251482e83b90563798b4611beda918baf68e4ea9880ea5bf7ac9c,3,54.957872912230236,True,True,True,True,3,True,6.752517268119826,-1.2218824563205786,5,66.414141,2.118252478420614,0.0,5,48.636364,3.6197870462016133,0.0,5,42.979798,1.5613147384804524,-9.017188690202591,7,17.575758
773f5a3a4435c272e46ccac201ca525b45f511b157ea58928b56e37184fd0e57,13,53.76539640000308,True,True,True,True,3,True,6.991775203589673,-5.480727142846142,5,72.525253,3.6385262121140265,0.0,5,65.606061,3.8396157587472595,0.0,5,49.69697,2.4783314853800906,-11.582423809061481,8,39.747475
ab0080e80894c3f605f40458d65c249816e5b0be1daa92b428677c9e982072a6,14,53.76539640000308,True,True,True,True,3,True,6.991775203589673,-5.480727142846142,5,72.525253,3.6385262121140265,0.0,5,65.606061,3.8396157587472595,0.0,5,49.69697,2.751515728436064,-11.582423809061481,8,50.656566
b1276bab084605d87d443331610acedf1155a355033d78ffafb8d5bdd00d53dd,15,53.76539640000308,True,True,True,True,3,True,6.991775203589673,-5.480727142846142,5,72.525253,3.6385262121140265,0.0,5,65.606061,2.878672436157303,0.0,5,39.444444,3.090365972514846,-11.582423809061478,8,60.20202
166e343462408aa031ae0175fc74cff139a82aee7059a6d9cdc3593c1b6ab707,17,54.957872912230236,True,True,True,True,3,True,7.02355236094966,-1.2218824563205786,5,76.313131,3.3471237827044695,0.0,5,61.717172,5.611332717023272,0.0,5,64.191919,3.416313441080748,-7.1701679234525555,10,74.79798
f7c33e25271ff439bc5738c0dbc64703af8e42ff2cadcb569ea868179cd4f34e,20,54.957872912230236,True,True,True,True,3,True,6.752517268119826,-1.2218824563205786,5,66.414141,2.118252478420614,0.0,5,48.636364,3.6197870462016133,0.0,5,42.979798,1.9633988022290285,-7.389647479860923,7,30.0
00edad044926bc218e992e5253e2a6f755ede79bc7d650371676ab31f35295d5,26,43.75,True,True,True,True,3,True,7.628662972444914,0.0,5,84.292929,1.9236374229788404,0.0,6,45.10101,4.579370469865991,-6.942968030357271,5,53.131313,3.104681338397474,-7.170167923452555,9,65.909091
9b22f2f3b6eaa1c9996b479c540a5e2fd2566500e9d0708c368c2312b0b4ea17,31,52.996460846091296,True,True,True,True,3,True,6.8200135503036305,-7.155496978245367,7,65.808081,2.8382180425231813,0.0,6,57.121212,1.8813939214526567,-6.942968030357269,5,19.090909,3.409863225252078,-9.811188224453794,10,68.181818
81f9ad14081d0dd77a0b9b2b158200bb94139c4f7d343982fa2234b8ffcbfd6b,33,54.957872912230236,True,True,True,True,3,True,6.608059223546599,-1.2218824563205786,5,61.464646,3.883641939467213,0.0,5,67.727273,3.7214839454758177,-5.993491057904546,7,34.444444,2.4776851688586374,-6.579102105718789,10,47.474747
093c6ade026afe4dd078c004d0f390c065ae04749470d6b825917a1803c7b193,38,53.21868306831352,True,True,True,True,3,True,5.961502936255412,-7.155496978245367,9,43.888889,4.238315527333668,0.0,6,77.626263,3.523342180386065,-7.412834867721273,7,36.464646,2.9411990471659815,-7.618114110767337,14,58.383838
8e101289697b58e548b2ab7d0b82754e648c9328e4ec52e8db4220ea861e389f,41,53.701348234326865,True,True,True,True,3,True,5.083989708329687,-5.709470591689751,5,36.161616,3.776182801392746,-8.328809268593496,6,54.393939,7.21976593632578,0.0,5,83.282828,3.359815967322311,-6.307935585557043,11,74.949495
0adf730f9a12f26c21b8e7d700b234e01044e07735c6db9abc0b35a444171f7b,42,53.37186999959245,True,True,True,True,3,True,5.433534623009873,-7.302845239550791,6,39.292929,3.552075724106615,-8.694045920954713,8,58.737374,6.289720715903824,-6.543724389366645,7,66.767677,3.473214077380607,-6.9950986161744835,11,78.535354
3d2444a51c92cb5012178d8a2f9fde242d41e0f11f259b7bfc78cecbe33fea34,43,52.2372060749978,True,True,True,True,3,True,5.70156488298215,-9.271883065484019,6,39.69697,2.3001212105314575,-6.655734957686244,6,39.79798,5.7955238279921915,0.0,7,65.606061,2.4354956500913607,-9.57626986477121,8,37.171717
d0057bf4209878ebcca8f6b4898fa0b6cb08d31eef254b672a11250d0b7a30bc,46,48.88597176530604,True,True,True,True,3,True,3.921263634776424,-10.100341547167108,5,19.393939,4.0229325549777455,0.0,6,70.555556,8.198566839039907,-1.5053797282409533,5,83.737374,3.8430965659910465,-9.063856667425394,11,79.89899
c286c0f5eeb9216acee6dc6b9c3beef4e0cec1e48df765f0ade4efd695c92a3f,49,54.957872912230236,True,True,True,True,3,True,6.639096849166141,-1.2218824563205786,5,62.878788,3.9734229642126633,0.0,6,69.141414,2.582353171595942,-12.758171728518867,10,22.323232,3.136277442102553,-10.833049779373983,11,63.333333
22494fa66e37b720ab57eb7b917ab6c262a95578e878c49f24b89419c1626dde,56,52.677252157682545,True,True,True,True,3,True,6.396237086517762,-8.741956579705182,8,54.141414,1.9146755802553501,-9.47819280440271,7,29.393939,4.35407471969955,-4.309972633044662,7,53.131313,2.820658772881479,-14.646390148905965,12,47.222222
77174cf82252a56e16eac10f76ec26061c95f7792e031a3ea5fa8c79eecb9b34,59,54.957872912230236,True,True,True,True,3,True,6.907172065770737,-1.2218824563205786,5,70.656566,1.5316607119577554,0.0,5,38.030303,1.1979053032506721,-18.596418721829767,9,12.121212,1.1208740719473878,-6.691603981855653,8,16.363636
b9b4854cd5c99ab7121efe91d36f213c877b582682637655cec6b91243aebe97,62,52.546129326169364,True,True,True,True,3,True,6.044701878238521,-7.335252406537965,5,45.555556,1.8879946300257686,-5.05759521011382,5,31.313131,3.6612721091377782,-15.64843042890584,8,29.191919,4.390861104053096,-7.706285286193083,8,81.818182
766cc7a61e389f12ab72823d2e619eda17e73bc07d038ac09b62fd35e937c90b,63,55.07453957889691,True,True,True,True,3,True,6.18835565365496,-1.2218824563205786,6,53.686869,4.126130132573541,0.0,5,76.212121,2.580477326780653,-13.640558755767378,5,19.59596,3.348254724107176,-7.170167923452556,11,70.252525
e2f13e4bd7dba0e5701712ffddc49cd018976c521d6a993ed69ef15e4a731fce,65,47.44980519382336,True,True,True,True,3,True,3.79835741188893,-8.529500730726,8,18.989899,1.4262610307981305,0.0,6,37.323232,4.158865321174705,-7.29576460569745,8,49.292929,2.1599358580793306,-17.694910002207664,11,21.717172
5d7e885b1a0fbec6277d946da776e6720239a9354e7c265785d70835cda7d5b7,69,29.93371931011013,True,True,True,True,3,True,2.691513036944554,-14.179829540880062,9,12.121212,1.8391592625832784,-4.352285802028193,9,38.080808,1.534922865493516,-12.962558345033342,9,14.545455,3.8562194529143667,-5.968048464553526,10,84.040404
434475b86935be594d2e775e170d4dad00bae565d6f8775ebe7af128629a3849,70,29.435271320711102,True,True,True,True,3,True,2.617567840988713,-14.982704449640913,8,11.010101,2.4382781801363045,-7.325358762911928,8,42.323232,6.977977680115841,-2.8826173138316307,6,76.565657,2.733019264637293,-8.54574758298558,18,52.222222
1bfd915cd3069a4639b528b638aff9c56f3a4a2f533315f69c62f222ba3e41f0,71,51.983080017323275,True,True,True,True,3,True,5.338650203649072,-12.957253906385127,9,36.868687,4.028272294935034,0.0,5,71.262626,2.07811252155199,-18.345316931206078,12,16.868687,3.0079839264156867,-9.934232435404454,16,54.242424
548e0add51ff44105530e1326121654b0fd6b5e6714e1ddb2ddf7c9babca4b6d,73,52.75413039447421,True,True,True,True,3,True,6.461163577022226,-8.020962876877832,7,55.858586,3.1395583779911256,-8.868206832823041,6,46.363636,1.7600401727040387,-25.605289728211044,8,13.434343,4.696864767827794,-17.03690828724428,11,83.030303
79ae4d9ff420f5bb1aa51411893e5e15c268da0dce2ba0ec994a8f387fd90a66,89,29.776757295807556,True,True,True,True,3,True,1.8613398182378618,-9.288014746511884,6,10.40404,2.224336294729963,-4.660718255710755,5,40.0,2.9959598919830013,-13.258964267112903,5,24.242424,2.769920353122975,-7.613490941660229,12,57.777778
6704dba5d37b7cf222dc3ea7734e5a90913cd72ac4dd99c145781c616b57ba8b,7,43.75,True,True,True,False,3,False,7.206089074578918,0.0,5,81.464646,2.6743419454548625,0.0,5,55.707071,7.029876877646687,0.0,6,81.868687,0.6508242837193535,-14.796965917726654,11,5.555556
1cf6c549358fa0d1fa90825891273ceeaa1f620b7233ee02e2a8ee01171265d4,23,54.68643955036173,True,True,True,False,3,False,6.173142221568114,-2.191287320136638,5,50.858586,2.1205468121934086,0.0,6,50.40404,7.007638403791697,-1.399701295949484,8,79.040404,0.27073613553713843,-17.53245730448909,12,2.828283
9b62bc591e7422e1eac0d0c62be12fc1604b4d868aee054845b91514a4589b7c,24,54.68643955036173,True,True,True,False,3,False,6.173142221568114,-2.191287320136638,5,50.858586,2.1205468121934086,0.0,6,50.40404,7.007638403791696,-1.399701295949484,8,78.333333,0.8281931145408602,-15.689512470954096,11,6.363636
527df0b8e44185b3a440000ea793fcc31c173631f58f3beea514bf591ebbf092,30,53.49496307427322,True,True,True,False,3,False,6.212093628023231,-6.446560449024208,5,51.616162,4.412357007235595,0.0,6,79.040404,5.142920533589036,-6.255386377795183,7,56.363636,1.293789101554903,-16.76010749943551,11,8.383838
565a23da92952c40d95d6b94a669b66d0701365c42818cbdfe2472bd83ea2e3f,19,43.75,True,False,True,True,2,False,7.575967091679052,0.0,5,83.232323,1.608476286376763,0.0,2,39.444444,5.798310962370416,0.0,7,66.313131,1.5548972558660552,-7.3896474798609235,7,18.989899
9ca17f303c95b4dd1a2cf788b3727eae0adcb27ed68c4e1f331dfde812f1c201,21,43.75,True,False,True,True,2,False,5.244690411135105,0.0,7,42.575758,5.569195182748626,0.0,4,81.868687,4.960769926034149,-5.418153809442497,6,56.262626,1.8482139380844875,-10.548671833976627,11,23.737374
e869e367e30a131fd1a67fe639ae6e2fa6fdeab28ade9387a9a67bcb2d8d3456,27,55.07453957889691,True,False,True,True,2,False,6.238279203975336,-1.2218824563205786,6,55.10101,2.422999941775764,0.0,4,53.585859,3.6607368078469706,-6.040342006017532,7,41.010101,2.1645668614667377,-14.654106427606688,8,22.474747
8a55f3fd6c22089f712a101a9b00867d73dcc8e2d5dd22bbfab7de3aff1b5607,34,55.07453957889691,True,False,True,True,2,False,5.964195150270489,-1.2218824563205786,6,48.030303,0.8992626250000085,0.0,3,33.080808,6.120123233673395,-6.942968030357267,5,63.636364,2.579259272654541,-14.646390148905965,13,36.616162
160149f1142ab4967f12c673d9ce51ed383cc1cc6a2dc6919a13c358fb433355,36,43.75,True,False,True,True,2,False,7.575967091679052,0.0,5,83.232323,3.2590734390659324,0.0,3,60.656566,3.853878856867491,-8.790435581451213,7,45.050505,2.5301901240009252,-10.764403491039,7,37.575758
50d46a9753b4b3d5e4b644962351ff4bd4d1d1e79127f7d99807a34756e8a1f0,39,54.957872912230236,True,False,True,True,2,False,6.752517268119824,-1.2218824563205786,5,63.585859,0.12193246997578744,-5.143016827411156,4,12.525253,5.757711783886398,-6.942968030357271,5,60.20202,3.8666017618980666,-7.3896474798609235,8,85.252525
f1a2f98d4a00a0ca41dd3155a0f1f0055c58c6fb8dfc15cf77508e3651d5e327,44,52.94976768404854,True,False,True,True,2,False,6.02969605860257,-8.81035350935047,6,44.141414,2.7394195196034934,-9.552416681216922,4,40.909091,6.330462834243002,-7.696270697819884,6,66.060606,2.9541556453262903,-9.82088001516181,9,54.545455
9e201291e0b346453aa46ee8a79528dcec1af040cef2bc0dddf9521227704099,47,54.49120624556357,True,False,True,True,2,False,4.6531457304998876,-1.2218824563205821,6,36.161616,4.097085702403252,0.0,4,75.505051,3.4364861951122725,-10.70212610645348,5,25.454545,1.3312435682016281,-5.635273206466949,7,21.515152
fd4e297f42df41f231bfef096a5acaf39e130a54dcc7871598f5b1ab905dca18,50,53.41312751275797,True,False,True,True,2,False,6.441479917001858,-7.155496978245367,6,55.909091,0.9542235285188787,-11.356705657340424,6,18.989899,4.5656893385377995,-7.788215967511402,5,44.949495,2.938179031303395,-7.11521437404102,14,64.848485
a260ee3e33419783520a2666dbd5f0c56c127df84708423f4402fa68185c8cca,51,54.957872912230236,True,False,True,True,2,False,6.752517268119826,-1.2218824563205786,5,66.414141,-0.38700099723318837,-8.694045920954713,5,8.434343,1.0999645274107197,-12.9833100363748,7,12.626263,4.535421238734435,-7.3896474798609235,8,88.080808
6191d0b1eb0cd87334fa4e8e11cd65317ba7dbdc8bcb450f3bd7caea3e069772,58,48.660090887690174,True,False,True,True,2,False,5.846160411047258,-14.179829540880066,7,30.30303,-0.9463517537186948,-8.328809268593496,5,5.20202,3.79546577460676,-12.084047411374797,8,34.242424,1.6799064237511454,-16.308506016616523,14,14.040404
d276ea9a63a495f4c60a78b69b285aaf94d01a582cd96b811af7618968a831ef,64,48.29678282284294,True,False,True,True,2,False,3.4743102133651025,-3.6314562529427263,6,20.909091,0.3313115297109237,-11.514753502537319,6,11.010101,5.5562667639055245,-4.868637539548054,7,60.0,3.6910462152015566,-11.14940262707644,17,74.242424
3c0956e6ab4a3656b5a579e03b7214f27b661485c53ed94e93ef324839d9a91c,66,53.395174752382154,True,False,True,True,2,False,5.819991531350206,-6.80294731292088,5,42.323232,-1.1523407341367142,-7.307150811546887,4,4.949495,5.385385511878963,-6.130533752450489,6,57.878788,4.163939900369805,-14.646390148905965,14,75.808081
6db1c190428e70e8bba8cf5a51bc1f687e74fa6c4df4648128cdb47389fcfbe3,67,39.62883556388463,True,True,False,True,2,False,3.5896399918593227,-16.48279018470858,8,15.555556,6.3145866586689055,0.0,6,87.525253,-0.13257670669694002,-18.419070449205925,7,5.555556,1.9999124826457584,-15.938805289477845,12,23.939394
