actual_label_status,candidate_id,close_d1,close_pos5,cumulative_ret5_pct,days_since_high5,down_days5,fade_after_surge_score,feature_boundary,forensic_signal_price,gene,gene_available,high5,low5,pullback_from_high5_pct,recent_turn_down,ret_d1_pct,ret_d2_pct,ret_d3_pct,ret_d4_pct,ret_d5_pct,selector_pass,signal_time_et,single_up_day5_pct,status,survivor_entity,up_days5
NOT_STORED_SECOND_SESSION_NOT_COMPLETE_AS_OF_2026-07-12,stage3:CRS:8695c9ce3320,587.6300048828125,0.23018317889798692,-4.735429074141528,2,4,8.791463380998177,sessions strictly before 2026-07-09,600.8599853515625,"{""fitness"": 66.56060606060606, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""up_days5"", ""q_high"": 0.49162263653982197, ""q_low"": 0.10438449864148887, ""value_high"": 2.949735819238932, ""value_low"": 2.0}, {""feature"": ""days_since_high5"", ""q_high"": 0.8302575087910953, ""q_low"": 0.6028701043359781, ""value_high"": 4.0, ""value_low"": 2.617220626015869}]}",True,625.989990234375,576.1599731445312,6.52791467978433,0,-0.46073868308800225,-4.666939751968102,3.6852873426957977,-2.117474675300579,-1.08294750990644,False,2026-07-09T13:20:33.590054-04:00,3.6852873426957977,RECOVERED_SELECTOR_DECISION,False,1
