base_rate,candidate_id,coverage,lift_pp,mode,passed_count,passed_positive_count,positive_count,precision,recall,regime,signal_count,stage,ticker
0.5,stage3:AVGO:e4fd3cee2402,0.14285714285714285,0.0,filtered,2,1,7,0.5,0.14285714285714285,oos,14,stage3,AVGO
0.07692307692307693,stage3:AXON:25b116de3cd4,1.0,0.0,baseline,13,1,1,0.07692307692307693,1.0,stress,13,stage3,AXON
0.07692307692307693,stage3:AXON:25b116de3cd4,0.6153846153846154,4.8076923076923075,filtered,8,1,1,0.125,1.0,stress,13,stage3,AXON
0.3076923076923077,stage3:AXON:25b116de3cd4,1.0,0.0,baseline,13,4,4,0.3076923076923077,1.0,train,13,stage3,AXON
0.3076923076923077,stage3:AXON:25b116de3cd4,0.6153846153846154,19.23076923076923,filtered,8,4,4,0.5,1.0,train,13,stage3,AXON
0.5,stage3:AXON:25b116de3cd4,1.0,0.0,baseline,6,3,3,0.5,1.0,oos,6,stage3,AXON
0.5,stage3:AXON:25b116de3cd4,0.5,-50.0,filtered,3,0,3,0.0,0.0,oos,6,stage3,AXON
0.5,stage3:BB:f1bdfe7f8ad9,1.0,0.0,baseline,12,6,6,0.5,1.0,stress,12,stage3,BB
0.5,stage3:BB:f1bdfe7f8ad9,0.4166666666666667,-9.999999999999998,filtered,5,2,6,0.4,0.3333333333333333,stress,12,stage3,BB
0.5,stage3:BB:f1bdfe7f8ad9,1.0,0.0,baseline,22,11,11,0.5,1.0,train,22,stage3,BB
0.5,stage3:BB:f1bdfe7f8ad9,0.36363636363636365,37.5,filtered,8,7,11,0.875,0.6363636363636364,train,22,stage3,BB
0.5,stage3:BB:f1bdfe7f8ad9,1.0,0.0,baseline,12,6,6,0.5,1.0,oos,12,stage3,BB
0.5,stage3:BB:f1bdfe7f8ad9,0.5,0.0,filtered,6,3,6,0.5,0.5,oos,12,stage3,BB
0.391304347826087,stage3:BBIO:82c4a7aa36a9,1.0,0.0,baseline,23,9,9,0.391304347826087,1.0,stress,23,stage3,BBIO
0.391304347826087,stage3:BBIO:82c4a7aa36a9,0.21739130434782608,20.8695652173913,filtered,5,3,9,0.6,0.3333333333333333,stress,23,stage3,BBIO
0.5882352941176471,stage3:BBIO:82c4a7aa36a9,1.0,0.0,baseline,34,20,20,0.5882352941176471,1.0,train,34,stage3,BBIO
0.5882352941176471,stage3:BBIO:82c4a7aa36a9,0.3235294117647059,41.17647058823529,filtered,11,11,20,1.0,0.55,train,34,stage3,BBIO
0.5,stage3:BBIO:82c4a7aa36a9,1.0,0.0,baseline,20,10,10,0.5,1.0,oos,20,stage3,BBIO
0.5,stage3:BBIO:82c4a7aa36a9,0.35,-7.142857142857145,filtered,7,3,10,0.42857142857142855,0.3,oos,20,stage3,BBIO
0.75,stage3:BE:b07b2e49fef8,1.0,0.0,baseline,8,6,6,0.75,1.0,stress,8,stage3,BE
0.75,stage3:BE:b07b2e49fef8,0.0,-75.0,filtered,0,0,6,0.0,0.0,stress,8,stage3,BE
0.5416666666666666,stage3:BE:b07b2e49fef8,1.0,0.0,baseline,24,13,13,0.5416666666666666,1.0,train,24,stage3,BE
0.5416666666666666,stage3:BE:b07b2e49fef8,0.375,34.72222222222222,filtered,9,8,13,0.8888888888888888,0.6153846153846154,train,24,stage3,BE
0.8333333333333334,stage3:BE:b07b2e49fef8,1.0,0.0,baseline,18,15,15,0.8333333333333334,1.0,oos,18,stage3,BE
0.8333333333333334,stage3:BE:b07b2e49fef8,0.5,5.5555555555555465,filtered,9,8,15,0.8888888888888888,0.5333333333333333,oos,18,stage3,BE
