candidate_id,ticker,group,signal_timestamp_utc,signal_price,status,reference_price,reference_timestamp_utc,reference_relation,price_source,plus_1h_price,plus_1h_timestamp_utc,plus_1h_return_pct,plus_4h_price,plus_4h_timestamp_utc,plus_4h_return_pct,plus_1d_price,plus_1d_timestamp_utc,plus_1d_return_pct,plus_2d_price,plus_2d_timestamp_utc,plus_2d_return_pct,notes
stage3:BTBT:363898884d44,BTBT,DROP_ON_OFF,2026-07-11T12:33:09.799605+00:00,,RETROACTIVE_SIGNAL_PRICE_UNAVAILABLE,1.7,2026-07-10T23:59:00+00:00,LAST_AVAILABLE_CANDLE_BEFORE_SIGNAL,"dashboard API /api/real/candles/BTBT?interval=1m; source=public_1m_candle_loader",,,,,,,,,,,,,"shadow row has no price field; signal occurred on Saturday after last available market candle; no post-signal candle available as of analysis"
