decision_threshold,gene_validation_reason,genes_json,model_hash,oos_gate,oos_passed_count,oos_precision,pass_probability,reject_reasons,rejected_narrow_individual_count,rejected_near_full_individual_count,rejected_open_individual_count,status,stress_gate,stress_passed_count,stress_precision,survivor,thin_sample_rejected,ticker,train_gate,train_passed_count,train_precision,upper_fallback_event_count,valid_bilateral_gene
0.45,OK,"{""close_pos5"": [0.030057329816489165, 0.8046862263345248], ""cumulative_ret5_pct"": [0.15161858133656167, 0.8735824167272459], ""days_since_high5"": [0.25399729106450636, 0.6661738707790081], ""fade_after_surge_score"": [0.239368166381391, 0.9736860439456964], ""pullback_from_high5_pct"": [0.10481315624897458, 0.9367276458297508], ""ret_d1_pct"": [0.031364467416468735, 0.8346952287813998], ""ret_d2_pct"": [0.13234210651587802, 0.5718468915397166], ""ret_d3_pct"": [0.13817226554882256, 0.660546288178146], ""ret_d4_pct"": [0.1043078416995259, 0.7917769288421005], ""ret_d5_pct"": [0.14543484956087477, 0.5194622965649462], ""single_up_day5_pct"": [0.18077201816098717, 0.8661360517347028], ""up_days5"": [0.05979592871918466, 0.9491083889821597]}",0b1996f62668cbb721904d4f2c942edea70d683ac38d66dbe9e4fa26337b247f,False,14,0.35714285714285715,0.5714285714285714,"[""precision<0.4214""]",0,0,0,REJECTED,True,17,0.5294117647058824,False,False,CARR,True,21,0.5714285714285714,20,True
0.5966444740346205,OK,"{""close_pos5"": [0.02329677697400257, 0.6533026785455237], ""cumulative_ret5_pct"": [0.036388231693851386, 0.5476612460151158], ""days_since_high5"": [0.09419299321640172, 0.9862786715801006], ""fade_after_surge_score"": [0.05810313482084462, 0.9294488482253842], ""pullback_from_high5_pct"": [0.13631144557397398, 0.679636088667405], ""ret_d1_pct"": [0.14407342609516613, 0.7542486393296316], ""ret_d2_pct"": [0.016503306599257445, 0.7790236121160486], ""ret_d3_pct"": [0.2392217555276817, 0.9899533829106637], ""ret_d4_pct"": [0.1496670987824049, 0.8438066224131909], ""ret_d5_pct"": [0.617007650650632, 0.9994790373051544], ""single_up_day5_pct"": [0.5131935314220236, 0.8395220221889363], ""up_days5"": [0.1292837117474559, 0.6996398189329224]}",2a6c86d57ae7e75332bd014b7ecea558aa139f8ac2f673a8ec9c35e9489984e9,True,8,0.75,0.8636363636363636,"[""precision<0.7136""]",1,0,0,REJECTED,False,14,0.5714285714285714,False,False,CRK,True,22,0.8636363636363636,44,True
0.5926498002663115,OK,"{""close_pos5"": [0.04526605042253809, 0.5770364871218191], ""cumulative_ret5_pct"": [0.24485167285424633, 0.6264070186109018], ""days_since_high5"": [0.4365404303502187, 0.7579508435430995], ""fade_after_surge_score"": [0.09203595683230865, 0.9572154621576765], ""pullback_from_high5_pct"": [0.2095219177912738, 0.6322857970358723], ""ret_d1_pct"": [0.2091878730487925, 0.8887469998922045], ""ret_d2_pct"": [0.2133591457257517, 0.9395127032279799], ""ret_d3_pct"": [0.07636582870605822, 0.49671915759900737], ""ret_d4_pct"": [0.025262179885776066, 0.924921548949055], ""ret_d5_pct"": [0.2549563382545235, 0.8196943915166353], ""single_up_day5_pct"": [0.10505939057419894, 0.9170747614588537], ""up_days5"": [0.050497440090839125, 0.9512157813356299]}",56640a2e08ea95b18f22b46a8ce77198e3b06e548ce5ca4c431e260fd93c347f,False,3,0.6666666666666666,0.85,"[""passed_count<8"", ""precision<0.7000""]",0,0,0,REJECTED,True,17,0.7058823529411765,False,True,CLDX,True,20,0.85,34,True
0.6885219707057256,OK,"{""close_pos5"": [0.06701487807584253, 0.5598129682327794], ""cumulative_ret5_pct"": [0.04522667872491766, 0.9161457902294227], ""days_since_high5"": [0.07317361101549628, 0.6837189812506813], ""fade_after_surge_score"": [0.0729969438476931, 0.882843273805946], ""pullback_from_high5_pct"": [0.05695388587691876, 0.9566513584979442], ""ret_d1_pct"": [0.31170116502696377, 0.8144440627970158], ""ret_d2_pct"": [0.06617887875367685, 0.7915363382095528], ""ret_d3_pct"": [0.23274885051579808, 0.5148509290299843], ""ret_d4_pct"": [0.1478322099928896, 0.6629321242247582], ""ret_d5_pct"": [0.08260836022491028, 0.7370456375709782], ""single_up_day5_pct"": [0.050884558312605396, 0.939006251432298], ""up_days5"": [0.17097822082645964, 1.0]}",dc7941ba24d7920388389f92575ff6347d49ab1bf007a795eeb7cb795748bcdd,False,12,0.5,0.875,"[""precision<0.7250"", ""precision<0.7250""]",1,0,0,REJECTED,False,23,0.43478260869565216,False,False,ADPT,True,24,0.875,35,True
0.47280958721704397,OK,"{""close_pos5"": [0.0918411828532486, 0.754270107808191], ""cumulative_ret5_pct"": [0.2889377818378996, 0.9095806634688929], ""days_since_high5"": [0.21224343778958665, 0.7170149763974024], ""fade_after_surge_score"": [0.2766031868403567, 0.6325297107599014], ""pullback_from_high5_pct"": [0.08445114452446341, 0.8636580541770665], ""ret_d1_pct"": [0.033102140978144096, 0.8392198248462721], ""ret_d2_pct"": [0.2119040091661401, 0.6351132829889758], ""ret_d3_pct"": [0.2088819004197039, 0.7233136074412584], ""ret_d4_pct"": [0.13257585721679246, 0.6975682029035619], ""ret_d5_pct"": [0.286269661894188, 0.9862685550315466], ""single_up_day5_pct"": [0.13326261052823385, 0.7789436065549782], ""up_days5"": [0.5838485632657602, 0.8741717038128097]}",69069e6c5d7f3b8c18e21802d711ba1d734a18afd78ff91337b26492e833c72e,False,10,0.4,0.7,"[""precision<0.5500"", ""precision<0.5500""]",1,0,0,REJECTED,False,12,0.5,False,False,BIDU,True,20,0.7,39,True
0.45,OK,"{""close_pos5"": [0.10314301571402645, 0.8591987471579311], ""cumulative_ret5_pct"": [0.32013353156401475, 0.8447302090829333], ""days_since_high5"": [0.22916841108344482, 0.7559797585090398], ""fade_after_surge_score"": [0.29256454480789457, 0.8126155315159953], ""pullback_from_high5_pct"": [0.06474085437449974, 0.5393755514472526], ""ret_d1_pct"": [0.19463560265891028, 0.9034994461174306], ""ret_d2_pct"": [0.11445065718250075, 0.5118995335726693], ""ret_d3_pct"": [0.11430328399381277, 0.6697739789809734], ""ret_d4_pct"": [0.049189297446025515, 0.8661585701267558], ""ret_d5_pct"": [0.3758861351780352, 0.7007090242230486], ""single_up_day5_pct"": [0.23294946336635916, 0.7327904500896263], ""up_days5"": [0.12181128101225128, 0.6637148429784429]}",27dd92b1e3bca39fceabf378663718b635b983dc9e941f6d305cfb989111324d,False,0,0.0,0.42857142857142855,"[""train_gate"", ""passed_count<8"", ""precision<0.3000"", ""passed_count<8"", ""precision<0.3435""]",0,0,0,REJECTED,False,0,0.0,False,True,CEF,False,0,0.0,32,True
0.5780026631158455,OK,"{""close_pos5"": [0.01586584990731726, 0.5931937556903939], ""cumulative_ret5_pct"": [0.12933149693673476, 0.8485805268262718], ""days_since_high5"": [0.16322326778813628, 0.8921626365750713], ""fade_after_surge_score"": [0.09341835822493624, 0.95], ""pullback_from_high5_pct"": [0.02285970638725617, 0.6926805922271756], ""ret_d1_pct"": [0.26623115996409197, 0.7260473136224277], ""ret_d2_pct"": [0.291463440848333, 0.7445208895718758], ""ret_d3_pct"": [0.16927613866931374, 0.8939706063278158], ""ret_d4_pct"": [0.22748755469416693, 0.9083939282667306], ""ret_d5_pct"": [0.091071786208935, 0.9614100004048238], ""single_up_day5_pct"": [0.22165150971189324, 1.0], ""up_days5"": [0.03081731017940675, 0.9094878971241068]}",af07349ef39efa21e0bc674cd521e42b1877851aad554f4cce56c809d5e2578d,False,14,0.35714285714285715,0.8518518518518519,"[""precision<0.7019"", ""precision<0.7019""]",0,0,0,REJECTED,False,24,0.5416666666666666,False,False,AMD,True,27,0.8518518518518519,27,True
0.46215712383488683,OK,"{""close_pos5"": [0.027844095480326254, 0.9976529752489466], ""cumulative_ret5_pct"": [0.24200948164117037, 0.8179752172553829], ""days_since_high5"": [0.0787006682741696, 0.7241770709337516], ""fade_after_surge_score"": [0.11158205674203006, 0.5278028628882464], ""pullback_from_high5_pct"": [0.008218783406135575, 0.35435653833231273], ""ret_d1_pct"": [0.18456520778001176, 0.9639984817265658], ""ret_d2_pct"": [0.3489506258901662, 0.8117521621759755], ""ret_d3_pct"": [0.3713098165743049, 0.8521619578041825], ""ret_d4_pct"": [0.20488213415414266, 0.5808767031743692], ""ret_d5_pct"": [0.01641388077940166, 0.6024452652420966], ""single_up_day5_pct"": [0.039666845169209985, 0.8607222210426607], ""up_days5"": [0.026468361894029166, 0.8585269531495625]}",533f088311cabb22a012f2c505b1756690d3cd9a7d4e6aceac3c8c22a3b4034a,False,19,0.47368421052631576,0.7272727272727273,"[""passed_count<8"", ""precision<0.5773"", ""precision<0.5773""]",0,0,0,REJECTED,False,3,0.0,False,True,AAP,True,22,0.7272727272727273,36,True
0.6578961384820239,OK,"{""close_pos5"": [0.13861726788242373, 0.8259744050847724], ""cumulative_ret5_pct"": [0.051609078853307275, 0.46580156597124733], ""days_since_high5"": [0.2137609238626338, 0.6436985968935786], ""fade_after_surge_score"": [0.2175401012281156, 0.7699747476322834], ""pullback_from_high5_pct"": [0.03329833388648397, 0.7405301111721739], ""ret_d1_pct"": [0.010405855263542752, 0.7277626051209887], ""ret_d2_pct"": [0.03654856347858698, 0.9171566837329684], ""ret_d3_pct"": [0.14425000352508335, 0.7347017761729384], ""ret_d4_pct"": [0.3175121279478561, 0.7934318102868817], ""ret_d5_pct"": [0.319542446193131, 0.7696701344117154], ""single_up_day5_pct"": [0.10890671046356949, 0.8024682970498777], ""up_days5"": [0.027810023407168163, 0.7342445210753968]}",0a67c818c4c43b60cec221789416d434592bc49a29401db29faf54554b6b7309,False,15,0.6666666666666666,0.8181818181818182,"[""precision<0.6682"", ""precision<0.6682""]",1,0,0,REJECTED,False,25,0.48,False,False,CAPR,True,22,0.8181818181818182,42,True
0.4901198402130493,OK,"{""close_pos5"": [0.5100146675592248, 0.9152484353087751], ""cumulative_ret5_pct"": [0.4749370961977164, 0.9684539204408855], ""days_since_high5"": [0.10398893272475171, 0.5211054000972076], ""fade_after_surge_score"": [0.17533353492950357, 0.8708480890843294], ""pullback_from_high5_pct"": [0.02913855436713552, 0.732500521812056], ""ret_d1_pct"": [0.20503512559958642, 0.9484302970476326], ""ret_d2_pct"": [0.11360385264758383, 0.9158561576484074], ""ret_d3_pct"": [0.06843749588703851, 0.6292773628320569], ""ret_d4_pct"": [0.23828210096159322, 0.9445763550560536], ""ret_d5_pct"": [0.17462444400947363, 0.6667973717568599], ""single_up_day5_pct"": [0.25370126590433895, 0.6511623200080677], ""up_days5"": [0.08625493306292348, 1.0]}",7fa919d835007ccc51a1516708bedff5d52d105b3af32cb79d59551e4d35d7cf,False,5,0.4,0.7142857142857143,"[""precision<0.5643"", ""passed_count<8"", ""precision<0.5643""]",0,0,0,REJECTED,False,29,0.41379310344827586,False,True,STLD,True,28,0.7142857142857143,45,True
0.46615179760319575,OK,"{""close_pos5"": [0.48610575112882304, 0.7831430931116885], ""cumulative_ret5_pct"": [0.25302282589226904, 0.6721202020359308], ""days_since_high5"": [0.07278056092160512, 0.802851794614169], ""fade_after_surge_score"": [0.18158103918309973, 0.8370798287290879], ""pullback_from_high5_pct"": [0.16340464726363207, 0.6237293793448644], ""ret_d1_pct"": [0.05767040693649211, 0.5910690726615914], ""ret_d2_pct"": [0.22473200180627673, 0.7465951350000973], ""ret_d3_pct"": [0.36118870606880665, 0.9756712182233179], ""ret_d4_pct"": [0.2156580131800244, 0.802530627222913], ""ret_d5_pct"": [0.06295848568829375, 0.798705694776059], ""single_up_day5_pct"": [0.29080279076337157, 0.8612345845033349], ""up_days5"": [0.23869714702598388, 0.9195836451079822]}",93b7893251b40f1c509bab31eada1baa697d37b79c99f5aefb4167b0c3327b55,False,1,0.0,0.75,"[""precision<0.6009"", ""passed_count<8"", ""precision<0.6000""]",1,0,0,REJECTED,False,27,0.5185185185185185,False,True,BNTX,True,20,0.75,50,True
0.45,OK,"{""close_pos5"": [0.0031629500318991477, 0.7998035229412287], ""cumulative_ret5_pct"": [0.07813470628817701, 0.9084960852953747], ""days_since_high5"": [0.5018419561853176, 0.9782709568744099], ""fade_after_surge_score"": [0.05, 0.95], ""pullback_from_high5_pct"": [0.2644997046724106, 0.968620435626155], ""ret_d1_pct"": [0.075397474498218, 0.5574572406592667], ""ret_d2_pct"": [0.22876598189736094, 0.9317156406590433], ""ret_d3_pct"": [0.07802969764001075, 0.8172941132956862], ""ret_d4_pct"": [0.46894095545666675, 0.9101717776253784], ""ret_d5_pct"": [0.00023942142435941574, 0.791843076383318], ""single_up_day5_pct"": [0.03303185696079196, 0.5731520345877891], ""up_days5"": [0.00988990669989782, 0.7136894196894055]}",9ba55680e24c03e525724747eae5a7a27a9761bfd9b75f88d75b0bbbfec2b4f6,True,12,0.5,0.5714285714285714,"[""precision<0.4214""]",1,0,1,REJECTED,False,15,0.13333333333333333,False,False,BWXT,True,21,0.5714285714285714,49,True
0.6472436750998668,OK,"{""close_pos5"": [0.19153257120482226, 0.9405433128241307], ""cumulative_ret5_pct"": [0.17542765119458173, 0.7939445959810224], ""days_since_high5"": [0.015869503849526536, 0.8350233988718064], ""fade_after_surge_score"": [0.05055164414814456, 0.8986561196617506], ""pullback_from_high5_pct"": [0.14672540612061669, 0.8631306744704326], ""ret_d1_pct"": [0.05, 0.9282882863740851], ""ret_d2_pct"": [0.09559501911845228, 0.9691989170574731], ""ret_d3_pct"": [0.05, 0.95], ""ret_d4_pct"": [0.06796740585308776, 0.6293697062492934], ""ret_d5_pct"": [0.09492913750875998, 0.8825697881445234], ""single_up_day5_pct"": [0.15220458366906867, 0.6510765659395663], ""up_days5"": [0.03978544546982831, 0.880376948461804]}",85f59cb3b87577d0e0b385a15c1ed7475aefa14221c772f0361a39765a0feaae,True,38,0.8421052631578947,0.8,"[""precision<0.6500""]",0,0,0,REJECTED,False,42,0.6428571428571429,False,False,BE,True,20,0.8,40,True
0.5313981358189082,OK,"{""close_pos5"": [0.2012103464635716, 0.8716757792087699], ""cumulative_ret5_pct"": [0.10598165822008516, 0.8216212253374773], ""days_since_high5"": [0.33350731384613747, 0.6763811306377829], ""fade_after_surge_score"": [0.20439043190949904, 0.6903285146549623], ""pullback_from_high5_pct"": [0.07083747093497285, 0.9050325005418508], ""ret_d1_pct"": [0.12011575471333044, 0.7174856204581909], ""ret_d2_pct"": [0.17729996611912405, 0.5698797836482706], ""ret_d3_pct"": [0.15678141909322407, 0.5833697181029683], ""ret_d4_pct"": [0.2748695523065821, 0.5585400539063593], ""ret_d5_pct"": [0.04467943341380668, 0.8655469551590734], ""single_up_day5_pct"": [0.04965272116099013, 0.5960021675185411], ""up_days5"": [0.14281285511634656, 0.8152816524940064]}",6d5d6e77b6bc1c013471e4e30434fccdfa7065f2f63a0bc60b6411a672592f2a,False,4,0.75,0.782608695652174,"[""passed_count<8""]",2,0,1,REJECTED,True,17,0.6470588235294118,False,True,CLF,True,23,0.782608695652174,37,True
0.4967776298268975,OK,"{""close_pos5"": [0.25591967275318783, 0.8501084086117542], ""cumulative_ret5_pct"": [0.2277123804585462, 0.9323489438938978], ""days_since_high5"": [0.06538144502979988, 0.3111182723924229], ""fade_after_surge_score"": [0.04108160104301634, 0.9215633512739714], ""pullback_from_high5_pct"": [0.0037833770973788455, 0.9433082588856702], ""ret_d1_pct"": [0.20270319320857322, 0.6302929578928406], ""ret_d2_pct"": [0.40421855435523396, 0.9264654387267783], ""ret_d3_pct"": [0.14931627107426354, 0.7207961404293706], ""ret_d4_pct"": [0.32298039393192707, 0.9171748625158047], ""ret_d5_pct"": [0.08018933631003904, 0.8579996902257612], ""single_up_day5_pct"": [0.14238847430574153, 0.7781035631337683], ""up_days5"": [0.3698792065329807, 0.6617382705369298]}",e04be452df8b97d5bad0c8901050e979e3fd1aafe7f47c63f37e9f22951a2db0,False,6,0.16666666666666666,0.7272727272727273,"[""precision<0.5773"", ""passed_count<8"", ""precision<0.5773""]",6,0,0,REJECTED,False,15,0.4666666666666667,False,True,AVGO,True,22,0.7272727272727273,44,True
0.5660186418109188,OK,"{""close_pos5"": [0.23381769606533304, 0.9512994337418136], ""cumulative_ret5_pct"": [0.2564780740950801, 0.8587014402821491], ""days_since_high5"": [0.02239190659564695, 0.9336324654428997], ""fade_after_surge_score"": [0.02566240546144348, 0.8758803406915944], ""pullback_from_high5_pct"": [0.019889446950463827, 0.6999616112818469], ""ret_d1_pct"": [0.07618114005012835, 0.45267635669739326], ""ret_d2_pct"": [0.0475660141743526, 0.5771268122181381], ""ret_d3_pct"": [0.21478386125329624, 0.6113482547335917], ""ret_d4_pct"": [0.24180804292207514, 0.9587157321690453], ""ret_d5_pct"": [0.4873883525035382, 0.938672813233932], ""single_up_day5_pct"": [0.2480783702517656, 0.7540529545633142], ""up_days5"": [0.3830957406742945, 0.7630853735300913]}",088c0b4668fc6f9eee83f1b06217864f0fc2bebb4f32155f6b644e33b6aa65d2,False,6,0.8333333333333334,0.8571428571428571,"[""precision<0.7071"", ""passed_count<8""]",4,0,0,REJECTED,False,9,0.4444444444444444,False,True,ACLS,True,21,0.8571428571428571,41,True
