avg_holding_sessions,avg_return_pct,compounded_return_pct,decision_threshold,max_drawdown_pct,max_holding_sessions,median_holding_sessions,median_return_pct,method,model_hash,open_at_period_end_count,p95_holding_sessions,pass_probability,regime,round_trip_cost_bps,survivor,ticker,trade_count,win_rate
1.1764705882352942,1.2878568245928799,23.43669978702454,0.5913182423435419,-5.019989195583818,2,1.0,1.4094324683190274,rolling_same_threshold_no_holding_cap,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,0,2.0,0.8,train,10.0,False,ADMA,17,0.6470588235294118
2.0,3.791683023281536,83.03162208263448,0.5913182423435419,-5.757411812817126,2,2.0,3.3871810523076973,fixed_2_sessions,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,0,2.0,0.8,train,10.0,False,ADMA,17,0.7647058823529411
1.36,0.35802473270162105,7.299626998215358,0.5913182423435419,-8.515839539351521,2,1.0,-0.1,rolling_same_threshold_no_holding_cap,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,0,2.0,0.8,stress,10.0,False,ADMA,25,0.48
2.0,0.131044000169807,-1.4329514618145134,0.5913182423435419,-21.332789556033795,2,2.0,-0.773400024826265,fixed_2_sessions,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,0,2.0,0.8,stress,10.0,False,ADMA,25,0.32
1.0,0.047468606785848466,0.14911650166924417,0.5913182423435419,-4.404278268050177,1,1.0,-0.032071930260851866,rolling_same_threshold_no_holding_cap,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,0,1.0,0.8,oos,10.0,False,ADMA,8,0.5
2.0,0.846434241365511,6.477378164869774,0.5913182423435419,-6.038242226481161,2,2.0,2.194818835249124,fixed_2_sessions,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,0,2.0,0.8,oos,10.0,False,ADMA,8,0.75
1.105263157894737,1.5834599170733308,33.9919231423597,0.5819973368841544,-1.316712774305251,2,1.0,1.0089753518543687,rolling_same_threshold_no_holding_cap,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,0,2.0,0.8571428571428571,train,10.0,False,CRS,19,0.6842105263157895
2.0,4.615982781163437,132.13379993014036,0.5819973368841544,-3.5164618972568507,2,2.0,4.463050868887308,fixed_2_sessions,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,0,2.0,0.8571428571428571,train,10.0,False,CRS,19,0.8947368421052632
0.9444444444444444,1.4346563524909102,28.843854644826195,0.5819973368841544,-3.0928155243804656,1,1.0,1.681936767176373,rolling_same_threshold_no_holding_cap,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,1,1.0,0.8571428571428571,stress,10.0,False,CRS,18,0.7222222222222222
2.0,0.26818648286997177,3.156715961003176,0.5819973368841544,-12.101843888187759,2,2.0,0.38027889822388483,fixed_2_sessions,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,0,2.0,0.8571428571428571,stress,10.0,False,CRS,17,0.5882352941176471
1.2857142857142858,1.394778528532251,10.13285972947564,0.5819973368841544,-0.6844299387153141,2,1.0,1.7369002077690765,rolling_same_threshold_no_holding_cap,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,0,2.0,0.8571428571428571,oos,10.0,False,CRS,7,0.8571428571428571
2.0,1.5278179838426211,10.905418222720042,0.5819973368841544,-1.4599004276944716,2,2.0,1.2954367886750195,fixed_2_sessions,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,0,2.0,0.8571428571428571,oos,10.0,False,CRS,7,0.5714285714285714
1.0952380952380953,1.917782797572248,47.65617668444284,0.5527030625832223,-4.703046387592624,2,1.0,1.7531578535581738,rolling_same_threshold_no_holding_cap,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,0,2.0,0.9565217391304348,train,10.0,False,ALGT,21,0.6666666666666666
2.0,4.331498394263325,119.62558301121015,0.5527030625832223,-3.3015427123539887,2,2.0,4.257654517048104,fixed_2_sessions,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,0,2.0,0.9565217391304348,train,10.0,False,ALGT,19,0.7894736842105263
1.0833333333333333,0.5227966327211435,5.743706465436071,0.5527030625832223,-6.472011153831215,2,1.0,0.7204771826019752,rolling_same_threshold_no_holding_cap,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,0,1.4499999999999993,0.9565217391304348,stress,10.0,False,ALGT,12,0.5833333333333334
2.0,0.8953887896495812,9.185160493080936,0.5527030625832223,-6.640667881415007,2,2.0,-0.739581182180482,fixed_2_sessions,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,0,2.0,0.9565217391304348,stress,10.0,False,ALGT,11,0.45454545454545453
1.0769230769230769,-0.3220335823897751,-4.53362536301356,0.5527030625832223,-11.955195910224825,2,1.0,-0.9073782847053846,rolling_same_threshold_no_holding_cap,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,0,1.3999999999999986,0.9565217391304348,oos,10.0,False,ALGT,13,0.46153846153846156
2.0,-0.5157403294989472,-6.475946092585561,0.5527030625832223,-13.53362241520596,2,2.0,-1.2226177303387598,fixed_2_sessions,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,0,2.0,0.9565217391304348,oos,10.0,False,ALGT,12,0.4166666666666667
1.1764705882352942,0.6326258668710159,10.11967972337815,0.4741411451398136,-8.130586709258015,2,1.0,0.5809864292114831,rolling_same_threshold_no_holding_cap,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,0,2.0,0.8,train,10.0,False,AEIS,17,0.6470588235294118
