applied,fallback_high_norm,feature,generation,individual_index,low_norm,model_hash,reason,successful_trade_max_norm,ticker
True,1.0,ret_d4_pct,16,15,0.1121091278144798,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,close_pos5,16,22,0.2508827599069058,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,0.7424582510424214,ret_d3_pct,18,12,0.048922425922325465,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,0.7424582510424214,ADMA
True,1.0,cumulative_ret5_pct,18,17,0.025245215456266804,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,fade_after_surge_score,18,24,0.05,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,fade_after_surge_score,19,17,0.05,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,single_up_day5_pct,19,20,0.10091508869797397,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,days_since_high5,19,29,0.02319326803207248,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,ret_d4_pct,20,2,0.029634594959327715,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,ret_d1_pct,20,19,0.2074759125469236,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,single_up_day5_pct,20,19,0.04315359847939745,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,up_days5,20,29,0.1999322802311649,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,upper_learning_failed_nonfinite,1.0,ADMA
True,1.0,ret_d2_pct,0,12,0.3313304733667737,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,0.9646678508758756,ret_d5_pct,0,16,0.20740271605678745,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,0.9646678508758756,CRS
True,1.0,days_since_high5,0,19,0.3281181682156059,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,fade_after_surge_score,0,23,0.13477542668668896,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,pullback_from_high5_pct,0,34,0.20307181459297974,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,single_up_day5_pct,0,39,0.03647204317657316,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d4_pct,2,3,0.031796056422853526,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,fade_after_surge_score,2,4,0.060427366518992554,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,days_since_high5,2,26,0.22149676918233435,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,days_since_high5,3,29,0.025059371859200156,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,fade_after_surge_score,4,0,0.11908563571386437,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,single_up_day5_pct,4,7,0.39344274073121444,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,pullback_from_high5_pct,4,29,0.013528584765233859,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,up_days5,6,11,0.2714440814709811,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,0.9979740850600891,close_pos5,6,22,0.16206674935169618,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,0.9979740850600891,CRS
True,1.0,fade_after_surge_score,6,36,0.060427366518992554,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,fade_after_surge_score,7,19,0.060427366518992554,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d2_pct,7,29,0.16320254630898962,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,0.9646678508758756,ret_d3_pct,8,0,0.09054273597411837,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,0.9646678508758756,CRS
True,1.0,fade_after_surge_score,8,6,0.08108589508326777,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d1_pct,8,9,0.13904810773446802,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d1_pct,8,18,0.2609270790021312,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,single_up_day5_pct,8,22,0.213129506911442,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,single_up_day5_pct,8,36,0.213129506911442,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,0.9979740850600891,close_pos5,9,0,0.06242524343729447,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,0.9979740850600891,CRS
True,1.0,ret_d2_pct,9,23,0.014357308411291445,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,cumulative_ret5_pct,10,38,0.0,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,single_up_day5_pct,11,21,0.213129506911442,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,0.9646678508758756,ret_d5_pct,12,13,0.15059580697330358,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,0.9646678508758756,CRS
True,1.0,days_since_high5,12,34,0.18323572053604367,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d1_pct,14,4,0.0999275922764626,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,fade_after_surge_score,14,7,0.15758395664375577,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,0.9646678508758756,ret_d5_pct,14,13,0.14071925008223474,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,0.9646678508758756,CRS
True,1.0,ret_d4_pct,15,0,0.12429563527899311,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d2_pct,15,3,0.13511505645136268,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d2_pct,16,19,0.2464893666444757,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,pullback_from_high5_pct,16,36,0.04686386144036887,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,cumulative_ret5_pct,17,4,0.08995981396401422,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d2_pct,19,35,0.2464893666444757,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,ret_d1_pct,20,19,0.13904810773446802,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,1.0,pullback_from_high5_pct,20,21,0.04686386144036887,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,1.0,CRS
True,0.9646678508758756,ret_d3_pct,20,35,0.10141127316688509,d2b97861f5892efedc927a46533bec112723216c4a86fdf5d900b486c2d56dc1,upper_learning_failed_nonfinite,0.9646678508758756,CRS
True,1.0,days_since_high5,0,13,0.04630857326572415,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.7351489809322126,ret_d5_pct,0,17,0.35171196155326584,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,0.7351489809322126,ret_d1_pct,0,26,0.08170845632278766,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,1.0,pullback_from_high5_pct,0,41,0.23492713775606258,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.9219959151980093,cumulative_ret5_pct,1,3,0.09068789356206329,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.9219959151980093,ALGT
True,1.0,fade_after_surge_score,1,4,0.05788123943558375,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,1.0,up_days5,1,10,0.06061254870096342,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,1.0,close_pos5,2,2,0.07492291022729818,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,1.0,days_since_high5,2,24,0.18613325541094256,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.9385717325187373,ret_d2_pct,2,33,0.11097150435029599,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.9385717325187373,ALGT
True,0.7351489809322126,ret_d3_pct,4,14,0.1180958853073942,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,1.0,pullback_from_high5_pct,4,23,0.10267261596234635,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.7351489809322126,ret_d1_pct,4,30,0.07890818526867224,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,1.0,close_pos5,5,27,0.25726301345955377,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,1.0,close_pos5,6,3,0.07492291022729818,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,1.0,up_days5,8,26,0.3752569925159839,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.7430808130603634,ret_d4_pct,8,35,0.3538045963008616,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7430808130603634,ALGT
True,0.9050647919234306,single_up_day5_pct,8,35,0.17887726888104014,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.9050647919234306,ALGT
True,1.0,up_days5,9,4,0.22932852717752195,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.9385717325187373,ret_d2_pct,9,15,0.0047498157521451145,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.9385717325187373,ALGT
True,0.7351489809322126,ret_d5_pct,9,18,0.002169592923881516,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,0.7351489809322126,ret_d3_pct,10,26,0.09790630644767936,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,1.0,pullback_from_high5_pct,10,33,0.12341040206713277,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,1.0,fade_after_surge_score,11,27,0.0955277794839066,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.7351489809322126,ret_d3_pct,12,12,0.25594241692702885,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,1.0,pullback_from_high5_pct,12,12,0.26417135540717324,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.7351489809322126,ret_d1_pct,12,23,0.012590734146624968,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,1.0,fade_after_surge_score,13,2,0.00662665846672017,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.9050647919234306,single_up_day5_pct,13,7,0.10909372068240712,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.9050647919234306,ALGT
True,0.7351489809322126,ret_d5_pct,14,13,0.002169592923881516,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,0.7351489809322126,ret_d3_pct,16,22,0.273302425188222,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,1.0,close_pos5,16,22,0.23969043151246383,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.9219959151980093,cumulative_ret5_pct,16,27,0.07474528830698546,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.9219959151980093,ALGT
True,1.0,close_pos5,16,35,0.23969043151246383,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,1.0,up_days5,16,36,0.38423791006558233,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,1.0,close_pos5,17,27,0.23969043151246383,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.7430808130603634,ret_d4_pct,18,2,0.2706076101412312,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7430808130603634,ALGT
True,0.7430808130603634,ret_d4_pct,18,3,0.17849925968129135,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7430808130603634,ALGT
True,0.7351489809322126,ret_d3_pct,18,9,0.11952899448273704,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,0.7351489809322126,ret_d3_pct,19,17,0.23141022646791223,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,0.9219959151980093,cumulative_ret5_pct,19,34,0.1084401790514701,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.9219959151980093,ALGT
True,1.0,close_pos5,20,13,0.2339351000332626,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,1.0,ALGT
True,0.7351489809322126,ret_d1_pct,20,28,0.010153156121679732,c65930c51eddc31c9f6ffc5788c8f00b65267125f8a17c1026186eb2ea6b573f,upper_learning_failed_nonfinite,0.7351489809322126,ALGT
True,1.0,up_days5,0,2,0.07671624108754913,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,1.0,up_days5,0,11,0.027331628906255706,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,0.7506804422177636,ret_d5_pct,0,18,0.03113755581289827,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,0.7506804422177636,AEIS
True,0.9112420759730367,cumulative_ret5_pct,0,20,0.3415667049220195,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,0.9112420759730367,AEIS
True,0.7026884596955735,fade_after_surge_score,0,22,0.14662783488479217,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,0.7026884596955735,AEIS
True,1.0,close_pos5,0,26,0.1502401953840847,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,1.0,pullback_from_high5_pct,0,43,0.06063094685408108,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,1.0,up_days5,2,30,0.0867860456950329,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,1.0,up_days5,3,26,0.015398237394960755,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,1.0,days_since_high5,4,1,0.3173947407045947,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,0.7026884596955735,fade_after_surge_score,5,5,0.07061332635091407,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,0.7026884596955735,AEIS
True,1.0,single_up_day5_pct,5,16,0.12274337887198297,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,0.7506804422177636,ret_d5_pct,5,39,0.266356646205244,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,0.7506804422177636,AEIS
True,0.7026884596955735,fade_after_surge_score,6,25,0.05663342581223351,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,0.7026884596955735,AEIS
True,0.9112420759730367,cumulative_ret5_pct,6,39,0.1786875955653917,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,0.9112420759730367,AEIS
True,1.0,single_up_day5_pct,7,33,0.1137896010132925,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,1.0,AEIS
True,0.7026884596955735,fade_after_surge_score,8,7,0.0406928371907406,387b98176ce8773da18105831aa5979ed0295a0caa2bf3d6e2ce40b0f2d0ac56,upper_learning_failed_nonfinite,0.7026884596955735,AEIS
