best_coverage,best_fitness,best_lift,best_pass_probability,best_passed_count,best_precision,best_recall,decision_threshold,generation,generations_run,mean_fitness,min_width_norm,model_hash,pid,process_name,seed,strict_all_feature_and,ticker,train_min_sample_gate,train_rows,weighted_sum_path
0.0692410119840213,68.71913395933672,0.04637406534876576,0.5576923076923077,52,0.5576923076923077,0.07552083333333333,0.5913182423435419,1,20,-89577.97430224513,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.05992010652463382,76.761694759992,0.06645953543423577,0.5777777777777777,45,0.5777777777777777,0.06770833333333333,0.5913182423435419,2,20,-45810.38269267133,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.03994673768308921,154.57090787497714,0.12201509098979135,0.6333333333333333,30,0.6333333333333333,0.049479166666666664,0.5913182423435419,3,20,-44077.019435590126,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.041278295605858856,158.34598522448505,0.13384304797903868,0.6451612903225806,31,0.6451612903225806,0.052083333333333336,0.5913182423435419,4,20,-25582.417548354064,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.03994673768308921,165.44911599966866,0.15534842432312468,0.6666666666666666,30,0.6666666666666666,0.052083333333333336,0.5913182423435419,5,20,-23920.83759281663,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.03994673768308921,165.44911599966866,0.15534842432312468,0.6666666666666666,30,0.6666666666666666,0.052083333333333336,0.5913182423435419,6,20,-35641.664331888096,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.02929427430093209,169.58963031388075,0.17049993947463982,0.6818181818181818,22,0.6818181818181818,0.0390625,0.5913182423435419,7,20,-32177.21200684935,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.033288948069241014,182.00918422342284,0.20868175765645802,0.72,25,0.72,0.046875,0.5913182423435419,8,20,-28943.35969312402,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.033288948069241014,182.00918422342284,0.20868175765645802,0.72,25,0.72,0.046875,0.5913182423435419,9,20,-3876.079112134285,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
0.02663115845539281,191.3492030194707,0.23868175765645805,0.75,20,0.75,0.0390625,0.5913182423435419,10,20,-12366.205323117247,0.1,fa692ef7132a1fe6646a893c35bd3045e2532e57e184a47472b9654479c8c494,590991,SpawnPoolWorker-3,1845309935,True,ADMA,20,751,False
