base_rate,coverage,decision_threshold,gate_fail_reasons,lift_pp,model_hash,pass_probability,passed_count,passed_gate,passed_positive_count,positive_count,precision,precision_floor,recall,regime,sample_floor,signal_count,survivor,ticker
0.5611650485436893,0.04660194174757282,0.5806657789613848,"[""precision<0.7500""]",14.716828478964405,06b2b68abf3182a6c877acc6bbe0f8d41fb0db91a5bb7e29cd5c4984698c1c2e,0.9,24,False,17,289,0.7083333333333334,0.75,0.058823529411764705,stress,8,515,False,CSIQ
0.6190476190476191,0.05952380952380952,0.5806657789613848,"[""precision<0.7500""]",-21.904761904761905,06b2b68abf3182a6c877acc6bbe0f8d41fb0db91a5bb7e29cd5c4984698c1c2e,0.9,15,False,6,156,0.4,0.75,0.038461538461538464,oos,8,252,False,CSIQ
0.5139813581890812,0.02663115845539281,0.5939813581890812,[],33.60186418109188,24b1ca3dda30a1890c10292a3589e83e0422404a2e13b5ee08d1ee3a351973b4,0.85,20,True,17,386,0.85,0.5939813581890812,0.04404145077720207,train,20,751,False,CCL
0.47766990291262135,0.02912621359223301,0.5939813581890812,"[""precision<0.7000""]",-1.1003236245954673,24b1ca3dda30a1890c10292a3589e83e0422404a2e13b5ee08d1ee3a351973b4,0.85,15,False,7,246,0.4666666666666667,0.7,0.028455284552845527,stress,8,515,False,CCL
0.4007936507936508,0.01984126984126984,0.5939813581890812,"[""passed_count<8"", ""precision<0.7000""]",-40.07936507936508,24b1ca3dda30a1890c10292a3589e83e0422404a2e13b5ee08d1ee3a351973b4,0.85,5,False,0,101,0.0,0.7,0.0,oos,8,252,False,CCL
0.4420772303595206,0.02796271637816245,0.5220772303595206,[],41.506562678333644,73eb8696f4a1cee5970ad99624c64db8eebdb8ff43c4e0d60c634d6fe0e67e46,0.8571428571428571,21,True,18,332,0.8571428571428571,0.5220772303595206,0.05421686746987952,train,20,751,False,ANET
0.3262135922330097,0.02330097087378641,0.5220772303595206,"[""precision<0.7071""]",17.37864077669903,73eb8696f4a1cee5970ad99624c64db8eebdb8ff43c4e0d60c634d6fe0e67e46,0.8571428571428571,12,False,6,168,0.5,0.7071428571428571,0.03571428571428571,stress,8,515,False,ANET
0.5396825396825397,0.031746031746031744,0.5220772303595206,"[""precision<0.7071""]",-28.968253968253965,73eb8696f4a1cee5970ad99624c64db8eebdb8ff43c4e0d60c634d6fe0e67e46,0.8571428571428571,8,False,2,136,0.25,0.7071428571428571,0.014705882352941176,oos,8,252,False,ANET
0.36617842876165113,0.03062583222370173,0.45,[],37.295200602095754,fafb40d56aaed7f7a584b9b5345bac8f60fd9beca3504877ca5ab1577f843cf6,0.7391304347826086,23,True,17,275,0.7391304347826086,0.45,0.06181818181818182,train,20,751,False,CE
0.3087378640776699,0.038834951456310676,0.45,"[""precision<0.5891""]",9.126213592233013,fafb40d56aaed7f7a584b9b5345bac8f60fd9beca3504877ca5ab1577f843cf6,0.7391304347826086,20,False,8,159,0.4,0.5891304347826086,0.050314465408805034,stress,8,515,False,CE
0.47619047619047616,0.04365079365079365,0.45,"[""precision<0.5891""]",-11.255411255411252,fafb40d56aaed7f7a584b9b5345bac8f60fd9beca3504877ca5ab1577f843cf6,0.7391304347826086,11,False,4,120,0.36363636363636365,0.5891304347826086,0.03333333333333333,oos,8,252,False,CE
0.6245006657789614,0.02663115845539281,0.7045006657789613,[],32.54993342210386,720630467543f5c87805ad5383c7ec646dfa1b028f5606e60bd03d4e06cd26f4,0.95,20,True,19,469,0.95,0.7045006657789613,0.04051172707889126,train,20,751,False,AEVA
0.4174757281553398,0.015533980582524271,0.7045006657789613,"[""precision<0.8000""]",20.752427184466022,720630467543f5c87805ad5383c7ec646dfa1b028f5606e60bd03d4e06cd26f4,0.95,8,False,5,215,0.625,0.7999999999999999,0.023255813953488372,stress,8,515,False,AEVA
0.6388888888888888,0.023809523809523808,0.7045006657789613,"[""passed_count<8"", ""precision<0.8000""]",2.777777777777779,720630467543f5c87805ad5383c7ec646dfa1b028f5606e60bd03d4e06cd26f4,0.95,6,False,4,161,0.6666666666666666,0.7999999999999999,0.024844720496894408,oos,8,252,False,AEVA
0.34753661784287615,0.02929427430093209,0.45,[],42.51906548843966,267858e7bb976d3f0bef5bedef8c72cb1e416a11b642300a09c1310002a7937e,0.7727272727272727,22,True,17,261,0.7727272727272727,0.45,0.06513409961685823,train,20,751,False,CMC
0.46990291262135925,0.040776699029126215,0.45,"[""precision<0.6227""]",-18.418862690707353,267858e7bb976d3f0bef5bedef8c72cb1e416a11b642300a09c1310002a7937e,0.7727272727272727,21,False,6,242,0.2857142857142857,0.6227272727272727,0.024793388429752067,stress,8,515,False,CMC
0.4166666666666667,0.03571428571428571,0.45,"[""precision<0.6227""]",2.7777777777777732,267858e7bb976d3f0bef5bedef8c72cb1e416a11b642300a09c1310002a7937e,0.7727272727272727,9,False,4,105,0.4444444444444444,0.6227272727272727,0.0380952380952381,oos,8,252,False,CMC
