existing_feature,market_score,regime_code,sp500_60d,sp500_60d_delta5,sp500_60d_delta20,sp500_60d_vs_ma20,vix_level,vix_delta1,vix_delta5,vix_vs_ma20,sector_tech_score,sector_tech_delta5,sector_tech_delta20,sector_tech_vs_ma20,sector_tech_return60_proxy,sector_vs_sp500_60d_proxy,sector_minus_market_score
ma_trend,0.288456847502,0.236042455154,0.342785835328,0.0170776567827,0.255595439823,0.167901681058,-0.0998146293592,0.0229309714702,0.0717070420396,-0.000516717877883,0.283725326099,-0.00376528601317,0.186360375119,0.11265743115,0.283725326099,-0.0774182558028,0.180974642616
macd_hist,0.0217597497361,0.0216626376491,-0.000451692300374,0.0165192315188,0.166253376939,0.179869633748,-0.0742653114531,0.0336581582415,0.0663044111468,-0.136731916116,0.029358601271,0.0471511619956,0.180813017599,0.204335085568,0.029358601271,0.0611296393433,0.0293810956187
rsi,0.153611763692,0.127155089809,0.163434522131,0.0118901495849,0.266530352791,0.202334954148,-0.0885585729687,0.0424115682097,0.0776337250579,-0.0949166009517,0.147136093,0.0167770777578,0.224436687967,0.176795823817,0.147136093,-0.0125670915504,0.0885529707721
bb_position,0.152446183848,0.132663145856,0.162480433023,0.0701628134161,0.28114381407,0.268612847537,-0.0955150496898,0.0372739603016,0.0529216141192,-0.13721504663,0.143431641365,0.0599260998962,0.225207134148,0.222665951983,0.143431641365,-0.0183343002426,0.0827643250876
volume_ratio,-0.0050316091617,-0.0090492619513,-0.00508356882331,0.0444203774981,-0.0117178158747,0.0079482115119,-0.00181182200577,-0.0413536460061,-0.0768750505811,-0.0183989357775,-0.000459612283392,0.0160203786621,-0.00296893870547,-0.00507445338662,-0.000459612283392,0.00884127711652,0.00571929138481
