ticker,rule_id,rulebook_hash,period_label,period_role,period_start,period_end,row_origin,original_trade_no,rerun_trade_no,match_status,entry_price_abs_diff,pnl_abs_diff,exit_date_match,original_entry_signal_date,original_entry_date,original_entry_price,original_exit_date,original_exit_price,original_pnl_pct,original_exit_reason,original_holding_days,original_score,original_raw_score,original_threshold,original_market_adjustment,original_ratio,original_positive_component_count,original_top1_component,original_top1_contribution,original_top2_component,original_top2_contribution,original_positive_sum,original_top2_sum,original_top2_concentration,original_ce_like_flag,original_components_json,rerun_entry_signal_date,rerun_entry_date,rerun_entry_price,rerun_exit_date,rerun_exit_price,rerun_pnl_pct,rerun_exit_reason,rerun_holding_days,rerun_score,rerun_raw_score,rerun_threshold,rerun_market_adjustment,rerun_ratio,rerun_positive_component_count,rerun_top1_component,rerun_top1_contribution,rerun_top2_component,rerun_top2_contribution,rerun_positive_sum,rerun_top2_sum,rerun_top2_concentration,rerun_ce_like_flag,rerun_components_json
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,1,1,entry_date_match_but_values_differ,0.0,19.086895239581086,False,2022-07-01,2022-07-05,22.827499389648438,2022-07-21,26.35398673314339,15.394555102070587,take_profit,12,3.7102475423577514,3.7102475423577514,2.639090277958454,1.0,1.4058812513332901,1,rsi,1.7102475423577514,,,1.7102475423577514,1.7102475423577514,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}",2022-07-01,2022-07-05,22.827499389648438,2022-08-01,30.71213716506958,34.48145034165167,time_out,19,3.7102475423577514,3.7102475423577514,2.639090277958454,1.0,1.4058812513332901,1,rsi,1.7102475423577514,,,1.7102475423577514,1.7102475423577514,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}"
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,2,,missing_in_rerun,,,False,2022-07-25,2022-07-26,26.020000457763672,2022-08-01,29.454815597668453,13.147372696798723,take_profit,4,5.337116115603166,5.337116115603166,2.639090277958454,1.0,2.0223317709812676,2,rsi,1.7102475423577514,news_topics,1.6268685732454142,3.3371161156031657,3.3371161156031657,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":1.6268685732454142,""rsi"":1.7102475423577514,""volume"":0.0}",,,,,,,,,,,,,,,,,,,,,,,
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,3,2,exact,0.0,0.0,True,2022-08-03,2022-08-04,30.549999237060547,2022-08-22,31.429303798301866,2.827527846333239,trailing,12,3.945318972567729,3.945318972567729,2.639090277958454,1.0,1.4949541535273838,2,news_topics,2.6304694496048295,ma_align,1.3148495229628994,3.945318972567729,3.945318972567729,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":1.3148495229628994,""macd"":0.0,""news"":0.0,""news_topics"":2.6304694496048295,""rsi"":0.0,""volume"":0.0}",2022-08-03,2022-08-04,30.549999237060547,2022-08-22,31.429303798301866,2.827527846333239,trailing,12,3.945318972567729,3.945318972567729,2.639090277958454,1.0,1.4949541535273838,2,news_topics,2.6304694496048295,ma_align,1.3148495229628994,3.945318972567729,3.945318972567729,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":1.3148495229628994,""macd"":0.0,""news"":0.0,""news_topics"":2.6304694496048295,""rsi"":0.0,""volume"":0.0}"
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,4,3,exact,0.0,0.0,True,2022-08-24,2022-08-25,31.5,2022-09-01,28.834996826538074,-8.508212452916068,stop_loss,5,2.8467021517674898,2.8467021517674898,2.639090277958454,1.0,1.0786679696193038,2,rsi,1.7102475423577514,ma_align,1.3148495229628994,3.025097065320651,3.025097065320651,1.0,True,"{""bb"":0.0,""events"":0.0,""ma_align"":1.3148495229628994,""macd"":0.0,""news"":0.0,""news_topics"":-0.17839491355316112,""rsi"":1.7102475423577514,""volume"":0.0}",2022-08-24,2022-08-25,31.5,2022-09-01,28.834996826538074,-8.508212452916068,stop_loss,5,2.8467021517674898,2.8467021517674898,2.639090277958454,1.0,1.0786679696193038,2,rsi,1.7102475423577514,ma_align,1.3148495229628994,3.025097065320651,3.025097065320651,1.0,True,"{""bb"":0.0,""events"":0.0,""ma_align"":1.3148495229628994,""macd"":0.0,""news"":0.0,""news_topics"":-0.17839491355316112,""rsi"":1.7102475423577514,""volume"":0.0}"
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,5,4,exact,0.0,0.0,True,2022-09-06,2022-09-07,29.479999542236328,2022-09-13,29.870998268648652,1.2759870515624414,breakeven_stop,4,5.055359820583145,5.055359820583145,2.639090277958454,1.0,1.915569112131271,2,rsi,1.7102475423577514,bb,1.3451122782253935,3.0553598205831447,3.0553598205831447,1.0,False,"{""bb"":1.3451122782253935,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}",2022-09-06,2022-09-07,29.479999542236328,2022-09-13,29.870998268648652,1.2759870515624414,breakeven_stop,4,5.055359820583145,5.055359820583145,2.639090277958454,1.0,1.915569112131271,2,rsi,1.7102475423577514,bb,1.3451122782253935,3.0553598205831447,3.0553598205831447,1.0,False,"{""bb"":1.3451122782253935,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}"
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,6,5,exact,0.0,0.0,True,2022-09-22,2022-09-23,27.770000457763672,2022-09-29,28.13831914772494,1.275987051562441,breakeven_stop,4,3.0553598205831447,3.0553598205831447,2.639090277958454,1.0,1.1577322102625107,2,rsi,1.7102475423577514,bb,1.3451122782253935,3.0553598205831447,3.0553598205831447,1.0,False,"{""bb"":1.3451122782253935,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}",2022-09-22,2022-09-23,27.770000457763672,2022-09-29,28.13831914772494,1.275987051562441,breakeven_stop,4,3.0553598205831447,3.0553598205831447,2.639090277958454,1.0,1.1577322102625107,2,rsi,1.7102475423577514,bb,1.3451122782253935,3.0553598205831447,3.0553598205831447,1.0,False,"{""bb"":1.3451122782253935,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}"
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,7,6,exact,0.0,0.0,True,2022-10-03,2022-10-04,29.747499465942383,2022-10-10,28.333676018482137,-4.801559011595742,stop_loss,4,3.7102475423577514,3.7102475423577514,2.639090277958454,1.0,1.4058812513332901,1,rsi,1.7102475423577514,,,1.7102475423577514,1.7102475423577514,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}",2022-10-03,2022-10-04,29.747499465942383,2022-10-10,28.333676018482137,-4.801559011595742,stop_loss,4,3.7102475423577514,3.7102475423577514,2.639090277958454,1.0,1.4058812513332901,1,rsi,1.7102475423577514,,,1.7102475423577514,1.7102475423577514,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}"
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,8,7,entry_date_match_but_values_differ,0.0,9.064840189142199,False,2022-10-12,2022-10-13,24.774999618530273,2022-10-27,30.287348521232605,22.194080324242538,take_profit,10,5.1504682390335255,5.1504682390335255,2.639090277958454,1.0,1.951607446721308,3,rsi,1.7102475423577514,bb,1.3451122782253935,3.1504682390335255,3.0553598205831447,0.9698113387489482,False,"{""bb"":1.3451122782253935,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.09510841845038098,""rsi"":1.7102475423577514,""volume"":0.0}",2022-10-12,2022-10-13,24.774999618530273,2022-11-09,32.533724237442016,31.258920513384737,time_out,19,5.1504682390335255,5.1504682390335255,2.639090277958454,1.0,1.951607446721308,3,rsi,1.7102475423577514,bb,1.3451122782253935,3.1504682390335255,3.0553598205831447,0.9698113387489482,False,"{""bb"":1.3451122782253935,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.09510841845038098,""rsi"":1.7102475423577514,""volume"":0.0}"
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,9,,missing_in_rerun,,,False,2022-10-31,2022-11-01,30.094999313354492,2022-11-03,30.49415489631312,1.2759870515624467,breakeven_stop,2,3.7102475423577514,3.7102475423577514,2.639090277958454,1.0,1.4058812513332901,1,rsi,1.7102475423577514,,,1.7102475423577514,1.7102475423577514,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}",,,,,,,,,,,,,,,,,,,,,,,
ANET,stage3:ANET:fe220620802b,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,train_1,pure_oos,2022-07-01,2023-06-30,original_snapshot,10,,missing_in_rerun,,,False,2022-11-09,2022-11-10,32.54999923706055,2022-12-06,32.98171594140373,1.2759870515624376,breakeven_stop,17,3.7102475423577514,3.7102475423577514,2.639090277958454,1.0,1.4058812513332901,1,rsi,1.7102475423577514,,,1.7102475423577514,1.7102475423577514,1.0,False,"{""bb"":0.0,""events"":0.0,""ma_align"":0.0,""macd"":0.0,""news"":0.0,""news_topics"":0.0,""rsi"":1.7102475423577514,""volume"":0.0}",,,,,,,,,,,,,,,,,,,,,,,
