feature_set,feature,category,label,sample_count,label_positive_rate,label_entropy_bits,pearson_corr,mutual_information_bits,mi_entropy_fraction,within_ticker_rank_pearson_corr,within_ticker_rank_mi_bits,within_ticker_rank_note
NEW_RELATIVE_14,pullback5_atr14,RELATIVE_PULLBACK_SURGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,0.030487158902036255,0.0,0.0,0.03874463006117682,0.002288708540784811,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,max_up_day5_atr14,RELATIVE_PULLBACK_SURGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,-0.04599559862786452,0.004425702860323279,0.004701479651730911,-0.04293611793522751,0.0,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,max_down_day5_atr14,RELATIVE_PULLBACK_SURGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,-0.00613557293122897,0.0023966556695665373,0.0025459973744937615,0.01094114712282334,0.005322626531040194,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,net_move5_atr14,RELATIVE_PULLBACK_SURGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,-0.03304739941001844,0.001094883699009896,0.0011631086845109366,-0.03637749589833998,0.0011049217874835957,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,fade_after_surge_atr14,RELATIVE_PULLBACK_SURGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,-0.014482496956396303,0.0,0.0,0.004091313700788966,0.0018572897990763101,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,true_range_d1_atr14,RELATIVE_RANGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,0.03423265081796616,0.0042754702649329904,0.004541885681564877,0.048875772224853,0.0030404015565747367,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,range5_atr14,RELATIVE_RANGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,0.0018404375355960195,0.0,0.0,0.008610876702793308,0.0,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,avg_true_range5_atr14,RELATIVE_RANGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,0.02112685709160944,0.0033221215161007974,0.0035291313496325534,0.030580293340966656,0.00031787052012743195,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,rv20_ratio_d1_d6,VOLATILITY_CHANGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,-0.03973298482818188,0.0038420273786792815,0.004081433867644303,-0.03388873792791446,0.0,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,rv5_to_rv20,VOLATILITY_CHANGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,0.037941641463466555,0.006491639107193986,0.006896149635907497,0.04293815484556197,0.0,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,atr14_change5_pct,VOLATILITY_CHANGE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,0.012673077414711737,0.004063320987392525,0.004316516843447025,0.0325741515844151,0.002361813614966122,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,close_pos5_history_pctile,INTERNAL_PERCENTILE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,-0.03260342849466197,0.008497335255688472,0.009026825808101553,-0.03335491480244391,0.0,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,pullback5_atr_history_pctile,INTERNAL_PERCENTILE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,0.037249459880834244,0.006482794925756018,0.006886754351050125,0.03765295368729802,0.0034898474905442926,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
NEW_RELATIVE_14,range5_atr_history_pctile,INTERNAL_PERCENTILE,L2_RV20_1_0X_2D,74750,0.35839464882943145,0.9413425534435522,0.01205374788210927,0.0028587400837367617,0.003036875442716493,0.01119932506552326,0.0,FULL_SAMPLE_DIAGNOSTIC_NOT_LIVE_FEATURE
