candidate_id,ticker,submitted_at,order_id,client_order_id,local_order_status,raw_status,local_filled_shares,local_filled_avg_price,full_component_dict_in_intent,score,threshold,ratio,later_alpaca_live_position_evidence,classification,exclusion_or_note
stage3:BMI:07d4ee0f7841,BMI,2026-07-08T13:41:42.557818+00:00,24705cf0-591c-4630-b972-a3717fa3d6e2,km-real-buy-1783518102-BMI,pending,pending_new,0.0,0.0,false,16.283113361442627,2.4293027201134647,6.702793038770441,false,submitted_unconfirmed,no later live position or fill record
stage3:CE:998b0b638c66,CE,2026-07-08T14:27:15.592260+00:00,422afeab-0fdb-41ce-8e85-83df4f5a0a60,km-real-buy-1783520835-CE,pending,pending_new,0.0,0.0,false,8.363246295633697,2.6541866643896674,3.150963874485758,true,confirmed_filled_open_position,later alpaca_live position proves fill despite stale pending intent
stage3:ALGT:aec5dd5b1dc1,ALGT,2026-07-09T17:24:07.406465+00:00,e4390c0a-4f09-4e9a-83d8-e7d1dc181e57,km-real-buy-1783617847-ALGT,pending,pending_new,0.0,0.0,true,5.5972934959001375,2.2937281833052667,2.440260156647867,false,submitted_unconfirmed,pending order only
stage3:BCS:5e7da5a74b01,BCS,2026-07-09T17:30:16.893408+00:00,a38ed4d4-e757-4123-baab-852033a371a0,km-real-buy-1783618216-BCS,pending,pending_new,0.0,0.0,true,7.133476290372542,3.3016768173756628,2.1605616433538715,false,submitted_unconfirmed,pending order only
