candidate_id,ticker,submitted_at,order_id,client_order_id,local_order_status,raw_status,local_filled_shares,local_filled_avg_price,full_component_dict_in_intent,score,threshold,ratio,later_alpaca_live_position_evidence,classification,exclusion_or_note
stage3:ADPT:78c31f1ca209,ADPT,2026-07-09T18:08:16.466625+00:00,6490cec4-71b1-40f9-97be-f93c15506392,km-real-buy-1783620496-ADPT,pending,pending_new,0.0,0.0,true,5.191134960606456,2.389646590018188,2.1723442212293596,false,submitted_unconfirmed,pending order only
stage3:BB:f1bdfe7f8ad9,BB,2026-07-09T18:08:58.388282+00:00,ca13571d-fd69-4ab8-ab14-35e8b22f9f20,km-real-buy-1783620538-BB,pending,pending_new,0.0,0.0,true,3.2909034677771114,2.791951174195162,1.1787109667939601,false,submitted_unconfirmed,pending order only
stage3:CDE:ceb9fe0512dc,CDE,2026-07-09T18:11:26.499058+00:00,66287d60-d458-45b4-bc85-da241bdd7c28,km-real-buy-1783620686-CDE,pending,pending_new,0.0,0.0,true,3.2590634430012115,2.707639145187531,1.203655017617013,false,submitted_unconfirmed,pending order only
stage3:ANET:fe220620802b,ANET,2026-07-09T18:12:20.386656+00:00,2f56bd0c-6d65-48b2-abdb-d49cb8a02272,km-real-buy-1783620740-ANET,pending,pending_new,0.0,0.0,true,5.025097065320651,2.639090277958454,1.9041019957862004,false,submitted_unconfirmed,pending order only
