ticker,date,regime,position_independent_daily_evaluation,holding_state_ignored_for_candidate_generation,feature_cutoff,entry_open_d0,entry_close_d0,future_high_d1,future_high_d2,forward_max_return_pct,label_2d3pct,ret_d5_pct,ret_d4_pct,ret_d3_pct,ret_d2_pct,ret_d1_pct,cumulative_ret5_pct,up_days5,days_since_high5,close_pos5,pullback_from_high5_pct,single_up_day5_pct,fade_after_surge_score
CCL,2020-06-16,stress,True,True,D-1,21.8199996948,20.4200000763,19.7999992371,19.5499992371,-9.257564096948146,0,-7.507021049199992,-10.633683444221475,-15.29868671760175,14.56421404995718,-2.7026978001649216,-21.95904996711967,1.0,4.0,0.37622387099711996,22.94238149107377,14.56421404995718,0.0
CCL,2020-06-17,stress,True,True,D-1,19.3199996948,19.0900001526,19.5499992371,19.3500003815,1.1904738402346071,0,-10.633683444221475,-15.29868671760175,14.56421404995718,-2.7026978001649216,5.041149769934239,-11.371530968288335,2.0,4.0,0.6416084819630041,10.039173503624443,14.56421404995718,14.56421404995718
CCL,2020-06-18,stress,True,True,D-1,17.9599990845,18.8199996948,19.3500003815,17.6499996185,7.739428551528205,1,-15.29868671760175,14.56421404995718,-2.7026978001649216,5.041149769934239,-6.513221933057844,-7.285089795449018,2.0,1.0,0.45882352501153406,14.45783240878653,14.56421404995718,16.364627485574434
CCL,2020-06-19,stress,True,True,D-1,19.2999992371,17.8299999237,17.6499996185,18.0400009155,-6.528488971014735,0,14.56421404995718,-2.7026978001649216,5.041149769934239,-6.513221933057844,-1.4143554512398793,7.912838981866543,2.0,2.0,0.25185189369893657,16.099897639940952,14.56421404995718,22.399671324793346
CCL,2020-06-22,stress,True,True,D-1,17.3600006104,17.2299995422,18.0400009155,17.2800006866,3.917052311004099,1,-2.7026978001649216,5.041149769934239,-6.513221933057844,-1.4143554512398793,-5.260360186793934,-10.760759097911688,1.0,3.0,0.07798167545871264,22.546272994968053,5.041149769934239,11.641465216911273
CCL,2020-06-23,stress,True,True,D-1,17.5,18.0,17.2800006866,16.2399997711,-1.2571389337142747,0,5.041149769934239,-6.513221933057844,-1.4143554512398793,-5.260360186793934,-3.3651171288142656,-11.368317547231566,1.0,4.0,0.12994325726736392,26.813702623639735,5.041149769934239,13.489609803859317
CCL,2020-06-24,stress,True,True,D-1,17.0300006866,16.0,16.2399997711,16.3500003815,-3.9929552418342396,0,-6.513221933057844,-1.4143554512398793,-5.260360186793934,-3.3651171288142656,4.468952282407779,-11.85112667609005,1.0,4.0,0.44785271048343256,9.999995761666657,4.468952282407779,0.0
CCL,2020-06-25,stress,True,True,D-1,15.220000267,16.0,16.3500003815,16.7999992371,10.381070580700014,1,-1.4143554512398793,-5.260360186793934,-3.3651171288142656,4.468952282407779,-11.111111111111116,-16.18648574069891,1.0,4.0,0.08740365191322592,22.187495231874998,4.468952282407779,7.138709082304184
CCL,2020-06-26,stress,True,True,D-1,16.2099990845,15.779999733,16.7999992371,16.7099990845,3.6397297095726255,1,-5.260360186793934,-3.3651171288142656,4.468952282407779,-11.111111111111116,0.0,-14.984058132472612,1.0,4.0,0.20990570546234558,20.937502384374994,4.468952282407779,15.580063393518895
CCL,2020-06-29,stress,True,True,D-1,15.5200004578,16.7800006866,16.7099990845,17.8299999237,14.884016738150585,1,-3.3651171288142656,4.468952282407779,-11.111111111111116,0.0,-1.3750016687499977,-11.497477282515845,1.0,3.0,0.22866886977871256,14.321934225219035,4.468952282407779,5.8439539511577765
CCL,2020-06-30,stress,True,True,D-1,16.5499992371,16.4200000763,17.8299999237,17.1700000763,7.73414347796848,1,4.468952282407779,-11.111111111111116,0.0,-1.3750016687499977,6.337141765020093,-2.6117171651563686,2.0,4.0,0.5961538814127132,7.5089402702241514,6.337141765020093,4.468952282407779
