ticker,trade_no,model_hash,origin_train_label,selection_rule,method,entry_date,entry_price,initial_target_date,target_extension_count,target_extension_history_json,final_target_date,exit_date,exit_price,exit_reason,period_end_exit,holding_sessions,gross_return_pct,round_trip_cost_bps,net_return_pct,plus3_reached_during_holding,plus3_first_reach_date,max_high_during_holding,entry_label_2d3pct,entry_feature_passes_json,entry_feature_failures_json,entry_total_feature_pass_count,entry_global_count_threshold,entry_global_count_pass,entry_hybrid_pass,exit_group_state_json,entry_g1_count,entry_g1_threshold,entry_g1_pass,exit_g1_count,exit_g1_pass,entry_g2_count,entry_g2_threshold,entry_g2_pass,exit_g2_count,exit_g2_pass,entry_g3_count,entry_g3_threshold,entry_g3_pass,exit_g3_count,exit_g3_pass,entry_g4_count,entry_g4_threshold,entry_g4_pass,exit_g4_count,exit_g4_pass
POWI,1,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-07-09,58.1699981689,2025-07-11,0,[],2025-07-11,2025-07-11,58.0400009155,TARGET_DATE_REACHED,False,2,-0.22347818031993594,10.0,-0.3234781803199359,False,,59.4799995422,0,"[""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""pullback_from_high5_pct""]",13,9,True,True,"{""failed_features"": [""pullback_from_high5_pct"", ""fade_after_surge_score"", ""true_range_d1_pct"", ""volume_ratio5_prior""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 2, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": false, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""inv_close_pos5"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 10}",3,3,True,2,False,4,2,True,4,True,3,2,True,2,False,3,2,True,2,True
POWI,2,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-07-17,53.4900016785,2025-07-21,0,[],2025-07-21,2025-07-21,54.3199996948,TARGET_DATE_REACHED,False,2,1.5516881477938282,10.0,1.4516881477938282,True,2025-07-18,55.5499992371,1,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""inv_close_pos5""]",13,9,True,True,"{""failed_features"": [""fade_after_surge_score"", ""inv_close_pos5"", ""true_range_d1_pct"", ""volume_ratio5_prior""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 2, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""pullback_from_high5_pct"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 10}",3,3,True,2,False,4,2,True,4,True,3,2,True,2,True,3,2,True,2,True
POWI,3,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-07-31,48.8499984741,2025-08-04,1,"[{""group_state"": {""failed_features"": [""inv_close_pos5""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 3, ""G4_VOLUME_CONFIRMATION"": 3}, ""group_pass"": {""G1_PULLBACK"": true, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": true, ""passed_features"": [""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 13}, ""new_target_date"": ""2025-08-05"", ""old_target_date"": ""2025-08-04"", ""signal_date"": ""2025-08-01""}]",2025-08-05,2025-08-05,48.2900009155,TARGET_DATE_REACHED,False,3,-1.1463614659003585,10.0,-1.2463614659003586,False,,50.2999992371,0,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""inv_close_pos5""]",13,9,True,True,"{""failed_features"": [""fade_after_surge_score"", ""inv_close_pos5"", ""true_range_d1_pct"", ""volume_ratio5_prior""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 2, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""pullback_from_high5_pct"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 10}",3,3,True,2,False,4,2,True,4,True,3,2,True,2,True,3,2,True,2,True
POWI,4,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-08-07,40.4300003052,2025-08-11,0,[],2025-08-11,2025-08-11,43.8400001526,TARGET_DATE_REACHED,False,2,8.434330501257548,10.0,8.334330501257549,True,2025-08-07,45.3300018311,1,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""inv_close_pos5"", ""true_range_d1_pct"", ""volume_ratio5_prior""]",11,9,True,True,"{""failed_features"": [""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""atr14_pct""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 1, ""G2_VOLATILITY"": 3, ""G3_RANGE_EXPANSION"": 3, ""G4_VOLUME_CONFIRMATION"": 3}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""inv_ret_d1_pct"", ""single_up_day5_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 10}",3,3,True,1,False,4,2,True,3,True,2,2,True,3,True,2,2,True,3,True
POWI,5,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-08-18,46.4099998474,2025-08-20,0,[],2025-08-20,2025-08-20,45.5999984741,TARGET_DATE_REACHED,False,2,-1.7453164748186922,10.0,-1.8453164748186923,False,,47.1100006104,0,"[""pullback_from_high5_pct"", ""inv_close_pos5"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""fade_after_surge_score"", ""atr14_pct"", ""true_range_d1_pct"", ""volume_ratio5_prior""]",10,9,True,True,"{""failed_features"": [""inv_close_pos5"", ""true_range_d1_pct""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 3}, ""group_pass"": {""G1_PULLBACK"": true, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": false, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 12}",3,3,True,3,True,3,2,True,4,True,2,2,True,2,False,2,2,True,3,True
POWI,6,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-09-03,44.2400016785,2025-09-05,0,[],2025-09-05,2025-09-05,44.9099998474,TARGET_DATE_REACHED,False,2,1.5144623496377685,10.0,1.4144623496377684,True,2025-09-05,46.2400016785,1,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""inv_close_pos5"", ""true_range_d1_pct""]",12,9,True,True,"{""failed_features"": [""fade_after_surge_score"", ""inv_close_pos5""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 2, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 3, ""G4_VOLUME_CONFIRMATION"": 3}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""pullback_from_high5_pct"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 12}",3,3,True,2,False,4,2,True,4,True,2,2,True,3,True,3,2,True,3,True
POWI,7,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-09-11,44.9799995422,2025-09-15,0,[],2025-09-15,2025-09-15,44.8699989319,TARGET_DATE_REACHED,False,2,-0.2445544940408384,10.0,-0.3445544940408384,False,,45.6899986267,0,"[""pullback_from_high5_pct"", ""inv_close_pos5"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""fade_after_surge_score"", ""true_range_d1_pct""]",12,9,True,True,"{""failed_features"": [""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 1, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 3, ""G4_VOLUME_CONFIRMATION"": 3}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 11}",3,3,True,1,False,4,2,True,4,True,2,2,True,3,True,3,2,True,3,True
POWI,8,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-10-03,39.1100006104,2025-10-07,0,[],2025-10-07,2025-10-07,37.7099990845,TARGET_DATE_REACHED,False,2,-3.579650994757899,10.0,-3.6796509947578993,False,,39.7799987793,0,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""inv_close_pos5"", ""true_range_d1_pct"", ""volume_ratio5_prior""]",11,9,True,True,"{""failed_features"": [""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""true_range_d1_pct"", ""volume_ratio5_prior""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 1, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 9}",3,3,True,1,False,4,2,True,4,True,2,2,True,2,True,2,2,True,2,True
POWI,9,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-11-06,38.5600013733,2025-11-10,0,[],2025-11-10,2025-11-10,35.6800003052,TARGET_DATE_REACHED,False,2,-7.468882172017222,10.0,-7.568882172017221,False,,39.3699989319,0,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""inv_close_pos5"", ""atr14_pct"", ""realized_vol20_pct""]",11,9,True,True,"{""failed_features"": [""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""volume_ratio5_prior"", ""volume_ratio20_prior""], ""global_count_pass"": false, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 0, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 3, ""G4_VOLUME_CONFIRMATION"": 1}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": false}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""single_up_day5_pct"", ""bb_width20_pct"", ""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_chg1_pct""], ""total_feature_pass_count"": 6}",3,3,True,0,False,2,2,True,2,True,3,2,True,3,True,3,2,True,1,False
POWI,10,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,NON_SURVIVOR_highest_train_fitness,rolling_target_2_sessions_tp_off,2025-12-10,36.3899993896,2025-12-12,0,[],2025-12-12,2025-12-12,36.4700012207,TARGET_DATE_REACHED,False,2,0.2198456511182556,10.0,0.1198456511182556,True,2025-12-10,38.2000007629,1,"[""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]","[""pullback_from_high5_pct"", ""true_range_d1_pct""]",12,9,True,True,"{""failed_features"": [""pullback_from_high5_pct"", ""fade_after_surge_score"", ""true_range_d1_pct"", ""volume_ratio5_prior""], ""global_count_pass"": true, ""global_count_threshold"": 9, ""group_counts"": {""G1_PULLBACK"": 2, ""G2_VOLATILITY"": 4, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""group_pass"": {""G1_PULLBACK"": false, ""G2_VOLATILITY"": true, ""G3_RANGE_EXPANSION"": true, ""G4_VOLUME_CONFIRMATION"": true}, ""group_thresholds"": {""G1_PULLBACK"": 3, ""G2_VOLATILITY"": 2, ""G3_RANGE_EXPANSION"": 2, ""G4_VOLUME_CONFIRMATION"": 2}, ""hybrid_pass"": false, ""passed_features"": [""inv_close_pos5"", ""inv_ret_d1_pct"", ""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct"", ""range_vs_atr14"", ""range_vs_range20"", ""volume_ratio20_prior"", ""volume_chg1_pct""], ""total_feature_pass_count"": 10}",3,3,True,2,False,4,2,True,4,True,2,2,True,2,True,3,2,True,2,True
