ticker,origin_train_label,split_index,worker_pid,started_at_utc,finished_at_utc,elapsed_seconds,status,population,generations,patience,max_workers,train_rows,stress_rows,stress_used_for_gene_inputs,stress_used_for_fitness_only,fitness_consistency_lambda,lambda_source
AAP,train_1,1,610674,2026-07-12T18:38:56.105987+00:00,2026-07-12T18:38:57.348911+00:00,1.2109669689671136,OK,100,50,15,6,251,500,False,True,0.2,RUNTIME_CONSTANT_ONLY
AAP,train_2,2,610675,2026-07-12T18:38:56.106007+00:00,2026-07-12T18:38:57.860963+00:00,1.7207188360043801,OK,100,50,15,6,250,500,False,True,0.2,RUNTIME_CONSTANT_ONLY
AAP,train_3,3,610676,2026-07-12T18:38:56.106011+00:00,2026-07-12T18:38:57.815923+00:00,1.6740288709988818,OK,100,50,15,6,250,500,False,True,0.2,RUNTIME_CONSTANT_ONLY
POWI,train_1,1,610677,2026-07-12T18:38:56.107179+00:00,2026-07-12T18:38:58.388197+00:00,2.244826602982357,OK,100,50,15,6,251,500,False,True,0.2,RUNTIME_CONSTANT_ONLY
POWI,train_2,2,610678,2026-07-12T18:38:56.107191+00:00,2026-07-12T18:38:58.436631+00:00,2.291621259006206,OK,100,50,15,6,250,500,False,True,0.2,RUNTIME_CONSTANT_ONLY
POWI,train_3,3,610679,2026-07-12T18:38:56.107194+00:00,2026-07-12T18:38:57.702787+00:00,1.5569869200116955,OK,100,50,15,6,250,500,False,True,0.2,RUNTIME_CONSTANT_ONLY
