ticker,model_hash,origin_train_label,train_start,train_end,seed,generation,best_fitness,mean_fitness,best_passed_count,best_precision,best_recall,best_coverage,best_lift,best_pass_probability,decision_threshold,best_group_thresholds,fitness_stress_passed_count,fitness_stress_precision,fitness_precision_gap,fitness_adjusted_precision,fitness_consistency_penalty_points,fitness_consistency_lambda,generations_run,population,configured_generations,patience,feature_count,group_count,unweighted_group_count,group_between_and,g3_member_percentile_floor,parallel_worker_pid,parallel_worker_count_limit,stress_role,gene_domain_source,fallback_source,lambda_source
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,17,161.89501897165735,-19091.920839491166,22,0.5909090909090909,0.19402985074626866,0.08764940239043825,0.3239768199927563,0.5909090909090909,0.45,"[3, 3, 2, 2]",34,0.4411764705882353,0.14973262032085566,0.5609625668449199,6.5882352941176485,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,18,161.89501897165735,-34223.18686662213,22,0.5909090909090909,0.19402985074626866,0.08764940239043825,0.3239768199927563,0.5909090909090909,0.45,"[3, 3, 2, 2]",34,0.4411764705882353,0.14973262032085566,0.5609625668449199,6.5882352941176485,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,19,163.08895058052497,-19423.73200159135,22,0.5909090909090909,0.19402985074626866,0.08764940239043825,0.3239768199927563,0.5909090909090909,0.45,"[3, 3, 2, 2]",43,0.46511627906976744,0.1257928118393235,0.5657505285412262,5.534883720930234,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,20,163.08895058052497,-22377.676382613958,22,0.5909090909090909,0.19402985074626866,0.08764940239043825,0.3239768199927563,0.5909090909090909,0.45,"[3, 3, 2, 2]",43,0.46511627906976744,0.1257928118393235,0.5657505285412262,5.534883720930234,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,21,163.08895058052497,-34716.045847917965,22,0.5909090909090909,0.19402985074626866,0.08764940239043825,0.3239768199927563,0.5909090909090909,0.45,"[3, 3, 2, 2]",43,0.46511627906976744,0.1257928118393235,0.5657505285412262,5.534883720930234,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,22,163.08895058052497,-27425.3432380112,22,0.5909090909090909,0.19402985074626866,0.08764940239043825,0.3239768199927563,0.5909090909090909,0.45,"[3, 3, 2, 2]",43,0.46511627906976744,0.1257928118393235,0.5657505285412262,5.534883720930234,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,23,169.7154118736899,-24931.374118702082,21,0.6190476190476191,0.19402985074626866,0.08366533864541832,0.3521153481312844,0.6190476190476191,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.17460317460317465,0.5841269841269842,7.6825396825396846,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,24,179.3602774250901,-48833.549566411384,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,25,179.3602774250901,-34547.527318668195,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,26,179.3602774250901,-30148.430563174552,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,27,179.3602774250901,-41233.49184942987,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,28,179.3602774250901,-37434.32705691869,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,29,179.3602774250901,-39933.452347679704,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,30,179.3602774250901,-32615.871335336757,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,31,179.3602774250901,-50925.37276827315,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,32,179.3602774250901,-37184.045727293014,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,33,179.3602774250901,-41790.86594737007,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,34,179.3602774250901,-40752.02356853763,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",34,0.47058823529411764,0.17941176470588238,0.6141176470588235,7.894117647058825,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,35,180.03518200193665,-36963.703060008556,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",33,0.48484848484848486,0.16515151515151516,0.616969696969697,7.2666666666666675,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,36,180.03518200193665,-29338.36255810541,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",33,0.48484848484848486,0.16515151515151516,0.616969696969697,7.2666666666666675,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,37,180.03518200193665,-35109.42308898348,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",33,0.48484848484848486,0.16515151515151516,0.616969696969697,7.2666666666666675,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,38,180.03518200193665,-40672.02851628565,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",33,0.48484848484848486,0.16515151515151516,0.616969696969697,7.2666666666666675,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,39,180.03518200193665,-49001.753291201174,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",33,0.48484848484848486,0.16515151515151516,0.616969696969697,7.2666666666666675,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,40,180.03518200193665,-41749.45794312019,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",33,0.48484848484848486,0.16515151515151516,0.616969696969697,7.2666666666666675,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,41,182.88849119118746,-40763.69851738032,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,42,182.88849119118746,-36605.668450476,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,43,182.88849119118746,-38277.83501778124,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,44,182.88849119118746,-40738.90467377055,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,45,182.90423702188988,-41733.52722781168,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,46,182.90423702188988,-49928.73841553844,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,47,182.90423702188988,-51939.388941748475,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,48,182.90423702188988,-44931.887376082224,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
AAP,19acfdf0d2eda87560d92d1c638a119f80f57e2056b58af3459d90dcd1988df7,train_1,2022-07-01,2023-06-30,1767114315,49,182.90423702188988,-34006.89637972911,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.2222222222222222,0.6222222222222222,9.777777777777777,0.2,50,100,50,15,14,4,True,True,0.15,610674,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY,RUNTIME_CONSTANT_ONLY
