ticker,model_hash,origin_train_label,train_start,train_end,seed,generation,best_fitness,mean_fitness,best_passed_count,best_precision,best_recall,best_coverage,best_lift,best_pass_probability,decision_threshold,best_group_thresholds,fitness_stress_passed_count,fitness_stress_precision,fitness_precision_gap,fitness_adjusted_precision,fitness_consistency_penalty_points,fitness_consistency_lambda,generations_run,population,configured_generations,patience,feature_count,group_count,unweighted_group_count,group_between_and,g3_member_percentile_floor,parallel_worker_pid,parallel_worker_count_limit,stress_role,gene_domain_source,fallback_source
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,11,57.81994126629688,-22718.711712887787,34,0.4411764705882353,0.22388059701492538,0.13545816733067728,0.17424419967190063,0.4411764705882353,0.45,"[3, 3, 2, 2]",73,0.410958904109589,0.030217566478646263,0.42606768734891215,3.323932312651089,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,12,125.84378396750645,-28870.728283519722,25,0.48,0.1791044776119403,0.099601593625498,0.21306772908366534,0.48,0.45,"[3, 3, 2, 2]",41,0.4146341463414634,0.06536585365853659,0.44731707317073166,7.190243902439025,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,13,130.7301509468226,-35688.38004181165,31,0.4838709677419355,0.22388059701492538,0.12350597609561753,0.21693869682560085,0.4838709677419355,0.45,"[3, 3, 2, 2]",68,0.4411764705882353,0.04269449715370022,0.4625237191650854,4.696394686907023,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,14,130.7906080397417,-27468.665512573054,21,0.47619047619047616,0.14925373134328357,0.08366533864541832,0.20925820527414152,0.47619047619047616,0.45,"[3, 2, 2, 2]",36,0.5,0.0,0.47619047619047616,0.0,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,15,138.40586436884632,-32620.991333846334,31,0.5161290322580645,0.23880597014925373,0.12350597609561753,0.24919676134172986,0.5161290322580645,0.45,"[3, 3, 2, 2]",58,0.4482758620689655,0.06785317018909898,0.482202447163515,7.463848720800888,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,16,143.22129894152724,-24956.313293328607,27,0.5555555555555556,0.22388059701492538,0.10756972111553785,0.28862328463922093,0.5555555555555556,0.45,"[3, 3, 2, 2]",57,0.42105263157894735,0.13450292397660824,0.48830409356725146,14.795321637426905,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,17,143.22129894152724,-31334.78125008613,27,0.5555555555555556,0.22388059701492538,0.10756972111553785,0.28862328463922093,0.5555555555555556,0.45,"[3, 3, 2, 2]",57,0.42105263157894735,0.13450292397660824,0.48830409356725146,14.795321637426905,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,18,143.22129894152724,-28840.739875141106,27,0.5555555555555556,0.22388059701492538,0.10756972111553785,0.28862328463922093,0.5555555555555556,0.45,"[3, 3, 2, 2]",57,0.42105263157894735,0.13450292397660824,0.48830409356725146,14.795321637426905,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,19,143.22129894152724,-25516.14912452553,27,0.5555555555555556,0.22388059701492538,0.10756972111553785,0.28862328463922093,0.5555555555555556,0.45,"[3, 3, 2, 2]",57,0.42105263157894735,0.13450292397660824,0.48830409356725146,14.795321637426905,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,20,153.86502096951102,-21206.79468281178,20,0.6,0.1791044776119403,0.0796812749003984,0.33306772908366533,0.6,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.15555555555555556,0.5222222222222221,17.11111111111111,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,21,153.86502096951102,-22576.252811888215,20,0.6,0.1791044776119403,0.0796812749003984,0.33306772908366533,0.6,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.15555555555555556,0.5222222222222221,17.11111111111111,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,22,153.86502096951102,-21683.616398322483,20,0.6,0.1791044776119403,0.0796812749003984,0.33306772908366533,0.6,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.15555555555555556,0.5222222222222221,17.11111111111111,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,23,153.86502096951102,-33286.06207713799,20,0.6,0.1791044776119403,0.0796812749003984,0.33306772908366533,0.6,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.15555555555555556,0.5222222222222221,17.11111111111111,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,24,153.86502096951102,-33952.19903901534,20,0.6,0.1791044776119403,0.0796812749003984,0.33306772908366533,0.6,0.45,"[3, 3, 2, 2]",36,0.4444444444444444,0.15555555555555556,0.5222222222222221,17.11111111111111,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,25,156.3869981099138,-29944.26804619181,21,0.6190476190476191,0.19402985074626866,0.08366533864541832,0.3521153481312844,0.6190476190476191,0.45,"[3, 3, 2, 2]",42,0.42857142857142855,0.19047619047619052,0.5238095238095238,20.952380952380956,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,26,156.3869981099138,-35353.766131126555,21,0.6190476190476191,0.19402985074626866,0.08366533864541832,0.3521153481312844,0.6190476190476191,0.45,"[3, 3, 2, 2]",42,0.42857142857142855,0.19047619047619052,0.5238095238095238,20.952380952380956,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,27,156.3869981099138,-33270.99916266508,21,0.6190476190476191,0.19402985074626866,0.08366533864541832,0.3521153481312844,0.6190476190476191,0.45,"[3, 3, 2, 2]",42,0.42857142857142855,0.19047619047619052,0.5238095238095238,20.952380952380956,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,28,161.28965916670543,-38539.27589525538,22,0.6363636363636364,0.208955223880597,0.08764940239043825,0.3694313654473017,0.6363636363636364,0.45,"[3, 3, 2, 2]",48,0.4375,0.19886363636363635,0.5369318181818181,21.875,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,29,161.28965916670543,-44181.6178020108,22,0.6363636363636364,0.208955223880597,0.08764940239043825,0.3694313654473017,0.6363636363636364,0.45,"[3, 3, 2, 2]",48,0.4375,0.19886363636363635,0.5369318181818181,21.875,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,30,161.28965916670543,-37443.497554668895,22,0.6363636363636364,0.208955223880597,0.08764940239043825,0.3694313654473017,0.6363636363636364,0.45,"[3, 3, 2, 2]",48,0.4375,0.19886363636363635,0.5369318181818181,21.875,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,31,161.28965916670543,-40329.22665378631,22,0.6363636363636364,0.208955223880597,0.08764940239043825,0.3694313654473017,0.6363636363636364,0.45,"[3, 3, 2, 2]",48,0.4375,0.19886363636363635,0.5369318181818181,21.875,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,32,161.28965916670543,-39536.85276991226,22,0.6363636363636364,0.208955223880597,0.08764940239043825,0.3694313654473017,0.6363636363636364,0.45,"[3, 3, 2, 2]",48,0.4375,0.19886363636363635,0.5369318181818181,21.875,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,33,164.5482044700872,-34030.67050000048,22,0.6363636363636364,0.208955223880597,0.08764940239043825,0.3694313654473017,0.6363636363636364,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.16969696969696968,0.5515151515151515,18.666666666666664,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,34,164.5482044700872,-30894.74505942846,22,0.6363636363636364,0.208955223880597,0.08764940239043825,0.3694313654473017,0.6363636363636364,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.16969696969696968,0.5515151515151515,18.666666666666664,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,35,169.23760192023633,-43073.56964997051,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",41,0.4878048780487805,0.16219512195121955,0.5689024390243902,17.84146341463415,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,36,169.23760192023633,-43122.47080607498,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",41,0.4878048780487805,0.16219512195121955,0.5689024390243902,17.84146341463415,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,37,169.23760192023633,-51728.22001419958,20,0.65,0.19402985074626866,0.0796812749003984,0.3830677290836654,0.65,0.45,"[3, 3, 2, 2]",41,0.4878048780487805,0.16219512195121955,0.5689024390243902,17.84146341463415,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,38,170.8303335840041,-44832.54191577996,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.19999999999999996,0.5666666666666667,21.999999999999996,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,39,170.8303335840041,-53944.50416876839,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.19999999999999996,0.5666666666666667,21.999999999999996,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,40,170.8303335840041,-42784.39839105854,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.19999999999999996,0.5666666666666667,21.999999999999996,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,41,170.8303335840041,-50923.795853300275,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.19999999999999996,0.5666666666666667,21.999999999999996,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,42,170.8303335840041,-49089.94850266899,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.19999999999999996,0.5666666666666667,21.999999999999996,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,43,170.8303335840041,-40314.09925391494,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.19999999999999996,0.5666666666666667,21.999999999999996,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,44,170.8303335840041,-40346.04940284947,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",45,0.4666666666666667,0.19999999999999996,0.5666666666666667,21.999999999999996,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,45,172.04308596125065,-43560.02903011647,21,0.6666666666666666,0.208955223880597,0.08366533864541832,0.399734395750332,0.6666666666666666,0.45,"[3, 3, 2, 2]",44,0.4772727272727273,0.18939393939393934,0.571969696969697,20.83333333333333,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,46,178.95046080950996,-36956.23932440549,20,0.7,0.208955223880597,0.0796812749003984,0.4330677290836653,0.7,0.45,"[3, 3, 2, 2]",44,0.4772727272727273,0.22272727272727266,0.5886363636363636,24.499999999999993,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,47,178.95046080950996,-45386.034728648854,20,0.7,0.208955223880597,0.0796812749003984,0.4330677290836653,0.7,0.45,"[3, 3, 2, 2]",44,0.4772727272727273,0.22272727272727266,0.5886363636363636,24.499999999999993,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,48,178.95046080950996,-44945.19054301676,20,0.7,0.208955223880597,0.0796812749003984,0.4330677290836653,0.7,0.45,"[3, 3, 2, 2]",44,0.4772727272727273,0.22272727272727266,0.5886363636363636,24.499999999999993,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,49,178.95046080950996,-36103.545043859645,20,0.7,0.208955223880597,0.0796812749003984,0.4330677290836653,0.7,0.45,"[3, 3, 2, 2]",44,0.4772727272727273,0.22272727272727266,0.5886363636363636,24.499999999999993,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,2022-07-01,2023-06-30,1767114315,50,178.95046080950996,-34812.28813299513,20,0.7,0.208955223880597,0.0796812749003984,0.4330677290836653,0.7,0.45,"[3, 3, 2, 2]",44,0.4772727272727273,0.22272727272727266,0.5886363636363636,24.499999999999993,0.5,50,100,50,15,14,4,True,True,0.15,609103,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,2023-07-01,2024-06-30,450455968,1,147.5751246989022,-55975.391580051466,30,0.5666666666666667,0.16831683168316833,0.12,0.16266666666666663,0.5666666666666667,0.48400000000000004,"[2, 3, 2, 2]",7,0.5714285714285714,0.0,0.5666666666666667,0.0,0.5,50,100,50,15,14,4,True,True,0.15,609104,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,2023-07-01,2024-06-30,450455968,2,148.07357846980602,-21149.884724135925,40,0.625,0.24752475247524752,0.16,0.22099999999999997,0.625,0.48400000000000004,"[2, 3, 2, 2]",54,0.4444444444444444,0.18055555555555558,0.5347222222222222,19.861111111111114,0.5,50,100,50,15,14,4,True,True,0.15,609104,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,2023-07-01,2024-06-30,450455968,3,163.06714201650345,-18970.658772650724,39,0.6410256410256411,0.24752475247524752,0.156,0.23702564102564105,0.6410256410256411,0.48400000000000004,"[2, 3, 2, 2]",38,0.5526315789473685,0.0883940620782726,0.5968286099865048,9.723346828609987,0.5,50,100,50,15,14,4,True,True,0.15,609104,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,2023-07-01,2024-06-30,450455968,4,166.3799347772037,-17560.948602780263,25,0.64,0.15841584158415842,0.1,0.236,0.64,0.48400000000000004,"[2, 3, 2, 2]",5,0.6,0.040000000000000036,0.62,4.400000000000004,0.5,50,100,50,15,14,4,True,True,0.15,609104,6,FITNESS_SCORER_ONLY,TRAIN_ONLY,TRAIN_ONLY
