ticker,model_hash,origin_train_label,gene_type,group,feature,feature_definition,low_norm,high_norm,width_norm,low_value,high_value,min_width_pass,bilateral,fallback_applied_any_generation,fallback_event_count,group_threshold,group_size,g3_member_floor_norm,fitness_consistency_lambda,stress_role,threshold_min_allowed,threshold_max_allowed,threshold_floor_valid
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.0361283159534846,0.7229163519637907,0.686788036010306,0.8497003950814672,11.00144836988644,True,True,True,23.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.1121220879360651,0.8505347454433901,0.738412657507325,2.6054999416103506,17.86464091207284,True,True,True,23.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.0367315785318842,0.7040171606807031,0.6672855821488188,-37.25984715712019,597.6626171285528,True,True,True,21.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.5,FITNESS_SCORER_ONLY,2.0,3.0,1.0
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.5,FITNESS_SCORER_ONLY,2.0,3.0,1.0
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.015009759672486033, 0.1726043842598029, 0.06919934695283236]",0.5,FITNESS_SCORER_ONLY,2.0,2.0,1.0
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.5,FITNESS_SCORER_ONLY,2.0,2.0,1.0
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.3152830717736217,0.8694590735213099,0.5541760017476882,6.5524747110998165,18.06982074722767,True,True,True,19.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.1804103713011319,0.5389856899228468,0.3585753186217148,2.6803852613116845,8.007795166696404,True,True,True,17.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.1609011875146633,0.9647688208962484,0.8038676333815851,0.1609011875146633,0.9647688208962484,True,True,True,17.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.2137264449773303,0.6506414289662831,0.4369149839889527,-4.057055354783228,4.2941434823710605,True,True,True,22.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.0801078807775406,0.6446544755716042,0.5645465947940635,0.4346277537937499,5.16485422061581,True,True,True,26.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.2762633031880778,0.951514054309738,0.6752507511216601,3.661677699520224,5.642672621867272,True,True,True,24.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.4318323997801148,0.7881597400364618,0.356327340256347,2.4897361842738235,3.427398795243713,True,True,True,24.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.1548702943485662,1.0,0.8451297056514337,10.25224748345357,43.9032099719644,True,True,True,20.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.1273573214160615,0.33574897383487,0.2083916524188085,2.886301069811809,5.854793592918242,True,True,True,20.0,,3,0.07970314483734416,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.1579712946040108,0.5116259201185486,0.3536546255145377,0.7272186036213911,1.7441668121785132,True,True,True,16.0,,3,0.11343761700857279,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.4831692593594371,0.8179118998723612,0.3347426405129241,2.14271121615762,3.4550540780831605,True,True,True,17.0,,3,0.09565721469923098,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.5300137547131581,0.9773399593502382,0.44732620463708,3.1889443502905146,5.6742756592522605,True,True,True,22.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.0694926961687573,0.6127809914251335,0.5432882952563761,0.9062683264892792,5.29481742587745,True,True,True,17.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.0825139857057834,0.7053695337116229,0.6228555480058395,-43.846429227727214,155.55521083153738,True,True,True,17.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.5,FITNESS_SCORER_ONLY,2.0,3.0,1.0
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.5,FITNESS_SCORER_ONLY,2.0,3.0,1.0
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.07970314483734416, 0.11343761700857279, 0.09565721469923098]",0.5,FITNESS_SCORER_ONLY,2.0,2.0,1.0
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.5,FITNESS_SCORER_ONLY,2.0,2.0,1.0
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.4198939431352695,0.7396581823236522,0.3197642391883827,13.10343321456115,23.0663431839372,True,True,True,19.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.161355434990198,0.8451777461113972,0.6838223111211991,9.607501315349918,50.32397147305883,True,True,True,13.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.2221868149689199,0.8597266355376971,0.6375398205687772,0.2235654624065632,0.8591067992458586,True,True,True,26.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.1055448043584934,0.7592032464908304,0.6536584421323369,-49.14016742950031,-0.1997173052568328,True,True,True,14.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.3140601721131899,0.7183151926878221,0.4042550205746322,16.72802117420952,40.48713211687883,True,True,True,20.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.0008991949710559,0.898369285860187,0.8974700908891311,3.1915009642132164,7.085536985390098,True,True,True,23.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.0508884346713687,0.646040109969104,0.5951516752977353,2.285524206336327,9.28689812118724,True,True,True,23.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.1321248763000557,0.5028093708228496,0.3706844945227939,19.13224730641655,48.33234780968233,True,True,True,21.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.1853479470843836,0.5501813797574271,0.3648334326730434,8.266039610561432,21.62343612650105,True,True,True,14.0,,3,0.032862199166564125,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.0376314443368487,0.3703203093290454,0.3326888649921967,0.4436174961750689,1.3257713627955727,True,True,True,11.0,,3,0.09033706272662825,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.0261385162150478,0.3650085440838957,0.3388700278688479,0.4570874752712184,1.907593074987913,True,True,True,19.0,,3,0.06086387001730224,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.0447559215068638,0.1674468003169832,0.1226908788101193,0.7179717407526711,2.014548973870346,True,True,True,26.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.261519837528381,0.7669221769673663,0.5054023394389853,3.628452121411946,10.172234028420249,True,True,True,17.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.103478575100927,0.8519839746914684,0.7485053995905413,7.272396504185153,532.4733254261351,True,True,True,20.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.5,FITNESS_SCORER_ONLY,2.0,3.0,1.0
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.5,FITNESS_SCORER_ONLY,2.0,3.0,1.0
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",0.5,FITNESS_SCORER_ONLY,2.0,2.0,1.0
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.5,FITNESS_SCORER_ONLY,2.0,2.0,1.0
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.5680619697788418,0.8745499535810595,0.3064879838022176,9.823568183969869,15.12370402587582,True,True,True,15.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.4018840907212304,0.6477569494419104,0.24587285872068,4.775016216566109,7.696373181699372,True,True,True,16.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.3035669412519296,0.9414878749317612,0.6379209336798316,0.3028726608746679,0.9393346215033768,True,True,True,23.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.3417581391511169,0.8118143244919562,0.4700561853408393,-4.27539219780815,3.433068972379214,True,True,True,17.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.3262538705837342,0.734318442487644,0.4080645719039097,2.350837257643818,6.910922983259114,True,True,True,15.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.2288150982652282,0.8338292548489694,0.6050141565837412,3.1306599884880084,4.314629267656775,True,True,True,13.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.0246796556239774,0.8440401873655071,0.8193605317415297,1.2937615401117055,3.665631487756269,True,True,True,25.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.1878288477715607,0.9964618449798264,0.8086329972082656,10.16434963657546,33.666562504130084,True,True,True,19.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.2403534837223555,0.9254772350558188,0.6851237513334634,3.67398251218997,10.818899464094294,True,True,True,18.0,,3,0.1009863847099284,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.0926799050617995,0.4690523072557608,0.3763724021939613,0.4904666529870346,1.249723609243644,True,True,True,20.0,,3,0.1383870542300658,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.0775596963151895,0.4987357314118035,0.421176035096614,0.5010640535290186,1.6000299522862562,True,True,True,16.0,,3,0.12952648158686086,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.2005522785112958,0.7362854431337487,0.5357331646224528,0.9032362130183504,2.3759726795783505,True,True,True,18.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.1612536836744973,1.0,0.8387463163255027,0.7854867799062124,3.6066594661918248,True,True,True,28.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.087599644913296,0.7775702399289991,0.689970595015703,-41.6142883281631,196.451210562252,True,True,True,18.0,,3,,0.5,FITNESS_SCORER_ONLY,,,
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.5,FITNESS_SCORER_ONLY,2.0,3.0,1.0
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.5,FITNESS_SCORER_ONLY,2.0,3.0,1.0
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",0.5,FITNESS_SCORER_ONLY,2.0,2.0,1.0
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.5,FITNESS_SCORER_ONLY,2.0,2.0,1.0
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.0622901071627792,0.9074303913812994,0.8451402842185202,1.1073606889770755,16.13181914702454,True,True,True,20.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.2606840925540588,0.8719677798183861,0.6112836872643272,4.095662018038685,13.699667216997888,True,True,True,22.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.2449192218375427,0.6110582890047143,0.3661390671671715,0.2444113697663597,0.6097912295417767,True,True,True,21.0,,4,,0.5,FITNESS_SCORER_ONLY,,,
