feature,AAP_mi_bits,POWI_mi_bits,ticker_mean_mi_bits,ticker_min_mi_bits,null_mean_bits,null_p95_bits,bias_adjusted_mi_bits,empirical_p
exact_before_5d,0.0044578943821,0.00926173315221,0.00685981376715,0.0044578943821,0.000919276507797,0.00239727734567,0.00594053725936,0.00497512437811
exact_before_3d,0.00321297224977,0.00906512061986,0.00613904643482,0.00321297224977,0.000860600730754,0.0022606713702,0.00527844570406,0.00497512437811
exact_before_10d,0.00269531517736,0.0103780126994,0.00653666393836,0.00269531517736,0.00134013305351,0.00346629602368,0.00519653088484,0.00497512437811
rough_blackout_80_100d,0.000239890766236,0.0074958730998,0.00386788193302,0.000239890766236,0.00134278969417,0.00338645873341,0.00252509223884,0.0348258706468
rough_before_3d,0.000430674870352,0.00563074744778,0.00303071115907,0.000430674870352,0.000897536167184,0.00279393262962,0.00213317499188,0.044776119403
rough_before_5d,0.0000749113477202,0.00492156073514,0.00249823604143,0.0000749113477202,0.000940997346084,0.00265303868421,0.00155723869534,0.0796019900498
rough_before_10d,0.000300882996166,0.00525651195504,0.00277869747561,0.000300882996166,0.00126693526488,0.00352918345231,0.00151176221072,0.124378109453
rough_blackout_70_110d,0.00332364802718,0.00356883960201,0.00344624381459,0.00332364802718,0.0019507974031,0.00436928528715,0.0014954464115,0.114427860697
rough_blackout_75_105d,0.00256313637446,0.00342918692745,0.00299616165096,0.00256313637446,0.00165648451744,0.00364470693642,0.00133967713352,0.124378109453
