all_feature_and,bilateral,domain_max_origin_train,domain_min_origin_train,fallback_applied_any_generation,fallback_event_count,feature,feature_definition,finite_high,finite_low,high_norm,high_value,low_norm,low_value,min_width_pass,model_hash,near_full_noise_gene,origin_train_label,ticker,width_norm
True,True,4.0,0.0,True,23,days_since_high5,D-5~D-1 고가 최고점 이후 거래일 수(0=D-1),True,True,1.0,4.0,0.3712280884022712,1.4849123536090847,True,6e93484a372d9bb64b42e7ab8474f6454f2faceb9d5510d403d0ad6b70d1984e,False,train_3,CRS,0.6287719115977288
True,True,0.998406015321558,0.0011637154833836,True,8,close_pos5,D-1 close의 D-5~D-1 high/low 범위 내 위치(0~1),True,True,0.9597513676411371,0.9582683766226644,0.0810621703267371,0.08200234064989273,True,6e93484a372d9bb64b42e7ab8474f6454f2faceb9d5510d403d0ad6b70d1984e,False,train_3,CRS,0.8786891973144
True,True,24.61995984705805,0.0125849643892061,True,26,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),True,True,0.7246572609808326,17.844497846792546,0.09019261143982095,2.231988365735767,True,6e93484a372d9bb64b42e7ab8474f6454f2faceb9d5510d403d0ad6b70d1984e,False,train_3,CRS,0.6344646495410117
True,True,15.684068240794623,-0.3797272668015661,True,13,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),True,True,0.8582131096535728,13.406432628611652,0.08431237501641523,0.97464948422189,True,6e93484a372d9bb64b42e7ab8474f6454f2faceb9d5510d403d0ad6b70d1984e,False,train_3,CRS,0.7739007346371576
True,True,21.600678308023003,0.0,True,16,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,True,True,0.8633344292491333,18.648609278451172,0.18102525123554092,3.910268217567963,True,6e93484a372d9bb64b42e7ab8474f6454f2faceb9d5510d403d0ad6b70d1984e,False,train_3,CRS,0.6823091780135924
True,True,21.163645858019777,-7.614816727188501,True,20,ret_d5_pct,D-6 close 대비 D-5 close 수익률(%),True,True,0.4225892357109421,4.546651781630608,0.10476927069450792,-4.599718190427046,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.31781996501643417
True,True,21.163645858019777,-7.614816727188501,True,22,ret_d4_pct,D-5 close 대비 D-4 close 수익률(%),True,True,0.6838933295126836,12.066581868465779,0.0917100697162466,-4.975541917172656,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.5921832597964369
True,True,21.163645858019777,-7.614816727188501,True,22,ret_d3_pct,D-4 close 대비 D-3 close 수익률(%),True,True,0.6345235324326461,10.645795010358597,0.01575265111613562,-7.161479646424953,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.6187708813165105
True,True,21.163645858019777,-7.614816727188501,True,14,ret_d2_pct,D-3 close 대비 D-2 close 수익률(%),True,True,0.6372197994529896,10.72338942992328,0.14659186257278212,-3.396128294841697,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.49062793688020745
True,True,21.163645858019777,-7.614816727188501,True,21,ret_d1_pct,D-2 close 대비 D-1 close 수익률(%),True,True,0.8607716035070998,17.156866658750307,0.15082768393404397,-3.274227868278997,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.7099439195730558
True,True,21.350578456810982,-19.080004675588714,True,19,cumulative_ret5_pct,D-6 close 대비 D-1 close 누적수익률(%),True,True,0.7601648910225295,11.65390514522922,0.21635612188193573,-10.332600503637511,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.5438087691405937
True,True,5.0,0.0,True,20,up_days5,D-5~D-1 양의 일수익률 일수,True,True,0.6465953195303406,3.2329765976517026,0.17359689382742644,0.8679844691371321,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.4729984257029141
True,True,4.0,0.0,True,19,days_since_high5,D-5~D-1 고가 최고점 이후 거래일 수(0=D-1),True,True,0.752255041090993,3.009020164363972,0.3955780921038798,1.5823123684155191,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.35667694898711316
True,True,1.0,0.0,True,26,close_pos5,D-1 close의 D-5~D-1 high/low 범위 내 위치(0~1),True,True,0.8484373432906571,0.8484373432906571,0.23052938200384263,0.23052938200384263,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.6179079612868145
True,True,22.054165032939533,0.0,True,17,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),True,True,0.4718503828964605,10.406266215254249,0.06805205600405248,1.5008312739442171,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.403798326892408
True,True,21.163645858019777,-2.4408825822578084,True,25,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),True,True,0.6486416544574409,12.86999779793156,0.11150026882917172,0.19102868441897147,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.5371413856282692
True,True,26.581739662909754,0.0,True,23,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,True,True,0.6461024478900815,17.174527065382865,0.08262658891454665,2.196358475760744,True,e0c83226c51c983757198bf6959911adc69de0570645e22c862edfac0dab51f9,False,train_1,ALGT,0.5634758589755349
True,True,7.597308154254923,-8.432775442616002,True,17,ret_d5_pct,D-6 close 대비 D-5 close 수익률(%),True,True,0.8689862446310753,5.497146703351062,0.234501840171906,-4.673691341040284,True,e3e169f11714be92bbfdee2fb58fe8c9727e132f00d8d9314c90c131ad1b86cb,False,train_2,ALGT,0.6344844044591693
