ticker,date,regime,position_independent_daily_evaluation,holding_state_ignored_for_candidate_generation,feature_cutoff,label_2d3pct,status
AA,2020-10-08,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-09,stress,True,True,D-1,0,ELIGIBLE
AA,2020-10-12,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-13,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-14,stress,True,True,D-1,0,ELIGIBLE
AA,2020-10-15,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-16,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-19,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-20,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-21,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-22,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-23,stress,True,True,D-1,0,ELIGIBLE
AA,2020-10-26,stress,True,True,D-1,0,ELIGIBLE
AA,2020-10-27,stress,True,True,D-1,0,ELIGIBLE
AA,2020-10-28,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-29,stress,True,True,D-1,1,ELIGIBLE
AA,2020-10-30,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-02,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-03,stress,True,True,D-1,0,ELIGIBLE
AA,2020-11-04,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-05,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-06,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-09,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-10,stress,True,True,D-1,0,ELIGIBLE
AA,2020-11-11,stress,True,True,D-1,0,ELIGIBLE
AA,2020-11-12,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-13,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-16,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-17,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-18,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-19,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-20,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-23,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-24,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-25,stress,True,True,D-1,0,ELIGIBLE
AA,2020-11-27,stress,True,True,D-1,1,ELIGIBLE
AA,2020-11-30,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-01,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-02,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-03,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-04,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-07,stress,True,True,D-1,0,ELIGIBLE
AA,2020-12-08,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-09,stress,True,True,D-1,0,ELIGIBLE
AA,2020-12-10,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-11,stress,True,True,D-1,0,ELIGIBLE
AA,2020-12-14,stress,True,True,D-1,0,ELIGIBLE
AA,2020-12-15,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-16,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-17,stress,True,True,D-1,0,ELIGIBLE
AA,2020-12-18,stress,True,True,D-1,0,ELIGIBLE
AA,2020-12-21,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-22,stress,True,True,D-1,0,ELIGIBLE
AA,2020-12-23,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-24,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-28,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-29,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-30,stress,True,True,D-1,1,ELIGIBLE
AA,2020-12-31,stress,True,True,D-1,1,ELIGIBLE
AA,2021-01-04,stress,True,True,D-1,1,ELIGIBLE
AA,2021-01-05,stress,True,True,D-1,1,ELIGIBLE
AA,2021-01-06,stress,True,True,D-1,1,ELIGIBLE
AA,2021-01-07,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-08,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-11,stress,True,True,D-1,1,ELIGIBLE
AA,2021-01-12,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-13,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-14,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-15,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-19,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-20,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-21,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-22,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-25,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-26,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-27,stress,True,True,D-1,1,ELIGIBLE
AA,2021-01-28,stress,True,True,D-1,0,ELIGIBLE
AA,2021-01-29,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-01,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-02,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-03,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-04,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-05,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-08,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-09,stress,True,True,D-1,0,ELIGIBLE
AA,2021-02-10,stress,True,True,D-1,0,ELIGIBLE
AA,2021-02-11,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-12,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-16,stress,True,True,D-1,0,ELIGIBLE
AA,2021-02-17,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-18,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-19,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-22,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-23,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-24,stress,True,True,D-1,1,ELIGIBLE
AA,2021-02-25,stress,True,True,D-1,0,ELIGIBLE
AA,2021-02-26,stress,True,True,D-1,1,ELIGIBLE
