best_coverage,best_fitness,best_lift,best_pass_probability,best_passed_count,best_precision,best_recall,configured_generations,decision_threshold,generation,generations_run,mean_fitness,min_width_norm,model_hash,origin_train_label,patience,population,seed,strict_all_feature_and,ticker,train_end,train_min_sample_gate,train_rows,train_start,weighted_sum_path
0.3665338645418327,70.28206696408938,0.028451411744327082,0.5543478260869565,92,0.5543478260869565,0.38636363636363635,50,0.6058964143426294,1,50,-97998.50649166472,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.10358565737051793,73.53266798550385,0.05102666258044741,0.5769230769230769,26,0.5769230769230769,0.11363636363636363,50,0.6058964143426294,2,50,-92952.33093367043,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.10358565737051793,73.53266798550385,0.05102666258044741,0.5769230769230769,26,0.5769230769230769,0.11363636363636363,50,0.6058964143426294,3,50,-87489.83573280182,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.18326693227091634,148.53048446455063,0.08279923783128362,0.6086956521739131,46,0.6086956521739131,0.21212121212121213,50,0.6058964143426294,4,50,-63611.59938100667,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.10756972111553785,153.53094983855493,0.10373321528700019,0.6296296296296297,27,0.6296296296296297,0.12878787878787878,50,0.6058964143426294,5,50,-57780.031647579584,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08366533864541832,164.84962943721376,0.14077025232403717,0.6666666666666666,21,0.6666666666666666,0.10606060606060606,50,0.6058964143426294,6,50,-27218.07133399349,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08366533864541832,164.84962943721376,0.14077025232403717,0.6666666666666666,21,0.6666666666666666,0.10606060606060606,50,0.6058964143426294,7,50,-22884.89318859306,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.10843119453006,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,8,50,-17154.187056546652,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.10843119453006,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,9,50,-22728.42171488099,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.10843119453006,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,10,50,-19527.255081305368,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.32047481016272,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,11,50,-22837.65222503741,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.32047481016272,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,12,50,-35521.50017088189,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.32047481016272,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,13,50,-16577.993738281843,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.32047481016272,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,14,50,-39264.360697550364,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.32047481016272,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,15,50,-45026.31698330008,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,191.32047481016272,0.22410358565737054,0.75,20,0.75,0.11363636363636363,50,0.6058964143426294,16,50,-47918.19199324962,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.11155378486055777,192.62789442049154,0.22410358565737054,0.75,28,0.75,0.1590909090909091,50,0.6058964143426294,17,50,-44366.68383202418,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08764940239043825,199.11289756168827,0.24683085838464325,0.7727272727272727,22,0.7727272727272727,0.12878787878787878,50,0.6058964143426294,18,50,-42026.30489331159,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09561752988047809,205.53727732678834,0.26577025232403717,0.7916666666666666,24,0.7916666666666666,0.14393939393939395,50,0.6058964143426294,19,50,-39915.83831084518,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09561752988047809,205.53727732678834,0.26577025232403717,0.7916666666666666,24,0.7916666666666666,0.14393939393939395,50,0.6058964143426294,20,50,-31489.82295354924,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08764940239043825,213.6416824293481,0.2922854038391888,0.8181818181818182,22,0.8181818181818182,0.13636363636363635,50,0.6058964143426294,21,50,-25373.761567755027,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08366533864541832,226.076250017125,0.33124644280022764,0.8571428571428571,21,0.8571428571428571,0.13636363636363635,50,0.6058964143426294,22,50,-37578.417032732694,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09163346613545817,230.31746461194234,0.34366880304867486,0.8695652173913043,23,0.8695652173913043,0.15151515151515152,50,0.6058964143426294,23,50,-28238.408644820054,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09163346613545817,230.31746461194234,0.34366880304867486,0.8695652173913043,23,0.8695652173913043,0.15151515151515152,50,0.6058964143426294,24,50,-17770.405566354893,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,239.5837963993807,0.37410358565737056,0.9,20,0.9,0.13636363636363635,50,0.6058964143426294,25,50,-22657.248748380167,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,239.60565652763825,0.37410358565737056,0.9,20,0.9,0.13636363636363635,50,0.6058964143426294,26,50,-35461.03295113192,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,239.7857639419067,0.37410358565737056,0.9,20,0.9,0.13636363636363635,50,0.6058964143426294,27,50,-42527.946421204164,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,239.7857639419067,0.37410358565737056,0.9,20,0.9,0.13636363636363635,50,0.6058964143426294,28,50,-35583.570846729956,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08366533864541832,241.37020886476265,0.3788654904192753,0.9047619047619048,21,0.9047619047619048,0.14393939393939395,50,0.6058964143426294,29,50,-36792.58173198687,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08366533864541832,241.37020886476265,0.3788654904192753,0.9047619047619048,21,0.9047619047619048,0.14393939393939395,50,0.6058964143426294,30,50,-46034.22822120525,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09163346613545817,244.42572159068797,0.38714706391824005,0.9130434782608695,23,0.9130434782608695,0.1590909090909091,50,0.6058964143426294,31,50,-42727.26874277376,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09163346613545817,244.42572159068797,0.38714706391824005,0.9130434782608695,23,0.9130434782608695,0.1590909090909091,50,0.6058964143426294,32,50,-51500.36577017895,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09163346613545817,244.42572159068797,0.38714706391824005,0.9130434782608695,23,0.9130434782608695,0.1590909090909091,50,0.6058964143426294,33,50,-43873.42294405643,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09163346613545817,244.42572159068797,0.38714706391824005,0.9130434782608695,23,0.9130434782608695,0.1590909090909091,50,0.6058964143426294,34,50,-46033.82832605569,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09163346613545817,244.42572159068797,0.38714706391824005,0.9130434782608695,23,0.9130434782608695,0.1590909090909091,50,0.6058964143426294,35,50,-44147.589395707146,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09561752988047809,245.5923479666806,0.39077025232403717,0.9166666666666666,24,0.9166666666666666,0.16666666666666666,50,0.6058964143426294,36,50,-39872.778600728096,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09561752988047809,245.5923479666806,0.39077025232403717,0.9166666666666666,24,0.9166666666666666,0.16666666666666666,50,0.6058964143426294,37,50,-31429.412810061294,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09561752988047809,245.70046536937258,0.39077025232403717,0.9166666666666666,24,0.9166666666666666,0.16666666666666666,50,0.6058964143426294,38,50,-26508.715299200943,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09561752988047809,245.93151895275227,0.39077025232403717,0.9166666666666666,24,0.9166666666666666,0.16666666666666666,50,0.6058964143426294,39,50,-41041.77096556243,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09561752988047809,245.93151895275227,0.39077025232403717,0.9166666666666666,24,0.9166666666666666,0.16666666666666666,50,0.6058964143426294,40,50,-34771.52530653575,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.09561752988047809,246.097489929371,0.39077025232403717,0.9166666666666666,24,0.9166666666666666,0.16666666666666666,50,0.6058964143426294,41,50,-29524.695005885034,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,255.84363749394348,0.4241035856573705,0.95,20,0.95,0.14393939393939395,50,0.6058964143426294,42,50,-35919.970073716424,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.0796812749003984,255.84363749394348,0.4241035856573705,0.95,20,0.95,0.14393939393939395,50,0.6058964143426294,43,50,-40845.937636634655,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08366533864541832,256.535550455081,0.42648453803832287,0.9523809523809523,21,0.9523809523809523,0.15151515151515152,50,0.6058964143426294,44,50,-29662.571339839964,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08366533864541832,256.535550455081,0.42648453803832287,0.9523809523809523,21,0.9523809523809523,0.15151515151515152,50,0.6058964143426294,45,50,-32652.739909028154,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08366533864541832,256.535550455081,0.42648453803832287,0.9523809523809523,21,0.9523809523809523,0.15151515151515152,50,0.6058964143426294,46,50,-42047.26890518828,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08764940239043825,257.5156199445111,0.4286490402028251,0.9545454545454546,22,0.9545454545454546,0.1590909090909091,50,0.6058964143426294,47,50,-30719.689062957215,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08764940239043825,257.587259018532,0.4286490402028251,0.9545454545454546,22,0.9545454545454546,0.1590909090909091,50,0.6058964143426294,48,50,-42045.42571547025,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08764940239043825,257.65155899737186,0.4286490402028251,0.9545454545454546,22,0.9545454545454546,0.1590909090909091,50,0.6058964143426294,49,50,-33174.353266872706,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.08764940239043825,257.65155899737186,0.4286490402028251,0.9545454545454546,22,0.9545454545454546,0.1590909090909091,50,0.6058964143426294,50,50,-42234.7791732896,0.1,ac8ea95f880583d8948e0605c4b0dad23276eba3ee8b1a7505e3355260bde9c6,train_1,15,100,2204925345,True,ADMA,2023-06-30,20,251,2022-07-01,False
0.28,22.71774074579453,-0.07314285714285718,0.44285714285714284,70,0.44285714285714284,0.24031007751937986,50,0.596,1,50,-98999.56282259253,0.1,cc82434e56fa34c572ca0bd43a55dcd5426b28a51a6d16f25c0227349daedb30,train_2,15,100,3392684745,True,ADMA,2024-06-30,20,250,2023-07-01,False
0.152,32.77184717925225,-0.04231578947368425,0.47368421052631576,38,0.47368421052631576,0.13953488372093023,50,0.596,2,50,-96772.62113567862,0.1,cc82434e56fa34c572ca0bd43a55dcd5426b28a51a6d16f25c0227349daedb30,train_2,15,100,3392684745,True,ADMA,2024-06-30,20,250,2023-07-01,False
