all_min_width_pass,bilateral_gene_pass,model_hash,near_full_gene_count,oos_precision,origin_train_label,stress_precision,strict_all_feature_and,survivor,thin_sample_rejected,ticker,train_precision,train_to_oos_precision_gap,train_to_stress_precision_gap,weighted_sum_path_present,symbol_hhi_oos_passed_count,candidate_count,survivor_candidate_count,survivor_symbol_count,worker_error_count,configured_workers,observed_unique_worker_pids,previous_oos_whipsaw_mean,current_oos_target_tp_off_whipsaw_mean
True,True,c94d1b466a12140dbc9ba7977de9d406588f9137f0f57c56fb93e716ef168e42,0,0.4666666666666667,train_2,0.5263157894736842,True,False,False,ANET,0.7,0.23333333333333328,0.17368421052631577,False,,,,,,,,,
True,True,9e25e887be36d59486d264f835f6a206a49ed04aa3f9b33de4076e83f8f603ad,0,0.4583333333333333,train_3,0.3939393939393939,True,False,False,ANET,0.9047619047619048,0.44642857142857145,0.5108225108225108,False,,,,,,,,,
True,True,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,0.6842105263157895,train_1,0.4074074074074074,True,False,False,CE,0.9047619047619048,0.22055137844611528,0.4973544973544974,False,,,,,,,,,
True,True,525592717589df910636db440974a445fdfa26cf0b2fa76db4fc2c1c14daf9b6,0,1.0,train_2,0.3333333333333333,True,False,True,CE,0.7142857142857143,-0.2857142857142857,0.380952380952381,False,,,,,,,,,
True,True,632c0d7b714bdffa18bed85c2acc2dd8e80fb17bd73106411485e7bbcfd19eac,0,0.4444444444444444,train_3,0.3548387096774194,True,False,False,CE,0.8,0.3555555555555556,0.44516129032258067,False,,,,,,,,,
True,True,0658a452cffcf4ecaf8ae286158380e1ff2b403b47863669427e35027f49db13,0,0.7692307692307693,train_1,0.5357142857142857,True,False,False,AEVA,1.0,0.23076923076923073,0.4642857142857143,False,,,,,,,,,
True,True,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,0.5454545454545454,train_2,0.5128205128205128,True,False,False,AEVA,1.0,0.4545454545454546,0.4871794871794872,False,,,,,,,,,
True,True,636fde1efcac3ca1f58284ee0914e7265c539ed4e539a597c011255d66da97fe,0,0.5833333333333334,train_3,0.46153846153846156,True,False,False,AEVA,1.0,0.41666666666666663,0.5384615384615384,False,,,,,,,,,
True,True,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,0.4782608695652174,train_1,0.38095238095238093,True,False,False,CMC,0.8095238095238095,0.33126293995859213,0.4285714285714286,False,,,,,,,,,
True,True,95c2395c3319c78f0d61cd9d33ff691b6f492f7865b3a142d3568a98d4cb155a,0,0.2777777777777778,train_2,0.5833333333333334,True,False,False,CMC,0.65,0.37222222222222223,0.06666666666666665,False,,,,,,,,,
True,True,529c34a9a283f77d3744cb72043a5f679091e157911ec3cafa1c7f906923d0c8,0,0.391304347826087,train_3,0.5897435897435898,True,False,False,CMC,0.7,0.308695652173913,0.1102564102564102,False,,,,,,,,,
True,True,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,0.42857142857142855,train_1,0.6,True,False,False,AA,0.9523809523809523,0.5238095238095237,0.35238095238095235,False,,,,,,,,,
True,True,38cf7d1c37610587a15d64cebda897048b7fd5594fd9a50bebd06db9ad8f1733,0,0.5384615384615384,train_2,0.5217391304347826,True,False,False,AA,0.8095238095238095,0.2710622710622711,0.28778467908902694,False,,,,,,,,,
True,True,ccd3e8690c0160e6283231a622187b490cd262e1cefcc59326b08ed2a5dcda49,0,0.6818181818181818,train_3,0.5862068965517241,True,False,False,AA,0.8636363636363636,0.18181818181818188,0.27742946708463956,False,,,,,,,,,
True,True,f25ac9317aa107e2d62d633c1e68977ae276eb2186b4590e33dcd3eab05b576c,0,0.7272727272727273,train_1,0.5384615384615384,True,False,False,CAMT,0.9090909090909091,0.18181818181818177,0.3706293706293706,False,,,,,,,,,
True,True,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,0.5,train_2,0.45714285714285713,True,False,False,CAMT,1.0,0.5,0.5428571428571429,False,,,,,,,,,
True,True,b9e23fc6bb3a9a4206dd558b366cc004124e843d1efd7bc3ff3b361dbe032146,0,0.7692307692307693,train_3,0.4666666666666667,True,False,False,CAMT,0.8571428571428571,0.08791208791208782,0.3904761904761904,False,,,,,,,,,
True,True,f86c03987f1111df04fccc016fb3149344bd52be4614b0bbeffc75a3a4038727,0,0.7894736842105263,train_1,0.2,True,False,False,CIEN,0.9047619047619048,0.11528822055137844,0.7047619047619047,False,,,,,,,,,
True,True,dcced589c32f56bd5e6d184cdabda72d67d5e36e26aa10bef187bc075fda8558,0,0.6923076923076923,train_2,0.2,True,False,False,CIEN,0.6,-0.09230769230769231,0.39999999999999997,False,,,,,,,,,
True,True,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,0.6,train_3,0.29310344827586204,True,False,False,CIEN,0.9565217391304348,0.35652173913043483,0.6634182908545727,False,,,,,,,,,
True,True,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,0.875,train_1,0.5344827586206896,True,False,False,COHR,0.96,0.08499999999999996,0.42551724137931035,False,,,,,,,,,
True,True,464b80376127d64952a79b20c5df4425d4c4c51ab5439610a66eb4c3ba8f6c90,0,0.7777777777777778,train_2,0.5636363636363636,True,False,False,COHR,0.9,0.12222222222222223,0.3363636363636364,False,,,,,,,,,
True,True,bc73b1211e36a648fb0190c57f4493d24270603f3c5c6ba3f2ed3a45d50e2ede,0,0.7916666666666666,train_3,0.5483870967741935,True,False,False,COHR,0.9130434782608695,0.12137681159420288,0.364656381486676,False,,,,,,,,,
True,True,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,0.5,train_1,0.6363636363636364,True,False,False,MPC,0.85,0.35,0.21363636363636362,False,,,,,,,,,
True,True,4deb62f8ea306bbccc8c2c9d67d264b7d78e6a22cd187015526af163334e5e47,0,0.35714285714285715,train_2,0.5333333333333333,True,False,False,MPC,0.75,0.39285714285714285,0.21666666666666667,False,,,,,,,,,
True,True,a35aeeba7deb4313cebaa5e8acfd08124e0558946533095bc5618b9419b18951,0,0.39473684210526316,train_3,0.5238095238095238,True,False,False,MPC,0.75,0.35526315789473684,0.22619047619047616,False,,,,,,,,,
True,True,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,0.4375,train_1,0.3333333333333333,True,False,False,ABEV,0.7619047619047619,0.32440476190476186,0.42857142857142855,False,,,,,,,,,
True,True,d70a8769a997d9e74e26bbd014a0b4c56fac3588dbd6ff96db4a4221f7a09301,1,0.4,train_2,0.32,True,False,False,ABEV,0.6,0.19999999999999996,0.27999999999999997,False,,,,,,,,,
True,True,091a4fbc4551882dbe6b822119a4eb762e2bb9b162fbce5ccb383756c7bcca19,0,0.2631578947368421,train_3,0.3488372093023256,True,False,False,ABEV,0.6,0.3368421052631579,0.2511627906976744,False,,,,,,,,,
True,True,f61dca666c2358c2f0c404651e4f79ba33d09b781f108e0cd15832424c61cd64,0,0.3333333333333333,train_1,0.6153846153846154,True,False,False,CAN,0.8,0.46666666666666673,0.18461538461538463,False,,,,,,,,,
