scope,feature,sample_count,positive_rate,pearson_corr,mi_bits,discrete
POOLED,days_to_next_clip90,3006,0.346640053227,-0.0969155235323,0.0288983873206,false
POOLED,days_since_last_clip90,3006,0.346640053227,0.104184301465,0,false
POOLED,nearest_earnings_distance,3006,0.346640053227,-0.0129839677569,0,false
POOLED,within_1d_before_earnings,3006,0.346640053227,0.0243208297138,0.00041269434071,true
POOLED,within_1d_after_earnings,3006,0.346640053227,-0.0119606801669,0.000104963252956,true
POOLED,within_3d_before_earnings,3006,0.346640053227,0.0923128013564,0.00580221286416,true
POOLED,within_3d_after_earnings,3006,0.346640053227,-0.0384878168965,0.00112185334037,true
POOLED,within_5d_before_earnings,3006,0.346640053227,0.0985811621381,0.00664077909522,true
POOLED,within_5d_after_earnings,3006,0.346640053227,-0.024521282162,0.000442890099553,true
POOLED,within_10d_before_earnings,3006,0.346640053227,0.0921524095853,0.00590951605854,true
POOLED,within_10d_after_earnings,3006,0.346640053227,-0.0539293731391,0.00216769964735,true
POOLED,within_20d_before_earnings,3006,0.346640053227,0.0470395979938,0.00157655997298,true
POOLED,within_20d_after_earnings,3006,0.346640053227,-0.0662139414972,0.00322966675471,true
POOLED,last_surprise_pct_clip,3006,0.346640053227,-0.00985021761603,0,false
POOLED,last_surprise_sign,3006,0.346640053227,-0.00141908168092,0.0000014521205277,true
POOLED,days_since_surprise_clip90,3006,0.346640053227,0.104184301465,0,false
POOLED,surprise_decay_30d,3006,0.346640053227,-0.036275706783,0.0107696099009,false
AAP,days_to_next_clip90,1503,0.359281437126,-0.10025949964,0.0234025353647,false
AAP,days_since_last_clip90,1503,0.359281437126,0.114724464799,0,false
AAP,nearest_earnings_distance,1503,0.359281437126,0.0504533405007,0,false
AAP,within_1d_before_earnings,1503,0.359281437126,0.00417333576847,0.0000124872577709,true
AAP,within_1d_after_earnings,1503,0.359281437126,-0.0462778069726,0.00165979340337,true
AAP,within_3d_before_earnings,1503,0.359281437126,0.0682390208129,0.00321297224977,true
AAP,within_3d_after_earnings,1503,0.359281437126,-0.0708307970804,0.00398932751261,true
AAP,within_5d_before_earnings,1503,0.359281437126,0.0803432811922,0.0044578943821,true
AAP,within_5d_after_earnings,1503,0.359281437126,-0.0772021639614,0.00463866096454,true
AAP,within_10d_before_earnings,1503,0.359281437126,0.0618719664832,0.00269531517736,true
AAP,within_10d_after_earnings,1503,0.359281437126,-0.0949468625628,0.00690538855364,true
AAP,within_20d_before_earnings,1503,0.359281437126,0.0450141820023,0.00144601268875,true
AAP,within_20d_after_earnings,1503,0.359281437126,-0.0988136239147,0.00726714387719,true
AAP,last_surprise_pct_clip,1503,0.359281437126,-0.00369274407811,0,false
AAP,last_surprise_sign,1503,0.359281437126,0.00779835117158,0.0000438829073098,true
AAP,days_since_surprise_clip90,1503,0.359281437126,0.114724464799,0,false
AAP,surprise_decay_30d,1503,0.359281437126,-0.0343258738198,0.0384988115224,false
POWI,days_to_next_clip90,1503,0.333998669328,-0.0933703498984,0.00566151708642,false
POWI,days_since_last_clip90,1503,0.333998669328,0.093426548506,0.0028105877889,false
POWI,nearest_earnings_distance,1503,0.333998669328,-0.0781967248532,0,false
POWI,within_1d_before_earnings,1503,0.333998669328,0.0448356207038,0.00136840589533,true
POWI,within_1d_after_earnings,1503,0.333998669328,0.0250846825328,0.000439455619966,true
POWI,within_3d_before_earnings,1503,0.333998669328,0.116146854948,0.00906512061986,true
POWI,within_3d_after_earnings,1503,0.333998669328,-0.0052431042299,0.0000199526031403,true
POWI,within_5d_before_earnings,1503,0.333998669328,0.117078035999,0.00926173315221,true
POWI,within_5d_after_earnings,1503,0.333998669328,0.0284769720202,0.000572535960656,true
POWI,within_10d_before_earnings,1503,0.333998669328,0.122850614156,0.0103780126994,true
POWI,within_10d_after_earnings,1503,0.333998669328,-0.0122959587684,0.000109848656916,true
POWI,within_20d_before_earnings,1503,0.333998669328,0.0491782570143,0.00172019461971,true
POWI,within_20d_after_earnings,1503,0.333998669328,-0.0330412273028,0.000795810119527,true
POWI,last_surprise_pct_clip,1503,0.333998669328,-0.00806050881493,0.00459385334391,false
POWI,last_surprise_sign,1503,0.333998669328,0.028452855887,0.000604670549255,true
POWI,days_since_surprise_clip90,1503,0.333998669328,0.093426548506,0.0028105877889,false
POWI,surprise_decay_30d,1503,0.333998669328,-0.0530458609015,0.00703532523498,false
