candidate_id,ticker,unvalidated_gene,weight_volume_surge,volume_surge_ratio,volume_surge_fired_count,volume_surge_fired_rate,volume_surge_activity_label,classification
stage3:BOIL:9044dc2c67a3,BOIL,False,0,2.5,0,0,NEVER_FIRED,ZERO_WEIGHT_NEVER
stage3:CRK:997177aa687b,CRK,True,1.847967282,2.385894759,0,0,NEVER_FIRED,UNVALIDATED_GENE
stage3:AGQ:6d10e70f54ee,AGQ,True,0.574049542,2.5,0,0,NEVER_FIRED,UNVALIDATED_GENE
stage3:BTE:4ba9af200f79,BTE,True,0.3313614257,2.211483509,0,0,NEVER_FIRED,UNVALIDATED_GENE
stage3:AMP:7652abdd1325,AMP,True,1.517465361,2.432688514,0,0,NEVER_FIRED,UNVALIDATED_GENE
stage2:STM:3ec231118ff2,STM,True,0.5929447541,2.5,0,0,NEVER_FIRED,UNVALIDATED_GENE
stage2:AGI:202bb1a936de,AGI,True,0.7063675083,2.447408234,0,0,NEVER_FIRED,UNVALIDATED_GENE
