path,path_kind,type,risk,size_bytes,size_human,file_count,recent_modified_utc,days_since_modified,reachable,reachable_from,reference_count,last_reference_trace,git_tracked,git_last_commit_date,git_last_commit,protected_reason,decision_reason
exp_fix_range_predictor_stage2_v3_original_stage2_dual_hilo_20260705_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,1695586,1.62MiB,1,2026-07-05T04:10:36.629641+00:00,5.405,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_dual_hilo_20260705_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,11035278,10.52MiB,1,2026-07-05T04:10:36.474642+00:00,5.405,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_dual_hilo_20260705_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,3404,3.32KiB,1,2026-07-05T04:10:36.663641+00:00,5.405,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_large_range_q70_20260705_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,12831,12.53KiB,1,2026-07-05T03:47:57.785075+00:00,5.421,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_large_range_q70_20260705_001/early_cut_log.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,217111,212.02KiB,1,2026-07-05T03:47:57.778075+00:00,5.421,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_large_range_q70_20260705_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,232135,226.69KiB,1,2026-07-05T03:47:57.654075+00:00,5.421,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_large_range_q70_20260705_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,1473921,1.41MiB,1,2026-07-05T03:47:57.757075+00:00,5.421,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_large_range_q70_20260705_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,5498666,5.24MiB,1,2026-07-05T03:47:57.639075+00:00,5.421,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_large_range_q70_20260705_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,3753,3.67KiB,1,2026-07-05T03:47:57.786075+00:00,5.421,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_multicond_dual_hilo_20260705_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,14342,14.01KiB,1,2026-07-05T04:38:07.650684+00:00,5.386,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_multicond_dual_hilo_20260705_001/early_cut_log.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,190232,185.77KiB,1,2026-07-05T04:38:07.527684+00:00,5.386,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_multicond_dual_hilo_20260705_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,593337,579.43KiB,1,2026-07-05T04:38:07.380684+00:00,5.386,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_multicond_dual_hilo_20260705_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,2133232,2.03MiB,1,2026-07-05T04:38:07.510684+00:00,5.386,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_multicond_dual_hilo_20260705_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,16409854,15.65MiB,1,2026-07-05T04:38:07.346684+00:00,5.386,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_original_stage2_multicond_dual_hilo_20260705_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,5566,5.44KiB,1,2026-07-05T04:38:07.651684+00:00,5.386,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_20260705_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,15169,14.81KiB,1,2026-07-05T12:37:21.174184+00:00,5.054,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_20260705_001/early_cut_log.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,302652,295.56KiB,1,2026-07-05T12:37:21.171184+00:00,5.054,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_20260705_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,926163,904.46KiB,1,2026-07-05T12:37:21.019184+00:00,5.054,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_20260705_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,2603034,2.48MiB,1,2026-07-05T12:37:21.149184+00:00,5.054,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_20260705_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,17851220,17.02MiB,1,2026-07-05T12:37:20.976184+00:00,5.054,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_20260705_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,4241,4.14KiB,1,2026-07-05T12:37:21.174184+00:00,5.054,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_loose_20260705_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,15170,14.81KiB,1,2026-07-05T12:53:58.145398+00:00,5.042,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_loose_20260705_001/early_cut_log.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,245659,239.90KiB,1,2026-07-05T12:53:58.122398+00:00,5.042,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_loose_20260705_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,995764,972.43KiB,1,2026-07-05T12:53:57.904399+00:00,5.042,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_loose_20260705_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,3624069,3.46MiB,1,2026-07-05T12:53:58.101398+00:00,5.042,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_loose_20260705_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,18110308,17.27MiB,1,2026-07-05T12:53:57.854399+00:00,5.042,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pattern_detector_loose_20260705_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,5058,4.94KiB,1,2026-07-05T12:53:58.146398+00:00,5.042,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_precision_event2pct_high_20260704_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,10170,9.93KiB,1,2026-07-04T15:58:02.608362+00:00,5.914,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_precision_event2pct_high_20260704_001/final_period_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,51581,50.37KiB,1,2026-07-04T15:58:02.606362+00:00,5.914,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_precision_event2pct_high_20260704_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,1640697,1.56MiB,1,2026-07-04T15:58:02.104362+00:00,5.914,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_precision_event2pct_high_20260704_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,45399069,43.30MiB,1,2026-07-04T15:58:01.992363+00:00,5.914,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_precision_event2pct_high_20260704_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,12632,12.34KiB,1,2026-07-04T15:58:02.609362+00:00,5.914,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_precision_event2pct_high_20260704_001/train_gate_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,6133524,5.85MiB,1,2026-07-04T15:58:02.535362+00:00,5.914,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pure_stage2_large_range_q70_20260704_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,10732,10.48KiB,1,2026-07-05T03:37:59.959146+00:00,5.428,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pure_stage2_large_range_q70_20260704_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,86678,84.65KiB,1,2026-07-05T03:37:59.933146+00:00,5.428,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pure_stage2_large_range_q70_20260704_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,271899,265.53KiB,1,2026-07-05T03:37:59.952146+00:00,5.428,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pure_stage2_large_range_q70_20260704_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,1837582,1.75MiB,1,2026-07-05T03:37:59.927146+00:00,5.428,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_pure_stage2_large_range_q70_20260704_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,3158,3.08KiB,1,2026-07-05T03:37:59.959146+00:00,5.428,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_20260704_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,9869,9.64KiB,1,2026-07-04T14:06:40.481328+00:00,5.992,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_20260704_001/final_period_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,70846,69.19KiB,1,2026-07-04T14:06:40.479328+00:00,5.992,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_20260704_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,3303345,3.15MiB,1,2026-07-04T14:06:39.812329+00:00,5.992,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_20260704_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,50873078,48.52MiB,1,2026-07-04T14:06:39.593329+00:00,5.992,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_20260704_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,11838,11.56KiB,1,2026-07-04T14:06:40.483328+00:00,5.992,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_20260704_001/train_gate_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,8813766,8.41MiB,1,2026-07-04T14:06:40.419328+00:00,5.992,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_high_20260704_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,10046,9.81KiB,1,2026-07-04T14:56:01.561024+00:00,5.957,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_high_20260704_001/final_period_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,128725,125.71KiB,1,2026-07-04T14:56:01.534024+00:00,5.957,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_high_20260704_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,3167836,3.02MiB,1,2026-07-04T14:56:00.848026+00:00,5.957,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_high_20260704_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,50846820,48.49MiB,1,2026-07-04T14:56:00.642026+00:00,5.957,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_high_20260704_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,13183,12.87KiB,1,2026-07-04T14:56:01.562024+00:00,5.957,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_high_20260704_001/train_gate_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,8580245,8.18MiB,1,2026-07-04T14:56:01.414025+00:00,5.957,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_low_20260704_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,10044,9.81KiB,1,2026-07-04T14:55:15.980106+00:00,5.958,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_low_20260704_001/final_period_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,80032,78.16KiB,1,2026-07-04T14:55:15.977106+00:00,5.958,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_low_20260704_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,3070494,2.93MiB,1,2026-07-04T14:55:15.282107+00:00,5.958,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_low_20260704_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,50679652,48.33MiB,1,2026-07-04T14:55:15.075108+00:00,5.958,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_low_20260704_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,12601,12.31KiB,1,2026-07-04T14:55:15.981106+00:00,5.958,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_event2pct_low_20260704_001/train_gate_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,8589409,8.19MiB,1,2026-07-04T14:55:15.857106+00:00,5.958,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_hilo_mae_20260704_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,10355,10.11KiB,1,2026-07-04T13:17:07.419653+00:00,6.026,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_hilo_mae_20260704_001/final_period_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,53461,52.21KiB,1,2026-07-04T13:17:07.416653+00:00,6.026,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_hilo_mae_20260704_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,1578536,1.51MiB,1,2026-07-04T13:17:06.833654+00:00,6.026,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_hilo_mae_20260704_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,45999038,43.87MiB,1,2026-07-04T13:17:06.719655+00:00,6.026,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_hilo_mae_20260704_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,11853,11.58KiB,1,2026-07-04T13:17:07.420653+00:00,6.026,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_rolling_hilo_mae_20260704_001/train_gate_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,6616315,6.31MiB,1,2026-07-04T13:17:07.317653+00:00,6.026,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_safeoverflow_precision_stage2gate_20260705_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,17912,17.49KiB,1,2026-07-05T06:41:16.989448+00:00,5.301,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_safeoverflow_precision_stage2gate_20260705_001/early_cut_log.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,183540,179.24KiB,1,2026-07-05T06:41:16.895448+00:00,5.301,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_safeoverflow_precision_stage2gate_20260705_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,996816,973.45KiB,1,2026-07-05T06:41:16.636449+00:00,5.301,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_safeoverflow_precision_stage2gate_20260705_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,4161260,3.97MiB,1,2026-07-05T06:41:16.876448+00:00,5.301,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_safeoverflow_precision_stage2gate_20260705_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,18599512,17.74MiB,1,2026-07-05T06:41:16.581449+00:00,5.301,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_safeoverflow_precision_stage2gate_20260705_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,6923,6.76KiB,1,2026-07-05T06:41:16.990448+00:00,5.301,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_stage2fixed_large_range_q70_20260704_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,9939,9.71KiB,1,2026-07-05T03:07:30.420423+00:00,5.449,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_stage2fixed_large_range_q70_20260704_001/final_period_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,65263,63.73KiB,1,2026-07-05T03:07:30.412423+00:00,5.449,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_stage2fixed_large_range_q70_20260704_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,246727,240.94KiB,1,2026-07-05T03:07:30.355423+00:00,5.449,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_stage2fixed_large_range_q70_20260704_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,5515591,5.26MiB,1,2026-07-05T03:07:30.340423+00:00,5.449,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_stage2fixed_large_range_q70_20260704_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,4526,4.42KiB,1,2026-07-05T03:07:30.421423+00:00,5.449,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_stage2fixed_large_range_q70_20260704_001/train_gate_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,687020,670.92KiB,1,2026-07-05T03:07:30.399423+00:00,5.449,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_tpsl_tp2_sl1_20260704_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,11000,10.74KiB,1,2026-07-04T16:47:26.298054+00:00,5.88,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_tpsl_tp2_sl1_20260704_001/final_period_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,44927,43.87KiB,1,2026-07-04T16:47:26.295054+00:00,5.88,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_tpsl_tp2_sl1_20260704_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,1285604,1.23MiB,1,2026-07-04T16:47:25.894055+00:00,5.88,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_tpsl_tp2_sl1_20260704_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,44673340,42.60MiB,1,2026-07-04T16:47:25.812055+00:00,5.88,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_tpsl_tp2_sl1_20260704_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,17662,17.25KiB,1,2026-07-04T16:47:26.299054+00:00,5.88,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_tpsl_tp2_sl1_20260704_001/train_gate_metrics.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,5449446,5.20MiB,1,2026-07-04T16:47:26.253054+00:00,5.88,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_20260705_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,15944,15.57KiB,1,2026-07-05T07:46:39.927420+00:00,5.255,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_20260705_001/early_cut_log.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,259123,253.05KiB,1,2026-07-05T07:46:39.924420+00:00,5.255,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_20260705_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,882714,862.03KiB,1,2026-07-05T07:46:39.744421+00:00,5.255,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_20260705_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,2566238,2.45MiB,1,2026-07-05T07:46:39.898420+00:00,5.255,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_20260705_001/predictors_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,17830430,17.00MiB,1,2026-07-05T07:46:39.693421+00:00,5.255,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_20260705_001/summary.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,4497,4.39KiB,1,2026-07-05T07:46:39.927420+00:00,5.255,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_fixed_20260705_001/config.json,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,14610,14.27KiB,1,2026-07-05T08:07:07.441221+00:00,5.241,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_fixed_20260705_001/early_cut_log.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,189456,185.02KiB,1,2026-07-05T08:07:07.130222+00:00,5.241,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_fixed_20260705_001/ga_history.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,905166,883.95KiB,1,2026-07-05T08:07:06.691223+00:00,5.241,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
exp_fix_range_predictor_stage2_v3_true3_stage2gate_fixed_20260705_001/period_metrics_all.jsonl,file,ONE_OFF_EXPERIMENT_ARTIFACT,REVIEW,7434302,7.09MiB,1,2026-07-05T08:07:07.111222+00:00,5.241,False,,0,none in active import/literal graph,False,,,,outside confirmed current batch; research evidence may matter
