candidate_id,stage,ticker,rulebook_hash,activity_rule_hash,source_file,source_row_index,vol_group_final,classification_method,weight_volume_surge,near_zero,exact_zero,volume_reachability_label,nonvolume_entry_possible_market_cap,market_cap_nonvolume_min_count,market_cap_nonvolume_subset,holdout_n,holdout_avg_pnl_pct,holdout_win_rate_pct,holdout_avg_mae_pct,holdout_worst_mae_pct,holdout_avg_mfe_pct,sample_ok,absolute_good,relative_good,block_reason,v3_overlap_excluded
stage3:CRMD:da3b21a27441,stage3,CRMD,da3b21a274419afc140c2c35626a3e17b33bf5850f67805e7d2227f66c9e593c,771ed4f1e8d071d842cb77ff5b7a655c2c3447e3216ad42d1daa17f4de8ba4f2,exp_batch_stage123_2009_20260616_full/tickers/CRMD/stage3/final_rulebooks.jsonl,28,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,macd+rsi,13,0.8904599338358415,69.23076923076923,-10.062081390759259,-36.27537653301254,12.825998448839865,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CRMD:44eb9608c963,stage3,CRMD,44eb9608c9638ff2a42fd5ba80e45792bf895b83378a08a61cb45f57165496c5,771ed4f1e8d071d842cb77ff5b7a655c2c3447e3216ad42d1daa17f4de8ba4f2,exp_batch_stage123_2009_20260616_full/tickers/CRMD/stage3/final_rulebooks.jsonl,30,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,macd+rsi,13,0.8899875765964956,69.23076923076923,-10.062081390759259,-36.27537653301254,12.825998448839865,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CRMD:1c3a7662bb94,stage3,CRMD,1c3a7662bb942b766b31449d4af7ef9c64ab23efe86e11e99fccf1afbe3a50a9,f362fd4645e8bbdbae3c8026eb84a2b7d18cea9726c552b3608988eec04a21d8,exp_batch_stage123_2009_20260616_full/tickers/CRMD/stage3/final_rulebooks.jsonl,10,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.8554752685766914,64.28571428571429,-10.063534460361238,-38.86537228060505,13.4443627686374,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CCL:cdcfcdae76a0,stage3,CCL,cdcfcdae76a0e29602cbac8ebb1e0c6e058eceddc85b2e43930ca86c54c7e623,d063160a1f22603e79bb9c13ce31041f7463039c54d4591c880f19e76ab269d7,exp_batch_stage123_2009_20260616_full/tickers/CCL/stage3/final_rulebooks.jsonl,49,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,20,0.7948844509056213,55.00000000000001,-5.20054863368305,-13.354040504738931,6.9641555534679345,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:931e1a819873,stage3,AMBA,931e1a819873da05db48dca291de1608e0a5d1733b4b46f994c24b34705bb28b,d836cad52a2aad262b839b44869ac09c9b2662e1b634aa316960ca06109d6008,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,18,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,17,0.6855691111134211,64.70588235294117,-5.55669613040852,-17.54669343332303,10.653401147697192,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CCL:5be9e3e1baa3,stage3,CCL,5be9e3e1baa3f8f5c2aebd0d0afc8ac0db653222d6eed4e895759cc55abee832,38f23ea31c993a378931472eb2257fc4baace598bc889e4f171d7377825ebce3,exp_batch_stage123_2009_20260616_full/tickers/CCL/stage3/final_rulebooks.jsonl,12,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+rsi,17,0.6749432919656178,64.70588235294117,-3.769483499569274,-13.354040504738931,8.048935539793229,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CCL:b9464e68ef25,stage3,CCL,b9464e68ef25cec3f0904f52b7ad7ee70659e3e036f73c33f4156ec6da700a63,38f23ea31c993a378931472eb2257fc4baace598bc889e4f171d7377825ebce3,exp_batch_stage123_2009_20260616_full/tickers/CCL/stage3/final_rulebooks.jsonl,11,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+rsi,17,0.6749432919656178,64.70588235294117,-3.769483499569274,-13.354040504738931,8.048935539793229,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CRMD:5ef8e79d2e34,stage3,CRMD,5ef8e79d2e3476d981e1b5e336eaa99a5fee4c16f914f5cf3b6365c9941b7fb6,1bb4b45370bef915bac5d5fbdbd275aa32337e23c44fae2c5e477d6ec627f436,exp_batch_stage123_2009_20260616_full/tickers/CRMD/stage3/final_rulebooks.jsonl,44,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,macd+bb,26,0.6203310373585018,53.84615384615385,-5.561041151691105,-15.584413637294912,7.368930066185717,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CRMD:f066c81599bd,stage3,CRMD,f066c81599bd6cf9464b5560faf322ba6f38e020a741841f6158eb6df91b1373,1bb4b45370bef915bac5d5fbdbd275aa32337e23c44fae2c5e477d6ec627f436,exp_batch_stage123_2009_20260616_full/tickers/CRMD/stage3/final_rulebooks.jsonl,43,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,macd+bb,26,0.5613209726100392,53.84615384615385,-5.561041151691105,-15.584413637294912,7.368930066185717,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CCL:855919f05bd7,stage3,CCL,855919f05bd7997c91e838323bf169c0670a6c2290f8f2557d5d39942c4d5458,cd194772f69f677c44ae68a859d91452cd8d6313bebb03b636f83009fcd9528e,exp_batch_stage123_2009_20260616_full/tickers/CCL/stage3/final_rulebooks.jsonl,35,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,16,0.517471487694169,81.25,-4.665776319399669,-16.16586345584075,6.569252040643877,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:7829da4c9135,stage3,AMBA,7829da4c913554749cdef177d8f015f1bac12dbeac94212b0ec5d5af0dd74f64,d836cad52a2aad262b839b44869ac09c9b2662e1b634aa316960ca06109d6008,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,17,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,17,0.5098357366509534,64.70588235294117,-5.55669613040852,-17.54669343332303,10.653401147697192,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CGC:e579924139ec,stage3,CGC,e579924139ecdfdc0301c52b56a33a30907353349a62c15b5607cb1a4c58e822,2fb372690a5a14869dc7187bc723bc0c9cd546cc28658db2f902749e4248bfaf,exp_batch_stage123_2009_20260616_full/tickers/CGC/stage3/final_rulebooks.jsonl,53,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,1.0,bb,30,0.4806274727192151,56.66666666666666,-6.160554725572081,-21.232880403365034,9.504872064436706,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CGC:952e68d57b34,stage3,CGC,952e68d57b34caa0d0f707b45df2e430cd13bd804a088d1d12d9c263f36fd18a,30fb6387421fec3597691b0951e00b775fe88b168586d8518895283e55d1546f,exp_batch_stage123_2009_20260616_full/tickers/CGC/stage3/final_rulebooks.jsonl,33,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,1.0,bb,27,0.4677418526022712,55.55555555555556,-6.4580888256098214,-21.232880403365034,8.928714834931107,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CGC:d46bd0f01d01,stage3,CGC,d46bd0f01d01a598b3a4024c86209e70193a0110d4eb10ef3532118adba60d71,30fb6387421fec3597691b0951e00b775fe88b168586d8518895283e55d1546f,exp_batch_stage123_2009_20260616_full/tickers/CGC/stage3/final_rulebooks.jsonl,32,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,1.0,bb,27,0.4677418526022712,55.55555555555556,-6.4580888256098214,-21.232880403365034,8.928714834931107,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CRMD:7c812c140107,stage3,CRMD,7c812c140107e0e4d21e215249a4c96867051da3ea4e35f4852f6fe58afa7383,1bb4b45370bef915bac5d5fbdbd275aa32337e23c44fae2c5e477d6ec627f436,exp_batch_stage123_2009_20260616_full/tickers/CRMD/stage3/final_rulebooks.jsonl,45,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,macd+bb,26,0.4278980522679443,53.84615384615385,-5.485567173762292,-15.584413637294912,7.368930066185717,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:e8a6cda30248,stage3,AMBA,e8a6cda30248f46d3e18e355cc6b530b20c1b7964b46c55ac489380bab939c21,dcd5b17dff012abd375d8ed086303a09abb984500761e0bdd2e005382895e8ce,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,52,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,24,0.4261156438042965,54.16666666666666,-5.020334182216958,-15.58502093824157,7.607774925897606,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:edba40f49a55,stage3,AMBA,edba40f49a55864f09cb7d41b7c7247cee7adfc62244e7552ea3a82156dd19e3,f1bac79aa7910519db469769156a5294ab320fbc1a815867824ffb28e20f2673,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,3,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.4110217704133882,57.14285714285714,-7.707660149829389,-17.54669343332303,13.183899835564434,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:adb69eaf5aa5,stage3,AMBA,adb69eaf5aa5796640d23b478908e73c0775e934c9f262ff2d956c8fe5b3948b,d836cad52a2aad262b839b44869ac09c9b2662e1b634aa316960ca06109d6008,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,16,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,17,0.3790362819419995,64.70588235294117,-5.55669613040852,-17.54669343332303,10.653401147697192,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CRMD:a9caa0a9e34b,stage3,CRMD,a9caa0a9e34b6b8937971b8b2f0dfae6f9c45555b41d9aece834cf90510d95dc,4f4ae9bf86334c058ba0029313011c9bd2b9e20881abb2a9de2ddae5b4064256,exp_batch_stage123_2009_20260616_full/tickers/CRMD/stage3/final_rulebooks.jsonl,23,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,20,0.3426878727251689,55.00000000000001,-4.639683262015732,-11.175786043004383,8.81830153139683,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:0154152801c6,stage3,AAON,0154152801c64735fbcab2a7fe1bb1c16ad9e96e47b75359dde924e5658ea29f,9ae5d2cc461b9845e968417dd25f133f465655767cc4d1d0ed82ae5542899059,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,55,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,15,0.327181383380716,53.333333333333336,-5.414212576951983,-11.639655773942426,6.4500027546458165,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CCL:88ee8ec754a8,stage3,CCL,88ee8ec754a8830059cedb69d1d73cd668e9464a77ed5baceec9c266df31496d,38f23ea31c993a378931472eb2257fc4baace598bc889e4f171d7377825ebce3,exp_batch_stage123_2009_20260616_full/tickers/CCL/stage3/final_rulebooks.jsonl,8,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+rsi,19,0.3132592675259149,68.42105263157895,-3.972412443269267,-13.354040504738931,6.98917677326083,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:c1b1081a45ba,stage3,AMBA,c1b1081a45ba083fed2ea1edba77675f2796e006cb9d97348271fba9ec793417,f1bac79aa7910519db469769156a5294ab320fbc1a815867824ffb28e20f2673,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,2,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.1972647603624434,57.14285714285714,-7.707660149829389,-17.54669343332303,13.017379105864267,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CGC:9d1f08b8a5f8,stage3,CGC,9d1f08b8a5f8f4ec8fe4599d01c536138463a31ef7f1447aa3b281b3111b925d,30fb6387421fec3597691b0951e00b775fe88b168586d8518895283e55d1546f,exp_batch_stage123_2009_20260616_full/tickers/CGC/stage3/final_rulebooks.jsonl,29,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,1.0,bb,27,0.1929995826987955,55.55555555555556,-6.646546462137245,-21.232880403365034,8.782565373925818,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:72a1ac24455a,stage3,AMBA,72a1ac24455a2e4748b87d2b22992bd76d548e36599df6f9cb63fbe3163dc3a3,f1bac79aa7910519db469769156a5294ab320fbc1a815867824ffb28e20f2673,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,1,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.1775343155324338,57.14285714285714,-7.707660149829389,-17.54669343332303,13.017379105864267,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:a567109ae066,stage3,AMBA,a567109ae0669e0bd775bb77673851b441f71971492a8b51e108b026eb3be2ca,990f1c5d23cd89e7ff3dcb1e9ecdc8e9e3e1f0f568bb246c44d84118d159e69d,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,7,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,0.1753393355098769,50.0,-9.068824112389555,-21.092952658496237,11.081885830803188,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CCL:4c4117610d76,stage3,CCL,4c4117610d769acafd5111782105685f50299a342bd89dee49e73848822124bf,cf2ae149fdb5992da8e324e52829dd3623ed60df7c3bdbdd2bfa3b8d1c1a0a45,exp_batch_stage123_2009_20260616_full/tickers/CCL/stage3/final_rulebooks.jsonl,4,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+rsi,18,0.1575176960675774,61.11111111111112,-4.769687099256154,-16.291634906137624,5.831018775061355,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CCJ:70b6f3713227,stage3,CCJ,70b6f3713227c0ec75d6dce67b202365827845009629334d1779afc850adf726,f80a495274f3d4c3c371af5409ad0fa77e188379cb7eba68b410605c809b3bc5,exp_batch_stage123_2009_20260616_full/tickers/CCJ/stage3/final_rulebooks.jsonl,15,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,1.0,macd,17,0.1508234333525934,52.94117647058824,-5.956730352564547,-13.001836376799405,10.8839064857237,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:59f7fc807feb,stage3,AMBA,59f7fc807feb342e073dd4c44cc424cb1ef0c17854b40749d30bf2792ea61209,dcd5b17dff012abd375d8ed086303a09abb984500761e0bdd2e005382895e8ce,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,53,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,24,0.1326904986626846,54.16666666666666,-5.020334182216958,-15.58502093824157,7.607774925897606,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:fea64b636d54,stage3,AMBA,fea64b636d54b5f060e00413810df0e83dc7f088e6a501bacdc3bd83998867dd,dcd5b17dff012abd375d8ed086303a09abb984500761e0bdd2e005382895e8ce,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,54,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,24,0.1326904986626846,54.16666666666666,-5.020334182216958,-15.58502093824157,7.607774925897606,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:CGC:35fae856d1ef,stage3,CGC,35fae856d1ef4a030f978b769684c98d2e83bd412cede021c68e1719bbcb08a5,c5fec6b8b9073394b7492314a682eafb8a9499a97a4d441d8be1e4b6b759b439,exp_batch_stage123_2009_20260616_full/tickers/CGC/stage3/final_rulebooks.jsonl,28,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,1.0,bb,24,0.1215085812932943,58.333333333333336,-6.211790672206075,-21.232880403365034,8.46990287846136,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:6be5364ae2b1,stage3,AAON,6be5364ae2b19bffd1eb17918e7b6fd9112f08c6341db2ef951a51cf32fcb6b5,9ae5d2cc461b9845e968417dd25f133f465655767cc4d1d0ed82ae5542899059,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,56,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,19,0.0458084009040674,52.63157894736842,-4.960471347992038,-11.639655773942426,6.290602465239325,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:e665dbb4d847,stage3,AAON,e665dbb4d8479a1b670304f9b44f3b52af00a79f6d79a7656a210339a9bf70a8,9ae5d2cc461b9845e968417dd25f133f465655767cc4d1d0ed82ae5542899059,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,57,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,19,0.0458084009040674,52.63157894736842,-4.960471347992038,-11.639655773942426,6.290602465239325,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
