scope,stage,cut,cut_definition,group,rule_n,ticker_n,trade_n_sum,mean_rule_avg_pnl_pct,median_rule_avg_pnl_pct,mean_rule_win_rate_pct,mean_rule_p05_pnl_pct,mean_rule_tail10_pnl_pct,mean_rule_worst_mae_pct
FROZEN_OOS,stage3,ACTIVE_MATERIAL_LE2_AND_TOP2_GE80,active_material_count <= 2 and top2_weight_share_pct >= 80,OTHER,80,80,11587,3.2235297560923954,3.1298981351320085,60.77770714296305,-15.050490369863681,-16.267242693421025,-27.755583637955
FROZEN_OOS,stage3,ACTIVE_MATERIAL_LE2_AND_TOP2_GE90,active_material_count <= 2 and top2_weight_share_pct >= 90,SPARSE,0,0,0,,,,,,
FROZEN_OOS,stage3,ACTIVE_MATERIAL_LE2_AND_TOP2_GE90,active_material_count <= 2 and top2_weight_share_pct >= 90,OTHER,80,80,11587,3.2235297560923954,3.1298981351320085,60.77770714296305,-15.050490369863681,-16.267242693421025,-27.755583637955
FROZEN_INCREMENTAL,stage2,ACTIVE_EXACT_LE2,active_exact_count <= 2,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage2,ACTIVE_EXACT_LE2,active_exact_count <= 2,OTHER,9,9,940,2.2582364504715406,2.646657535855787,69.49071891202699,-8.498260935134056,-9.434040954805006,-16.303015754326665
FROZEN_INCREMENTAL,stage2,ACTIVE_MATERIAL_LE2,active_material_count <= 2,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage2,ACTIVE_MATERIAL_LE2,active_material_count <= 2,OTHER,9,9,940,2.2582364504715406,2.646657535855787,69.49071891202699,-8.498260935134056,-9.434040954805006,-16.303015754326665
FROZEN_INCREMENTAL,stage2,TOP2_GE80,top2_weight_share_pct >= 80,SPARSE,1,1,57,2.3092624905292634,2.3092624905292634,61.40350877192983,-7.963458031968,-8.577602158168334,-18.172585687
FROZEN_INCREMENTAL,stage2,TOP2_GE80,top2_weight_share_pct >= 80,OTHER,8,8,883,2.251858195464325,2.6803418735918005,70.50162017953913,-8.565111298029812,-9.54109580438459,-16.069319512742503
FROZEN_INCREMENTAL,stage2,TOP2_GE90,top2_weight_share_pct >= 90,SPARSE,1,1,57,2.3092624905292634,2.3092624905292634,61.40350877192983,-7.963458031968,-8.577602158168334,-18.172585687
FROZEN_INCREMENTAL,stage2,TOP2_GE90,top2_weight_share_pct >= 90,OTHER,8,8,883,2.251858195464325,2.6803418735918005,70.50162017953913,-8.565111298029812,-9.54109580438459,-16.069319512742503
FROZEN_INCREMENTAL,stage2,ACTIVE_EXACT_LE3_AND_TOP2_GE80,active_exact_count <= 3 and top2_weight_share_pct >= 80,SPARSE,1,1,57,2.3092624905292634,2.3092624905292634,61.40350877192983,-7.963458031968,-8.577602158168334,-18.172585687
FROZEN_INCREMENTAL,stage2,ACTIVE_EXACT_LE3_AND_TOP2_GE80,active_exact_count <= 3 and top2_weight_share_pct >= 80,OTHER,8,8,883,2.251858195464325,2.6803418735918005,70.50162017953913,-8.565111298029812,-9.54109580438459,-16.069319512742503
FROZEN_INCREMENTAL,stage2,ACTIVE_EXACT_LE3_AND_TOP2_GE90,active_exact_count <= 3 and top2_weight_share_pct >= 90,SPARSE,1,1,57,2.3092624905292634,2.3092624905292634,61.40350877192983,-7.963458031968,-8.577602158168334,-18.172585687
FROZEN_INCREMENTAL,stage2,ACTIVE_EXACT_LE3_AND_TOP2_GE90,active_exact_count <= 3 and top2_weight_share_pct >= 90,OTHER,8,8,883,2.251858195464325,2.6803418735918005,70.50162017953913,-8.565111298029812,-9.54109580438459,-16.069319512742503
FROZEN_INCREMENTAL,stage2,ACTIVE_MATERIAL_LE2_AND_TOP2_GE80,active_material_count <= 2 and top2_weight_share_pct >= 80,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage2,ACTIVE_MATERIAL_LE2_AND_TOP2_GE80,active_material_count <= 2 and top2_weight_share_pct >= 80,OTHER,9,9,940,2.2582364504715406,2.646657535855787,69.49071891202699,-8.498260935134056,-9.434040954805006,-16.303015754326665
FROZEN_INCREMENTAL,stage2,ACTIVE_MATERIAL_LE2_AND_TOP2_GE90,active_material_count <= 2 and top2_weight_share_pct >= 90,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage2,ACTIVE_MATERIAL_LE2_AND_TOP2_GE90,active_material_count <= 2 and top2_weight_share_pct >= 90,OTHER,9,9,940,2.2582364504715406,2.646657535855787,69.49071891202699,-8.498260935134056,-9.434040954805006,-16.303015754326665
FROZEN_INCREMENTAL,stage3,ACTIVE_EXACT_LE2,active_exact_count <= 2,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage3,ACTIVE_EXACT_LE2,active_exact_count <= 2,OTHER,9,9,1189,4.359412022532548,4.249882783957473,67.33580563354369,-14.754628072065,-16.094327302256954,-28.784716033900004
FROZEN_INCREMENTAL,stage3,ACTIVE_MATERIAL_LE2,active_material_count <= 2,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage3,ACTIVE_MATERIAL_LE2,active_material_count <= 2,OTHER,9,9,1189,4.359412022532548,4.249882783957473,67.33580563354369,-14.754628072065,-16.094327302256954,-28.784716033900004
