feature,boundary_mode,risk_direction,percentile_boundary,raw_boundary_stage2,raw_boundary_stage3,discovery_n,discovery_bad_n,discovery_flagged_n,discovery_flagged_rate,discovery_auc,discovery_auc_ci_low,discovery_auc_ci_high,discovery_balanced_accuracy,discovery_precision,discovery_recall,discovery_bad_rate_flagged,discovery_bad_rate_unflagged,discovery_risk_difference,discovery_risk_difference_ci_low,discovery_risk_difference_ci_high,discovery_spearman,discovery_spearman_p,discovery_mannwhitney_p,validation_n,validation_bad_n,validation_flagged_n,validation_flagged_rate,validation_auc,validation_auc_ci_low,validation_auc_ci_high,validation_balanced_accuracy,validation_precision,validation_recall,validation_bad_rate_flagged,validation_bad_rate_unflagged,validation_risk_difference,validation_risk_difference_ci_low,validation_risk_difference_ci_high,discovery_fdr_q,discovery_supported,validation_supported,replicated_static_predictor,incremental_validation_n,incremental_validation_bad_n,incremental_validation_flagged_n,incremental_validation_auc,incremental_validation_auc_ci_low,incremental_validation_auc_ci_high,incremental_validation_risk_difference,incremental_validation_risk_difference_ci_low,incremental_validation_risk_difference_ci_high,discovery_flag_fisher_p,validation_flag_fisher_p,discovery_flag_fdr_q,validation_flag_fdr_q,validation_supported_fdr,replicated_static_predictor_fdr
stop_to_take_ratio,stage_percentile,>=,0.6500000000000001,1.1134997401045212,0.8652574606392226,15363,3248,5378,0.35006183688081755,0.5469311569747229,0.5152563155175763,0.5777332679784946,0.5220587951263447,0.23242841204908887,0.38485221674876846,0.23242841204908887,0.200100150225338,0.03232826182375087,-0.0031136059732516366,0.07092681403880466,0.0681982867216407,2.624319572026649e-17,2.845581491937129e-17,82,42,33,0.4024390243902439,0.575,0.4462284009836029,0.7035197368421053,0.575595238095238,0.6060606060606061,0.47619047619047616,0.6060606060606061,0.4489795918367347,0.15708101422387138,-0.06742658918406076,0.3778010752688172,1.081320966936109e-16,False,False,False,18,10,8,0.625,0.3243709415584416,0.9126041666666665,0.125,-0.33874999999999994,0.575,1.7628999940340915e-06,0.12084684856773041,3.7216777651830824e-06,0.47548581345552066,False,False
stored_validation_fitness,stage_percentile,>=,0.6500000000000001,58.294207817022354,82.61852599169951,15363,3248,5380,0.35019201978780184,0.5808870603758317,0.5392028950463786,0.6259517061414291,0.5846393170742616,0.2920074349442379,0.4836822660098522,0.2920074349442379,0.16798557547831314,0.12402185946592478,0.07832908534686657,0.1735964696599591,0.11563795561683435,6.895520951349472e-47,1.36947465314407e-46,82,42,40,0.4878048780487805,0.5619047619047619,0.43808295887799564,0.6738557231860803,0.5857142857142856,0.6,0.5714285714285714,0.6,0.42857142857142855,0.17142857142857143,-0.03201781326781325,0.3643814943097476,7.806005522921199e-46,True,False,False,18,10,12,0.375,0.10379870129870129,0.6499999999999999,-0.16666666666666663,-0.6252840909090909,0.3384615384615384,3.805240111677758e-70,0.09137608234219884,5.422467159140805e-69,0.47548581345552066,False,False
stored_is_validation_expectancy_ratio,stage_percentile,<=,0.35000000000000003,1.5281003668087128,1.489413328718763,15304,3189,5355,0.34990852064819655,0.5585682805899923,0.5167501324886702,0.6052021352317285,0.559446104651682,0.26442577030812325,0.44402634054562556,0.26442577030812325,0.17820886521258417,0.08621690509553909,0.03817477060671575,0.1412870566650616,-0.08659467759028695,7.213107075927895e-27,8.919883994164997e-27,82,42,28,0.34146341463414637,0.5607142857142857,0.4395583099071471,0.6790190190190191,0.6136904761904762,0.6785714285714286,0.4523809523809524,0.6785714285714286,0.42592592592592593,0.2526455026455027,0.03146795587990588,0.4693998724489795,3.6316670547671773e-26,True,False,False,18,10,11,0.33749999999999997,0.1037987012987013,0.6234172077922078,-0.025974025974025983,-0.5,0.42541396103896073,1.6947354500786194e-31,0.02576431252681235,8.78181096858921e-31,0.47548581345552066,False,False
stored_is_validation_fitness_gap,stage_percentile,<=,0.4,32.25195216414491,15.82990561435382,15363,3248,6144,0.39992189025580943,0.5827546180995347,0.5389309002925984,0.6241107604115567,0.5818043269651065,0.2796223958333333,0.5289408866995073,0.2796223958333333,0.1659616010413277,0.11366079479200561,0.06740138943565493,0.15946429201385032,-0.1174708684458345,2.4376820929951127e-48,5.0640790764647097e-48,82,42,40,0.4878048780487805,0.5547619047619048,0.43954630895420366,0.6804171685235372,0.5857142857142856,0.6,0.5714285714285714,0.6,0.42857142857142855,0.17142857142857143,-0.0295495495495495,0.3801485570368126,3.207250081760983e-47,True,False,False,18,10,13,0.15,0.0,0.3954320987654317,-0.6153846153846154,-0.8571428571428572,-0.33333333333333337,3.122516410514035e-63,0.09137608234219884,3.559668707986e-62,0.47548581345552066,False,False
min_active_condition_fire_rate,stage_percentile,<=,0.1,0.004,0.004,15363,3248,980,0.06378962442231335,0.504262034200163,0.4632960664098013,0.5473952497772502,0.4976206190062801,0.1989795918367347,0.060036945812807885,0.1989795918367347,0.21226447889869984,-0.01328488706196515,-0.11089222753607933,0.11352663098235756,-0.006247577005674432,0.43874362914811615,0.43872706576575604,82,42,6,0.07317073170731707,0.4619047619047619,0.3405989962554608,0.5836301852091326,0.5470238095238095,0.8333333333333334,0.11904761904761904,0.8333333333333334,0.4868421052631579,0.34649122807017546,-0.026025641025641023,0.6028496533062742,0.49034201467937444,False,False,False,18,10,0,,,,,,,0.8476440099670304,0.11215530835783996,0.9964731680139947,0.47548581345552066,False,False
positive_core_weight_sum,stage_percentile,>=,0.6500000000000001,5.60024788073638,6.045534686215221,15363,3248,5380,0.35019201978780184,0.5135082460980465,0.4653436384988537,0.555767736728243,0.520024132441768,0.23048327137546468,0.3817733990147783,0.23048327137546468,0.20114194130021035,0.02934133007525433,-0.02034850779262934,0.07674646253725634,0.017069040095794654,0.034374756049916744,0.03437927172428211,82,42,29,0.35365853658536583,0.5892857142857143,0.47188132123546117,0.7247776330306109,0.5523809523809524,0.5862068965517241,0.40476190476190477,0.5862068965517241,0.4716981132075472,0.11450878334417691,-0.08673039923039917,0.34336523539849506,0.04665758305438286,False,False,False,18,10,8,0.6,0.2987012987012987,0.8823720397249809,0.125,-0.35125811688311687,0.5626682692307691,1.2797099621726866e-05,0.22363636937961773,2.4314489281281047e-05,0.6066422756912261,False,False
zero_core_count,stage_percentile,>=,0.9500000000000001,2.0,1.0,15363,3248,4906,0.3193386708325197,0.506098092174949,0.4770911707914518,0.5339195365527076,0.5118665488168598,0.22380758255197716,0.3380541871921182,0.22380758255197716,0.20560390169264608,0.01820368085933108,-0.024606399320413353,0.0609046827839828,0.016893902961000424,0.036265570422893786,0.036270013685630834,82,42,27,0.32926829268292684,0.5785714285714286,0.4694706937799043,0.695593507751938,0.5529761904761905,0.5925925925925926,0.38095238095238093,0.5925925925925926,0.4727272727272727,0.11986531986531984,-0.09486059907834102,0.35106902356902364,0.04698615409274904,False,False,False,18,10,2,0.63125,0.3442325036075037,0.8748842592592594,-0.0625,-0.7333333333333333,0.5882352941176471,0.005427893650674477,0.21634889027603765,0.007933075335601157,0.6066422756912261,False,False
active_core_count,stage_percentile,<=,0.35000000000000003,4.0,5.0,15363,3248,4906,0.3193386708325197,0.5104125793656441,0.4803975115885497,0.5398725134526047,0.5118665488168598,0.22380758255197716,0.3380541871921182,0.22380758255197716,0.20560390169264608,0.01820368085933108,-0.027516399135297985,0.06357456407648193,-0.016893902961000424,0.036265570422893786,0.036270013685630834,82,42,27,0.32926829268292684,0.5773809523809524,0.4775031195989034,0.6820121951219512,0.5529761904761905,0.5925925925925926,0.38095238095238093,0.5925925925925926,0.4727272727272727,0.11986531986531984,-0.10004208754208752,0.3344469926446794,0.04698615409274904,False,False,False,18,10,2,0.5562499999999999,0.30754807692307695,0.7848214285714286,-0.0625,-0.7086274509803921,0.5882352941176471,0.005427893650674477,0.21634889027603765,0.007933075335601157,0.6066422756912261,False,False
single_core_reaches_threshold,binary,>=,,0.5,0.5,15363,3248,3180,0.2069908221050576,0.48666580939233817,0.45997076717637186,0.5165907841649057,0.48666580939233817,0.189937106918239,0.18596059113300492,0.189937106918239,0.21702372157924976,-0.027086614661010755,-0.08145979340547063,0.03295354943474513,-0.026876684423723266,0.0008633882759624723,0.0008647614220844992,82,42,10,0.12195121951219512,0.5458333333333334,0.4790915288529205,0.6163411854103342,0.5458333333333334,0.7,0.16666666666666666,0.7,0.4861111111111111,0.21388888888888885,-0.10668886043533933,0.5217531639110022,0.001408325744537613,False,False,False,18,10,0,,,,,,,0.999644923906333,0.17665592985516676,0.9999999943822062,0.6066422756912261,False,False
rsi_fire_rate,stage_percentile,<=,0.4,0.864,0.82,15363,3248,6123,0.3985549697324741,0.5110992078175287,0.4647949766705124,0.5604896634252859,0.5053670540326795,0.21590723501551526,0.40701970443349755,0.21590723501551526,0.20844155844155843,0.007465676573956831,-0.041425393518878514,0.06016256537679602,-0.014113320451169723,0.08024668402521619,0.08024736421922703,82,42,31,0.3780487804878049,0.5443452380952382,0.4215224152724153,0.678044809109054,0.5517857142857143,0.5806451612903226,0.42857142857142855,0.5806451612903226,0.47058823529411764,0.11005692599620498,-0.11027777777777772,0.3264688940092165,0.09732127149991363,False,False,False,18,10,9,0.5499999999999999,0.23454785954785956,0.8643458393458393,0.0,-0.44999999999999996,0.475,0.13802157243712385,0.23017873749758797,0.18295882857944323,0.6066422756912261,False,False
dominant_is_ma,binary,>=,,0.5,0.5,15363,3248,2919,0.19000195274360476,0.49548545954308965,0.4707516488171275,0.521453932408305,0.49548545954308976,0.20349434737923947,0.1828817733990148,0.20349434737923947,0.21327547412407585,-0.009781126744836388,-0.06213377598132344,0.048002550007190795,-0.009397583987784414,0.24412480534888378,0.24411351990764163,82,42,16,0.1951219512195122,0.5440476190476191,0.456547302431611,0.6332342479674797,0.544047619047619,0.625,0.23809523809523808,0.625,0.48484848484848486,0.14015151515151514,-0.13511281845484674,0.39697894456289984,0.27828941269471147,False,False,False,18,10,2,0.375,0.2,0.45,-0.625,-0.875,-0.4,0.8832288305374114,0.23414263272292934,0.9999999943822062,0.6066422756912261,False,False
