file_path,source_row_path,size_bytes,git_tracked,deletion_status
data/_system/bulk_diagnostic/swing/logs/CF.log,data/_system/bulk_diagnostic,6589,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CFG.log,data/_system/bulk_diagnostic,6440,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CG.log,data/_system/bulk_diagnostic,8939,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CGC.log,data/_system/bulk_diagnostic,7702,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CGNX.log,data/_system/bulk_diagnostic,6593,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHD.log,data/_system/bulk_diagnostic,3935,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHDN.log,data/_system/bulk_diagnostic,8958,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHE.log,data/_system/bulk_diagnostic,7667,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHGG.log,data/_system/bulk_diagnostic,5046,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHH.log,data/_system/bulk_diagnostic,8760,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHKP.log,data/_system/bulk_diagnostic,4737,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHRW.log,data/_system/bulk_diagnostic,8756,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHT.log,data/_system/bulk_diagnostic,8719,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CHTR.log,data/_system/bulk_diagnostic,8012,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CI.log,data/_system/bulk_diagnostic,8783,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CIEN.log,data/_system/bulk_diagnostic,8473,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CIGI.log,data/_system/bulk_diagnostic,7391,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CINF.log,data/_system/bulk_diagnostic,7676,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CL.log,data/_system/bulk_diagnostic,6263,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CLF.log,data/_system/bulk_diagnostic,5036,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CLH.log,data/_system/bulk_diagnostic,4728,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CLNE.log,data/_system/bulk_diagnostic,8965,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CLS.log,data/_system/bulk_diagnostic,8806,False,DELETED
