window,slice_name,slice_value,unvalidated_gene,candidate_n,trade_n,candidate_equal_avg_pnl_pct,candidate_equal_win_rate_pct,candidate_equal_avg_mae_pct,candidate_equal_avg_mfe_pct,candidate_equal_worst_mae_pct,exit_distribution,metric,n_unvalidated,n_validated,difference,bootstrap_ci_low,bootstrap_ci_high
FROZEN_OOS,vol_group,LOW_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,win_rate_pct,1.0,30.0,6.483975265246215,,
FROZEN_OOS,vol_group,LOW_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,avg_mae_pct,1.0,30.0,1.277621158685919,,
FROZEN_OOS,vol_group,LOW_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,avg_mfe_pct,1.0,30.0,-1.8504846554500958,,
FROZEN_OOS,vol_group,MID_VOL,False,27,3671.0,3.330907239354773,63.82658714786457,-5.813333272601619,10.021724927325774,-45.6043214812,"{""breakeven_stop"": 745, ""stop_loss"": 456, ""take_profit"": 476, ""time_out"": 1303, ""trailing"": 691}",,,,,,
FROZEN_OOS,vol_group,MID_VOL,True,4,409.0,4.70540576977799,73.3616586146012,-5.343741397582906,11.30846200302081,-43.2607915527,"{""breakeven_stop"": 79, ""sell_omen"": 7, ""stop_loss"": 3, ""take_profit"": 71, ""time_out"": 143, ""trailing"": 106}",,,,,,
FROZEN_OOS,vol_group,MID_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,avg_pnl_pct,4.0,27.0,1.3744985304232165,-1.5166764172525509,5.079186056982949
FROZEN_OOS,vol_group,MID_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,win_rate_pct,4.0,27.0,9.535071466736625,-2.1693917916160492,20.629805531542363
FROZEN_OOS,vol_group,MID_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,avg_mae_pct,4.0,27.0,0.4695918750187129,-2.257550593170152,2.476198900493002
FROZEN_OOS,vol_group,MID_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,avg_mfe_pct,4.0,27.0,1.2867370756950365,-2.9057434844661363,5.558951023547872
FROZEN_OOS,stage,stage2,False,11,1133.0,2.1689744294361395,69.14527940681387,-3.658691641235883,6.060907597431964,-25.3074943686,"{""breakeven_stop"": 319, ""stop_loss"": 58, ""take_profit"": 184, ""time_out"": 383, ""trailing"": 189}",,,,,,
FROZEN_OOS,stage,stage2,True,2,195.0,3.2850154531455606,74.7933008267967,-4.092147783579159,7.2680804572570095,-27.417801926,"{""breakeven_stop"": 79, ""sell_omen"": 7, ""stop_loss"": 3, ""take_profit"": 29, ""time_out"": 71, ""trailing"": 6}",,,,,,
FROZEN_OOS,stage,stage2,DIFF_UNVALIDATED_MINUS_VALIDATED,13,,,,,,,,avg_pnl_pct,2.0,11.0,1.1160410237094212,-0.7782706330142168,2.998837322161493
FROZEN_OOS,stage,stage2,DIFF_UNVALIDATED_MINUS_VALIDATED,13,,,,,,,,win_rate_pct,2.0,11.0,5.648021419982825,-3.939743381234369,14.824335051490166
FROZEN_OOS,stage,stage2,DIFF_UNVALIDATED_MINUS_VALIDATED,13,,,,,,,,avg_mae_pct,2.0,11.0,-0.43345614234327545,-1.0529332224043855,0.17855019098709146
FROZEN_OOS,stage,stage2,DIFF_UNVALIDATED_MINUS_VALIDATED,13,,,,,,,,avg_mfe_pct,2.0,11.0,1.2071728598250457,0.7119177741243309,1.7210975407586366
FROZEN_OOS,stage,stage3,False,76,11146.0,3.1724759779571996,60.37511900103757,-6.579995231940443,10.997971427597635,-81.878475308,"{""breakeven_stop"": 1771, ""sell_omen"": 61, ""stop_loss"": 1494, ""take_profit"": 1158, ""time_out"": 4193, ""trailing"": 2469}",,,,,,
FROZEN_OOS,stage,stage3,True,4,441.0,4.193551540661119,68.42688183954708,-6.282089232584443,12.300945926877205,-43.2607915527,"{""breakeven_stop"": 39, ""stop_loss"": 27, ""take_profit"": 71, ""time_out"": 204, ""trailing"": 100}",,,,,,
FROZEN_OOS,stage,stage3,DIFF_UNVALIDATED_MINUS_VALIDATED,80,,,,,,,,avg_pnl_pct,4.0,76.0,1.0210755627039192,-1.5814155806554515,5.089346324398036
FROZEN_OOS,stage,stage3,DIFF_UNVALIDATED_MINUS_VALIDATED,80,,,,,,,,win_rate_pct,4.0,76.0,8.05176283850951,-2.451731851513589,20.24852639850298
FROZEN_OOS,stage,stage3,DIFF_UNVALIDATED_MINUS_VALIDATED,80,,,,,,,,avg_mae_pct,4.0,76.0,0.2979059993559998,-2.254992908230673,2.857361172020968
FROZEN_OOS,stage,stage3,DIFF_UNVALIDATED_MINUS_VALIDATED,80,,,,,,,,avg_mfe_pct,4.0,76.0,1.3029744992795695,-2.7593928313987774,4.680482416425601
FROZEN_OOS,exit_strategy,fixed,False,15,2235.0,4.380049259778718,60.49199857335065,-6.261978602129945,11.884427227053608,-34.1709947468,"{""breakeven_stop"": 233, ""stop_loss"": 614, ""take_profit"": 683, ""time_out"": 705}",,,,,,
FROZEN_OOS,exit_strategy,fixed,True,2,197.0,3.776887808119892,69.51727007906783,-5.956366033588014,9.67332989158765,-30.5164347628,"{""breakeven_stop"": 34, ""stop_loss"": 30, ""take_profit"": 58, ""time_out"": 75}",,,,,,
FROZEN_OOS,exit_strategy,fixed,DIFF_UNVALIDATED_MINUS_VALIDATED,17,,,,,,,,avg_pnl_pct,2.0,15.0,-0.603161451658826,-2.5029573558251808,1.251801633911234
FROZEN_OOS,exit_strategy,fixed,DIFF_UNVALIDATED_MINUS_VALIDATED,17,,,,,,,,win_rate_pct,2.0,15.0,9.025271505717178,-5.256806737882412,23.043856836859085
FROZEN_OOS,exit_strategy,fixed,DIFF_UNVALIDATED_MINUS_VALIDATED,17,,,,,,,,avg_mae_pct,2.0,15.0,0.30561256854193086,-2.4958579514427988,3.1082472989841774
FROZEN_OOS,exit_strategy,fixed,DIFF_UNVALIDATED_MINUS_VALIDATED,17,,,,,,,,avg_mfe_pct,2.0,15.0,-2.2110973354659578,-6.034822773192396,1.5309698945924834
FROZEN_OOS,exit_strategy,hybrid,False,32,4308.0,2.409859299349632,59.585217920877874,-5.8388912546318,9.48072586152377,-49.2769737611,"{""breakeven_stop"": 1009, ""sell_omen"": 46, ""stop_loss"": 938, ""take_profit"": 659, ""time_out"": 946, ""trailing"": 710}",,,,,,
FROZEN_OOS,exit_strategy,hybrid,True,1,59.0,10.208473627498476,86.4406779661017,-3.8450219593274912,16.416877758780846,-43.2607915527,"{""take_profit"": 42, ""time_out"": 9, ""trailing"": 8}",,,,,,
FROZEN_OOS,exit_strategy,hybrid,DIFF_UNVALIDATED_MINUS_VALIDATED,33,,,,,,,,avg_pnl_pct,1.0,32.0,7.798614328148844,,
FROZEN_OOS,exit_strategy,hybrid,DIFF_UNVALIDATED_MINUS_VALIDATED,33,,,,,,,,win_rate_pct,1.0,32.0,26.85546004522383,,
FROZEN_OOS,exit_strategy,hybrid,DIFF_UNVALIDATED_MINUS_VALIDATED,33,,,,,,,,avg_mae_pct,1.0,32.0,1.9938692953043091,,
FROZEN_OOS,exit_strategy,hybrid,DIFF_UNVALIDATED_MINUS_VALIDATED,33,,,,,,,,avg_mfe_pct,1.0,32.0,6.936151897257076,,
FROZEN_OOS,exit_strategy,trailing,False,40,5736.0,3.053766414316892,63.37500413713642,-6.488776162522541,10.52165440236518,-81.878475308,"{""breakeven_stop"": 848, ""sell_omen"": 15, ""time_out"": 2925, ""trailing"": 1948}",,,,,,
FROZEN_OOS,exit_strategy,trailing,True,3,380.0,1.8606626083991114,65.93963696251477,-5.85163282366419,9.325469026688898,-42.2489077511,"{""breakeven_stop"": 84, ""sell_omen"": 7, ""time_out"": 191, ""trailing"": 98}",,,,,,
FROZEN_OOS,exit_strategy,trailing,DIFF_UNVALIDATED_MINUS_VALIDATED,43,,,,,,,,avg_pnl_pct,3.0,40.0,-1.1931038059177805,-2.0966254633740524,-0.24371750464151085
FROZEN_OOS,exit_strategy,trailing,DIFF_UNVALIDATED_MINUS_VALIDATED,43,,,,,,,,win_rate_pct,3.0,40.0,2.5646328253783466,-5.502735411418556,8.885505198987293
FROZEN_OOS,exit_strategy,trailing,DIFF_UNVALIDATED_MINUS_VALIDATED,43,,,,,,,,avg_mae_pct,3.0,40.0,0.6371433388583512,-2.7278680054673297,2.956887671389971
FROZEN_OOS,exit_strategy,trailing,DIFF_UNVALIDATED_MINUS_VALIDATED,43,,,,,,,,avg_mfe_pct,3.0,40.0,-1.196185375676281,-4.874319450197504,3.4131927057444393
POST_GENE_TRAIN_OOS,ALL,ALL,False,87,8282.0,1.7094003262020137,56.61557058280188,-6.7167496715285875,9.310986346790768,-81.878475308,"{""breakeven_stop"": 1476, ""sell_omen"": 35, ""stop_loss"": 1179, ""take_profit"": 830, ""time_out"": 3026, ""trailing"": 1736}",,,,,,
POST_GENE_TRAIN_OOS,ALL,ALL,True,6,461.0,3.699690335201686,69.95610456738034,-5.496311260699496,9.588551485185038,-43.2607915527,"{""breakeven_stop"": 95, ""sell_omen"": 7, ""stop_loss"": 8, ""take_profit"": 76, ""time_out"": 208, ""trailing"": 67}",,,,,,
POST_GENE_TRAIN_OOS,ALL,ALL,DIFF_UNVALIDATED_MINUS_VALIDATED,93,,,,,,,,avg_pnl_pct,6.0,87.0,1.9902900089996722,-0.7650943566203723,4.931057428626008
POST_GENE_TRAIN_OOS,ALL,ALL,DIFF_UNVALIDATED_MINUS_VALIDATED,93,,,,,,,,win_rate_pct,6.0,87.0,13.340533984578457,3.265295340503675,23.318738871363376
POST_GENE_TRAIN_OOS,ALL,ALL,DIFF_UNVALIDATED_MINUS_VALIDATED,93,,,,,,,,avg_mae_pct,6.0,87.0,1.2204384108290913,-1.150873142364579,2.8169879537248566
POST_GENE_TRAIN_OOS,ALL,ALL,DIFF_UNVALIDATED_MINUS_VALIDATED,93,,,,,,,,avg_mfe_pct,6.0,87.0,0.27756513839426944,-2.3146531418071996,2.9985228915080935
POST_GENE_TRAIN_OOS,vol_group,HIGH_VOL,False,30,2903.0,1.3635927797290095,50.51604932609056,-8.370669436020274,11.315874560620582,-81.878475308,"{""breakeven_stop"": 534, ""sell_omen"": 26, ""stop_loss"": 539, ""take_profit"": 309, ""time_out"": 981, ""trailing"": 514}",,,,,,
POST_GENE_TRAIN_OOS,vol_group,HIGH_VOL,True,1,50.0,7.335804176482401,70.0,-4.9614752284221995,10.869350768484601,-11.286676771,"{""stop_loss"": 5, ""take_profit"": 20, ""time_out"": 25}",,,,,,
POST_GENE_TRAIN_OOS,vol_group,HIGH_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,avg_pnl_pct,1.0,30.0,5.972211396753391,,
POST_GENE_TRAIN_OOS,vol_group,HIGH_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,win_rate_pct,1.0,30.0,19.48395067390944,,
POST_GENE_TRAIN_OOS,vol_group,HIGH_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,avg_mae_pct,1.0,30.0,3.409194207598074,,
POST_GENE_TRAIN_OOS,vol_group,HIGH_VOL,DIFF_UNVALIDATED_MINUS_VALIDATED,31,,,,,,,,avg_mfe_pct,1.0,30.0,-0.4465237921359808,,
