defect_family,candidate_id,stage,ticker,vol_group_final,classification_method,in_scope_high_vol,captured_by_stage1,out_of_scope_reason,weight_volume_surge,volume_weight_near_zero,market_cap_nonvolume_min_count,market_cap_nonvolume_subset,nonvolume_market_cap_threshold_margin,legacy_candidate_vol_group,legacy_boil_check
BOIL,stage3:CCL:57bd9d1c8736,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,1.4789334011063646,HIGH_VOL,FAIL
BOIL,stage3:CCL:5be9e3e1baa3,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,1.3385661048043929,HIGH_VOL,FAIL
BOIL,stage3:CCL:5da67392605d,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,2.7101245875523823,HIGH_VOL,FAIL
BOIL,stage3:CCL:8245389c9f8d,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,1.1890070366456431,HIGH_VOL,FAIL
BOIL,stage3:CCL:82d5bafb7e78,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,1.4789334011063646,HIGH_VOL,FAIL
BOIL,stage3:CCL:855919f05bd7,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,1.3560524741490383,HIGH_VOL,FAIL
BOIL,stage3:CCL:88ee8ec754a8,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,1.3385661048043929,HIGH_VOL,FAIL
BOIL,stage3:CCL:a098932b5042,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,2.7101245875523823,HIGH_VOL,FAIL
BOIL,stage3:CCL:acc8a12b4227,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,1.3560524741490383,HIGH_VOL,FAIL
BOIL,stage3:CCL:b9464e68ef25,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,1.3385661048043929,HIGH_VOL,FAIL
BOIL,stage3:CCL:cdcfcdae76a0,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,2.2044589384325706,HIGH_VOL,FAIL
BOIL,stage3:CCL:ce6ad7355432,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,1.1890070366456431,HIGH_VOL,FAIL
BOIL,stage3:CCL:d0364994d877,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,0.9948158725183571,HIGH_VOL,FAIL
BOIL,stage3:CCL:dea6d918dc0d,stage3,CCL,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,2.2044589384325706,HIGH_VOL,FAIL
BOIL,stage3:CGC:02de02be5b7b,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.012208564343021,HIGH_VOL,FAIL
BOIL,stage3:CGC:03db46eca5df,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.834601966385048,HIGH_VOL,FAIL
BOIL,stage3:CGC:0e3759797591,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,macd,6.664206431973831,HIGH_VOL,FAIL
BOIL,stage3:CGC:1a92a7a8b9e9,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.316838416686899,HIGH_VOL,FAIL
BOIL,stage3:CGC:1fb893efbe34,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,macd,6.664206431973831,HIGH_VOL,FAIL
BOIL,stage3:CGC:35df83bc646b,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.834601966385048,HIGH_VOL,FAIL
BOIL,stage3:CGC:35fae856d1ef,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.1539032553705795,HIGH_VOL,FAIL
BOIL,stage3:CGC:3c475f8d82f5,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.316838416686899,HIGH_VOL,FAIL
BOIL,stage3:CGC:416f14a8665e,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.677987992320341,HIGH_VOL,FAIL
BOIL,stage3:CGC:4297b5a63c3a,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,7.643418925945189,HIGH_VOL,FAIL
BOIL,stage3:CGC:440dc420b550,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,7.643418925945189,HIGH_VOL,FAIL
BOIL,stage3:CGC:47466ef5ba12,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.917211975028133,HIGH_VOL,FAIL
BOIL,stage3:CGC:4fc589bd7da0,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.226271847185766,HIGH_VOL,FAIL
BOIL,stage3:CGC:53a55b1b24f5,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.316838416686899,HIGH_VOL,FAIL
BOIL,stage3:CGC:5a56fc04004a,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.917211975028133,HIGH_VOL,FAIL
BOIL,stage3:CGC:609da13fda55,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.383412360954763,HIGH_VOL,FAIL
BOIL,stage3:CGC:61aed552ea80,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.012208564343021,HIGH_VOL,FAIL
BOIL,stage3:CGC:650b7578c8c7,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.012208564343021,HIGH_VOL,FAIL
BOIL,stage3:CGC:71366c48f8ae,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.144027232092705,HIGH_VOL,FAIL
BOIL,stage3:CGC:757210c7b066,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.859042514175802,HIGH_VOL,FAIL
BOIL,stage3:CGC:79bb621d30ef,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.1539032553705795,HIGH_VOL,FAIL
BOIL,stage3:CGC:7c592c360bce,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.100449394826157,HIGH_VOL,FAIL
BOIL,stage3:CGC:82f60b1e2dfe,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.100449394826157,HIGH_VOL,FAIL
BOIL,stage3:CGC:8c4b29f1116a,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.144027232092705,HIGH_VOL,FAIL
BOIL,stage3:CGC:952e68d57b34,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.585077284013373,HIGH_VOL,FAIL
BOIL,stage3:CGC:96adef765d91,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.220650776136875,HIGH_VOL,FAIL
BOIL,stage3:CGC:9d1f08b8a5f8,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.585077284013373,HIGH_VOL,FAIL
BOIL,stage3:CGC:9e2ffae714cb,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.383412360954763,HIGH_VOL,FAIL
BOIL,stage3:CGC:a2095e342208,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.226271847185766,HIGH_VOL,FAIL
BOIL,stage3:CGC:ad2fa8872d3f,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.917211975028133,HIGH_VOL,FAIL
BOIL,stage3:CGC:ae867bb276d5,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.226271847185766,HIGH_VOL,FAIL
BOIL,stage3:CGC:b094e9314e04,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.144027232092705,HIGH_VOL,FAIL
BOIL,stage3:CGC:c019d52e155e,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.1539032553705795,HIGH_VOL,FAIL
BOIL,stage3:CGC:c5c1bd2851d8,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,7.643418925945189,HIGH_VOL,FAIL
BOIL,stage3:CGC:d46bd0f01d01,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.585077284013373,HIGH_VOL,FAIL
BOIL,stage3:CGC:d5f234004036,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,macd,6.664206431973831,HIGH_VOL,FAIL
BOIL,stage3:CGC:d9c23e0c1e17,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.100449394826157,HIGH_VOL,FAIL
BOIL,stage3:CGC:dad1bff6d8e6,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.383412360954763,HIGH_VOL,FAIL
BOIL,stage3:CGC:dbfef44007c4,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.677987992320341,HIGH_VOL,FAIL
BOIL,stage3:CGC:e579924139ec,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.859042514175802,HIGH_VOL,FAIL
BOIL,stage3:CGC:e6ee313cfbcc,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.220650776136875,HIGH_VOL,FAIL
BOIL,stage3:CGC:e932052dac32,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.220650776136875,HIGH_VOL,FAIL
BOIL,stage3:CGC:f27e649d31c4,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,5.834601966385048,HIGH_VOL,FAIL
BOIL,stage3:CGC:f42b57bbd5d3,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.677987992320341,HIGH_VOL,FAIL
BOIL,stage3:CGC:fc534b08632b,stage3,CGC,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.859042514175802,HIGH_VOL,FAIL
BOIL,stage3:CHWY:093f8ba459f5,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.055964182640871,HIGH_VOL,FAIL
BOIL,stage3:CHWY:10583c39f85d,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.698216308027462,HIGH_VOL,FAIL
BOIL,stage3:CHWY:112f4c769beb,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.046406037469422,HIGH_VOL,FAIL
BOIL,stage3:CHWY:12ef630fd01a,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.423605967369996,HIGH_VOL,FAIL
BOIL,stage3:CHWY:13fb25b6eb67,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.747909637731373,HIGH_VOL,FAIL
BOIL,stage3:CHWY:1e460698017a,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.046406037469422,HIGH_VOL,FAIL
BOIL,stage3:CHWY:29cdd4ad3ce6,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,3.4216486700168116,HIGH_VOL,FAIL
BOIL,stage3:CHWY:32cc34515c98,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,6.016531843975267,HIGH_VOL,FAIL
BOIL,stage3:CHWY:354c20ac7f20,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.620256202935737,HIGH_VOL,FAIL
BOIL,stage3:CHWY:42f4dd4e512c,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.078660682347422,HIGH_VOL,FAIL
BOIL,stage3:CHWY:44be2096d2e6,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.170465928329953,HIGH_VOL,FAIL
BOIL,stage3:CHWY:5728cfebcddd,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.620256202935737,HIGH_VOL,FAIL
BOIL,stage3:CHWY:5ea83c4b4ac7,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,6.016531843975267,HIGH_VOL,FAIL
BOIL,stage3:CHWY:6296ad1b05d7,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,4.027156876554116,HIGH_VOL,FAIL
BOIL,stage3:CHWY:68efcc5917fd,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.055964182640871,HIGH_VOL,FAIL
BOIL,stage3:CHWY:6e8b8ebdf65b,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,4.027156876554116,HIGH_VOL,FAIL
BOIL,stage3:CHWY:732dd6669fbc,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.046406037469422,HIGH_VOL,FAIL
BOIL,stage3:CHWY:769f7f0fda02,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.698216308027462,HIGH_VOL,FAIL
BOIL,stage3:CHWY:7aa1f14926b9,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.093310432389751,HIGH_VOL,FAIL
BOIL,stage3:CHWY:8cdca9e8f5a8,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.423605967369996,HIGH_VOL,FAIL
BOIL,stage3:CHWY:8e30dcfdb02d,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,3.4216486700168116,HIGH_VOL,FAIL
BOIL,stage3:CHWY:93bff4ea7884,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,6.133204791211602,HIGH_VOL,FAIL
BOIL,stage3:CHWY:976bb82f82bc,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,3.2578549002243156,HIGH_VOL,FAIL
BOIL,stage3:CHWY:9a8588f541b0,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.093310432389751,HIGH_VOL,FAIL
BOIL,stage3:CHWY:9badc351bfbe,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,6.133204791211602,HIGH_VOL,FAIL
BOIL,stage3:CHWY:9ca1c4f843da,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.620256202935737,HIGH_VOL,FAIL
BOIL,stage3:CHWY:9ff4286121a9,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,6.133204791211602,HIGH_VOL,FAIL
BOIL,stage3:CHWY:a04b2cc757dc,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.055964182640871,HIGH_VOL,FAIL
BOIL,stage3:CHWY:a46752a05345,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,4.342430078172361,HIGH_VOL,FAIL
BOIL,stage3:CHWY:b0285daa8a9d,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,3.4216486700168116,HIGH_VOL,FAIL
BOIL,stage3:CHWY:b33711b7a723,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,4.342430078172361,HIGH_VOL,FAIL
BOIL,stage3:CHWY:bba00f2d1fe9,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,4.342430078172361,HIGH_VOL,FAIL
BOIL,stage3:CHWY:cd260ee47978,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.747909637731373,HIGH_VOL,FAIL
BOIL,stage3:CHWY:cd782bf06e93,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.425837271403381,HIGH_VOL,FAIL
BOIL,stage3:CHWY:cd978088e81a,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,3.2578549002243156,HIGH_VOL,FAIL
BOIL,stage3:CHWY:ce689c9e4877,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.425837271403381,HIGH_VOL,FAIL
BOIL,stage3:CHWY:d32dc3b166d6,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.423605967369996,HIGH_VOL,FAIL
BOIL,stage3:CHWY:d6b176aa8b7e,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.093310432389751,HIGH_VOL,FAIL
BOIL,stage3:CHWY:d884486ade8e,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,4.027156876554116,HIGH_VOL,FAIL
BOIL,stage3:CHWY:d99205f364ea,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.078660682347422,HIGH_VOL,FAIL
BOIL,stage3:CHWY:db381c2484d7,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.698216308027462,HIGH_VOL,FAIL
BOIL,stage3:CHWY:e07a60c71ac7,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.747909637731373,HIGH_VOL,FAIL
BOIL,stage3:CHWY:e1c7e10c0873,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,4.078660682347422,HIGH_VOL,FAIL
BOIL,stage3:CHWY:e6b5427911a6,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.170465928329953,HIGH_VOL,FAIL
BOIL,stage3:CHWY:e930a01b906e,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,6.016531843975267,HIGH_VOL,FAIL
BOIL,stage3:CHWY:ef78597a1394,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,3.2578549002243156,HIGH_VOL,FAIL
BOIL,stage3:CHWY:f22f8ac3075e,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.170465928329953,HIGH_VOL,FAIL
BOIL,stage3:CHWY:f23b611197ba,stage3,CHWY,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,5.425837271403381,HIGH_VOL,FAIL
BOIL,stage3:CLDX:3771d69083fa,stage3,CLDX,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.228283316047905,HIGH_VOL,FAIL
BOIL,stage3:CLDX:74af42795547,stage3,CLDX,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.228283316047905,HIGH_VOL,FAIL
BOIL,stage3:CLDX:c7c2d603fd1f,stage3,CLDX,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,bb,6.228283316047905,HIGH_VOL,FAIL
BOIL,stage3:CORT:b0d575a808cb,stage3,CORT,MID_VOL,ATR_PROXY_TICKER_MEDIAN,False,False,MID_VOL_NOT_STAGE1,0.0,True,1.0,rsi,2.562336705022791,HIGH_VOL,FAIL
BOIL,stage3:CORT:f2f676fb39c4,stage3,CORT,MID_VOL,ATR_PROXY_TICKER_MEDIAN,False,False,MID_VOL_NOT_STAGE1,0.0,True,1.0,rsi,2.562336705022791,HIGH_VOL,FAIL
BOIL,stage3:CPRI:be6a44eb9676,stage3,CPRI,MID_VOL,ATR_PROXY_TICKER_MEDIAN,False,False,MID_VOL_NOT_STAGE1,0.0,True,1.0,bb,4.552990383976686,HIGH_VOL,FAIL
BOIL,stage3:CPRI:c17c072c2a72,stage3,CPRI,MID_VOL,ATR_PROXY_TICKER_MEDIAN,False,False,MID_VOL_NOT_STAGE1,0.0,True,1.0,bb,4.552990383976686,HIGH_VOL,FAIL
BOIL,stage3:CPRI:fe717af2852a,stage3,CPRI,MID_VOL,ATR_PROXY_TICKER_MEDIAN,False,False,MID_VOL_NOT_STAGE1,0.0,True,1.0,bb,4.552990383976686,HIGH_VOL,FAIL
BOIL,stage3:CRM:569bf32c251f,stage3,CRM,LOW_VOL,ATR_PROXY_TICKER_MEDIAN,False,False,LOW_VOL_NOT_STAGE1,0.0,True,4.0,ma+macd+rsi+bb,0.466308654953727,HIGH_VOL,FAIL
BOIL,stage3:CRM:7ed298ed06cd,stage3,CRM,LOW_VOL,ATR_PROXY_TICKER_MEDIAN,False,False,LOW_VOL_NOT_STAGE1,0.0,True,4.0,ma+macd+rsi+bb,0.466308654953727,HIGH_VOL,FAIL
BOIL,stage3:CRM:df2e3113ef23,stage3,CRM,LOW_VOL,ATR_PROXY_TICKER_MEDIAN,False,False,LOW_VOL_NOT_STAGE1,0.0,True,4.0,ma+macd+rsi+bb,0.466308654953727,HIGH_VOL,FAIL
BOIL,stage3:CRMD:13dc7442c43d,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,2.8819905398055896,HIGH_VOL,FAIL
BOIL,stage3:CRMD:15ee1177ec23,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,2.1201107389324165,HIGH_VOL,FAIL
BOIL,stage3:CRMD:1818d4c835bd,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,2.8154630065405923,HIGH_VOL,FAIL
BOIL,stage3:CRMD:18e3d5dcb10f,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,3.721413291217697,HIGH_VOL,FAIL
BOIL,stage3:CRMD:1a48a9a1b768,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,ma,2.917878889755963,HIGH_VOL,FAIL
BOIL,stage3:CRMD:1a601714ccfd,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,2.8819905398055896,HIGH_VOL,FAIL
BOIL,stage3:CRMD:1c3a7662bb94,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,3.3646792406206028,HIGH_VOL,FAIL
BOIL,stage3:CRMD:1d5b6aec4d48,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,1.0,rsi,3.721413291217697,HIGH_VOL,FAIL
BOIL,stage3:CRMD:21a5ad3070bc,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+macd,3.5595528754601222,HIGH_VOL,FAIL
BOIL,stage3:CRMD:2f97f5cde5f5,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,macd+rsi,3.1732372052158517,HIGH_VOL,FAIL
BOIL,stage3:CRMD:3e46fc0a74c6,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,macd+rsi,5.707973285738767,HIGH_VOL,FAIL
BOIL,stage3:CRMD:41c5ac9fba45,stage3,CRMD,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,True,True,,0.0,True,2.0,ma+rsi,3.1829313694928993,HIGH_VOL,FAIL
