candidate_id,stage,ticker,rulebook_hash,activity_rule_hash,train_start,train_end,direction,eligible_days,scope,activity_label,stored_fired_count,stored_fired_rate_pct,volume_surge_ratio,condition_form,condition_text,threshold_low,threshold_high,observed_n,fired_count,reachability,threshold_percentile_pct,dist_min,dist_max,dist_p90,dist_p95,dist_p99,dist_median,cause,is_named_boil_9044
stage3:BOIL:9044dc2c67a3,stage3,BOIL,9044dc2c67a3d3bc0c5d93cece5f266c162c4f0ecf3ed5bc8ded1edbafb4bd67,5e5a7b98d720ead8051a143672006b09eef095e0445780869fbcd03f0874b6e9,2024-07-01,2025-06-30,long,250,STRICT_NEVER,NEVER_FIRED,0,0.0,2.5,ONE_SIDED_GE,Volume_ratio >= 2.5,2.5,,250,0,UNREACHABLE,100.0,0.44763107455817025,2.1797161492595807,1.367707610533799,1.5228893128749446,1.914656415177459,0.9776980606822385,THRESHOLD_TOO_HIGH,True
