path,path_kind,second_pass_type,csv_file_count,actual_file_count,csv_size_bytes,actual_size_bytes,last_modified_kst,preflight_status,skip_reason,skip_details
data/logs/kingmaker.2026-07-06_00-45-13_537316.log.zip,file,ROTATED_OR_FINISHED_LOG,1,1,83580,83580,2026-07-07T09:00:12.709151+09:00,DELETE,,
data/logs/kingmaker.2026-07-07_00-00-14_924080.log.zip,file,ROTATED_OR_FINISHED_LOG,1,1,324,324,2026-07-07T09:00:44.168095+09:00,DELETE,,
data/logs/kingmaker.2026-07-07_00-00-44_172232.log.zip,file,ROTATED_OR_FINISHED_LOG,1,1,424,424,2026-07-07T09:02:43.163882+09:00,DELETE,,
data/logs/kingmaker.2026-07-07_00-02-43_167745.log.zip,file,ROTATED_OR_FINISHED_LOG,1,1,3026,3026,2026-07-07T09:45:13.617277+09:00,DELETE,,
data/logs/kingmaker.2026-07-07_00-45-13_627471.log.zip,file,ROTATED_OR_FINISHED_LOG,1,1,155147,155147,2026-07-08T09:16:29.405451+09:00,DELETE,,
data/logs/kingmaker.2026-07-08_00-16-29_411799.log.zip,file,ROTATED_OR_FINISHED_LOG,1,1,1097,1097,2026-07-08T09:25:12.914513+09:00,DELETE,,
data/logs/kingmaker.2026-07-08_00-25-12_927266.log.zip,file,ROTATED_OR_FINISHED_LOG,1,1,130652,130652,2026-07-09T09:00:48.355392+09:00,DELETE,,
data/logs/kingmaker.2026-07-09_00-01-16_662874.log.zip,file,ROTATED_OR_FINISHED_LOG,1,1,30780,30780,2026-07-10T18:23:34.706240+09:00,DELETE,,
data/logs/run_live_central_off_rollback.log,file,ROTATED_OR_FINISHED_LOG,1,1,20457503,20457503,2026-06-25T10:36:53.615681+09:00,DELETE,,
exp_add_buy_disable_baseline_20260615/baseline_cw_add_buy_enabled.json,file,TERMINATED_EXPERIMENT_DATA,1,1,1124,1124,2026-06-15T06:25:22.512467+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/README.md,file,TERMINATED_EXPERIMENT_DATA,1,1,557,557,2026-06-15T06:29:12.344055+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/entry_rejected_overlap.json,file,TERMINATED_EXPERIMENT_DATA,1,1,3,3,2026-06-15T06:29:18.041045+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/entry_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,559,559,2026-06-15T06:29:18.041045+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/exit_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,524,524,2026-06-15T06:29:23.301036+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/manifest.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2083,2083,2026-06-15T06:29:12.345056+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/qualify_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,151,151,2026-06-15T06:29:12.345056+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,133689,133689,2026-06-15T06:29:27.832028+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/stage3_ineligible.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,0,0,2026-06-15T06:29:27.833028+09:00,DELETE,,
exp_add_buy_disable_smoke_20260615/validate_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,1676,1676,2026-06-15T06:29:27.834028+09:00,DELETE,,
exp_algt_stage2_20260704_0001/run.log,file,ROTATED_OR_FINISHED_LOG,1,1,277,277,2026-07-04T22:05:19.320922+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/comparison.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,2983,2983,2026-07-09T10:19:04.885990+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/comparison_readout.md,file,TERMINATED_EXPERIMENT_DATA,1,1,4860,4860,2026-07-09T10:19:04.886990+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/dry_check.json,file,TERMINATED_EXPERIMENT_DATA,1,1,1097,1097,2026-07-09T08:03:33.014543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/dry_check_readout.md,file,TERMINATED_EXPERIMENT_DATA,1,1,471,471,2026-07-09T08:03:33.014543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/inputs/market_history_with_sector_materials.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,300063,300063,2026-07-09T08:03:32.917543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/multifeature_ce_feasibility_readout.md,file,TERMINATED_EXPERIMENT_DATA,1,1,8006,8006,2026-07-09T07:56:17.337322+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/run_all.log,file,ROTATED_OR_FINISHED_LOG,1,1,152688,152688,2026-07-09T10:19:12.613976+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/run_status.json,file,TERMINATED_EXPERIMENT_DATA,1,1,5028,5028,2026-07-09T10:19:04.886990+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/config.json,file,TERMINATED_EXPERIMENT_DATA,1,1,6843,6843,2026-07-09T08:03:32.856543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/early_cut_log.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,143481,143481,2026-07-09T08:03:31.839545+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/ga_history.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,25286,25286,2026-07-09T08:02:50.361619+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/period_metrics_all.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,405980,405980,2026-07-09T08:03:31.827545+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,14781034,14781034,2026-07-09T08:03:32.855543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/run.log,file,ROTATED_OR_FINISHED_LOG,1,1,1847,1847,2026-07-09T08:03:32.857543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2571,2571,2026-07-09T08:03:32.857543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,14729522,14729522,2026-07-09T08:03:32.358544+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/README.md,file,TERMINATED_EXPERIMENT_DATA,1,1,557,557,2026-07-09T08:03:33.024543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/entry_rejected_overlap.json,file,TERMINATED_EXPERIMENT_DATA,1,1,17948,17948,2026-07-09T08:31:45.042514+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/entry_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,685,685,2026-07-09T08:31:45.042514+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/exit_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,523,523,2026-07-09T10:18:31.646049+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/last_run_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,7324,7324,2026-07-09T10:19:02.133995+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/manifest.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2059,2059,2026-07-09T08:03:33.025543+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/qualify_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,3309,3309,2026-07-09T08:23:39.358383+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,12662626,12662626,2026-07-09T10:19:02.073995+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/stage3_ineligible.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,503761,503761,2026-07-09T10:19:02.116995+09:00,DELETE,,
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/validate_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,1656,1656,2026-07-09T10:19:02.117995+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/comparison.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,5020,5020,2026-07-09T12:27:35.551180+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/comparison_readout.md,file,TERMINATED_EXPERIMENT_DATA,1,1,9518,9518,2026-07-09T12:27:35.552180+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/dry_check.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2651,2651,2026-07-09T08:37:34.869887+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/dry_check_readout.md,file,TERMINATED_EXPERIMENT_DATA,1,1,742,742,2026-07-09T08:37:34.869887+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/entry_signal_replay_readout.md,file,TERMINATED_EXPERIMENT_DATA,1,1,5811,5811,2026-07-09T19:21:05.392741+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/inputs/market_history_with_ce_multifeatures.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,417815,417815,2026-07-09T08:37:34.759888+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/run_all.log,file,ROTATED_OR_FINISHED_LOG,1,1,150050,150050,2026-07-09T12:27:44.916163+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/run_status.json,file,TERMINATED_EXPERIMENT_DATA,1,1,10870,10870,2026-07-09T12:27:35.553180+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/config.json,file,TERMINATED_EXPERIMENT_DATA,1,1,6828,6828,2026-07-09T08:37:34.615888+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/early_cut_log.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,152651,152651,2026-07-09T08:37:33.283890+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/ga_history.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,16856,16856,2026-07-09T08:36:28.261007+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/period_metrics_all.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,415008,415008,2026-07-09T08:37:33.271890+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,19929922,19929922,2026-07-09T08:37:34.614888+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/run.log,file,ROTATED_OR_FINISHED_LOG,1,1,1835,1835,2026-07-09T08:37:34.615888+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2558,2558,2026-07-09T08:37:34.615888+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,19908663,19908663,2026-07-09T08:37:33.959889+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/README.md,file,TERMINATED_EXPERIMENT_DATA,1,1,557,557,2026-07-09T08:37:34.878887+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/entry_rejected_overlap.json,file,TERMINATED_EXPERIMENT_DATA,1,1,5758,5758,2026-07-09T09:31:32.705092+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/entry_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,685,685,2026-07-09T09:31:32.705092+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/exit_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,523,523,2026-07-09T12:26:46.432268+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/last_run_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,7467,7467,2026-07-09T12:27:32.340186+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/manifest.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2059,2059,2026-07-09T08:37:34.879887+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/qualify_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,3450,3450,2026-07-09T09:15:34.162806+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,15932638,15932638,2026-07-09T12:27:32.271186+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/stage3_ineligible.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,523010,523010,2026-07-09T12:27:32.317186+09:00,DELETE,,
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/validate_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,1655,1655,2026-07-09T12:27:32.318186+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/batch_index.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,870,870,2026-06-17T01:58:02.141776+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/batch_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,408,408,2026-06-17T01:58:02.142776+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/logs/AA_stage2.log,file,ROTATED_OR_FINISHED_LOG,1,1,21117,21117,2026-06-17T02:14:57.674959+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/logs/A_stage2.log,file,ROTATED_OR_FINISHED_LOG,1,1,26944,26944,2026-06-17T01:58:01.935777+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/_stage2_done.json,file,TERMINATED_EXPERIMENT_DATA,1,1,729,729,2026-06-17T01:58:02.140776+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/config.json,file,TERMINATED_EXPERIMENT_DATA,1,1,7202,7202,2026-06-17T01:58:01.903777+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/early_cut_log.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,119118,119118,2026-06-17T01:58:00.753779+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/ga_history.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,21420,21420,2026-06-17T01:56:57.443892+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/period_metrics_all.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,423118,423118,2026-06-17T01:58:00.742779+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,18103784,18103784,2026-06-17T01:58:01.902777+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/run.log,file,ROTATED_OR_FINISHED_LOG,1,1,1853,1853,2026-06-17T01:58:01.904777+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2671,2671,2026-06-17T01:58:01.904777+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,18050432,18050432,2026-06-17T01:58:01.339778+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/AA/stage2/config.json,file,TERMINATED_EXPERIMENT_DATA,1,1,4364,4364,2026-06-17T01:58:03.553774+09:00,DELETE,,
exp_batch_stage123_2009_20260616_smoke10/tickers/AA/stage2/run.log,file,ROTATED_OR_FINISHED_LOG,1,1,658,658,2026-06-17T02:12:58.956172+09:00,DELETE,,
exp_batch_stage123_notify_diag_20260616_smoke/batch_index.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,1107,1107,2026-06-17T03:05:54.230503+09:00,DELETE,,
exp_batch_stage123_notify_diag_20260616_smoke/batch_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,754,754,2026-06-17T03:05:54.230503+09:00,DELETE,,
exp_batch_stage123_notify_diag_20260616_smoke/notification_events.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,1251,1251,2026-06-17T03:05:55.504501+09:00,DELETE,,
exp_batch_stage23_dryrun_check/batch_index.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,3202,3202,2026-06-16T05:16:55.384138+09:00,DELETE,,
exp_batch_stage23_dryrun_check/batch_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,400,400,2026-06-16T05:16:55.384138+09:00,DELETE,,
exp_batch_stage23_smoke_3.wrapper.log,file,ROTATED_OR_FINISHED_LOG,1,1,98,98,2026-06-16T07:09:31.283047+09:00,DELETE,,
exp_batch_stage23_smoke_3/batch_index.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,3737,3737,2026-06-16T07:09:31.283047+09:00,DELETE,,
exp_batch_stage23_smoke_3/batch_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,385,385,2026-06-16T07:09:31.283047+09:00,DELETE,,
exp_batch_stage23_smoke_3/logs/CRWD_stage2.log,file,ROTATED_OR_FINISHED_LOG,1,1,28913,28913,2026-06-16T05:51:13.789458+09:00,DELETE,,
exp_batch_stage23_smoke_3/logs/CRWD_stage3.log,file,ROTATED_OR_FINISHED_LOG,1,1,21242,21242,2026-06-16T06:49:32.566193+09:00,DELETE,,
exp_batch_stage23_smoke_3/logs/CW_stage2.log,file,ROTATED_OR_FINISHED_LOG,1,1,19554,19554,2026-06-16T05:28:50.171860+09:00,DELETE,,
exp_batch_stage23_smoke_3/logs/CW_stage3.log,file,ROTATED_OR_FINISHED_LOG,1,1,21157,21157,2026-06-16T06:27:42.648540+09:00,DELETE,,
exp_batch_stage23_smoke_3/logs/WELL_stage2.log,file,ROTATED_OR_FINISHED_LOG,1,1,23538,23538,2026-06-16T06:07:56.334664+09:00,DELETE,,
exp_batch_stage23_smoke_3/logs/WELL_stage3.log,file,ROTATED_OR_FINISHED_LOG,1,1,21169,21169,2026-06-16T07:09:31.126048+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/_stage2_done.json,file,TERMINATED_EXPERIMENT_DATA,1,1,699,699,2026-06-16T05:51:13.974458+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/config.json,file,TERMINATED_EXPERIMENT_DATA,1,1,6792,6792,2026-06-16T05:51:13.747458+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/early_cut_log.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,161911,161911,2026-06-16T05:51:12.227461+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/ga_history.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,23729,23729,2026-06-16T05:50:25.143545+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/period_metrics_all.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,436996,436996,2026-06-16T05:51:12.214461+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,23633895,23633895,2026-06-16T05:51:13.746458+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/run.log,file,ROTATED_OR_FINISHED_LOG,1,1,1830,1830,2026-06-16T05:51:13.748458+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2523,2523,2026-06-16T05:51:13.748458+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,23654153,23654153,2026-06-16T05:51:13.008459+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage3/README.md,file,TERMINATED_EXPERIMENT_DATA,1,1,557,557,2026-06-16T06:27:43.579539+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage3/_stage3_done.json,file,TERMINATED_EXPERIMENT_DATA,1,1,745,745,2026-06-16T06:49:32.718193+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage3/last_run_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,4464,4464,2026-06-16T06:49:32.566193+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage3/manifest.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2065,2065,2026-06-16T06:27:43.580539+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CRWD/stage3/qualify_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,3738,3738,2026-06-16T06:49:32.564193+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/_stage2_done.json,file,TERMINATED_EXPERIMENT_DATA,1,1,687,687,2026-06-16T05:28:50.361860+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/config.json,file,TERMINATED_EXPERIMENT_DATA,1,1,7469,7469,2026-06-16T05:28:50.139860+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/early_cut_log.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,137774,137774,2026-06-16T05:28:49.003862+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/ga_history.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,12576,12576,2026-06-16T05:28:02.985944+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/period_metrics_all.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,415627,415627,2026-06-16T05:28:48.991862+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,17511727,17511727,2026-06-16T05:28:50.138860+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/run.log,file,ROTATED_OR_FINISHED_LOG,1,1,1825,1825,2026-06-16T05:28:50.140860+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,3184,3184,2026-06-16T05:28:50.140860+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage2/trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,17557669,17557669,2026-06-16T05:28:49.592861+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage3/README.md,file,TERMINATED_EXPERIMENT_DATA,1,1,557,557,2026-06-16T06:07:57.334662+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage3/_stage3_done.json,file,TERMINATED_EXPERIMENT_DATA,1,1,735,735,2026-06-16T06:27:42.826540+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage3/last_run_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,4458,4458,2026-06-16T06:27:42.648540+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage3/manifest.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2063,2063,2026-06-16T06:07:57.334662+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/CW/stage3/qualify_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,3736,3736,2026-06-16T06:27:42.646540+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/_stage2_done.json,file,TERMINATED_EXPERIMENT_DATA,1,1,698,698,2026-06-16T06:07:56.559664+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/config.json,file,TERMINATED_EXPERIMENT_DATA,1,1,7114,7114,2026-06-16T06:07:56.306664+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/early_cut_log.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,132483,132483,2026-06-16T06:07:55.368666+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/ga_history.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,17597,17597,2026-06-16T06:06:57.764769+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/period_metrics_all.csv,file,TERMINATED_EXPERIMENT_DATA,1,1,424703,424703,2026-06-16T06:07:55.355666+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/rl_replay_trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,14603360,14603360,2026-06-16T06:07:56.305664+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/run.log,file,ROTATED_OR_FINISHED_LOG,1,1,1835,1835,2026-06-16T06:07:56.306664+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2833,2833,2026-06-16T06:07:56.306664+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage2/trades.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,14634010,14634010,2026-06-16T06:07:55.851665+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage3/README.md,file,TERMINATED_EXPERIMENT_DATA,1,1,557,557,2026-06-16T06:49:33.437191+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage3/_stage3_done.json,file,TERMINATED_EXPERIMENT_DATA,1,1,744,744,2026-06-16T07:09:31.281048+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage3/last_run_summary.json,file,TERMINATED_EXPERIMENT_DATA,1,1,4487,4487,2026-06-16T07:09:31.126048+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage3/manifest.json,file,TERMINATED_EXPERIMENT_DATA,1,1,2065,2065,2026-06-16T06:49:33.437191+09:00,DELETE,,
exp_batch_stage23_smoke_3/tickers/WELL/stage3/qualify_result.json,file,TERMINATED_EXPERIMENT_DATA,1,1,3757,3757,2026-06-16T07:09:31.123048+09:00,DELETE,,
exp_batch_stage23_smoke_3tickers.detached.log,file,ROTATED_OR_FINISHED_LOG,1,1,85,85,2026-06-16T07:35:57.521207+09:00,DELETE,,
exp_batch_stage23_smoke_3tickers.detached2.log,file,ROTATED_OR_FINISHED_LOG,1,1,129,129,2026-06-16T09:19:02.167128+09:00,DELETE,,
exp_batch_stage23_smoke_3tickers.final.log,file,ROTATED_OR_FINISHED_LOG,1,1,308,308,2026-06-16T09:20:17.302994+09:00,DELETE,,
exp_batch_stage23_smoke_3tickers.resume.log,file,ROTATED_OR_FINISHED_LOG,1,1,827,827,2026-06-16T07:20:41.927847+09:00,DELETE,,
exp_batch_stage23_smoke_3tickers.wrapper.log,file,ROTATED_OR_FINISHED_LOG,1,1,0,0,2026-06-16T06:59:04.414169+09:00,DELETE,,
exp_batch_stage23_smoke_3tickers/actual.wrapper.log,file,ROTATED_OR_FINISHED_LOG,1,1,0,0,2026-06-16T07:10:24.128953+09:00,DELETE,,
exp_batch_stage23_smoke_3tickers/batch_index.jsonl,file,TERMINATED_EXPERIMENT_DATA,1,1,2566,2566,2026-06-16T09:21:55.305818+09:00,DELETE,,
