candidate_id,ticker,stage,bucket,rulebook_hash,activity_rule_hash,train_label,train_start,train_end,direction,exit_strategy,max_holding_days,vol_group,is_avg_std20_ann,is_avg_atr14_pct,eligible_days,ma_weight,ma_fired_count,ma_fired_rate,ma_activity_label,ma_validation_state,macd_weight,macd_fired_count,macd_fired_rate,macd_activity_label,macd_validation_state,rsi_weight,rsi_fired_count,rsi_fired_rate,rsi_activity_label,rsi_validation_state,bb_weight,bb_fired_count,bb_fired_rate,bb_activity_label,bb_validation_state,volume_surge_weight,volume_surge_fired_count,volume_surge_fired_rate,volume_surge_activity_label,volume_surge_validation_state,unvalidated_gene,unvalidated_gene_count,unvalidated_components,zero_weight_never_count,zero_weight_never_components,weighted_rare_count,weighted_rare_components,weakly_validated_gene
stage2:AGI:202bb1a936de,AGI,stage2,C_momentum,202bb1a936de413241581e6d7b71aeb6e1a3ec7fb65024a19ac507bf7d5063c0,202bb1a936de413241581e6d7b71aeb6e1a3ec7fb65024a19ac507bf7d5063c0,train_2,2023-07-01,2024-06-30,long,trailing,7,MID_VOL,0.410386872403,3.90022145795,250,0.8237085405988575,95,0.38,ACTIVE,WEIGHTED_ACTIVE,1.436230603333307,9,0.036,ACTIVE,WEIGHTED_ACTIVE,1.5835293875091698,164,0.656,ACTIVE,WEIGHTED_ACTIVE,1.6485637683134897,58,0.232,ACTIVE,WEIGHTED_ACTIVE,0.7063675083342875,0,0.0,NEVER_FIRED,UNVALIDATED_WEIGHTED_NEVER,True,1,volume_surge,0,,0,,True
stage3:AGQ:6d10e70f54ee,AGQ,stage3,B_stable,6d10e70f54ee97861e174e1b5f675409e3cfccc398165ecd2da23767d4377e4d,1e174d1f3e6a9e074946903610fd205c00301d55988ae5c355753a3dd97a3ce7,train_3,2024-07-01,2025-06-30,long,hybrid,21,MID_VOL,0.519341572575,4.39543931817,250,0.0,88,0.352,ACTIVE,ZERO_WEIGHT_ACTIVE,1.4527941644948674,12,0.048,ACTIVE,WEIGHTED_ACTIVE,1.8648141237383151,203,0.812,ACTIVE,WEIGHTED_ACTIVE,1.46144445056663,87,0.348,ACTIVE,WEIGHTED_ACTIVE,0.5740495419864238,0,0.0,NEVER_FIRED,UNVALIDATED_WEIGHTED_NEVER,True,1,volume_surge,0,,0,,True
stage3:AMP:7652abdd1325,AMP,stage3,C_momentum,7652abdd1325c0e3eb90d40b550d85a5ae4dd1f87846349319cdad0e8fc6deaa,a9541dae87cfdc6b6745bb01c982431943e94589f138c90d4f8e43e38c58241e,train_3,2024-07-01,2025-06-30,long,trailing,17,LOW_VOL,0.306825927908,2.83181488934,250,0.6335076478065063,87,0.348,ACTIVE,WEIGHTED_ACTIVE,1.223196074069349,10,0.04,ACTIVE,WEIGHTED_ACTIVE,0.464111335002405,218,0.872,ACTIVE,WEIGHTED_ACTIVE,1.1223856798167948,123,0.492,ACTIVE,WEIGHTED_ACTIVE,1.5174653613483273,0,0.0,NEVER_FIRED,UNVALIDATED_WEIGHTED_NEVER,True,1,volume_surge,0,,0,,True
stage3:BTE:4ba9af200f79,BTE,stage3,watch,4ba9af200f79ddefd8bcd7646a47ad8120f9daaf219d53c4a2ef2f621a9c389b,6130b68206bcfd10dfa26cafb2842fa1e3b15ce69849068572de1373ad89d89f,train_3,2024-07-01,2025-06-30,long,fixed,18,HIGH_VOL,0.548543221067,5.48120502862,250,0.02883830408247301,14,0.056,ACTIVE,WEIGHTED_ACTIVE,0.621499802071671,8,0.032,ACTIVE,WEIGHTED_ACTIVE,1.3243278544454848,242,0.968,ACTIVE,WEIGHTED_ACTIVE,2.0,153,0.612,ACTIVE,WEIGHTED_ACTIVE,0.33136142571666305,0,0.0,NEVER_FIRED,UNVALIDATED_WEIGHTED_NEVER,True,1,volume_surge,0,,0,,True
stage3:CRK:997177aa687b,CRK,stage3,C_momentum,997177aa687bc3ca6063e7891ebdd53daa3ce8aad2c39b429589ee4afc7d40d1,4e92766b394fc2e589629244c23366a10bc97331d08e55e9e213af0084d7d3a6,train_3,2024-07-01,2025-06-30,long,trailing,24,MID_VOL,0.496264446151,4.80085389573,250,1.3411552479369657,126,0.504,ACTIVE,WEIGHTED_ACTIVE,0.5192983572354658,12,0.048,ACTIVE,WEIGHTED_ACTIVE,1.4125020868191713,148,0.592,ACTIVE,WEIGHTED_ACTIVE,2.0,90,0.36,ACTIVE,WEIGHTED_ACTIVE,1.8479672817210988,0,0.0,NEVER_FIRED,UNVALIDATED_WEIGHTED_NEVER,True,1,volume_surge,0,,0,,True
stage2:STM:3ec231118ff2,STM,stage2,B_stable,3ec231118ff27b016aa56d0f8116d276b08a544fa4f72c78756d399a4123bd9b,3ec231118ff27b016aa56d0f8116d276b08a544fa4f72c78756d399a4123bd9b,train_2,2023-07-01,2024-06-30,long,fixed,10,MID_VOL,0.394182045141,3.24200030213,250,1.008666447050298,59,0.236,ACTIVE,WEIGHTED_ACTIVE,2.0,9,0.036,ACTIVE,WEIGHTED_ACTIVE,0.0,242,0.968,ACTIVE,ZERO_WEIGHT_ACTIVE,1.2070950026098568,144,0.576,ACTIVE,WEIGHTED_ACTIVE,0.5929447541396393,0,0.0,NEVER_FIRED,UNVALIDATED_WEIGHTED_NEVER,True,1,volume_surge,0,,0,,True
stage3:AA:9bf08eb287d2,AA,stage3,watch,9bf08eb287d239b107ada40457dfbd4bfa405ace3d7665c26a190231fc73f8d3,c93303e11df1ea1b98f6f26205fd877b4fe9dd8af6fd48166be298b9cf3f0074,train_3,2024-07-01,2025-06-30,long,trailing,16,HIGH_VOL,0.653014168979,6.28501489075,250,1.0347574598982794,63,0.252,ACTIVE,WEIGHTED_ACTIVE,0.5948061361301328,11,0.044,ACTIVE,WEIGHTED_ACTIVE,2.0,210,0.84,ACTIVE,WEIGHTED_ACTIVE,1.094765837445404,21,0.084,ACTIVE,WEIGHTED_ACTIVE,0.9851379369213931,34,0.136,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AAOI:5fa4b9dea9eb,AAOI,stage3,watch,5fa4b9dea9ebb8ebe3e4473351cd2a89de87bbf73f12451c1e10e0124fe416f5,d48098f7182b30def284ce5c80ce6250ea74be722614e4603dffcedd18040f55,train_3,2024-07-01,2025-06-30,long,hybrid,21,HIGH_VOL,0.77390410326,7.24646683516,250,1.183804848515015,83,0.332,ACTIVE,WEIGHTED_ACTIVE,1.9808812641386566,9,0.036,ACTIVE,WEIGHTED_ACTIVE,1.9273289441250836,206,0.824,ACTIVE,WEIGHTED_ACTIVE,2.0,35,0.14,ACTIVE,WEIGHTED_ACTIVE,0.7567319771653545,7,0.028,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AAP:71dcdeb19ec0,AAP,stage3,watch,71dcdeb19ec08f5e2e282a696a42bb43403acec3a52634feafa87d5cd1baca03,a08c81ac09ada1014eff3e62de7cecfe20a25532f497401cc086555da798fb3f,train_3,2024-07-01,2025-06-30,long,hybrid,19,LOW_VOL,0.324600870862,3.02418864482,250,0.8131715557679394,57,0.228,ACTIVE,WEIGHTED_ACTIVE,1.1995169379133412,9,0.036,ACTIVE,WEIGHTED_ACTIVE,1.9581441086859506,194,0.776,ACTIVE,WEIGHTED_ACTIVE,1.473341436619089,97,0.388,ACTIVE,WEIGHTED_ACTIVE,0.7357031808345994,2,0.008,RARELY_ACTIVE,WEIGHTED_RARE,False,0,,0,,1,volume_surge,True
stage3:ABEV:9121d29b2b80,ABEV,stage3,watch,9121d29b2b801282558b83698d60703dbc4cd0f463362d93d2614e2634ce3768,1368b0b5c3788ad8717c358fe37501e17fd1a897dd93f4be3339122a7932aaef,train_3,2024-07-01,2025-06-30,long,trailing,22,LOW_VOL,0.328000532873,2.92034567875,250,1.244892914318915,79,0.316,ACTIVE,WEIGHTED_ACTIVE,1.7940421842418552,7,0.028,ACTIVE,WEIGHTED_ACTIVE,1.7405320415554304,238,0.952,ACTIVE,WEIGHTED_ACTIVE,0.49469123023855116,9,0.036,ACTIVE,WEIGHTED_ACTIVE,1.8317030576078372,49,0.196,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:ACLS:91f65753d85d,ACLS,stage3,watch,91f65753d85d91308c1ad66f8428a1e5da95c9f47ce51221343fad352785e76e,b54cc7f8c8353308733aac1a0da417176c0fe090321324bbbf19a7745374e32d,train_3,2024-07-01,2025-06-30,long,fixed,14,HIGH_VOL,0.602770515215,5.72731200463,250,1.8741010139870204,37,0.148,ACTIVE,WEIGHTED_ACTIVE,1.990889388449658,12,0.048,ACTIVE,WEIGHTED_ACTIVE,1.8602659004918982,228,0.912,ACTIVE,WEIGHTED_ACTIVE,1.0962924993255212,144,0.576,ACTIVE,WEIGHTED_ACTIVE,1.8330327326538534,4,0.016,RARELY_ACTIVE,WEIGHTED_RARE,False,0,,0,,1,volume_surge,True
stage3:ACMR:44c1e02681c4,ACMR,stage3,watch,44c1e02681c44166295eac4acb61328ed3593f66320dbd176b6f4ae94f2569e3,6765f9dd05f462b8e2b6bba16c1b6ed559be819ee888f7a41bc0347ffed6843f,train_3,2024-07-01,2025-06-30,long,hybrid,7,HIGH_VOL,0.773855900765,6.13091556052,250,0.356570651808517,65,0.26,ACTIVE,WEIGHTED_ACTIVE,0.4485142026668524,8,0.032,ACTIVE,WEIGHTED_ACTIVE,1.4149247697866443,243,0.972,ACTIVE,WEIGHTED_ACTIVE,0.0008086295563672075,104,0.416,ACTIVE,WEIGHTED_ACTIVE,0.22462261699374764,6,0.024,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:ADMA:42437a3ee595,ADMA,stage3,watch,42437a3ee595f76c51fc0d43a90378d482476a6410cc742ccce2ba89ca84a626,d6444b4e04bde089f72480a8124249b4f4a5da7982ebb9c2b47b033416dad652,train_3,2024-07-01,2025-06-30,long,trailing,8,HIGH_VOL,0.58251743656,5.37561391148,250,0.11175418898630358,101,0.404,ACTIVE,WEIGHTED_ACTIVE,0.6168006538446207,9,0.036,ACTIVE,WEIGHTED_ACTIVE,2.0,216,0.864,ACTIVE,WEIGHTED_ACTIVE,0.8361665896654029,43,0.172,ACTIVE,WEIGHTED_ACTIVE,0.5537849162587305,8,0.032,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:ADPT:78c31f1ca209,ADPT,stage3,watch,78c31f1ca209349a302d99a57b6ebe0469066d7dc34925c9195fff31e3d0c46e,f6ff2fd2bb60b7ec8d8c612020f38c3f976035077924d2ebaabdd9caf8de202b,train_3,2024-07-01,2025-06-30,long,hybrid,11,HIGH_VOL,0.742363005182,7.22574417546,250,0.9255825383865662,180,0.72,ACTIVE,WEIGHTED_ACTIVE,0.0,14,0.056,ACTIVE,ZERO_WEIGHT_ACTIVE,1.8714031096828134,166,0.664,ACTIVE,WEIGHTED_ACTIVE,1.4532170156729083,89,0.356,ACTIVE,WEIGHTED_ACTIVE,0.8114100257862744,13,0.052,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AEIS:6e26f08a7c6d,AEIS,stage3,B_stable,6e26f08a7c6dd52523d5d7a25ad6e1aede788a208de46e89b0b4b4c0c1ba4d04,a73066f5a8c295079697a27099b5488a5960872f303c72b1749f60d47a7977ac,train_3,2024-07-01,2025-06-30,long,fixed,16,LOW_VOL,0.372817579128,3.57065674324,250,0.4615949684447015,107,0.428,ACTIVE,WEIGHTED_ACTIVE,2.0,13,0.052,ACTIVE,WEIGHTED_ACTIVE,0.44547302358000684,246,0.984,ACTIVE,WEIGHTED_ACTIVE,2.0,113,0.452,ACTIVE,WEIGHTED_ACTIVE,0.6370661188954672,63,0.252,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AES:2bd518bc9a7e,AES,stage3,C_momentum,2bd518bc9a7ec4229b8a2b8fae375c7bb981ca319aa82a1cde880352039582b5,6c86454b0443214050209839774c30a8712e283c46556a517adf83a5b96ddf7d,train_3,2024-07-01,2025-06-30,long,trailing,16,LOW_VOL,0.349644481315,3.2060253607,250,1.2541371061735354,24,0.096,ACTIVE,WEIGHTED_ACTIVE,0.12477109126449935,9,0.036,ACTIVE,WEIGHTED_ACTIVE,1.3891311918276452,187,0.748,ACTIVE,WEIGHTED_ACTIVE,0.21578226646097992,138,0.552,ACTIVE,WEIGHTED_ACTIVE,1.960111671998966,52,0.208,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AEVA:3c4e598fa5c7,AEVA,stage3,watch,3c4e598fa5c70681e651ac58317c55c2272adfb9b35479e2dfc7e2d6ba97fe87,f03175987ab2848753aa7b7beedf37697dd54d569dc0220d84d9111958a54086,train_3,2024-07-01,2025-06-30,long,trailing,16,HIGH_VOL,0.900000296202,8.53247971254,250,2.0,113,0.452,ACTIVE,WEIGHTED_ACTIVE,0.4046634901025066,9,0.036,ACTIVE,WEIGHTED_ACTIVE,0.0,189,0.756,ACTIVE,ZERO_WEIGHT_ACTIVE,0.4154235691832214,9,0.036,ACTIVE,WEIGHTED_ACTIVE,1.6260939786339341,36,0.144,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AGX:35fe3ac7dd2c,AGX,stage3,watch,35fe3ac7dd2cb6ac521f0290de7e54fd800e1be3e51a7d408125c05abc9c6534,2e753d9cf1a220c12bad4935352b88cac652ff20c6fe1032295455bb173bacea,train_3,2024-07-01,2025-06-30,long,hybrid,13,LOW_VOL,0.314163750219,2.84363875201,250,1.9192802344977384,135,0.54,ACTIVE,WEIGHTED_ACTIVE,1.880027925484653,7,0.028,ACTIVE,WEIGHTED_ACTIVE,1.3365122066950186,214,0.856,ACTIVE,WEIGHTED_ACTIVE,2.0,88,0.352,ACTIVE,WEIGHTED_ACTIVE,0.6215482507110546,4,0.016,RARELY_ACTIVE,WEIGHTED_RARE,False,0,,0,,1,volume_surge,True
stage3:AIR:eca20527ca80,AIR,stage3,watch,eca20527ca802b1d08ba9e9ffb366246ba23cbbdfd073f54f9708c75194447a7,ffb5fb74522e1967d8df6d6bfa89ce268354e4fd545b1cb021137024317e7ab3,train_3,2024-07-01,2025-06-30,long,hybrid,13,LOW_VOL,0.344421171277,3.4370767421,250,0.6766586576389215,56,0.224,ACTIVE,WEIGHTED_ACTIVE,0.31667495394406586,5,0.02,ACTIVE,WEIGHTED_ACTIVE,0.989191060098864,194,0.776,ACTIVE,WEIGHTED_ACTIVE,0.14615752912887015,116,0.464,ACTIVE,WEIGHTED_ACTIVE,2.0,31,0.124,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage2:ALGT:402f72d48c3c,ALGT,stage2,A_core,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,train_2,2023-07-01,2024-06-30,long,hybrid,11,MID_VOL,0.433644502134,4.23113428241,250,0.24498537748612076,49,0.196,ACTIVE,WEIGHTED_ACTIVE,0.0,9,0.036,ACTIVE,ZERO_WEIGHT_ACTIVE,0.0,210,0.84,ACTIVE,ZERO_WEIGHT_ACTIVE,1.6615776953532886,21,0.084,ACTIVE,WEIGHTED_ACTIVE,2.0,21,0.084,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:ALGT:aec5dd5b1dc1,ALGT,stage3,watch,aec5dd5b1dc1e1c04f437401820b75ece1de06f379839f0e031904a50df058ae,188d0b86bfd92cede7eaf5e7590b8dc24971318b23bf7f2a3704b2d5e5f6bfc5,train_3,2024-07-01,2025-06-30,long,hybrid,18,MID_VOL,0.464604812063,4.19551725772,250,1.6907802046505243,99,0.396,ACTIVE,WEIGHTED_ACTIVE,1.6616806922262835,10,0.04,ACTIVE,WEIGHTED_ACTIVE,2.0,187,0.748,ACTIVE,WEIGHTED_ACTIVE,0.44360319473454385,54,0.216,ACTIVE,WEIGHTED_ACTIVE,1.7985077572048582,51,0.204,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AMBA:5e057e3cfc2d,AMBA,stage3,watch,5e057e3cfc2df98fbb87ebe52f32c9aafde092b1f0cbcfc81836cdbf4520a41e,0790cc7d3d06a8d6ef2d78e6b1bc2035d211ac9627b556cadc8e012b63b0d912,train_3,2024-07-01,2025-06-30,long,fixed,17,HIGH_VOL,0.603326503351,5.61650458168,250,1.509556420117608,113,0.452,ACTIVE,WEIGHTED_ACTIVE,1.8800122305634281,13,0.052,ACTIVE,WEIGHTED_ACTIVE,0.5718019293361836,214,0.856,ACTIVE,WEIGHTED_ACTIVE,0.5704715159075802,123,0.492,ACTIVE,WEIGHTED_ACTIVE,0.0,52,0.208,ACTIVE,ZERO_WEIGHT_ACTIVE,False,0,,0,,0,,False
stage3:AMD:a01b055a1d13,AMD,stage3,A_core,a01b055a1d13cd34e8a98b2fb8708aa2b4832fc69910fa4f37f01a059d819132,a87d343733cb65604a46247cc27b4ec2e438e1719bc0b30d7e4cdffd4628bf01,train_3,2024-07-01,2025-06-30,long,trailing,18,MID_VOL,0.545098686846,4.83779773822,250,1.3284988687981747,53,0.212,ACTIVE,WEIGHTED_ACTIVE,0.636688953702178,13,0.052,ACTIVE,WEIGHTED_ACTIVE,1.730554764339248,231,0.924,ACTIVE,WEIGHTED_ACTIVE,0.0,130,0.52,ACTIVE,ZERO_WEIGHT_ACTIVE,1.345090111304953,46,0.184,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AMSC:57bf3f342f43,AMSC,stage3,C_momentum,57bf3f342f43a7ac1b583c186ff220b9e158ffc17aaa17bb8ec2cc7aca6b48ac,183341042dbb33f99285d9477fe9a99b6152843d33da6b82b96600c24782b640,train_3,2024-07-01,2025-06-30,long,trailing,17,HIGH_VOL,0.854019644588,7.40278892618,250,2.0,93,0.372,ACTIVE,WEIGHTED_ACTIVE,1.6186513358871235,11,0.044,ACTIVE,WEIGHTED_ACTIVE,0.0,224,0.896,ACTIVE,ZERO_WEIGHT_ACTIVE,0.8429822811333361,25,0.1,ACTIVE,WEIGHTED_ACTIVE,1.5640899847574004,16,0.064,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AMZN:bdc7a3a74814,AMZN,stage3,watch,bdc7a3a74814bd197c199bf2fa62010aeedb7cab703026763705467dbbd4aebe,de120ede44762d7b71a6fcdcd50ab8586a1d4ec05c32c8b47fdb4fe3da027a9d,train_3,2024-07-01,2025-06-30,long,hybrid,24,LOW_VOL,0.380543040948,3.45548720869,250,0.0,107,0.428,ACTIVE,ZERO_WEIGHT_ACTIVE,2.0,11,0.044,ACTIVE,WEIGHTED_ACTIVE,0.0,220,0.88,ACTIVE,ZERO_WEIGHT_ACTIVE,1.590126254710166,152,0.608,ACTIVE,WEIGHTED_ACTIVE,1.1139787392703218,3,0.012,RARELY_ACTIVE,WEIGHTED_RARE,False,0,,0,,1,volume_surge,True
