candidate_id,ticker,stage,bucket,rulebook_hash,activity_rule_hash,train_label,train_start,train_end,direction,exit_strategy,max_holding_days,vol_group,is_avg_std20_ann,is_avg_atr14_pct,eligible_days,ma_weight,ma_fired_count,ma_fired_rate,ma_activity_label,ma_validation_state,macd_weight,macd_fired_count,macd_fired_rate,macd_activity_label,macd_validation_state,rsi_weight,rsi_fired_count,rsi_fired_rate,rsi_activity_label,rsi_validation_state,bb_weight,bb_fired_count,bb_fired_rate,bb_activity_label,bb_validation_state,volume_surge_weight,volume_surge_fired_count,volume_surge_fired_rate,volume_surge_activity_label,volume_surge_validation_state,unvalidated_gene,unvalidated_gene_count,unvalidated_components,zero_weight_never_count,zero_weight_never_components,weighted_rare_count,weighted_rare_components,weakly_validated_gene
stage3:ANET:fe220620802b,ANET,stage3,A_core,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,ab3650137427ab40755294be8d2179f38d872b48135df38f900aaf04f4e36d3f,train_3,2024-07-01,2025-06-30,long,hybrid,19,LOW_VOL,0.383162939203,3.30061176225,250,1.3148495229628994,121,0.484,ACTIVE,WEIGHTED_ACTIVE,2.0,11,0.044,ACTIVE,WEIGHTED_ACTIVE,1.7102475423577514,195,0.78,ACTIVE,WEIGHTED_ACTIVE,1.3451122782253935,40,0.16,ACTIVE,WEIGHTED_ACTIVE,0.2530485421711657,5,0.02,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:APA:692dd6626ba8,APA,stage3,watch,692dd6626ba887b8f1870548b9e2adf338b24f72dd1973fb4a070be041f81d25,9d073942b1657fc2aee4988c46ba5167b63472dcb842422e1d7a9725499b7f4e,train_3,2024-07-01,2025-06-30,long,hybrid,23,MID_VOL,0.524059818736,5.00187133188,250,0.5596270493022478,32,0.128,ACTIVE,WEIGHTED_ACTIVE,0.5023918648763672,8,0.032,ACTIVE,WEIGHTED_ACTIVE,0.0,211,0.844,ACTIVE,ZERO_WEIGHT_ACTIVE,0.8486316401258768,60,0.24,ACTIVE,WEIGHTED_ACTIVE,0.12404462706508212,21,0.084,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:APH:c7885deba35c,APH,stage3,B_stable,c7885deba35cae43987baff9a497a3ecf1064d3396679bf09cac2b78ee691ff8,8fc743e6415692223982dd0e0137108b5ef6baa9c92bf4f9bc9bbcf7ba350124,train_3,2024-07-01,2025-06-30,long,trailing,21,LOW_VOL,0.220195440154,1.94124237891,250,1.8426397504115246,98,0.392,ACTIVE,WEIGHTED_ACTIVE,1.5174889965302576,10,0.04,ACTIVE,WEIGHTED_ACTIVE,0.2714483100181373,216,0.864,ACTIVE,WEIGHTED_ACTIVE,0.179914806581145,27,0.108,ACTIVE,WEIGHTED_ACTIVE,1.0526229450097926,18,0.072,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:ARKG:50b05b8de94f,ARKG,stage3,watch,50b05b8de94fb41aa249a5dfba005c5bd54a4c3524896d1729f852013aa4b4ac,280cb98d74b7624765c2258aabfcb1c74fba82b0ddbd1394ef0a7355362433e8,train_3,2024-07-01,2025-06-30,long,hybrid,12,MID_VOL,0.420261570022,4.0073936001,250,0.05209056222461914,73,0.292,ACTIVE,WEIGHTED_ACTIVE,0.7392340192505518,14,0.056,ACTIVE,WEIGHTED_ACTIVE,1.2137044380779494,249,0.996,ACTIVE,WEIGHTED_ACTIVE,1.9494507135795942,157,0.628,ACTIVE,WEIGHTED_ACTIVE,0.8964414342738928,66,0.264,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:ARKK:94bceb67f6a4,ARKK,stage3,C_momentum,94bceb67f6a4c96d3eecdc0e6a62467d1ecea4bc95b0d17e9912a0f62264eba4,dbeecda516b46832bde65d6e78a4e942e79a005284c3525c059deb5484864e8b,train_3,2024-07-01,2025-06-30,long,trailing,17,MID_VOL,0.44944920775,4.19041236216,250,2.0,128,0.512,ACTIVE,WEIGHTED_ACTIVE,0.24639671365320087,11,0.044,ACTIVE,WEIGHTED_ACTIVE,1.660772874723625,196,0.784,ACTIVE,WEIGHTED_ACTIVE,1.5700625239499224,56,0.224,ACTIVE,WEIGHTED_ACTIVE,0.0,1,0.004,RARELY_ACTIVE,ZERO_WEIGHT_RARE,False,0,,0,,0,,False
stage3:ARKW:296c057b4ef7,ARKW,stage3,watch,296c057b4ef7c871885ce2ca488d5cca885669a1f7491153ed7169ce7748cebf,d9e4307547f2072abb15d373db7e5afec07a23a5862a3ea79cf0aeafcdba0a92,train_3,2024-07-01,2025-06-30,long,trailing,24,MID_VOL,0.437406885247,3.98939016745,250,1.815566302432616,145,0.58,ACTIVE,WEIGHTED_ACTIVE,1.7245008731466913,11,0.044,ACTIVE,WEIGHTED_ACTIVE,0.6483174152911002,217,0.868,ACTIVE,WEIGHTED_ACTIVE,0.6927755178049768,107,0.428,ACTIVE,WEIGHTED_ACTIVE,0.37729007024456673,63,0.252,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AVAV:3d66945d7c65,AVAV,stage3,C_momentum,3d66945d7c6598899e8bb157f179da187f6940e08ebbf1ca5538c38185541b6b,ba1148b3ea806b90108f28ebe73d42b2890e25b61a511d83216298a0f5889d73,train_3,2024-07-01,2025-06-30,long,trailing,20,MID_VOL,0.50581832474,4.30480317899,250,1.0233633029419185,83,0.332,ACTIVE,WEIGHTED_ACTIVE,1.540939342991623,8,0.032,ACTIVE,WEIGHTED_ACTIVE,1.1541603691123419,205,0.82,ACTIVE,WEIGHTED_ACTIVE,0.27544495086267123,37,0.148,ACTIVE,WEIGHTED_ACTIVE,1.1903529850285746,14,0.056,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AVGO:e4fd3cee2402,AVGO,stage3,C_momentum,e4fd3cee240201480d47fc97c735bba8ed9c01a780bcecc005fb411733ea3f1f,9b989d1addecf0c46ce0c064a647d8f322845ce6994b9ee160872e142c9376be,train_3,2024-07-01,2025-06-30,long,trailing,18,LOW_VOL,0.378864092663,3.06594771735,250,1.3374154813194024,104,0.416,ACTIVE,WEIGHTED_ACTIVE,1.0502204493151694,9,0.036,ACTIVE,WEIGHTED_ACTIVE,1.3182735362210907,168,0.672,ACTIVE,WEIGHTED_ACTIVE,0.0,49,0.196,ACTIVE,ZERO_WEIGHT_ACTIVE,0.9756512268750763,5,0.02,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AX:6ec8dba59cc1,AX,stage3,B_stable,6ec8dba59cc1306cf597df5864fc84f1bf270a5e7ad1e27078b09c8caf8bef42,7aa0d0c8e0e4f3be13fcf95cd93f6be0dd613e97d32c162b0800ce00cda739ff,train_3,2024-07-01,2025-06-30,long,trailing,10,MID_VOL,0.412265875578,3.75388404355,250,1.4244724470052772,79,0.316,ACTIVE,WEIGHTED_ACTIVE,1.3427859459001847,7,0.028,ACTIVE,WEIGHTED_ACTIVE,1.0994638942065156,178,0.712,ACTIVE,WEIGHTED_ACTIVE,1.4444954224844335,125,0.5,ACTIVE,WEIGHTED_ACTIVE,0.6851866203841193,1,0.004,RARELY_ACTIVE,WEIGHTED_RARE,False,0,,0,,1,volume_surge,True
stage3:AXON:25b116de3cd4,AXON,stage3,C_momentum,25b116de3cd4bc0afe12a7c11b2e28f76054304502559bc8e52c3ef4f5f175cf,287e911cd22b3cba112cb047476f5bab054a3dccb0b13613d39d0ea2185cfe84,train_3,2024-07-01,2025-06-30,long,trailing,21,MID_VOL,0.447498255081,4.08200997367,250,1.4727819310343055,139,0.556,ACTIVE,WEIGHTED_ACTIVE,2.0,9,0.036,ACTIVE,WEIGHTED_ACTIVE,0.6885145295975283,113,0.452,ACTIVE,WEIGHTED_ACTIVE,2.0,136,0.544,ACTIVE,WEIGHTED_ACTIVE,0.7964774279819147,59,0.236,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
stage3:AZZ:abfc9c937b7e,AZZ,stage3,B_stable,abfc9c937b7efb3974115b1923fe95f786862a2e031a1f6b61e0bfc00ce2194d,2faa0e26daa64cadb7bb25343bd83f4680614bf55f57bee4490d75552c3594dd,train_3,2024-07-01,2025-06-30,long,fixed,16,LOW_VOL,0.384110715571,3.29037160359,250,0.03341670330692739,71,0.284,ACTIVE,WEIGHTED_ACTIVE,0.8503390621441901,9,0.036,ACTIVE,WEIGHTED_ACTIVE,1.330135197312074,247,0.988,ACTIVE,WEIGHTED_ACTIVE,1.5770047330571504,81,0.324,ACTIVE,WEIGHTED_ACTIVE,0.502324402082831,32,0.128,ACTIVE,WEIGHTED_ACTIVE,False,0,,0,,0,,False
