candidate_id,stage,ticker,rulebook_hash,source_file,source_row_index,signal_threshold,weight_ma_align,weight_macd_golden,weight_rsi_zone,weight_bb_near_lower,weight_volume_surge,static_positive_core_weight_sum,static_weight_top2_components,static_weight_top2_share_pct,static_weight_metric_is_ce_equivalent,origin_has_realized_final_score,origin_has_realized_components,origin_has_market_sector_vix_context,origin_has_news_topic_event_context,dynamic_snapshot_source,snapshot_final_score,snapshot_should_buy,ratio_exact,top2_exact_pct,top2_exact_components,active_component_ma_align,active_component_macd,active_component_rsi,active_component_bb,active_component_volume,ce_status,ce_fail,unjudged_reason,static_core_weight_sum_to_threshold,static_ratio_metric_is_ce_equivalent,exact_ratio_calculable,exact_top2_calculable,dynamic_inputs_required
stage3:ANET:fe220620802b,stage3,ANET,fe220620802b432f760bf18cb42e27465bdf78361ea803a0d00692c80848932b,exp_batch_stage123_2009_20260616_full/tickers/ANET/stage3/final_rulebooks.jsonl,9,2.639090277958454,1.3148495229628994,2.0,1.7102475423577514,1.3451122782253937,0.2530485421711657,6.6232578857172095,macd+rsi,56.01846714075186,False,False,False,False,False,LIVE93_DYNAMIC_SNAPSHOT,3.025097,True,1.1462651898950018,100.0,rsi+ma_align,1.31485,0.0,1.710248,0.0,0.0,FAIL,True,,2.509674618194883,False,True,True,ASOF_OHLCV_INDICATOR_ACTIVATION|MARKET_SCORE|SECTOR_SCORE|VIX|NEWS_SENTIMENT|TOPIC_FEATURES|EVENT_FLAGS
stage3:BB:f1bdfe7f8ad9,stage3,BB,f1bdfe7f8ad9eab0337862d4166754166c299876cca58096ada5fa0845c76024,exp_batch_stage123_2009_20260616_full/tickers/BB/stage3/final_rulebooks.jsonl,7,2.791951174195162,1.5405218465937318,1.5986702627829987,1.7503816211833794,0.3609789460123143,1.16162064645687,6.412173323029294,rsi+macd,52.22959073701692,False,False,False,False,False,LIVE93_DYNAMIC_SNAPSHOT,3.290903,True,1.1787108727911055,100.0,rsi+ma_align,1.540522,0.0,1.750382,0.0,0.0,FAIL,True,,2.2966638465222218,False,True,True,ASOF_OHLCV_INDICATOR_ACTIVATION|MARKET_SCORE|SECTOR_SCORE|VIX|NEWS_SENTIMENT|TOPIC_FEATURES|EVENT_FLAGS
stage3:BOIL:9044dc2c67a3,stage3,BOIL,9044dc2c67a3d3bc0c5d93cece5f266c162c4f0ecf3ed5bc8ded1edbafb4bd67,exp_batch_stage123_2009_20260616_full/tickers/BOIL/stage3/final_rulebooks.jsonl,41,2.1831729583782757,0.5213402041919708,0.977348669980528,0.5159960468974569,2.0,0.0,4.014684921069955,bb+macd,74.16145297865701,False,False,False,False,False,LIVE93_DYNAMIC_SNAPSHOT,2.709283,True,1.2409841089093718,100.0,bb+rsi,0.0,0.0,0.515996,2.0,0.0,FAIL,True,,1.8389220632579564,False,True,True,ASOF_OHLCV_INDICATOR_ACTIVATION|MARKET_SCORE|SECTOR_SCORE|VIX|NEWS_SENTIMENT|TOPIC_FEATURES|EVENT_FLAGS
stage3:BTE:4ba9af200f79,stage3,BTE,4ba9af200f79ddefd8bcd7646a47ad8120f9daaf219d53c4a2ef2f621a9c389b,exp_batch_stage123_2009_20260616_full/tickers/BTE/stage3/final_rulebooks.jsonl,1,3.3569834412923814,0.028838304082473,0.621499802071671,1.3243278544454848,2.0,0.331361425716663,4.306027386316292,bb+rsi,77.20173506117366,False,False,False,False,False,LIVE93_DYNAMIC_SNAPSHOT,3.408128,True,1.0152354063157305,100.0,bb+rsi,0.0,0.0,1.324328,2.0,0.0,FAIL,True,,1.2827073655920522,False,True,True,ASOF_OHLCV_INDICATOR_ACTIVATION|MARKET_SCORE|SECTOR_SCORE|VIX|NEWS_SENTIMENT|TOPIC_FEATURES|EVENT_FLAGS
stage3:CDE:ceb9fe0512dc,stage3,CDE,ceb9fe0512dc780e9aed7e8625bd67d935f1376a5a1bc01b97e146ce6142d000,exp_batch_stage123_2009_20260616_full/tickers/CDE/stage3/final_rulebooks.jsonl,19,2.707639145187531,0.0516322166209375,0.2065625375335662,1.5504407287912176,1.708622714209994,0.4898398020557082,4.007097999211424,bb+rsi,81.33226199215937,False,False,False,False,False,LIVE93_DYNAMIC_SNAPSHOT,3.259063,True,1.203654918547118,100.0,bb+rsi,0.0,0.0,1.550441,1.708623,0.0,FAIL,True,,1.4799232040700507,False,True,True,ASOF_OHLCV_INDICATOR_ACTIVATION|MARKET_SCORE|SECTOR_SCORE|VIX|NEWS_SENTIMENT|TOPIC_FEATURES|EVENT_FLAGS
stage3:CE:998b0b638c66,stage3,CE,998b0b638c6649fe10d3dff0fc74f890d9891ef9caa7ed61a2bae1e340288b78,exp_batch_stage123_2009_20260616_full/tickers/CE/stage3/final_rulebooks.jsonl,17,2.6541866643896674,1.2272413237358344,1.167787881408684,1.725077524288451,0.8477763470822091,0.0887692459381948,5.056652322453373,rsi+ma_align,58.38484949647255,False,False,False,False,False,LIVE93_DYNAMIC_SNAPSHOT,2.678767,True,1.0092608395715903,100.0,rsi+bb,0.0,0.0,1.725078,0.847776,0.0,FAIL,True,,1.9051607749736603,False,True,True,ASOF_OHLCV_INDICATOR_ACTIVATION|MARKET_SCORE|SECTOR_SCORE|VIX|NEWS_SENTIMENT|TOPIC_FEATURES|EVENT_FLAGS
stage3:CWK:2970595abcd4,stage3,CWK,2970595abcd4eddc71f1c3f3dfddb5d2b6ec3bc45ef236cfd69055a8d9d214b9,exp_batch_stage123_2009_20260616_full/tickers/CWK/stage3/final_rulebooks.jsonl,3,2.4826095044551924,0.6632350388902285,0.0,1.2780295831994168,1.5214033124548558,0.0,3.462667934544501,bb+rsi,80.84612641386664,False,False,False,False,False,LIVE93_DYNAMIC_SNAPSHOT,3.07281,True,1.237733675446405,100.0,bb+rsi,0.0,0.0,1.27803,1.521403,0.0,FAIL,True,,1.3947694666964479,False,True,True,ASOF_OHLCV_INDICATOR_ACTIVATION|MARKET_SCORE|SECTOR_SCORE|VIX|NEWS_SENTIMENT|TOPIC_FEATURES|EVENT_FLAGS
