candidate_id,stage,ticker,ma_weight,macd_weight,rsi_weight,bb_weight,volume_weight,active_exact_count,active_material_count,positive_weight_sum,top1_weight_share_pct,top2_weight_share_pct,top1_indicator,top2_indicators,cut_ACTIVE_EXACT_LE2,cut_ACTIVE_MATERIAL_LE2,cut_TOP2_GE80,cut_TOP2_GE90,cut_ACTIVE_EXACT_LE3_AND_TOP2_GE80,cut_ACTIVE_EXACT_LE3_AND_TOP2_GE90,cut_ACTIVE_MATERIAL_LE2_AND_TOP2_GE80,cut_ACTIVE_MATERIAL_LE2_AND_TOP2_GE90,is_discovery_trade_n,is_discovery_avg_pnl_pct,is_discovery_win_rate_pct,internal_holdout_trade_n,internal_holdout_avg_pnl_pct,internal_holdout_win_rate_pct,frozen_trade_n,frozen_avg_pnl_pct,frozen_win_rate_pct,frozen_worst_mae_pct,existing_static_survivor
stage3:ANET:fe220620802b,stage3,ANET,1.3148495229628994,2.0,1.7102475423577514,1.3451122782253937,0.2530485421711657,5,5,6.6232578857172095,30.19661976793807,56.01846714075186,macd,macd+rsi,False,False,False,False,False,False,False,False,59,2.457836013270303,72.88135593220339,22,0.2465231755886973,72.72727272727273,184.0,1.7763829376846556,61.41304347826087,-20.7999989685,False
stage3:BB:f1bdfe7f8ad9,stage3,BB,1.5405218465937318,1.5986702627829987,1.7503816211833794,0.3609789460123143,1.16162064645687,5,5,6.412173323029293,27.297790203157664,52.22959073701693,rsi,rsi+macd,False,False,False,False,False,False,False,False,34,0.014253042304295823,47.05882352941176,12,5.64718489890648,50.0,127.0,8.603776344007564,64.56692913385827,-19.6180567628,False
