rank,ticker,shares,entry_price,current_price,pnl_pct,rulebook_source,candidate_id,atr,exit_strategy,stop_price,target_price,trailing_stop,trailing_distance,active_stop_for_risk,distance_to_active_stop_abs,distance_to_active_stop_pct,danger,pending_state,pending_order_id
1,ALGT,1.311074,114.7824,113.30999755859375,-1.2827771865775988,pending_metadata,stage3:ALGT:aec5dd5b1dc1,6.386689045625623,hybrid,107.17358206101491,150.02445758383828,95.62233286312312,19.16006713687687,107.17358206101491,6.136415497578838,5.4155993555693405,OK,OPEN,e4390c0a-4f09-4e9a-83d8-e7d1dc181e57
2,BCS,3.663004,27.3167,27.307600021362305,-0.03331287687640228,pending_metadata,stage3:BCS:5e7da5a74b01,0.6898167819891539,trailing,25.2664620131516,30.32619476501381,25.486774489774948,1.8299255102250536,25.486774489774948,1.8208255315873565,6.6678343397550615,OK,OPEN,a38ed4d4-e757-4123-baab-852033a371a0
3,ADPT,4.564126,21.9,21.8700008392334,-0.13698246925388194,pending_metadata,stage3:ADPT:78c31f1ca209,1.1674503577623427,hybrid,20.07058388399639,28.552774776768292,18.96446449847697,2.9355355015230282,20.07058388399639,1.7994169552370067,8.22778640231676,OK,OPEN,6490cec4-71b1-40f9-97be-f93c15506392
4,CDE,6.197707,16.1268,16.10740089416504,-0.12029110446561188,pending_metadata,stage3:CDE:ceb9fe0512dc,1.097870489785203,trailing,14.736163242111665,19.940390108903877,12.959318105424263,3.1674818945757375,14.736163242111665,1.3712376520533738,8.513090728064695,OK,OPEN,66287d60-d458-45b4-bc85-da241bdd7c28
5,ANET,0.162162,184.936,184.8350067138672,-0.05460985753602302,pending_metadata,stage3:ANET:fe220620802b,10.149329321621503,hybrid,155.19435143136425,214.6061544421652,167.68762856081423,17.24837143918576,167.68762856081423,17.147378153052955,9.2771269133005,OK,OPEN,2f56bd0c-6d65-48b2-abdb-d49cb8a02272
6,BB,8.695652,11.4999,11.4350004196167,-0.5643490846294403,pending_metadata,stage3:BB:f1bdfe7f8ad9,0.9089119289579112,fixed,9.006062975448696,16.953371573747468,10.041120512259203,1.4587794877407962,9.006062975448696,2.428937444168003,21.241253651387456,OK,OPEN,ca13571d-fd69-4ab8-ab14-35e8b22f9f20
