stage,label,stage_dir,row_found,rulebook_hash,sector_name,use_market_entry_adjustment,sector_strength_weight,signal_threshold,stop_loss_atr,trailing_atr,max_holding_days,win_rate,expectancy,MDD,trade_count,MAE_distribution,MFE_distribution
stage2,old,/home/g3000kkw/kingmaker/exp_batch_stage123_2009_20260616_full/tickers/CE/stage2,True,f5b4bc76f5dbe3c9559c9bac9d8d61c7f3bcc348fb3db74595b948e2e2298a81,tech,False,0.7395721693608839,2.563611845834524,1.0652314199714366,3.0,22,,,,,"{""count"": 5942, ""max"": -0.012362816119377087, ""mean"": -4.742969172119325, ""median"": -3.3767796246731785, ""min"": -32.110713198416896, ""p10"": -10.401251622501958, ""p90"": -0.34940794038632333}","{""count"": 5657, ""max"": 27.36566320904187, ""mean"": 5.070751693313321, ""median"": 4.783513703140395, ""min"": 0.07157107658551091, ""p10"": 0.9176126698590364, ""p90"": 9.678037324584974}"
stage2,new_materials,/home/g3000kkw/kingmaker/exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2,True,81cfbc6b444ab753209eee5889aaf4665ac1ecaa71d8ea6bdd0799830b0f6c09,materials,False,-0.14607800639599866,3.1384953547016305,1.4826903947600663,2.3885061843390467,30,,,,,"{""count"": 4735, ""max"": -0.012362816119377087, ""mean"": -4.129877302091678, ""median"": -3.3711516356086566, ""min"": -17.694578767495862, ""p10"": -9.375831406731361, ""p90"": -0.7086695242160024}","{""count"": 4492, ""max"": 18.295581935536365, ""mean"": 4.379397498002509, ""median"": 4.209758667753268, ""min"": 0.12355416343484343, ""p10"": 0.8416026586608462, ""p90"": 7.433813834998411}"
stage3,old,/home/g3000kkw/kingmaker/exp_batch_stage123_2009_20260616_full/tickers/CE/stage3,True,12fbd9799087bfe58a32393885cb0882cb29d72c2bac0f912b9782df4688eab1,tech,False,-0.9225032985981738,3.4032056095181815,1.822337886543205,1.4707344742120305,22,62.5,5.706243224828521,-5.594310237552785,8,"{""count"": 3749, ""max"": -0.012362816119377087, ""mean"": -5.253368518122301, ""median"": -4.976045069577566, ""min"": -20.966099884550452, ""p10"": -10.431050824167514, ""p90"": -0.8674579799340791}","{""count"": 3463, ""max"": 23.401906758030396, ""mean"": 6.3517663566679, ""median"": 5.917598424332865, ""min"": 0.06020961081885662, ""p10"": 1.035281560020101, ""p90"": 11.658206269004303}"
stage3,new_materials,/home/g3000kkw/kingmaker/exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3,True,e524fb7e4f8ccf210f2170b4bc47f6d0dd6dfcd79c678690cbc1cf38ee2a338e,materials,False,-0.9139515340986065,2.9803387829516486,1.4493545222984063,1.4278271787544827,26,66.66666666666666,7.606588528112571,-4.421969198482005,9,"{""count"": 3888, ""max"": -0.012362816119377087, ""mean"": -4.473160296451777, ""median"": -3.7969677138435487, ""min"": -18.918444741710626, ""p10"": -9.224805231122843, ""p90"": -0.5621920328852114}","{""count"": 3716, ""max"": 37.180932718029936, ""mean"": 5.983060340561074, ""median"": 5.126259458523006, ""min"": 0.06020961081885662, ""p10"": 0.9848693754061648, ""p90"": 11.971970872667544}"
