date,scenario,equity,active_count,accepted_today,skipped_today,daily_return
2025-05-14,EQ_ignored_all_signals,1.30194104702,20,1,22,-0.0184459631284
2025-05-15,EQ_ignored_all_signals,1.25839818053,20,1,21,-0.0334445761504
2025-05-16,EQ_ignored_all_signals,1.29537857021,20,0,18,0.0293868747177
2025-05-19,EQ_ignored_all_signals,1.27486817232,20,3,18,-0.0158335164433
2025-05-20,EQ_ignored_all_signals,1.26349016472,20,3,22,-0.0089248503064
2025-05-21,EQ_ignored_all_signals,1.28228617712,20,1,24,0.0148762633259
2025-05-22,EQ_ignored_all_signals,1.29762060065,20,1,30,0.0119586593093
2025-05-23,EQ_ignored_all_signals,1.3092245254,20,2,40,0.0089424634187
2025-05-27,EQ_ignored_all_signals,1.3349501318,20,0,40,0.019649499303
2025-05-28,EQ_ignored_all_signals,1.30730712663,20,3,30,-0.020707144418
2025-05-29,EQ_ignored_all_signals,1.3117301466,20,0,34,0.00338330594473
2025-05-30,EQ_ignored_all_signals,1.28822451664,20,2,35,-0.0179195622103
2025-06-02,EQ_ignored_all_signals,1.3073603406,20,5,35,0.0148544168465
2025-06-03,EQ_ignored_all_signals,1.3218425603,20,3,34,0.0110774506874
2025-06-04,EQ_ignored_all_signals,1.33505351231,20,3,36,0.00999434607973
2025-06-05,EQ_ignored_all_signals,1.34079566159,20,0,37,0.0043010630114
2025-06-06,EQ_ignored_all_signals,1.39000161097,20,1,32,0.0366990666693
2025-06-09,EQ_ignored_all_signals,1.38735518806,20,1,28,-0.00190389916608
2025-06-10,EQ_ignored_all_signals,1.37619149669,20,0,35,-0.00804674352081
2025-06-11,EQ_ignored_all_signals,1.37745516028,20,1,36,0.000918232380389
2025-06-12,EQ_ignored_all_signals,1.36406464428,20,1,39,-0.00972119920015
2025-06-13,EQ_ignored_all_signals,1.35915446933,20,0,35,-0.00359966441041
2025-06-16,EQ_ignored_all_signals,1.36923296334,20,1,43,0.00741526753261
2025-06-17,EQ_ignored_all_signals,1.36426950309,20,1,36,-0.00362499324959
2025-06-18,EQ_ignored_all_signals,1.39625516756,20,4,38,0.0234452682594
2025-06-20,EQ_ignored_all_signals,1.38168398921,20,3,42,-0.0104358993233
2025-06-23,EQ_ignored_all_signals,1.39452767528,20,0,48,0.00929567554838
2025-06-24,EQ_ignored_all_signals,1.42986015168,20,0,39,0.0253365186106
2025-06-25,EQ_ignored_all_signals,1.43542714942,20,0,39,0.0038933861734
2025-06-26,EQ_ignored_all_signals,1.45234241759,20,2,33,0.0117841355958
2025-06-27,EQ_ignored_all_signals,1.4416242668,20,1,28,-0.00737990618564
2025-06-30,EQ_ignored_all_signals,1.46604361985,20,3,34,0.016938777747
2025-07-01,EQ_ignored_all_signals,1.46183701621,20,1,36,-0.00286935776063
2025-07-02,EQ_ignored_all_signals,1.53120387338,20,2,40,0.0474518406624
2025-07-03,EQ_ignored_all_signals,1.53985002666,20,4,36,0.00564663754322
2025-07-07,EQ_ignored_all_signals,1.50746074524,20,0,39,-0.0210340493271
2025-07-08,EQ_ignored_all_signals,1.50450016402,20,4,33,-0.00196395244364
2025-07-09,EQ_ignored_all_signals,1.53017084674,20,2,37,0.0170625988134
2025-07-10,EQ_ignored_all_signals,1.56297025603,20,1,31,0.0214351288697
2025-07-11,EQ_ignored_all_signals,1.5450216905,20,0,27,-0.0114836257829
2025-07-14,EQ_ignored_all_signals,1.55047012161,20,1,26,0.00352644312019
2025-07-15,EQ_ignored_all_signals,1.52554277841,20,1,26,-0.016077280594
2025-07-16,EQ_ignored_all_signals,1.52784983369,20,4,20,0.00151228487952
2025-07-17,EQ_ignored_all_signals,1.54432713937,20,5,27,0.0107846368905
2025-07-18,EQ_ignored_all_signals,1.54077308501,20,2,26,-0.00230136106827
2025-07-21,EQ_ignored_all_signals,1.5409898447,20,2,24,0.000140682422346
2025-07-22,EQ_ignored_all_signals,1.56381170851,20,0,30,0.0148098729442
2025-07-23,EQ_ignored_all_signals,1.60531407011,20,1,34,0.0265392319121
2025-07-24,EQ_ignored_all_signals,1.5789812744,20,0,29,-0.0164035164238
2025-07-25,EQ_ignored_all_signals,1.58057509645,20,1,34,0.00100939895564
2025-07-28,EQ_ignored_all_signals,1.56212721308,20,3,26,-0.0116716272485
2025-07-29,EQ_ignored_all_signals,1.53393639637,20,2,25,-0.0180464282777
2025-07-30,EQ_ignored_all_signals,1.50758665373,20,7,26,-0.0171778586788
2025-07-31,EQ_ignored_all_signals,1.48327291894,20,3,34,-0.0161275869166
2025-08-01,EQ_ignored_all_signals,1.46879432367,20,5,31,-0.00976124830792
2025-08-04,EQ_ignored_all_signals,1.51368875453,20,2,29,0.0305654986086
2025-08-05,EQ_ignored_all_signals,1.53012452489,20,2,30,0.0108580910826
2025-08-06,EQ_ignored_all_signals,1.54409051513,20,2,31,0.00912735532889
2025-08-07,EQ_ignored_all_signals,1.54622680685,20,4,28,0.0013835275172
2025-08-08,EQ_ignored_all_signals,1.55063455388,20,2,24,0.00285064714588
2025-08-11,EQ_ignored_all_signals,1.5447224881,20,1,29,-0.00381267511796
2025-08-12,EQ_ignored_all_signals,1.58163879804,20,2,25,0.02389834435
2025-08-13,EQ_ignored_all_signals,1.61907994107,20,1,24,0.0236723726474
2025-08-14,EQ_ignored_all_signals,1.61721319453,20,0,29,-0.0011529674882
2025-08-15,EQ_ignored_all_signals,1.60844081202,20,2,28,-0.00542438223194
2025-08-18,EQ_ignored_all_signals,1.59723367339,20,0,29,-0.0069677034699
2025-08-19,EQ_ignored_all_signals,1.58217156327,20,0,31,-0.00943012307434
2025-08-20,EQ_ignored_all_signals,1.56919746036,20,0,27,-0.00820018714223
2025-08-21,EQ_ignored_all_signals,1.57306466131,20,3,29,0.00246444507343
2025-08-22,EQ_ignored_all_signals,1.62438798446,20,1,25,0.0326263277086
2025-08-25,EQ_ignored_all_signals,1.6123090357,20,5,22,-0.00743599981825
2025-08-26,EQ_ignored_all_signals,1.62584370414,20,2,27,0.00839458697945
2025-08-27,EQ_ignored_all_signals,1.62784230911,20,1,26,0.00122927250766
2025-08-28,EQ_ignored_all_signals,1.63406141462,20,1,29,0.00382045943772
2025-08-29,EQ_ignored_all_signals,1.65026458725,20,1,28,0.0099158896281
2025-09-02,EQ_ignored_all_signals,1.64668966656,20,4,27,-0.00216627122368
2025-09-03,EQ_ignored_all_signals,1.64228396934,20,3,32,-0.00267548726085
2025-09-04,EQ_ignored_all_signals,1.67047642154,20,0,29,0.0171666123067
2025-09-05,EQ_ignored_all_signals,1.69940116258,20,1,28,0.0173152644801
2025-09-08,EQ_ignored_all_signals,1.69479700867,20,2,24,-0.0027092801985
2025-09-09,EQ_ignored_all_signals,1.6932387333,20,1,26,-0.000919446610667
2025-09-10,EQ_ignored_all_signals,1.68283318897,20,4,29,-0.00614534981119
2025-09-11,EQ_ignored_all_signals,1.76164908429,20,1,33,0.0468352394246
2025-09-12,EQ_ignored_all_signals,1.74453809028,20,4,27,-0.00971305474925
2025-09-15,EQ_ignored_all_signals,1.76736342659,20,1,33,0.0130838853206
2025-09-16,EQ_ignored_all_signals,1.7654260281,20,1,26,-0.00109620831812
2025-09-17,EQ_ignored_all_signals,1.76885164082,20,2,23,0.00194038869951
2025-09-18,EQ_ignored_all_signals,1.83567074374,20,3,26,0.0377754139365
2025-09-19,EQ_ignored_all_signals,1.82766160508,20,4,23,-0.0043630584022
2025-09-22,EQ_ignored_all_signals,1.88665600853,20,4,36,0.0322786249311
2025-09-23,EQ_ignored_all_signals,1.8853117057,20,1,28,-0.000712532028093
2025-09-24,EQ_ignored_all_signals,1.86471156244,20,1,29,-0.0109266511193
2025-09-25,EQ_ignored_all_signals,1.82409926836,20,3,27,-0.0217793973624
2025-09-26,EQ_ignored_all_signals,1.83283479877,20,7,27,0.00478895560191
2025-09-29,EQ_ignored_all_signals,1.85617814069,20,3,30,0.0127361952883
2025-09-30,EQ_ignored_all_signals,1.88084194855,20,2,27,0.013287414237
2025-10-01,EQ_ignored_all_signals,1.91795799131,20,0,29,0.0197337382844
2025-10-02,EQ_ignored_all_signals,1.91501327208,20,2,25,-0.0015353408401
2025-10-03,EQ_ignored_all_signals,1.90823291345,20,2,29,-0.00354063270793
2025-10-06,EQ_ignored_all_signals,1.91610289777,20,0,29,0.00412422627279
2025-10-07,EQ_ignored_all_signals,1.88713046794,20,1,29,-0.0151204978913
2025-10-08,EQ_ignored_all_signals,1.94845964072,20,3,30,0.0324986395052
2025-10-09,EQ_ignored_all_signals,1.9237913762,20,3,23,-0.0126603928611
2025-10-10,EQ_ignored_all_signals,1.84224931368,20,1,26,-0.042386125399
2025-10-13,EQ_ignored_all_signals,1.87435977739,20,6,32,0.017430031578
2025-10-14,EQ_ignored_all_signals,1.91630330086,20,1,31,0.0223775200325
2025-10-15,EQ_ignored_all_signals,1.93901671961,20,1,38,0.0118527264145
2025-10-16,EQ_ignored_all_signals,1.90024315174,20,1,34,-0.0199965103339
2025-10-17,EQ_ignored_all_signals,1.8781925336,20,3,35,-0.0116041034634
2025-10-20,EQ_ignored_all_signals,1.93823503588,20,2,36,0.0319682360578
2025-10-21,EQ_ignored_all_signals,1.95003772167,20,3,34,0.00608939863715
2025-10-22,EQ_ignored_all_signals,1.91235387684,20,5,37,-0.0193246748034
2025-10-23,EQ_ignored_all_signals,2.02312278696,20,2,38,0.0579228099249
2025-10-24,EQ_ignored_all_signals,2.07284243756,20,4,35,0.0245756960119
2025-10-27,EQ_ignored_all_signals,2.0798945295,20,0,33,0.00340213602595
2025-10-28,EQ_ignored_all_signals,2.04384135522,20,1,32,-0.0173341358265
2025-10-29,EQ_ignored_all_signals,2.05890540097,20,4,24,0.00737045745432
2025-10-30,EQ_ignored_all_signals,2.01547995075,20,2,29,-0.0210915228073
2025-10-31,EQ_ignored_all_signals,2.06645780385,20,3,26,0.0252931581299
2025-11-03,EQ_ignored_all_signals,2.02729039447,20,0,30,-0.01895388781
2025-11-04,EQ_ignored_all_signals,1.96806368303,20,3,36,-0.0292147151721
2025-11-05,EQ_ignored_all_signals,2.00175722484,20,7,33,0.0171201481485
2025-11-06,EQ_ignored_all_signals,1.91039735932,20,3,37,-0.0456398330392
2025-11-07,EQ_ignored_all_signals,1.92402688322,20,4,33,0.00713439213695
2025-11-10,EQ_ignored_all_signals,1.94843766972,20,7,28,0.0126873416974
2025-11-11,EQ_ignored_all_signals,1.91766117901,20,1,30,-0.015795471
2025-11-12,EQ_ignored_all_signals,1.91576788287,20,0,26,-0.000987294398761
2025-11-13,EQ_ignored_all_signals,1.80092408626,20,0,26,-0.0599466133844
2025-11-14,EQ_ignored_all_signals,1.80600110378,20,6,27,0.00281911800365
2025-11-17,EQ_ignored_all_signals,1.76831686974,20,1,30,-0.0208661190503
2025-11-18,EQ_ignored_all_signals,1.77896155581,20,1,34,0.00601967116622
2025-11-19,EQ_ignored_all_signals,1.79331308085,20,2,28,0.00806736097617
2025-11-20,EQ_ignored_all_signals,1.7580067908,20,1,31,-0.0196877446683
2025-11-21,EQ_ignored_all_signals,1.81945580487,20,3,30,0.0349537978961
2025-11-24,EQ_ignored_all_signals,1.88161521481,20,1,38,0.0341637371869
2025-11-25,EQ_ignored_all_signals,1.8925284699,20,3,34,0.00579993986572
2025-11-26,EQ_ignored_all_signals,1.90088602029,20,1,34,0.00441607643842
2025-11-28,EQ_ignored_all_signals,1.92661365895,20,2,27,0.0135345509348
2025-12-01,EQ_ignored_all_signals,1.86850968601,20,1,28,-0.0301586011678
2025-12-02,EQ_ignored_all_signals,1.89299330681,20,1,33,0.0131032881385
2025-12-03,EQ_ignored_all_signals,1.88805832483,20,1,30,-0.00260697275709
2025-12-04,EQ_ignored_all_signals,1.94915438762,20,5,25,0.032359203097
2025-12-05,EQ_ignored_all_signals,1.94125612261,20,2,26,-0.00405214951877
2025-12-08,EQ_ignored_all_signals,1.93034593804,20,2,28,-0.00562016749954
2025-12-09,EQ_ignored_all_signals,1.92644341499,20,3,26,-0.00202167030006
2025-12-10,EQ_ignored_all_signals,1.92150259395,20,1,30,-0.00256473717619
2025-12-11,EQ_ignored_all_signals,1.95428575736,20,4,33,0.0170612121589
2025-12-12,EQ_ignored_all_signals,1.88473446904,20,3,30,-0.0355891087389
2025-12-15,EQ_ignored_all_signals,1.86457147848,20,3,28,-0.0106980537001
2025-12-16,EQ_ignored_all_signals,1.85049982999,20,3,32,-0.00754685387499
2025-12-17,EQ_ignored_all_signals,1.85146881609,20,1,38,0.000523634796444
2025-12-18,EQ_ignored_all_signals,1.85452476365,20,0,33,0.00165055307846
2025-12-19,EQ_ignored_all_signals,1.8827247434,20,1,31,0.0152060410863
2025-12-22,EQ_ignored_all_signals,1.90431279877,20,4,36,0.0114663895781
2025-12-23,EQ_ignored_all_signals,1.89012842416,20,3,30,-0.00744855289758
2025-12-24,EQ_ignored_all_signals,1.89842598243,20,1,31,0.00438994417789
2025-12-26,EQ_ignored_all_signals,1.89769068679,20,0,28,-0.000387318571053
2025-12-29,EQ_ignored_all_signals,1.89372964654,20,2,25,-0.00208729498583
2025-12-30,EQ_ignored_all_signals,1.89253660112,20,3,28,-0.000629997751225
2025-12-31,EQ_ignored_all_signals,1.86592783647,20,1,34,-0.0140598415037
2026-01-02,EQ_ignored_all_signals,1.92502969765,20,1,37,0.0316742480743
2026-01-05,EQ_ignored_all_signals,1.92306893233,20,1,31,-0.00101856367108
2026-01-06,EQ_ignored_all_signals,1.93123460636,20,6,27,0.00424616814087
2026-01-07,EQ_ignored_all_signals,1.9205047066,20,3,32,-0.00555597944088
2026-01-08,EQ_ignored_all_signals,1.86422673456,20,1,41,-0.0293037407517
2026-01-09,EQ_ignored_all_signals,1.88382542247,20,7,34,0.0105130387522
2026-01-12,EQ_ignored_all_signals,1.9153698604,20,0,38,0.0167448838707
2026-01-13,EQ_ignored_all_signals,1.90489127255,20,2,33,-0.00547079081986
2026-01-14,EQ_ignored_all_signals,1.9135970467,20,1,33,0.00457022102779
2026-01-15,EQ_ignored_all_signals,1.92378639352,20,1,32,0.00532470868678
2026-01-16,EQ_ignored_all_signals,1.91502296916,20,1,35,-0.00455530010487
2026-01-20,EQ_ignored_all_signals,1.89863339459,20,4,32,-0.00855842192669
2026-01-21,EQ_ignored_all_signals,1.93521182388,20,1,32,0.0192656620291
2026-01-22,EQ_ignored_all_signals,1.9656846854,20,1,32,0.0157465250796
2026-01-23,EQ_ignored_all_signals,1.94614440159,20,1,35,-0.00994070104607
2026-01-26,EQ_ignored_all_signals,1.97558969498,20,2,43,0.0151300660748
2026-01-27,EQ_ignored_all_signals,1.96498929174,20,1,34,-0.00536569069229
2026-01-28,EQ_ignored_all_signals,1.96716968921,20,7,36,0.00110962307726
2026-01-29,EQ_ignored_all_signals,1.97855990927,20,2,36,0.0057901563456
2026-01-30,EQ_ignored_all_signals,1.93522315747,20,2,35,-0.0219031789688
2026-02-02,EQ_ignored_all_signals,1.97733376812,20,2,40,0.0217600799605
2026-02-03,EQ_ignored_all_signals,2.01271121249,20,1,37,0.0178914884954
2026-02-04,EQ_ignored_all_signals,1.94152743893,20,0,40,-0.0353671073712
2026-02-05,EQ_ignored_all_signals,1.894631075,20,3,36,-0.0241543657765
2026-02-06,EQ_ignored_all_signals,2.0192458996,20,0,35,0.0657726067347
2026-02-09,EQ_ignored_all_signals,2.08295933842,20,4,37,0.0315530856495
2026-02-10,EQ_ignored_all_signals,2.0585358331,20,2,35,-0.0117253874687
2026-02-11,EQ_ignored_all_signals,2.04690491881,20,0,29,-0.0056500907601
2026-02-12,EQ_ignored_all_signals,1.99107207476,20,1,37,-0.0272767159495
2026-02-13,EQ_ignored_all_signals,1.99035232994,20,2,33,-0.000361486073065
2026-02-17,EQ_ignored_all_signals,2.02702463476,20,2,43,0.0184250317252
2026-02-18,EQ_ignored_all_signals,2.04654246802,20,1,34,0.00962880910785
2026-02-19,EQ_ignored_all_signals,2.06250108218,20,0,34,0.0077978416781
2026-02-20,EQ_ignored_all_signals,2.05846523199,20,2,26,-0.00195677482233
2026-02-23,EQ_ignored_all_signals,2.02640626736,20,2,26,-0.0155742074881
2026-02-24,EQ_ignored_all_signals,2.05288494973,20,2,29,0.0130668182373
2026-02-25,EQ_ignored_all_signals,2.09340659157,20,2,35,0.0197388761811
2026-02-26,EQ_ignored_all_signals,2.06124434734,20,2,27,-0.015363591744
2026-02-27,EQ_ignored_all_signals,2.04883721661,20,3,27,-0.00601924305993
2026-03-02,EQ_ignored_all_signals,2.05439259034,20,0,26,0.00271147638576
2026-03-03,EQ_ignored_all_signals,1.99007124307,20,2,34,-0.0313091799371
2026-03-04,EQ_ignored_all_signals,2.00066737395,20,1,35,0.00532449826652
2026-03-05,EQ_ignored_all_signals,1.92697909055,20,3,30,-0.0368318513931
2026-03-06,EQ_ignored_all_signals,1.88285116608,20,3,27,-0.0229000536017
2026-03-09,EQ_ignored_all_signals,1.93683329582,20,1,34,0.0286704178811
2026-03-10,EQ_ignored_all_signals,1.94481206196,20,5,34,0.00411949038573
2026-03-11,EQ_ignored_all_signals,1.96451208072,20,0,39,0.0101295231275
2026-03-12,EQ_ignored_all_signals,1.92208397985,20,1,39,-0.0215972715537
2026-03-13,EQ_ignored_all_signals,1.89738348116,20,2,31,-0.0128508946223
2026-03-16,EQ_ignored_all_signals,1.94055843427,20,3,34,0.0227549957764
2026-03-17,EQ_ignored_all_signals,1.96826245646,20,1,34,0.0142763143354
2026-03-18,EQ_ignored_all_signals,1.94974265944,20,1,35,-0.00940921113544
2026-03-19,EQ_ignored_all_signals,1.94843730008,20,0,34,-0.000669503410827
2026-03-20,EQ_ignored_all_signals,1.88349208674,20,3,31,-0.0333319493192
2026-03-23,EQ_ignored_all_signals,1.91833241924,20,0,48,0.0184977323471
2026-03-24,EQ_ignored_all_signals,1.94462514055,20,2,48,0.0137060298027
2026-03-25,EQ_ignored_all_signals,1.95737892784,20,3,44,0.00655848113472
2026-03-26,EQ_ignored_all_signals,1.89548104051,20,2,43,-0.0316228434142
2026-03-27,EQ_ignored_all_signals,1.91550974895,20,5,35,0.0105665569935
2026-03-30,EQ_ignored_all_signals,1.85089137211,20,2,40,-0.0337342980756
2026-03-31,EQ_ignored_all_signals,1.91676524242,20,2,46,0.0355903492249
2026-04-01,EQ_ignored_all_signals,1.95254827861,20,0,53,0.0186684500524
2026-04-02,EQ_ignored_all_signals,1.96555846263,20,1,41,0.00666318172915
2026-04-06,EQ_ignored_all_signals,1.97031528525,20,1,41,0.0024200870715
2026-04-07,EQ_ignored_all_signals,1.94602759393,20,1,34,-0.0123268045006
2026-04-08,EQ_ignored_all_signals,2.03685432369,20,0,33,0.0466728889383
2026-04-09,EQ_ignored_all_signals,2.02166777798,20,1,35,-0.00745588210954
2026-04-10,EQ_ignored_all_signals,2.01429379479,20,2,25,-0.00364747525296
2026-04-13,EQ_ignored_all_signals,2.05341394627,20,0,24,0.0194212738908
2026-04-14,EQ_ignored_all_signals,2.08676499982,20,0,26,0.0162417585632
2026-04-15,EQ_ignored_all_signals,2.10069551335,20,1,31,0.0066756503656
2026-04-16,EQ_ignored_all_signals,2.08046196911,20,2,37,-0.00963183103459
2026-04-17,EQ_ignored_all_signals,2.11428349536,20,1,31,0.0162567385245
2026-04-20,EQ_ignored_all_signals,2.12218675239,20,0,32,0.00373803089871
2026-04-21,EQ_ignored_all_signals,2.10221531086,20,4,23,-0.00941078418793
2026-04-22,EQ_ignored_all_signals,2.08960880461,20,3,39,-0.00599677215563
2026-04-23,EQ_ignored_all_signals,2.08576374005,20,0,31,-0.00184008822699
2026-04-24,EQ_ignored_all_signals,2.08074003722,20,3,26,-0.00240856753557
2026-04-27,EQ_ignored_all_signals,2.08086268305,20,2,38,5.89433675691e-05
2026-04-28,EQ_ignored_all_signals,2.07284576475,20,1,36,-0.00385268973622
2026-04-29,EQ_ignored_all_signals,2.0493994132,20,2,35,-0.0113111896432
2026-04-30,EQ_ignored_all_signals,2.09147900726,20,3,38,0.0205326466801
2026-05-01,EQ_ignored_all_signals,2.10622803522,20,2,39,0.00705196079649
2026-05-04,EQ_ignored_all_signals,2.08070557705,20,1,35,-0.0121176139257
2026-05-05,EQ_ignored_all_signals,2.10095789591,20,0,39,0.00973338999959
2026-05-06,EQ_ignored_all_signals,2.09583701564,20,2,46,-0.00243740261476
