candidate_id,stage,ticker,rulebook_hash,signal_date,regime,label_status,replay_should_buy,replay_score,replay_raw_score,replay_threshold,replay_strength,replay_market_adjustment,replay_price,replay_components,replay_reasons,signal_price,future_high_1,future_high_2,future_max_high,forward_max_return_pct,label_2d3pct,high5,low5,close_d1,ret_d5_pct,ret_d4_pct,ret_d3_pct,ret_d2_pct,ret_d1_pct,cumulative_ret5_pct,up_days5,down_days5,days_since_high5,close_pos5,pullback_from_high5_pct,single_up_day5_pct,fade_after_surge_score,recent_turn_down
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-01-04,stress,LABELED,True,3.292,3.292,2.3336725290912077,1.410652076914146,1.0,174.74000549316406,"{""bb"": 1.0, ""events"": 0.0, ""ma_align"": 1.0, ""macd"": 0.0, ""news"": 0.292, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 0.0}","[""정배열(+1.00)"", ""RSI 51∈[30,70](+1.00)"", ""BB근접(+1.00)"", ""전체톤(+0.15)(+0.29)""]",174.74000549316406,181.63999938964844,190.1999969482422,190.1999969482422,8.847425299916756,1,190.50999450683594,177.4199981689453,189.24000549316406,-0.08919318950542099,0.9373475281025057,0.16029698759745248,2.643492618981713,1.7474057228948459,5.490833456173139,4,1,0,0.9029801857166504,0.6710996495493893,2.643492618981713,0.9373475281025057,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-01-07,stress,LABELED,True,3.292,3.292,2.3336725290912077,1.410652076914146,1.0,190.52999877929688,"{""bb"": 0.0, ""events"": 0.0, ""ma_align"": 1.0, ""macd"": 1.0, ""news"": 0.292, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 0.0}","[""정배열(+1.00)"", ""MACD크로스(+1.00)"", ""RSI 65∈[30,70](+1.00)"", ""전체톤(+0.15)(+0.29)""]",190.52999877929688,189.97000122070312,189.47000122070312,189.97000122070312,-0.29391568896319775,0,190.67999267578125,172.91000366210938,188.52000427246094,2.643492618981713,1.7474057228948459,-7.6622276363883195,2.8728332699224257,4.8731698004651935,4.039739209438076,4,1,2,0.8784473979326346,1.145760849972488,4.8731698004651935,2.643492618981713,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-01-14,stress,LABELED,True,3.0,3.0,2.3336725290912077,1.2855274090955158,1.0,196.11000061035156,"{""bb"": 0.0, ""events"": 0.0, ""ma_align"": 1.0, ""macd"": 1.0, ""news"": 0.0, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 0.0}","[""정배열(+1.00)"", ""MACD크로스(+1.00)"", ""RSI 67∈[30,70](+1.00)""]",196.11000061035156,192.75999450683594,190.5399932861328,192.75999450683594,-1.7082280827542817,0,192.42999267578125,182.22999572753906,187.67999267578125,1.06619693469292,-1.894715075568365,-0.6580332439482195,0.920885040979913,0.14941237375467598,-0.44558220753361244,3,2,4,0.5343135861605733,2.5309037645827592,1.06619693469292,1.06619693469292,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-01-27,stress,LABELED,True,3.4866,3.4866,2.3336725290912077,1.4940399548508085,1.0,179.0,"{""bb"": 1.0, ""events"": 0.0, ""ma_align"": 1.0, ""macd"": 0.0, ""news"": 0.4866, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 0.0}","[""정배열(+1.00)"", ""RSI 45∈[30,70](+1.00)"", ""BB근접(+1.00)"", ""전체톤(+0.24)(+0.49)""]",179.0,190.07000732421875,186.74000549316406,190.07000732421875,6.184361633641755,1,192.74000549316406,184.00999450683594,187.97999572753906,3.327034223697245,-0.5540732696256989,0.6149793266466919,-1.4523032106829703,-0.34987471599069453,1.5284914525230286,2,3,0,0.45475329033611245,2.532189527509199,3.327034223697245,5.124130908637204,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-01-29,stress,LABELED,True,2.4038,2.4038,2.3336725290912077,1.0300502619946004,1.0,181.49000549316406,"{""bb"": 1.0, ""events"": 0.0, ""ma_align"": 0.0, ""macd"": 0.0, ""news"": 0.4038, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 0.0}","[""RSI 48∈[30,70](+1.00)"", ""BB근접(+1.00)"", ""전체톤(+0.20)(+0.40)""]",181.49000549316406,185.5500030517578,189.72999572753906,189.72999572753906,4.540189533844807,1,192.74000549316406,176.52000427246094,187.82000732421875,0.6149793266466919,-1.4523032106829703,-0.34987471599069453,-4.777101782976311,4.927378393418302,-1.2772629044842332,2,3,2,0.6966709125357246,2.6195282595492086,4.927378393418302,0.7000885972906823,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-02-01,stress,LABELED,True,2.5318,2.5318,2.3336725290912077,1.0848994314493423,1.0,183.9199981689453,"{""bb"": 1.0, ""events"": 0.0, ""ma_align"": 0.0, ""macd"": 0.0, ""news"": 0.5318, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 0.0}","[""RSI 50∈[30,70](+1.00)"", ""BB근접(+1.00)"", ""전체톤(+0.27)(+0.53)""]",183.9199981689453,189.72999572753906,193.61000061035156,193.61000061035156,5.26859642120332,1,192.74000549316406,176.52000427246094,181.49000549316406,-1.4523032106829703,-0.34987471599069453,-4.777101782976311,4.927378393418302,-3.3702489533650737,-5.187541934368389,1,4,3,0.30641188943681713,6.198688445366618,4.927378393418302,0.0,1
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-02-04,stress,LABELED,True,2.7662,2.7662,2.3336725290912077,1.1853419730133385,1.0,219.3800048828125,"{""bb"": 0.0, ""events"": 0.0, ""ma_align"": 1.0, ""macd"": 1.0, ""news"": -0.2338, ""news_topics"": 0.0, ""rsi"": 0.0, ""volume"": 1.0}","[""정배열(+1.00)"", ""MACD크로스(+1.00)"", ""거래량×2.4(+1.00)"", ""전체톤(-0.12)(-0.23)""]",219.3800048828125,221.17999267578125,214.69000244140625,221.17999267578125,0.8204885371983828,0,193.61000061035156,178.66000366210938,193.36000061035156,4.927378393418302,-3.3702489533650737,1.3389126685947383,2.0552407660555883,3.0154521865389805,8.022346709693618,4,1,0,0.9832775885596823,0.12929251096962524,4.927378393418302,4.927378393418302,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-02-05,stress,LABELED,True,2.7662,2.7662,2.3336725290912077,1.1853419730133385,1.0,213.49000549316406,"{""bb"": 0.0, ""events"": 0.0, ""ma_align"": 1.0, ""macd"": 0.0, ""news"": -0.2338, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 1.0}","[""정배열(+1.00)"", ""RSI 66∈[30,70](+1.00)"", ""거래량×1.6(+1.00)"", ""전체톤(-0.12)(-0.23)""]",213.49000549316406,214.69000244140625,216.97000122070312,216.97000122070312,1.630050886691503,0,221.25,178.66000366210938,219.3800048828125,-3.3702489533650737,1.3389126685947383,2.0552407660555883,3.0154521865389805,13.45676675130707,16.80332037476404,4,1,0,0.9560930904442497,0.8523999797458215,13.45676675130707,2.0552407660555883,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-03-22,stress,LABELED,True,3.0,3.0,2.3336725290912077,1.2855274090955158,1.0,247.9600067138672,"{""bb"": 1.0, ""events"": 0.0, ""ma_align"": 1.0, ""macd"": 0.0, ""news"": 0.0, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 0.0}","[""정배열(+1.00)"", ""RSI 53∈[30,70](+1.00)"", ""BB근접(+1.00)""]",247.9600067138672,251.89999389648438,249.52000427246094,251.89999389648438,1.5889607500953584,0,271.2900085449219,246.9199981689453,257.739990234375,5.951673345606845,-4.404596720890119,2.20259315687521,-2.642501737188385,0.8017473399017705,1.5884211950113691,3,2,3,0.44398799583999377,5.257243277702162,5.951673345606845,7.813613930278218,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-03-31,stress,LABELED,True,2.4298,2.4298,2.3336725290912077,1.0411914995400948,1.0,244.05999755859375,"{""bb"": 1.0, ""events"": 0.0, ""ma_align"": 0.0, ""macd"": 0.0, ""news"": 0.4298, ""news_topics"": 0.0, ""rsi"": 1.0, ""volume"": 0.0}","[""RSI 50∈[30,70](+1.00)"", ""BB근접(+1.00)"", ""전체톤(+0.21)(+0.43)""]",244.05999755859375,248.44000244140625,254.0,254.0,4.072770032303175,1,253.5399932861328,230.39999389648438,247.5800018310547,-2.811714104298235,5.244992636837753,1.4007557551568794,-3.701043728702913,2.645109852211802,2.521841980770101,3,2,1,0.7424377004199794,2.4072992208575617,5.244992636837753,6.398823185631453,0
