candidate_id,mean_forward_max_return_pct,mean_replay_strength,median_forward_max_return_pct,positive_count,positive_rate,regime,scope,signal_count,ticker
stage2:PLXS:c33a9dcf246c,3.494558694998719,1.2734759958310553,3.1997160846390926,25,0.5208333333333334,oos,ENTITY,48,PLXS
stage2:PLXS:c33a9dcf246c,2.1171067823910534,1.2230360550852433,1.636961163102657,126,0.250996015936255,all,ENTITY,502,PLXS
stage2:POWI:6c2e3e5c874b,3.0962536843726918,1.0988195100395823,2.184793004833252,9,0.2903225806451613,stress,ENTITY,31,POWI
stage2:POWI:6c2e3e5c874b,2.509718725183076,1.1131128758602375,2.1165710692516937,26,0.34210526315789475,train,ENTITY,76,POWI
stage2:POWI:6c2e3e5c874b,2.7114414641106355,1.0829799298591885,1.915259120878643,3,0.21428571428571427,oos,ENTITY,14,POWI
stage2:POWI:6c2e3e5c874b,2.6833278332811252,1.1059644826002788,2.177142770855789,38,0.3140495867768595,all,ENTITY,121,POWI
stage3:AA:9bf08eb287d2,7.398357868861494,1.1183142017967398,7.398357868861494,1,0.5,stress,ENTITY,2,AA
stage3:AA:9bf08eb287d2,3.6895313938903973,1.1109109617808453,3.5394961160156946,3,0.6,train,ENTITY,5,AA
stage3:AA:9bf08eb287d2,0.7836542975011166,1.0789495418934945,1.6321885974459382,0,0.0,oos,ENTITY,3,AA
stage3:AA:9bf08eb287d2,3.559533559967832,1.102803183817819,2.571075964289915,4,0.4,all,ENTITY,10,AA
stage3:AAOI:5fa4b9dea9eb,4.273256712641564,1.0928586865189802,2.3890761654579373,6,0.4,stress,ENTITY,15,AAOI
stage3:AAOI:5fa4b9dea9eb,11.38511169556726,1.1007106549295695,8.12720937364151,19,0.9047619047619048,train,ENTITY,21,AAOI
stage3:AAOI:5fa4b9dea9eb,9.282380759011115,1.1935154563676247,9.539474218389344,6,0.8571428571428571,oos,ENTITY,7,AAOI
stage3:AAOI:5fa4b9dea9eb,8.561927014177064,1.1130793545553264,6.382978993230615,31,0.7209302325581395,all,ENTITY,43,AAOI
stage3:ABEV:9121d29b2b80,2.7178070022197742,1.0322607443112264,2.7178070022197742,1,0.5,stress,ENTITY,2,ABEV
stage3:ABEV:9121d29b2b80,3.0450545715101023,1.0914212777876797,2.9438648738400075,3,0.5,train,ENTITY,6,ABEV
stage3:ABEV:9121d29b2b80,1.5882004242197656,1.24117217537577,1.5882004242197656,0,0.0,oos,ENTITY,2,ABEV
stage3:ABEV:9121d29b2b80,2.688234228193969,1.109539350610007,2.533683172828305,4,0.4,all,ENTITY,10,ABEV
stage3:ACLS:91f65753d85d,5.1215875840533664,1.05335,5.1215875840533664,2,1.0,stress,ENTITY,2,ACLS
stage3:ACLS:91f65753d85d,1.523346207668408,1.0617999999999999,1.523346207668408,0,0.0,train,ENTITY,2,ACLS
stage3:ACLS:91f65753d85d,1.566780076753549,1.0,1.566780076753549,0,0.0,oos,ENTITY,2,ACLS
stage3:ACLS:91f65753d85d,2.7372379561584412,1.0383833333333332,2.520700098661799,2,0.3333333333333333,all,ENTITY,6,ACLS
stage3:ACMR:44c1e02681c4,4.709838184764915,1.3941352063965995,3.503624253330817,84,0.5283018867924528,stress,ENTITY,159,ACMR
stage3:ACMR:44c1e02681c4,4.875841861975635,1.3815818182382875,3.3707832059029164,213,0.5365239294710328,train,ENTITY,397,ACMR
stage3:ACMR:44c1e02681c4,5.983848475296949,1.3198907054903006,5.859007212585087,83,0.7545454545454545,oos,ENTITY,110,ACMR
stage3:ACMR:44c1e02681c4,5.019214448745665,1.3743895754678566,3.7250827464921143,380,0.5705705705705706,all,ENTITY,666,ACMR
stage3:ADMA:42437a3ee595,5.350705211381252,1.1750829103559428,4.261505697966106,67,0.6320754716981132,stress,ENTITY,106,ADMA
stage3:ADMA:42437a3ee595,3.941943001826875,1.1607048717305595,2.733935540183563,140,0.46357615894039733,train,ENTITY,302,ADMA
stage3:ADMA:42437a3ee595,2.4094372682218608,1.3108536337806813,2.1169868780795076,11,0.3793103448275862,oos,ENTITY,29,ADMA
stage3:ADMA:42437a3ee595,4.181957024568794,1.1741565563844365,2.98507170572031,218,0.4988558352402746,all,ENTITY,437,ADMA
stage3:ADPT:78c31f1ca209,4.241204771400646,1.2149377263563055,3.622803881683012,22,0.5641025641025641,stress,ENTITY,39,ADPT
stage3:ADPT:78c31f1ca209,6.3127561243751655,1.1785964931691653,4.668843012101098,79,0.7181818181818181,train,ENTITY,110,ADPT
stage3:ADPT:78c31f1ca209,5.645306516477386,1.2137598735196518,3.8592598084701835,25,0.5952380952380952,oos,ENTITY,42,ADPT
stage3:ADPT:78c31f1ca209,5.7430001751724795,1.1937492160436098,4.155127416241933,126,0.6596858638743456,all,ENTITY,191,ADPT
stage3:AEIS:6e26f08a7c6d,2.8068371694780714,1.3757093709891492,2.315422747260698,75,0.3712871287128713,stress,ENTITY,202,AEIS
stage3:AEIS:6e26f08a7c6d,2.261958927343793,1.4414063381699673,1.8631543611225432,158,0.3067961165048544,train,ENTITY,515,AEIS
stage3:AEIS:6e26f08a7c6d,4.0655035299310756,1.3822346456206192,3.2375112109299664,94,0.5310734463276836,oos,ENTITY,177,AEIS
stage3:AEIS:6e26f08a7c6d,2.7421522154523763,1.4148468561210188,2.230883815030138,327,0.36577181208053694,all,ENTITY,894,AEIS
stage3:AES:2bd518bc9a7e,0.4841681896448735,1.1081848552534475,0.4841681896448735,0,0.0,stress,ENTITY,1,AES
stage3:AES:2bd518bc9a7e,2.017753250690091,1.1667339551060045,2.2187008426994614,0,0.0,train,ENTITY,3,AES
stage3:AES:2bd518bc9a7e,1.2409341527236084,1.1775334803739863,1.07449583180792,1,0.14285714285714285,oos,ENTITY,7,AES
stage3:AES:2bd518bc9a7e,1.3839970009800366,1.168283734835397,1.494130441744912,1,0.09090909090909091,all,ENTITY,11,AES
stage3:AEVA:3c4e598fa5c7,5.479825040607007,1.2709531948263513,3.740730013689997,86,0.581081081081081,stress,ENTITY,148,AEVA
stage3:AEVA:3c4e598fa5c7,6.800793085236541,1.2787144189711592,4.901960875977918,203,0.6403785488958991,train,ENTITY,317,AEVA
stage3:AEVA:3c4e598fa5c7,8.698351886712425,1.2232696836409576,6.438409427916536,75,0.7075471698113207,oos,ENTITY,106,AEVA
stage3:AEVA:3c4e598fa5c7,6.810666924730889,1.266410035226093,4.8022510592250045,364,0.637478108581436,all,ENTITY,571,AEVA
stage3:ALGT:aec5dd5b1dc1,2.763994621021477,1.196711924329419,2.406490321944088,37,0.4065934065934066,stress,ENTITY,91,ALGT
stage3:ALGT:aec5dd5b1dc1,3.0843032599065885,1.1708039217232502,2.3115735024641926,65,0.3869047619047619,train,ENTITY,168,ALGT
stage3:ALGT:aec5dd5b1dc1,5.583722823057552,1.213946730939503,4.18076731457977,30,0.6382978723404256,oos,ENTITY,47,ALGT
stage3:ALGT:aec5dd5b1dc1,3.372945852486817,1.1851350990772542,2.5157460246719054,132,0.43137254901960786,all,ENTITY,306,ALGT
stage3:AMD:a01b055a1d13,2.1845514899165472,1.1090525045305966,1.1929191843055742,2,0.1,stress,ENTITY,20,AMD
stage3:AMD:a01b055a1d13,3.518245677755902,1.164884477478664,2.7940569524862235,13,0.41935483870967744,train,ENTITY,31,AMD
stage3:AMD:a01b055a1d13,3.9632338517872343,1.1631685342614442,3.3332133743950165,5,0.625,oos,ENTITY,8,AMD
stage3:AMD:a01b055a1d13,3.1264833325942676,1.145725714687154,2.250881284982298,20,0.3389830508474576,all,ENTITY,59,AMD
stage3:AMSC:57bf3f342f43,5.299122694839559,1.305504446831211,3.3029609416046046,79,0.5302013422818792,stress,ENTITY,149,AMSC
stage3:AMSC:57bf3f342f43,6.591867061073056,1.347294563219132,4.572367495511475,226,0.6348314606741573,train,ENTITY,356,AMSC
stage3:AMSC:57bf3f342f43,5.9708763539888405,1.2497689069955633,5.180580412195113,76,0.6608695652173913,oos,ENTITY,115,AMSC
stage3:AMSC:57bf3f342f43,6.166007638680353,1.3191620183683086,4.3479486425482605,381,0.614516129032258,all,ENTITY,620,AMSC
stage3:AMZN:bdc7a3a74814,-0.29480484771797766,1.03715,1.2932238736434343,0,0.0,stress,ENTITY,5,AMZN
stage3:AMZN:bdc7a3a74814,3.1824690083673617,1.03436,1.7147065053576438,3,0.3,train,ENTITY,10,AMZN
stage3:AMZN:bdc7a3a74814,-1.0412405074238824,1.0603125,0.2107760802193437,0,0.0,oos,ENTITY,4,AMZN
stage3:AMZN:bdc7a3a74814,1.3781949376520102,1.0405578947368421,1.2932238736434343,3,0.15789473684210525,all,ENTITY,19,AMZN
stage3:ANET:fe220620802b,1.7589457363818224,1.2468235844305593,1.335212390649354,15,0.25,stress,ENTITY,60,ANET
stage3:ANET:fe220620802b,3.0274320834561665,1.1983108949792347,2.0781194474478015,31,0.3924050632911392,train,ENTITY,79,ANET
stage3:ANET:fe220620802b,3.572268876417781,1.1542977614075982,3.3807778627319873,14,0.56,oos,ENTITY,25,ANET
stage3:ANET:fe220620802b,2.6464061017462868,1.2093501207584332,1.9287462758539209,60,0.36585365853658536,all,ENTITY,164,ANET
stage3:APA:692dd6626ba8,4.222479289157288,1.1371494224460033,4.075633337751306,59,0.6555555555555556,stress,ENTITY,90,APA
stage3:APA:692dd6626ba8,2.82821135021528,1.1297228287209,2.404004323917852,76,0.4342857142857143,train,ENTITY,175,APA
stage3:APA:692dd6626ba8,3.8315583790211476,1.2301331801734106,3.3389030675198272,25,0.5555555555555556,oos,ENTITY,45,APA
stage3:APA:692dd6626ba8,3.3786459657025203,1.1464546327551655,3.1250808073231773,160,0.5161290322580645,all,ENTITY,310,APA
stage3:ARKW:296c057b4ef7,1.6314318604202473,1.2415262518920684,1.6068540720379554,3,0.11538461538461539,stress,ENTITY,26,ARKW
stage3:ARKW:296c057b4ef7,2.541954218384851,1.2572290565765718,2.2738370923332862,25,0.35714285714285715,train,ENTITY,70,ARKW
stage3:ARKW:296c057b4ef7,1.6640887965232782,1.2047999500526312,2.0643129992715004,7,0.1794871794871795,oos,ENTITY,39,ARKW
stage3:ARKW:296c057b4ef7,2.112988790535362,1.2390586263822698,1.971500248008673,35,0.25925925925925924,all,ENTITY,135,ARKW
stage3:AVAV:3d66945d7c65,3.1336874160144075,1.492280487804878,1.8704139833286448,57,0.3475609756097561,stress,ENTITY,164,AVAV
stage3:AVAV:3d66945d7c65,3.3507913341090103,1.5512488389513108,2.41402843873455,185,0.4157303370786517,train,ENTITY,445,AVAV
stage3:AVAV:3d66945d7c65,4.024715727836024,1.4552917431192662,2.9799336247299246,54,0.4954128440366973,oos,ENTITY,109,AVAV
stage3:AVAV:3d66945d7c65,3.4035109947618367,1.523212441968431,2.3734460163730375,296,0.41225626740947074,all,ENTITY,718,AVAV
stage3:AVGO:e4fd3cee2402,2.206317220691891,1.13589197789221,1.8640016542798565,6,0.2,stress,ENTITY,30,AVGO
stage3:AVGO:e4fd3cee2402,3.1391096634039393,1.0915131941192349,1.8403578358716866,10,0.2702702702702703,train,ENTITY,37,AVGO
stage3:AVGO:e4fd3cee2402,3.787328555202825,1.0692965133859191,4.290706562893709,3,0.5,oos,ENTITY,6,AVGO
stage3:AVGO:e4fd3cee2402,2.80904856846465,1.1079250219108703,1.9035878411521878,19,0.2602739726027397,all,ENTITY,73,AVGO
stage3:AXON:25b116de3cd4,3.125263923446756,1.4125436451620554,2.386666637625545,65,0.3672316384180791,stress,ENTITY,177,AXON
stage3:AXON:25b116de3cd4,2.6518471713400524,1.5091064305935196,1.9790860487385764,140,0.3017241379310345,train,ENTITY,464,AXON
stage3:AXON:25b116de3cd4,3.427999101282757,1.3601825490144706,2.4056712898498755,37,0.36633663366336633,oos,ENTITY,101,AXON
stage3:AXON:25b116de3cd4,2.8704268344763055,1.4658006016705367,2.173636504343912,242,0.3261455525606469,all,ENTITY,742,AXON
stage3:BB:f1bdfe7f8ad9,5.594821305992709,1.1072267686823767,3.8175996291289094,8,0.6153846153846154,stress,ENTITY,13,BB
stage3:BB:f1bdfe7f8ad9,4.4822240130594935,1.1427887979579543,2.53184327115058,18,0.47368421052631576,train,ENTITY,38,BB
stage3:BB:f1bdfe7f8ad9,4.717026374414343,1.0642866505331858,3.7572218089327203,7,0.6363636363636364,oos,ENTITY,11,BB
stage3:BB:f1bdfe7f8ad9,4.757169025689094,1.1214044430828745,3.5007615385943214,33,0.532258064516129,all,ENTITY,62,BB
stage3:BBIO:82c4a7aa36a9,2.2105692731815,1.2298365057355427,1.7944540145943821,7,0.2692307692307692,stress,ENTITY,26,BBIO
stage3:BBIO:82c4a7aa36a9,5.67845040261121,1.1779781480669256,4.325277682650242,34,0.6538461538461539,train,ENTITY,52,BBIO
stage3:BBIO:82c4a7aa36a9,3.5672074638326805,1.2242994425090052,2.9283595471244483,15,0.45454545454545453,oos,ENTITY,33,BBIO
stage3:BBIO:82c4a7aa36a9,4.23848710220703,1.2038963464090222,3.0159918147583786,56,0.5045045045045045,all,ENTITY,111,BBIO
stage3:BE:b07b2e49fef8,4.929714192952898,1.1642518448775248,3.828821823916684,34,0.6181818181818182,stress,ENTITY,55,BE
stage3:BE:b07b2e49fef8,4.757457198112677,1.1524988484365217,3.354025372572955,59,0.5175438596491229,train,ENTITY,114,BE
stage3:BE:b07b2e49fef8,8.287582898550193,1.2060188012070312,7.0561352110745545,27,0.6585365853658537,oos,ENTITY,41,BE
stage3:BE:b07b2e49fef8,5.491787143037202,1.1660261478072174,3.776952915408982,120,0.5714285714285714,all,ENTITY,210,BE
stage3:BELFB:b031f5add884,7.130554673468446,1.1354954784721367,3.590338115372249,16,0.5714285714285714,stress,ENTITY,28,BELFB
stage3:BELFB:b031f5add884,4.068289954923826,1.1617035531045532,2.6649179598481343,25,0.4716981132075472,train,ENTITY,53,BELFB
stage3:BELFB:b031f5add884,4.304663067091517,1.1504357495682982,4.5037083844634225,10,0.625,oos,ENTITY,16,BELFB
stage3:BELFB:b031f5add884,4.991232036510759,1.1522797289160196,3.135397404862794,51,0.5257731958762887,all,ENTITY,97,BELFB
stage3:BIDU:926c6f7918c9,2.472269008285516,1.0867829441365835,3.5082130837415626,3,0.75,stress,ENTITY,4,BIDU
stage3:BIDU:926c6f7918c9,2.350798276607524,1.0986595754273192,1.3938655265087307,4,0.26666666666666666,train,ENTITY,15,BIDU
stage3:BIDU:926c6f7918c9,1.7097822103145088,1.1205409282567698,1.3069630193888737,2,0.25,oos,ENTITY,8,BIDU
stage3:BIDU:926c6f7918c9,2.1788632542507775,1.1033834382966772,1.6260152239514936,9,0.3333333333333333,all,ENTITY,27,BIDU
stage3:BMA:0c978464f9dd,2.9688707052189427,1.1287638800137034,2.017966177621555,11,0.4230769230769231,stress,ENTITY,26,BMA
stage3:BMA:0c978464f9dd,4.062561400180683,1.1815674091850603,3.7374797506120383,30,0.625,train,ENTITY,48,BMA
stage3:BMA:0c978464f9dd,4.202509355949718,1.1103007901254387,3.7766956290129383,16,0.5714285714285714,oos,ENTITY,28,BMA
stage3:BMA:0c978464f9dd,3.8221945834407585,1.14854430043874,3.5481860584889557,57,0.5588235294117647,all,ENTITY,102,BMA
stage3:BN:d264957fe5f6,1.9145597378901016,1.2497738386315507,1.5534113501680658,12,0.17142857142857143,stress,ENTITY,70,BN
stage3:BN:d264957fe5f6,1.5882935741088662,1.2084535495389068,1.4768916252274833,23,0.22115384615384615,train,ENTITY,104,BN
stage3:BN:d264957fe5f6,2.026110539061281,1.1865434004343964,1.4121787157062249,13,0.22807017543859648,oos,ENTITY,57,BN
stage3:BN:d264957fe5f6,1.7951948661736892,1.2155684488355647,1.4736737111272769,48,0.2077922077922078,all,ENTITY,231,BN
stage3:BTU:ecfcb41f1be2,10.295318943777518,1.1459654799747867,9.584437172173699,62,0.8611111111111112,stress,ENTITY,72,BTU
stage3:BTU:ecfcb41f1be2,3.253485358692541,1.1611284135540239,2.3322580465424347,51,0.3984375,train,ENTITY,128,BTU
stage3:BTU:ecfcb41f1be2,4.911858229080651,1.2370445801994447,4.077468036518428,20,0.5714285714285714,oos,ENTITY,35,BTU
stage3:BTU:ecfcb41f1be2,5.657975012265742,1.167789411915235,3.69141172591394,133,0.5659574468085107,all,ENTITY,235,BTU
stage3:BWXT:f195725cb792,1.6626172277572788,1.30890464274669,1.3271474323745203,25,0.16556291390728478,stress,ENTITY,151,BWXT
stage3:BWXT:f195725cb792,1.793996351283765,1.2958323393802071,1.3067426397249116,70,0.1674641148325359,train,ENTITY,418,BWXT
stage3:BWXT:f195725cb792,3.1597537620731004,1.3562061654617412,2.7065407707308697,22,0.41509433962264153,oos,ENTITY,53,BWXT
stage3:BWXT:f195725cb792,1.878476890060831,1.304150234220497,1.3875003562414223,117,0.18810289389067525,all,ENTITY,622,BWXT
stage3:C:8d6430f3dfbc,1.730811033950265,1.272057106977179,1.4364986080233733,8,0.1702127659574468,stress,ENTITY,47,C
stage3:C:8d6430f3dfbc,1.722437129002896,1.2171184916680575,1.481213305244955,17,0.1650485436893204,train,ENTITY,103,C
stage3:C:8d6430f3dfbc,2.3854362902322155,1.2187316652516447,2.282214550123718,10,0.24390243902439024,oos,ENTITY,41,C
stage3:C:8d6430f3dfbc,1.8668169150915264,1.2309837012830092,1.507459149538004,35,0.18324607329842932,all,ENTITY,191,C
stage3:CAPR:a51d615a0ff1,6.1192136170344,1.210330265242376,4.2105286273269815,64,0.6464646464646465,stress,ENTITY,99,CAPR
stage3:CAPR:a51d615a0ff1,4.882196662557099,1.154168975096823,3.368678951474069,123,0.5694444444444444,train,ENTITY,216,CAPR
stage3:CAPR:a51d615a0ff1,22.36910733545969,1.4085003683055146,3.7071050373572834,19,0.59375,oos,ENTITY,32,CAPR
stage3:CAPR:a51d615a0ff1,6.847746576177087,1.1936461287195546,3.6407791149022595,206,0.5936599423631124,all,ENTITY,347,CAPR
stage3:CBRE:30fdb7f6db1e,1.9419202421073545,1.214694919582095,1.6028522325848948,24,0.22018348623853212,stress,ENTITY,109,CBRE
stage3:CBRE:30fdb7f6db1e,1.8304877845129863,1.2218303203506213,1.4770192268308224,31,0.1781609195402299,train,ENTITY,174,CBRE
stage3:CBRE:30fdb7f6db1e,1.9938503325916785,1.2899696060803991,1.870858482141191,12,0.23076923076923078,oos,ENTITY,52,CBRE
stage3:CBRE:30fdb7f6db1e,1.8921026811633685,1.230085496989962,1.5452303775275622,67,0.2,all,ENTITY,335,CBRE
stage3:CBRL:677767a0b6a9,2.073304952568774,1.20838455902132,1.8085630068878977,62,0.26609442060085836,stress,ENTITY,233,CBRL
stage3:CBRL:677767a0b6a9,3.019753192659324,1.2336632449629314,2.107484500932344,162,0.405,train,ENTITY,400,CBRL
stage3:CBRL:677767a0b6a9,4.15173787485326,1.182596441214284,2.978567651187869,59,0.48760330578512395,oos,ENTITY,121,CBRL
stage3:CBRL:677767a0b6a9,2.9089411324529157,1.2176565910133534,2.053286726174719,283,0.3753315649867374,all,ENTITY,754,CBRL
stage3:CC:520ee91feeea,4.517971234297297,1.1142955960094612,4.3516911599299934,9,0.6923076923076923,stress,ENTITY,13,CC
stage3:CC:520ee91feeea,3.3065687788416094,1.1244344753206925,2.771403653298943,19,0.475,train,ENTITY,40,CC
stage3:CC:520ee91feeea,4.4412725544159315,1.1523655884153083,2.954285192415207,1,0.3333333333333333,oos,ENTITY,3,CC
stage3:CC:520ee91feeea,3.6485749082638756,1.1235771165392252,3.0984822392642775,29,0.5178571428571429,all,ENTITY,56,CC
stage3:CIEN:2ed675d30868,2.3063763388247045,1.1260821614271936,1.1619715779529027,2,0.11764705882352941,stress,ENTITY,17,CIEN
stage3:CIEN:2ed675d30868,2.2377751522174467,1.1415365980709333,2.0454242188802985,11,0.25,train,ENTITY,44,CIEN
stage3:CIEN:2ed675d30868,5.469044766202593,1.2234799900041733,3.5425190041025845,6,0.5,oos,ENTITY,12,CIEN
stage3:CIEN:2ed675d30868,2.7849183787947775,1.1514077662936089,2.042774481261689,19,0.2602739726027397,all,ENTITY,73,CIEN
stage3:CIGI:2067519c6762,2.3590872251646617,1.2505077194956198,1.864072929308258,49,0.3475177304964539,stress,ENTITY,141,CIGI
stage3:CIGI:2067519c6762,2.0544987426084034,1.1928497056456344,1.6716147051563546,70,0.23102310231023102,train,ENTITY,303,CIGI
stage3:CIGI:2067519c6762,1.9391181576686176,1.3758993707499032,1.5763755879788843,12,0.25,oos,ENTITY,48,CIGI
stage3:CIGI:2067519c6762,2.1305327018834497,1.2272321525518393,1.6836768364396848,131,0.266260162601626,all,ENTITY,492,CIGI
stage3:CLDX:99264f63b69d,5.788876897942452,1.167160134123656,6.421052363880886,2,0.6666666666666666,stress,ENTITY,3,CLDX
stage3:CLDX:99264f63b69d,5.070886636582846,1.1475605312619173,4.234261646285775,2,0.6666666666666666,train,ENTITY,3,CLDX
stage3:CLDX:99264f63b69d,6.112843038795473,1.135963468950869,5.944385989352641,3,0.75,oos,ENTITY,4,CLDX
stage3:CLDX:99264f63b69d,5.703066275875779,1.1488015871960195,5.3276570050833305,7,0.7,all,ENTITY,10,CLDX
stage3:CLF:869ed9e90afb,5.067194774748411,1.117674205906709,4.455691953248619,17,0.6296296296296297,stress,ENTITY,27,CLF
stage3:CLF:869ed9e90afb,3.923235791326054,1.1422090094472335,2.383787855554842,21,0.4117647058823529,train,ENTITY,51,CLF
stage3:CLF:869ed9e90afb,6.013022520969274,1.1220864355569704,5.44272217531323,6,0.6666666666666666,oos,ENTITY,9,CLF
stage3:CLF:869ed9e90afb,4.4944423789029795,1.1325131144977327,3.004625247125081,44,0.5057471264367817,all,ENTITY,87,CLF
stage3:COHR:10ef1bf6b0d1,3.163054953116603,1.2011431817261728,2.417423734450197,48,0.4067796610169492,stress,ENTITY,118,COHR
stage3:COHR:10ef1bf6b0d1,4.411365225671803,1.1694282450551445,3.312215597944257,129,0.5330578512396694,train,ENTITY,242,COHR
stage3:COHR:10ef1bf6b0d1,6.4021656502041875,1.3197127790146668,5.295507048429638,40,0.7692307692307693,oos,ENTITY,52,COHR
stage3:COHR:10ef1bf6b0d1,4.3051055409974595,1.1974796001354273,3.23115528536726,217,0.5266990291262136,all,ENTITY,412,COHR
stage3:CRS:8695c9ce3320,4.8528739512229615,1.230911622806281,3.6165170817611725,17,0.5666666666666667,stress,ENTITY,30,CRS
stage3:CRS:8695c9ce3320,2.9093983132685284,1.230734892639247,2.73339393280303,35,0.4430379746835443,train,ENTITY,79,CRS
stage3:CRS:8695c9ce3320,3.692161715865541,1.1969512802718534,2.769261371549381,21,0.45652173913043476,oos,ENTITY,46,CRS
stage3:CRS:8695c9ce3320,3.5178588659014034,1.2207429941625434,2.823712844069659,73,0.47096774193548385,all,ENTITY,155,CRS
stage3:CSIQ:030ce2015af8,4.0341341041805086,1.5092849471201353,3.40932495397801,102,0.5483870967741935,stress,ENTITY,186,CSIQ
stage3:CSIQ:030ce2015af8,3.77836001483925,1.4898597437835013,3.028875165245637,181,0.5013850415512465,train,ENTITY,361,CSIQ
stage3:CSIQ:030ce2015af8,6.342280743876176,1.4797964559805925,5.337066923719391,76,0.6229508196721312,oos,ENTITY,122,CSIQ
stage3:CSIQ:030ce2015af8,4.317033123299608,1.4934253143495086,3.326925858414409,359,0.5366218236173393,all,ENTITY,669,CSIQ
stage3:CVNA:8d8594e95b89,3.310115221684476,1.5066719101123593,2.3040863527487687,68,0.38202247191011235,stress,ENTITY,178,CVNA
stage3:CVNA:8d8594e95b89,8.004122405775997,1.510252088888889,4.372952560276344,238,0.6346666666666667,train,ENTITY,375,CVNA
stage3:CVNA:8d8594e95b89,3.5481060852342194,1.494262393162393,2.5039679761797107,72,0.46153846153846156,oos,ENTITY,156,CVNA
