candidate_id,mean_forward_max_return_pct,mean_replay_strength,median_forward_max_return_pct,positive_count,positive_rate,regime,scope,signal_count,ticker
stage3:CVNA:8d8594e95b89,5.845205868719851,1.5058350728725904,3.3392411244066444,378,0.5331452750352609,all,ENTITY,709,CVNA
stage3:CW:81ce9154b422,1.777916712041901,1.5935067920585162,1.4100160765618819,58,0.18181818181818182,stress,ENTITY,319,CW
stage3:CW:81ce9154b422,1.7783747630539255,1.643283486801719,1.3937648107033684,96,0.17679558011049723,train,ENTITY,543,CW
stage3:CW:81ce9154b422,2.6022242601090406,1.541098717948718,2.212691137773548,77,0.3701923076923077,oos,ENTITY,208,CW
stage3:CW:81ce9154b422,1.9383883865255407,1.6085795638629283,1.4749932270563315,231,0.21588785046728973,all,ENTITY,1070,CW
stage3:DB:3fddd15661db,1.4603074809256065,1.2487283459975884,1.9415209147129797,12,0.3,stress,ENTITY,40,DB
stage3:DB:3fddd15661db,1.8255971841044498,1.2551670685443739,1.2055056461132585,29,0.24786324786324787,train,ENTITY,117,DB
stage3:DB:3fddd15661db,1.468545837125325,1.2194887280615339,1.141545949573275,12,0.22641509433962265,oos,ENTITY,53,DB
stage3:DB:3fddd15661db,1.6659052340232716,1.2449361116516977,1.3936510461032614,53,0.2523809523809524,all,ENTITY,210,DB
stage3:DBRG:5eba9682ac09,5.55858503980665,1.0282917065923034,3.2487095834581647,6,0.5,stress,ENTITY,12,DBRG
stage3:DBRG:5eba9682ac09,3.3001179360798565,1.0937810798833683,3.000451312160568,8,0.5,train,ENTITY,16,DBRG
stage3:DBRG:5eba9682ac09,1.4901184876962308,1.1478064802982424,0.13003578634942503,3,0.15789473684210525,oos,ENTITY,19,DBRG
stage3:DBRG:5eba9682ac09,3.145045930237997,1.0989004443171948,2.171818425927352,17,0.3617021276595745,all,ENTITY,47,DBRG
stage3:DDOG:6c41f43018cf,4.077854084434932,1.350059545353428,3.2823232140782865,106,0.5549738219895288,stress,ENTITY,191,DDOG
stage3:DDOG:6c41f43018cf,3.1892454047123437,1.356075969417167,2.7304064009512796,169,0.4470899470899471,train,ENTITY,378,DDOG
stage3:DDOG:6c41f43018cf,4.366563824076435,1.2967453999338598,2.552908841807011,56,0.4409448818897638,oos,ENTITY,127,DDOG
stage3:DDOG:6c41f43018cf,3.6479288775374203,1.343598786485336,2.8284901761062797,331,0.4755747126436782,all,ENTITY,696,DDOG
stage3:DELL:47ee59ff823b,1.9061379790346415,1.222569485427637,1.4544150782273446,67,0.23843416370106763,stress,ENTITY,281,DELL
stage3:DELL:47ee59ff823b,2.804480121570416,1.225694873217276,2.0752498466615865,160,0.3508771929824561,train,ENTITY,456,DELL
stage3:DELL:47ee59ff823b,4.261848472810786,1.1555014961906438,3.3074287609057285,87,0.5272727272727272,oos,ENTITY,165,DELL
stage3:DELL:47ee59ff823b,2.79121142523129,1.2118809694719515,1.9707981337536706,314,0.34811529933481156,all,ENTITY,902,DELL
stage3:DHI:3d6a4f6f0b99,2.305253465589994,1.095721641711306,2.2512270392897937,1,0.2,stress,ENTITY,5,DHI
stage3:DHI:3d6a4f6f0b99,0.03829338759318013,1.113222670095554,-0.5859577636029734,0,0.0,train,ENTITY,5,DHI
stage3:DHI:3d6a4f6f0b99,,,,0,0.0,oos,ENTITY,0,DHI
stage3:DHI:3d6a4f6f0b99,1.171773426591587,1.10447215590343,1.137936321467714,1,0.1,all,ENTITY,10,DHI
stage3:DLTR:9f4d686fbc80,1.8607183351700303,1.185535604954657,1.5174639237417908,42,0.18025751072961374,stress,ENTITY,233,DLTR
stage3:DLTR:9f4d686fbc80,1.9833438319756316,1.1760623464060656,1.5138922304543057,113,0.2435344827586207,train,ENTITY,464,DLTR
stage3:DLTR:9f4d686fbc80,2.555787827863434,1.1302799497350866,1.8598412403646014,39,0.34210526315789475,oos,ENTITY,114,DLTR
stage3:DLTR:9f4d686fbc80,2.0285804223276718,1.1723485067282977,1.5440573874623942,194,0.23921085080147966,all,ENTITY,811,DLTR
