actual_label_status,candidate_id,close_d1,close_pos5,cumulative_ret5_pct,days_since_high5,down_days5,fade_after_surge_score,feature_boundary,forensic_signal_price,gene,gene_available,high5,low5,pullback_from_high5_pct,recent_turn_down,ret_d1_pct,ret_d2_pct,ret_d3_pct,ret_d4_pct,ret_d5_pct,selector_pass,signal_time_et,single_up_day5_pct,status,survivor_entity,universe_contract,up_days5
NOT_STORED_SECOND_SESSION_NOT_COMPLETE_AS_OF_2026-07-12,stage3:CRS:8695c9ce3320,587.6300048828125,0.23018317889798692,-4.735429074141528,2,4,8.791463380998177,sessions strictly before 2026-07-09,600.8599853515625,"{""fitness"": 101.93279083785414, ""recent_turn_down_mode"": 0, ""rules"": [{""feature"": ""ret_d5_pct"", ""q_high"": 0.976024529284596, ""q_low"": 0.5411718626363965, ""value_high"": 3.9543466680635078, ""value_low"": 0.7501740527810459}, {""feature"": ""ret_d3_pct"", ""q_high"": 1.0, ""q_low"": 0.5302396029249479, ""value_high"": 5.310080929248451, ""value_low"": 0.08501565899741656}, {""feature"": ""ret_d1_pct"", ""q_high"": 0.6840663536792255, ""q_low"": 0.1500632761387987, ""value_high"": 0.6298441083316351, ""value_low"": -2.9767449597703917}]}",True,625.989990234375,576.1599731445312,6.52791467978433,0,-0.46073868308800225,-4.666939751968102,3.6852873426957977,-2.117474675300579,-1.08294750990644,False,2026-07-09T13:20:33.590054-04:00,3.6852873426957977,RECOVERED_SELECTOR_DECISION,False,current rulebook re-evaluated with current SignalCollector; not original log reconstruction,1
