ticker,date,regime,position_independent_daily_evaluation,holding_state_ignored_for_candidate_generation,feature_cutoff,entry_open_d0,entry_high_d0,entry_low_d0,entry_close_d0,future_high_d1,future_high_d2,forward_max_return_pct,label_2d3pct,ret_d5_pct,ret_d4_pct,ret_d3_pct,ret_d2_pct,ret_d1_pct,cumulative_ret5_pct,up_days5,days_since_high5,close_pos5,pullback_from_high5_pct,single_up_day5_pct,fade_after_surge_score
AEIS,2020-06-16,stress,True,True,D-1,67.5800018311,68.6800003052,65.9400024414,67.4199981689,68.2600021362,67.5100021362,1.0062152806676439,0,-1.0466731197204648,-2.1012024584569855,-9.417429039969505,3.91682828713964,0.8220858837673317,-8.062230826369387,2.0,4.0,0.3799391039978986,9.415388840923079,3.91682828713964,0.0
AEIS,2020-06-17,stress,True,True,D-1,68.1900024414,68.2600021362,66.3300018311,66.3499984741,67.5100021362,68.6299972534,0.6452482713695806,0,-2.1012024584569855,-9.417429039969505,3.91682828713964,0.8220858837673317,3.7230741059999906,-3.6306474397349686,3.0,4.0,0.6847943069969362,4.212405880203751,3.91682828713964,3.91682828713964
AEIS,2020-06-18,stress,True,True,D-1,65.9899978638,67.5100021362,65.9899978638,66.7099990845,68.6299972534,67.2699966431,4.000605356964604,1,-9.417429039969505,3.91682828713964,0.8220858837673317,3.7230741059999906,-1.5870657428963986,-3.124542935386887,3.0,1.0,0.6864062267306631,3.5116833228105104,3.91682828713964,3.91682828713964
AEIS,2020-06-19,stress,True,True,D-1,67.6800003052,68.6299972534,66.3199996948,66.5599975586,67.2699966431,68.0199966431,0.5023586530242374,0,3.91682828713964,0.8220858837673317,3.7230741059999906,-1.5870657428963986,0.5425781743469305,7.527398613937231,4.0,2.0,0.7225349797064967,2.953082368063953,3.91682828713964,4.969926928022595
AEIS,2020-06-22,stress,True,True,D-1,66.1500015259,67.2699966431,65.0,66.9400024414,68.0199966431,66.5800018311,2.8269010945794815,0,0.8220858837673317,3.7230741059999906,-1.5870657428963986,0.5425781743469305,-0.22485613544979133,3.241812158100199,3.0,3.0,0.7014079996871088,3.185100397177032,3.7230741059999906,3.7230741059999906
AEIS,2020-06-23,stress,True,True,D-1,67.9700012207,68.0199966431,66.3000030518,66.7900009155,66.5800018311,66.2099990845,-2.0450189269331287,0,3.7230741059999906,-1.5870657428963986,0.5425781743469305,-0.22485613544979133,0.5709208184171422,2.9846191406153855,3.0,4.0,0.5271745327462858,2.5993394089329547,3.7230741059999906,3.7230741059999906
AEIS,2020-06-24,stress,True,True,D-1,66.0999984741,66.5800018311,64.6399993896,65.0199966431,66.2099990845,66.1500015259,0.16641545074027597,0,-1.5870657428963986,0.5425781743469305,-0.22485613544979133,0.5709208184171422,-0.22408353813746507,-0.9344367702617373,2.0,2.0,0.49311357297127784,2.754897907888787,0.5709208184171422,0.5425781743469305
AEIS,2020-06-25,stress,True,True,D-1,64.4199981689,66.2099990845,62.9199981689,66.1399993896,66.1500015259,65.7699966431,2.6855066845301367,0,0.5425781743469305,-0.22485613544979133,0.5709208184171422,-0.22408353813746507,-2.650103680398719,-2.0045242827234966,2.0,3.0,0.09523745788126602,5.55213902903684,0.5709208184171422,3.439169590861979
AEIS,2020-06-26,stress,True,True,D-1,65.8000030518,66.1500015259,62.5900001526,62.8100013733,65.7699966431,68.3600006104,3.890573616819859,1,-0.22485613544979133,0.5709208184171422,-0.22408353813746507,-2.650103680398719,1.722551221661539,-0.8544441653761448,2.0,4.0,0.5639232464048572,3.7647382624432346,1.722551221661539,1.5441226704763333
AEIS,2020-06-29,stress,True,True,D-1,63.5699996948,65.7699966431,62.6300010681,65.3700027466,68.3600006104,68.7799987793,8.195688389984635,1,0.5709208184171422,-0.22408353813746507,-2.650103680398719,1.722551221661539,-5.034771767511725,-5.634008898510667,2.0,3.0,0.04051590476806009,8.294849794438509,1.722551221661539,3.969867886856482
AEIS,2020-06-30,stress,True,True,D-1,65.4899978638,68.3600006104,65.3600006104,67.7900009155,68.7799987793,68.0999984741,5.023669297321165,1,-0.22408353813746507,-2.650103680398719,1.722551221661539,-5.034771767511725,4.075786208131227,-2.3453833844335414,2.0,4.0,0.5119713426820297,4.053837823401096,4.075786208131227,2.8867433143531684
AEIS,2020-07-01,stress,True,True,D-1,67.8899993896,68.7799987793,65.7099990845,65.8399963379,68.0999984741,70.1800003052,3.3731049288399095,1,-2.650103680398719,1.722551221661539,-5.034771767511725,4.075786208131227,3.702001020683565,1.49723010374736,3.0,0.0,0.9012132322919568,0.8408315196963834,4.075786208131227,1.722551221661539
AEIS,2020-07-02,stress,True,True,D-1,67.2900009155,68.0999984741,66.4599990845,67.2399978638,70.1800003052,69.4899978638,4.29484225052863,1,1.722551221661539,-5.034771767511725,4.075786208131227,3.702001020683565,-2.876537175490923,1.261150010974399,3.0,0.0,0.5250398879381716,4.465374551832446,4.075786208131227,4.075786208131227
AEIS,2020-07-06,stress,True,True,D-1,68.6900024414,70.1800003052,68.4199981689,68.6200027466,69.4899978638,69.4700012207,1.1646460823501625,0,-5.034771767511725,4.075786208131227,3.702001020683565,-2.876537175490923,2.12636938604156,1.663136504916496,3.0,1.0,0.7512114285684416,2.290304825142009,4.075786208131227,4.8871198034583285
AEIS,2020-07-07,stress,True,True,D-1,67.9199981689,69.4899978638,67.1999969482,67.3300018311,69.4700012207,70.4300003052,3.6955273910023623,1,4.075786208131227,3.702001020683565,-2.876537175490923,2.12636938604156,2.052357118742476,9.250121391924981,4.0,0.0,0.7933777859295245,2.2733860334584355,4.075786208131227,4.075786208131227
AEIS,2020-07-08,stress,True,True,D-1,66.4000015259,69.4700012207,66.4000015259,69.4700012207,70.4300003052,70.2399978638,6.069275130555618,1,3.702001020683565,-2.876537175490923,2.12636938604156,2.052357118742476,-1.8799196500526305,2.998315744451996,3.0,1.0,0.40871397208288707,4.232880434563668,3.702001020683565,3.702001020683565
AEIS,2020-07-09,stress,True,True,D-1,69.8899993896,70.4300003052,68.2799987793,70.0699996948,70.2399978638,71.5500030518,2.3751662279267505,0,-2.876537175490923,2.12636938604156,2.052357118742476,-1.8799196500526305,3.1783741740691873,2.4782420453041576,3.0,2.0,0.8411635591480191,1.0220225594129495,3.1783741740691873,2.12636938604156
