ticker,date,regime,position_independent_daily_evaluation,holding_state_ignored_for_candidate_generation,feature_cutoff,entry_open_d0,entry_high_d0,entry_low_d0,entry_close_d0,future_high_d1,future_high_d2,forward_max_return_pct,label_2d3pct,ret_d5_pct,ret_d4_pct,ret_d3_pct,ret_d2_pct,ret_d1_pct,cumulative_ret5_pct,up_days5,days_since_high5,close_pos5,pullback_from_high5_pct,single_up_day5_pct,fade_after_surge_score
C,2020-06-16,stress,True,True,D-1,56.2999992371,56.4000015259,52.3199996948,54.4500007629,54.7999992371,53.6500015259,-2.66429843752386,0,-2.8412828719939,-6.11764603294117,-13.372719547391554,7.9768560840891345,1.3971283104306176,-13.487919513235259,2.0,4.0,0.39833323160833345,13.627786491294835,7.9768560840891345,0.0
C,2020-06-17,stress,True,True,D-1,54.7000007629,54.7999992371,52.8800010681,53.0,53.6500015259,54.0900001526,-1.1151747747574547,0,-6.11764603294117,-13.372719547391554,7.9768560840891345,1.3971283104306176,2.7746342646324473,-8.487393675798327,3.0,4.0,0.571298060746218,8.613404152412008,7.9768560840891345,7.9768560840891345
C,2020-06-18,stress,True,True,D-1,52.6699981689,53.6500015259,52.0299987793,53.0400009155,54.0900001526,52.5699996948,2.6960357567251014,0,-13.372719547391554,7.9768560840891345,1.3971283104306176,2.7746342646324473,-2.6629949358751293,-5.1199437507122525,3.0,1.0,0.5853657061543861,6.415097218679255,7.9768560840891345,7.9768560840891345
C,2020-06-19,stress,True,True,D-1,54.0600013733,54.0900001526,51.5600013733,52.9199981689,52.5699996948,53.7299995422,-0.6104362240415773,0,7.9768560840891345,1.3971283104306176,2.7746342646324473,-2.6629949358751293,0.07547342547169489,9.609426709146396,4.0,2.0,0.49549539228417383,6.334842670445928,7.9768560840891345,10.56638744799081
C,2020-06-22,stress,True,True,D-1,51.8499984741,52.5699996948,51.5200004578,52.0600013733,53.7299995422,51.8400001526,3.6258459468211823,1,1.3971283104306176,2.7746342646324473,-2.6629949358751293,0.07547342547169489,-0.22624951834216978,1.2822931462201037,3.0,3.0,0.4774769614508985,6.575970289895294,2.7746342646324473,2.9255811157645195
C,2020-06-23,stress,True,True,D-1,52.9500007629,53.7299995422,52.5,52.9500007629,51.8400001526,52.7900009155,-0.30217156769543063,0,2.7746342646324473,-2.6629949358751293,0.07547342547169489,-0.22624951834216978,-1.6250884832898715,-1.7365009000560594,2.0,4.0,0.11065590108779241,8.336534840788268,2.7746342646324473,4.622295511398411
C,2020-06-24,stress,True,True,D-1,51.6699981689,51.8400001526,50.1599998474,50.8100013733,52.7900009155,52.3400001526,2.167607482661227,0,-2.6629949358751293,0.07547342547169489,-0.22624951834216978,-1.6250884832898715,1.709564667926533,-2.754820898041266,2.0,4.0,0.4359758650291868,3.4938592021630965,1.709564667926533,0.07547342547169489
C,2020-06-25,stress,True,True,D-1,50.2999992371,52.7900009155,50.1300010681,52.6800003052,52.3400001526,50.9199981689,4.055667885567971,1,0.07547342547169489,-0.22624951834216978,-1.6250884832898715,1.709564667926533,-4.041547419767766,-4.1320728805660405,2.0,3.0,0.16539477746094394,6.4554195840341055,1.709564667926533,2.4765490440387894
C,2020-06-26,stress,True,True,D-1,52.3400001526,52.3400001526,49.4700012207,49.5800018311,50.9199981689,51.5499992371,-1.5093636094702045,0,-0.22624951834216978,-1.6250884832898715,1.709564667926533,-4.041547419767766,3.680375676751435,-0.678734170599915,2.0,4.0,0.6439393501582001,2.6765372802414866,3.680375676751435,2.2194805391443806
C,2020-06-29,stress,True,True,D-1,50.2799987793,50.9199981689,49.6100006104,50.2900009155,51.5499992371,52.0,3.420845788500926,1,-1.6250884832898715,1.709564667926533,-4.041547419767766,3.680375676751435,-5.884583250076403,-6.3114067523963975,2.0,3.0,0.025821749704649552,8.370305683403245,3.680375676751435,4.13034701186551
C,2020-06-30,stress,True,True,D-1,49.8100013733,51.5499992371,49.6500015259,51.0999984741,52.0,52.4599990845,5.320212082187359,1,1.709564667926533,-4.041547419767766,3.680375676751435,-5.884583250076403,1.432027144369008,-3.3999239552609306,3.0,4.0,0.1924882671106948,6.84032325328463,3.680375676751435,8.217200611932917
C,2020-07-01,stress,True,True,D-1,51.7599983215,52.0,50.1500015259,50.3499984741,52.4599990845,52.5600013733,1.5456010002760978,0,-4.041547419767766,3.680375676751435,-5.884583250076403,1.432027144369008,1.6106532985771915,-3.493866406317836,3.0,3.0,0.49096307326564076,3.307245580949636,3.680375676751435,3.680375676751435
C,2020-07-02,stress,True,True,D-1,52.1199989319,52.4599990845,50.2799987793,50.5499992371,52.5600013733,51.3600006104,0.8442103806926449,0,3.680375676751435,-5.884583250076403,1.432027144369008,1.6106532985771915,-1.4677104156473497,-0.9053392772426228,3.0,4.0,0.2650594380410056,4.846082453518119,3.680375676751435,3.680375676751435
C,2020-07-06,stress,True,True,D-1,51.8699989319,52.5600013733,51.1899986267,51.9700012207,51.3600006104,51.0699996948,-0.9832240832886363,0,-5.884583250076403,1.432027144369008,1.6106532985771915,-1.4677104156473497,0.3972209911841107,-4.043282186332375,3.0,0.0,0.36120360802781015,3.778436946044894,1.6106532985771915,2.6869727769011753
C,2020-07-07,stress,True,True,D-1,51.25,51.3600006104,50.0900001526,50.3199996948,51.0699996948,51.0800018311,-0.33170374419512205,0,1.432027144369008,1.6106532985771915,-1.4677104156473497,0.3972209911841107,2.809103867518603,4.820490724751902,4.0,0.0,0.7999999999932207,1.1352706152429226,2.809103867518603,1.6106532985771915
C,2020-07-08,stress,True,True,D-1,50.2000007629,51.0699996948,49.9399986267,50.8800010681,51.0800018311,52.6899986267,4.960155031790814,1,1.6106532985771915,-1.4677104156473497,0.3972209911841107,2.809103867518603,-3.174911462658936,0.059651578353325796,3.0,1.0,0.2302399326579437,4.451513696514331,2.809103867518603,2.0656474544053838
C,2020-07-09,stress,True,True,D-1,50.7299995422,51.0800018311,49.0299987793,49.4500007629,52.6899986267,53.5999984741,5.657399877389269,1,-1.4677104156473497,0.3972209911841107,2.809103867518603,-3.174911462658936,1.1128803193491743,-0.4305233122687935,3.0,2.0,0.3587791816706485,3.3018873229806234,2.809103867518603,4.906467975653051
C,2020-07-10,stress,True,True,D-1,49.4500007629,52.6899986267,49.4500007629,52.6500015259,53.5999984741,52.0800018311,8.392310712184159,1,0.3972209911841107,2.809103867518603,-3.174911462658936,1.1128803193491743,-2.810535132037495,-1.7874830952834264,3.0,3.0,0.11898064446578019,6.2891821282504035,2.809103867518603,4.538036572559756
C,2020-07-13,stress,True,True,D-1,53.3300018311,53.5999984741,51.8600006104,52.2000007629,52.0800018311,52.1100006104,-2.2876451880947446,0,2.809103867518603,-3.174911462658936,1.1128803193491743,-2.810535132037495,6.471184456281787,4.154307261114165,3.0,0.0,0.9890718299268745,0.07596790055233171,6.471184456281787,2.809103867518603
C,2020-07-14,stress,True,True,D-1,51.2900009155,52.0800018311,50.0099983215,50.1500015259,52.1100006104,52.4599990845,2.2811428116906507,0,-3.174911462658936,1.1128803193491743,-2.810535132037495,6.471184456281787,-0.8547022791226988,0.44256212583728693,2.0,0.0,0.6936547473311656,2.6819879132933266,6.471184456281787,1.1128803193491743
C,2020-07-15,stress,True,True,D-1,51.9000015259,52.1100006104,50.6800003052,51.8400001526,52.4599990845,51.4799995422,1.0789933374482308,0,1.1128803193491743,-2.810535132037495,6.471184456281787,-0.8547022791226988,-3.927201546052439,-0.337834200975895,2.0,1.0,0.24507720380690687,6.879355619597027,6.471184456281787,11.219522400337079
C,2020-07-16,stress,True,True,D-1,51.2799987793,52.4599990845,50.9399986267,51.4599990845,51.4799995422,50.5800018311,0.3900170976227191,0,-2.810535132037495,6.471184456281787,-0.8547022791226988,-3.927201546052439,3.3698874880934815,1.8867906138899215,2.0,2.0,0.6148799914576307,3.395058480553903,6.471184456281787,7.160840787773381
C,2020-07-17,stress,True,True,D-1,51.2200012207,51.4799995422,50.2000007629,50.2200012207,50.5800018311,51.8199996948,1.171414408044802,0,6.471184456281787,-0.8547022791226988,-3.927201546052439,3.3698874880934815,-0.7330267495783249,4.064708373286829,2.0,3.0,0.48433721208458114,4.158568650741734,6.471184456281787,6.471184456281787
C,2020-07-20,stress,True,True,D-1,49.9900016785,50.5800018311,49.75,50.1399993896,51.8199996948,52.2799987793,4.580910229864821,1,-0.8547022791226988,-3.927201546052439,3.3698874880934815,-0.7330267495783249,-2.4096344459001218,-4.6153850612988485,1.0,4.0,0.05849662681710696,6.7303806675472755,3.3698874880934815,6.494885418516427
C,2020-07-21,stress,True,True,D-1,50.9000015259,51.8199996948,50.6699981689,51.7299995422,52.2799987793,52.2299995422,2.7111929509428423,0,-3.927201546052439,3.3698874880934815,-0.7330267495783249,-2.4096344459001218,-0.15930272631499154,-3.9463627264237466,1.0,2.0,0.14391126249105568,4.627043723860136,3.3698874880934815,5.9349860469420594
C,2020-07-22,stress,True,True,D-1,51.5400009155,52.2799987793,51.1500015259,51.6599998474,52.2299995422,52.4799995422,1.8238234575143508,0,3.3698874880934815,-0.7330267495783249,-2.4096344459001218,-0.15930272631499154,3.171121204540328,3.1505443035410474,2.0,3.0,0.7306273841658191,1.4111725280501641,3.3698874880934815,3.3698874880934815
C,2020-07-23,stress,True,True,D-1,51.4500007629,52.2299995422,51.1300010681,52.0800018311,52.4799995422,51.4599990845,2.0019412323171837,0,-0.7330267495783249,-2.4096344459001218,-0.15930272631499154,3.171121204540328,-0.1353174085046982,-0.34722280993467747,1.0,4.0,0.7047972297571465,1.5485854422437884,3.171121204540328,0.0
C,2020-07-24,stress,True,True,D-1,52.0999984741,52.4799995422,51.5,51.6699981689,51.4599990845,51.6599998474,-0.8445271393217602,0,-2.4096344459001218,-0.15930272631499154,3.171121204540328,-0.1353174085046982,0.8130119723976925,1.2048246358922876,2.0,1.0,0.9209497847049011,0.38401870424007445,3.171121204540328,3.171121204540328
C,2020-07-27,stress,True,True,D-1,51.4599990845,51.4599990845,50.6100006104,51.2900009155,51.6599998474,52.5900001526,2.195882410033634,0,-0.15930272631499154,3.171121204540328,-0.1353174085046982,0.8130119723976925,-0.7872573882191425,2.8872897510052953,2.0,0.0,0.703296150501458,1.5676435107511377,3.171121204540328,3.171121204540328
C,2020-07-28,stress,True,True,D-1,51.0200004578,51.6599998474,50.9700012207,51.2700004578,52.5900001526,51.2000007629,3.077223991988376,1,3.171121204540328,-0.1353174085046982,0.8130119723976925,-0.7872573882191425,-0.7354311338619635,2.2935810528520673,2.0,1.0,0.3636367345116377,2.320137659308119,3.171121204540328,4.688019990684844
C,2020-07-29,stress,True,True,D-1,51.1699981689,52.5900001526,50.9900016785,52.5200004578,51.2000007629,50.3100013733,0.058633173878508416,0,-0.1353174085046982,0.8130119723976925,-0.7872573882191425,-0.7354311338619635,-0.03899484761746841,-0.8892307915540187,1.0,2.0,0.3529412964769494,2.3600528059209536,0.8130119723976925,1.5871511736271549
C,2020-07-30,stress,True,True,D-1,51.1100006104,51.2000007629,49.8600006104,50.8699989319,50.3100013733,50.8499984741,-0.5087108847482535,0,0.8130119723976925,-0.7872573882191425,-0.7354311338619635,-0.03899484761746841,2.4380729253725475,1.6647321195129239,2.0,0.0,0.9646466106137485,0.1332819767513982,2.4380729253725475,0.8130119723976925
C,2020-07-31,stress,True,True,D-1,50.2599983215,50.3100013733,49.3699989319,50.0099983215,50.8499984741,50.3199996948,1.1738960849658753,0,-0.7872573882191425,-0.7354311338619635,-0.03899484761746841,2.4380729253725475,-3.141663197862654,-2.323354179449044,1.0,1.0,0.36996281716812374,3.381170152966928,2.4380729253725475,0.7801863123235941
C,2020-08-03,stress,True,True,D-1,50.5600013733,50.8499984741,49.6899986267,50.3899993896,50.3199996948,51.3100013733,1.483386035657941,0,-0.7354311338619635,-0.03899484761746841,2.4380729253725475,-3.141663197862654,-1.690585076581752,-3.2126957736165584,1.0,2.0,0.19875749906109347,5.1589720409785045,2.4380729253725475,7.217208710637435
C,2020-08-04,stress,True,True,D-1,50.2299995422,50.3199996948,49.8499984741,50.1399993896,51.3100013733,51.2900009155,2.150113161344258,0,-0.03899484761746841,2.4380729253725475,-3.141663197862654,-1.690585076581752,0.7598501916698419,-1.7547309608801687,2.0,3.0,0.3167702083908718,4.365947191208064,2.4380729253725475,3.3816537242292166
C,2020-08-05,stress,True,True,D-1,50.5,51.3100013733,50.4700012207,51.0400009155,51.2900009155,52.2299995422,3.4257416677227592,1,2.4380729253725475,-3.141663197862654,-1.690585076581752,0.7598501916698419,-0.4961301905703097,-2.204020008016383,2.0,4.0,0.23913048627124717,4.886319889960311,2.4380729253725475,2.4380729253725475
C,2020-08-06,stress,True,True,D-1,50.75,51.2900009155,50.5800018311,50.8899993896,52.2299995422,53.2099990845,4.847288836453201,1,-3.141663197862654,-1.690585076581752,0.7598501916698419,-0.4961301905703097,1.7949771377274493,-2.817973209061919,2.0,0.0,0.8608246814343441,0.5289977526587331,1.7949771377274493,0.7598501916698419
