ticker,date,regime,position_independent_daily_evaluation,holding_state_ignored_for_candidate_generation,feature_cutoff,entry_open_d0,entry_high_d0,entry_low_d0,entry_close_d0,future_high_d1,future_high_d2,forward_max_return_pct,label_2d3pct,ret_d5_pct,ret_d4_pct,ret_d3_pct,ret_d2_pct,ret_d1_pct,cumulative_ret5_pct,up_days5,days_since_high5,close_pos5,pullback_from_high5_pct,single_up_day5_pct,fade_after_surge_score
CAN,2020-06-16,stress,True,True,D-1,2.02999997139,2.08999991417,1.94000005722,2.01999998093,2.00999999046,1.98000001907,-0.9852207493532994,0,15.566046223291675,-1.2244886043332182,-12.39670170547753,-2.8301861329653177,-3.8834915501035905,-6.603767643742997,1.0,3.0,0.09090918942975716,30.303025195010758,15.566046223291675,22.169813867034673
CAN,2020-06-17,stress,True,True,D-1,2.0,2.00999999046,1.90999996662,1.92999994755,1.98000001907,1.98000001907,-0.9999990464999997,0,-1.2244886043332182,-12.39670170547753,-2.8301861329653177,-3.8834915501035905,2.0202000744822257,-17.551022791088666,1.0,4.0,0.1515151953122157,27.72276970627385,2.0202000744822257,1.9417457748090783
CAN,2020-06-18,stress,True,True,D-1,1.97000002861,1.98000001907,1.85500001907,1.91999995708,1.98000001907,2.26999998093,15.22842375447453,1,-12.39670170547753,-2.8301861329653177,-3.8834915501035905,2.0202000744822257,-4.4554472390917805,-20.247938565820156,1.0,4.0,0.05555550037500215,17.61658251916569,2.0202000744822257,2.525256113052199
CAN,2020-06-19,stress,True,True,D-1,1.98000001907,1.98000001907,1.87999999523,1.89999997616,2.26999998093,2.15000009537,14.646462579137353,1,-2.8301861329653177,-3.8834915501035905,2.0202000744822257,-4.4554472390917805,-0.51813423532443,-9.433959399821845,1.0,4.0,0.17808201729067807,15.625004074804782,2.0202000744822257,6.970696351415883
CAN,2020-06-22,stress,True,True,D-1,1.91999995708,2.26999998093,1.89999997616,2.08999991417,2.15000009537,2.04999995232,11.979174137055292,1,-3.8834915501035905,2.0202000744822257,-4.4554472390917805,-0.51813423532443,-1.041665696202232,-7.7669888866151116,1.0,3.0,0.19148926458393112,9.999996862842053,2.0202000744822257,3.5746027794192337
CAN,2020-06-23,stress,True,True,D-1,2.1400001049,2.15000009537,2.01999998093,2.11999988556,2.04999995232,1.97000002861,-4.205614400388347,0,2.0202000744822257,-4.4554472390917805,-0.51813423532443,-1.041665696202232,9.999996862842053,5.5555502040685045,2.0,0.0,0.5662648595116662,8.612443739333052,9.999996862842053,2.0202000744822257
CAN,2020-06-24,stress,True,True,D-1,2.03999996185,2.04999995232,1.89999997616,1.94000005722,1.97000002861,1.94000005722,-3.4313693406405665,0,-4.4554472390917805,-0.51813423532443,-1.041665696202232,9.999996862842053,1.4354053886128426,4.950490374953387,2.0,1.0,0.6385539538420425,7.075476578640361,9.999996862842053,0.0
CAN,2020-06-25,stress,True,True,D-1,1.95000004768,1.97000002861,1.90999996662,1.93700003624,1.94000005722,1.87999999523,-0.5128200110506298,0,-0.51813423532443,-1.041665696202232,9.999996862842053,1.4354053886128426,-8.490558398895987,0.5181404114903865,2.0,2.0,0.20481938785978657,17.010304844159997,9.999996862842053,17.177023805906266
CAN,2020-06-26,stress,True,True,D-1,1.94000005722,1.94000005722,1.87999999523,1.88999998569,1.87999999523,1.92499995232,-0.7732012606996963,0,-1.041665696202232,9.999996862842053,1.4354053886128426,-8.490558398895987,-0.15464025213994814,0.8854208093761695,2.0,3.0,0.1461539566666706,17.191530121827036,9.999996862842053,18.63206569296184
CAN,2020-06-29,stress,True,True,D-1,1.85000002384,1.87999999523,1.75999999046,1.85000002384,1.92499995232,1.95000004768,5.405406624397346,1,9.999996862842053,1.4354053886128426,-8.490558398895987,-0.15464025213994814,-2.4264351920836202,-0.5263152944986027,2.0,4.0,0.025641002119657516,20.10582000619805,9.999996862842053,12.577320061566565
