stage,label,stage_dir,row_found,rulebook_hash,sector_name,use_market_entry_adjustment,sector_strength_weight,signal_threshold,win_rate,expectancy,MDD,trade_count,IS_expectancy,OOS_expectancy,IS_win_rate,OOS_win_rate,IS_MDD,OOS_MDD,MAE_distribution,MFE_distribution,mf_weight_sector_materials,mf_weight_peer_EMN,mf_weight_peer_DD,mf_weight_peer_LYB,mf_weight_peer_WLK,mf_weight_macro_ind,mf_weight_cost_oil
stage2,old_tech,/home/g3000kkw/kingmaker/exp_batch_stage123_2009_20260616_full/tickers/CE/stage2,True,f5b4bc76f5dbe3c9559c9bac9d8d61c7f3bcc348fb3db74595b948e2e2298a81,tech,False,0.7395721693608839,2.563611845834524,60.86956521739131,-0.08409565170710263,-22.673571089762326,23.0,,,,,,,"{""count"": 5942, ""max"": -0.012362816119377087, ""mean"": -4.742969172119325, ""median"": -3.3767796246731785, ""min"": -32.110713198416896, ""p10"": -10.401251622501958, ""p90"": -0.34940794038632333}","{""count"": 5657, ""max"": 27.36566320904187, ""mean"": 5.070751693313321, ""median"": 4.783513703140395, ""min"": 0.07157107658551091, ""p10"": 0.9176126698590364, ""p90"": 9.678037324584974}",,,,,,,
stage2,xlb_single,/home/g3000kkw/kingmaker/exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2,True,81cfbc6b444ab753209eee5889aaf4665ac1ecaa71d8ea6bdd0799830b0f6c09,materials,False,-0.14607800639599866,3.1384953547016305,65.0,-0.6544414009616357,-27.27604635667474,20.0,,,,,,,"{""count"": 4735, ""max"": -0.012362816119377087, ""mean"": -4.129877302091678, ""median"": -3.3711516356086566, ""min"": -17.694578767495862, ""p10"": -9.375831406731361, ""p90"": -0.7086695242160024}","{""count"": 4492, ""max"": 18.295581935536365, ""mean"": 4.379397498002509, ""median"": 4.209758667753268, ""min"": 0.12355416343484343, ""p10"": 0.8416026586608462, ""p90"": 7.433813834998411}",,,,,,,
stage2,multifeature,/home/g3000kkw/kingmaker/exp_batch_CE_multifeature_20260708/tickers/CE/stage2,True,08b2f25d52de7b641db231bfca341f684f49c2d1adde32dae9df69411ce9bb85,materials,True,-0.09415235532244204,2.0349918772324207,50.0,0.2018290075581291,-16.75334793836265,30.0,,,,,,,"{""count"": 5250, ""max"": -0.012362816119377087, ""mean"": -4.651166652582324, ""median"": -3.7969677138435487, ""min"": -28.195160694231912, ""p10"": -10.213137243554531, ""p90"": -0.7320119315895306}","{""count"": 4574, ""max"": 40.528403622198816, ""mean"": 4.226276184626172, ""median"": 3.900969850812687, ""min"": 0.07157107658551091, ""p10"": 0.5808165802933117, ""p90"": 7.564430923825816}",-0.378566005247156,-0.6908426176028317,-0.6397377462873237,-1.0,0.12159662521814973,-0.19550832788287076,-1.0
stage3,old_tech,/home/g3000kkw/kingmaker/exp_batch_stage123_2009_20260616_full/tickers/CE/stage3,True,12fbd9799087bfe58a32393885cb0882cb29d72c2bac0f912b9782df4688eab1,tech,False,-0.9225032985981738,3.4032056095181815,62.5,5.706243224828521,-5.594310237552785,8,5.706243224828521,2.9884712210875137,62.5,64.28571428571429,-5.594310237552785,-9.417697665915533,"{""count"": 3749, ""max"": -0.012362816119377087, ""mean"": -5.253368518122301, ""median"": -4.976045069577566, ""min"": -20.966099884550452, ""p10"": -10.431050824167514, ""p90"": -0.8674579799340791}","{""count"": 3463, ""max"": 23.401906758030396, ""mean"": 6.3517663566679, ""median"": 5.917598424332865, ""min"": 0.06020961081885662, ""p10"": 1.035281560020101, ""p90"": 11.658206269004303}",,,,,,,
stage3,xlb_single,/home/g3000kkw/kingmaker/exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3,True,e524fb7e4f8ccf210f2170b4bc47f6d0dd6dfcd79c678690cbc1cf38ee2a338e,materials,False,-0.9139515340986065,2.9803387829516486,66.66666666666666,7.606588528112571,-4.421969198482005,9,7.606588528112571,1.3737863853838084,66.66666666666666,60.0,-4.421969198482005,-9.569643613616643,"{""count"": 3888, ""max"": -0.012362816119377087, ""mean"": -4.473160296451777, ""median"": -3.7969677138435487, ""min"": -18.918444741710626, ""p10"": -9.224805231122843, ""p90"": -0.5621920328852114}","{""count"": 3716, ""max"": 37.180932718029936, ""mean"": 5.983060340561074, ""median"": 5.126259458523006, ""min"": 0.06020961081885662, ""p10"": 0.9848693754061648, ""p90"": 11.971970872667544}",,,,,,,
stage3,multifeature,/home/g3000kkw/kingmaker/exp_batch_CE_multifeature_20260708/tickers/CE/stage3,True,c383986ec2887d333ecb469e90ba34351cfcc3271a55e38c873e2af33a318766,materials,True,-0.3600015548281804,2.4351053545078862,77.77777777777779,7.938098375293458,-5.291717377644709,9,7.938098375293458,0.9207623953741501,77.77777777777779,55.55555555555556,-5.291717377644709,-11.079942093368018,"{""count"": 3893, ""max"": -0.012362816119377087, ""mean"": -4.622840329786717, ""median"": -4.1580260071622535, ""min"": -14.490127745303703, ""p10"": -9.069465840618514, ""p90"": -0.9868421052631579}","{""count"": 3794, ""max"": 39.914158541298384, ""mean"": 6.999899352439586, ""median"": 5.844479005057418, ""min"": 0.0410029134966151, ""p10"": 1.035281560020101, ""p90"": 13.263160304019324}",0.6172968933900741,-1.0,0.014663585063630469,1.0,0.13797695642199426,-1.0,0.04053472915670695
